CONKPOS,DEPTH,CONBPRES,PRESSURE,SWAT,CONIPOS,SGAS,DRAWDOWN,CONJPOS,CONIDX,DATE,WELLMODEL,WELL
6,1619.565185546875,299.2299499511719,299.2299499511719,0.1498473584651947,28,0.0,0,41,6,2018-01-01,STANDARD,R_A3
6,1609.3663330078125,298.54638671875,298.54638671875,0.2754424512386322,29,0.0,0,41,7,2018-01-01,STANDARD,R_A3
7,1611.4163818359375,298.68377685546875,298.68377685546875,0.19882161915302277,29,0.0,0,41,8,2018-01-01,STANDARD,R_A3
8,1613.46630859375,298.8211669921875,298.8211669921875,0.1460786610841751,29,0.0,0,41,9,2018-01-01,STANDARD,R_A3
9,1615.516357421875,298.95855712890625,298.95855712890625,0.6481541991233826,29,0.0,0,41,10,2018-01-01,STANDARD,R_A3
10,1617.5662841796875,299.095947265625,299.095947265625,0.8030344843864441,29,0.0,0,41,11,2018-01-01,STANDARD,R_A3
11,1619.750732421875,299.24237060546875,299.24237060546875,0.04831019043922424,29,0.0,0,41,12,2018-01-01,STANDARD,R_A3
12,1622.0697021484375,299.3978271484375,299.3978271484375,0.053891588002443314,29,0.0,0,41,13,2018-01-01,STANDARD,R_A3
13,1624.388671875,299.5532531738281,299.5532531738281,0.37262097001075745,29,0.0,0,41,14,2018-01-01,STANDARD,R_A3
14,1626.707763671875,299.7087097167969,299.7087097167969,0.3456023037433624,29,0.0,0,41,15,2018-01-01,STANDARD,R_A3
15,1629.026611328125,299.8641662597656,299.8641662597656,0.49332767724990845,29,0.0,0,41,16,2018-01-01,STANDARD,R_A3
16,1630.9468994140625,299.992919921875,299.992919921875,0.8019264936447144,29,0.0,0,41,17,2018-01-01,STANDARD,R_A3
27,1633.5262451171875,300.16583251953125,300.16583251953125,0.6481541991233826,29,0.0,0,41,18,2018-01-01,STANDARD,R_A3
28,1637.1630859375,300.40966796875,300.40966796875,0.04582946002483368,29,0.0,0,41,19,2018-01-01,STANDARD,R_A3
29,1640.8001708984375,300.6535339355469,300.6535339355469,0.05228268727660179,29,0.0,0,41,20,2018-01-01,STANDARD,R_A3
30,1644.4371337890625,300.89739990234375,300.89739990234375,0.6481541991233826,29,0.0,0,41,21,2018-01-01,STANDARD,R_A3
31,1648.0740966796875,301.14129638671875,301.14129638671875,0.06127921864390373,29,0.0,0,41,22,2018-01-01,STANDARD,R_A3
1,1631.1873779296875,300.009033203125,300.009033203125,0.05178655683994293,30,0.0,0,52,1,2018-01-01,STANDARD,R_A4
1,1627.4293212890625,299.7571105957031,299.7571105957031,0.050683874636888504,31,0.0,0,52,2,2018-01-01,STANDARD,R_A4
2,1629.4896240234375,299.89520263671875,299.89520263671875,0.051592472940683365,31,0.0,0,52,3,2018-01-01,STANDARD,R_A4
3,1631.5498046875,300.0333251953125,300.0333251953125,0.053491584956645966,31,0.0,0,52,4,2018-01-01,STANDARD,R_A4
4,1633.610107421875,300.17144775390625,300.17144775390625,0.6481541991233826,31,0.0,0,52,5,2018-01-01,STANDARD,R_A4
4,1632.3968505859375,300.0901184082031,300.0901184082031,0.05713524669408798,32,0.0,0,52,6,2018-01-01,STANDARD,R_A4
4,1635.880615234375,300.3236999511719,300.3236999511719,0.6481541991233826,32,0.0,0,51,7,2018-01-01,STANDARD,R_A4
4,1637.321044921875,300.4202575683594,300.4202575683594,0.6481541991233826,33,0.0,0,51,8,2018-01-01,STANDARD,R_A4
3,1635.474609375,300.29644775390625,300.29644775390625,0.05947340279817581,33,0.0,0,51,9,2018-01-01,STANDARD,R_A4
4,1642.1485595703125,300.74395751953125,300.74395751953125,0.6481541991233826,33,0.0,0,50,10,2018-01-01,STANDARD,R_A4
4,1641.132080078125,300.67578125,300.67578125,0.09878486394882202,34,0.0,0,50,11,2018-01-01,STANDARD,R_A4
3,1639.20703125,300.5467224121094,300.5467224121094,0.15478037297725677,34,0.0,0,50,12,2018-01-01,STANDARD,R_A4
3,1640.9061279296875,300.66064453125,300.66064453125,0.2293243557214737,35,0.0,0,50,13,2018-01-01,STANDARD,R_A4
2,1639.0426025390625,300.53570556640625,300.53570556640625,0.2288455367088318,35,0.0,0,50,14,2018-01-01,STANDARD,R_A4
2,1641.93212890625,300.72943115234375,300.72943115234375,0.24109753966331482,35,0.0,0,49,15,2018-01-01,STANDARD,R_A4
30,1642.357421875,300.7579650878906,300.7579650878906,0.05171753093600273,36,0.0,0,49,16,2018-01-01,STANDARD,R_A4
30,1639.6068115234375,300.5735168457031,300.5735168457031,0.194771870970726,36,0.0,0,48,17,2018-01-01,STANDARD,R_A4
30,1646.7513427734375,301.0526123046875,301.0526123046875,0.09849477559328079,37,0.0,0,48,18,2018-01-01,STANDARD,R_A4
30,1653.461669921875,301.5025939941406,301.5025939941406,0.10194094479084015,38,0.0,0,48,19,2018-01-01,STANDARD,R_A4
30,1657.8184814453125,301.7947998046875,301.7947998046875,0.11428860574960709,38,0.0,0,47,20,2018-01-01,STANDARD,R_A4
1,1685.026611328125,303.8440856933594,303.8440856933594,1.0,31,0.0,0,20,1,2018-01-01,STANDARD,R_A5
2,1687.3070068359375,304.0601806640625,304.0601806640625,1.0,31,0.0,0,20,2,2018-01-01,STANDARD,R_A5
3,1689.5875244140625,304.58209228515625,304.58209228515625,1.0,31,0.0,0,20,3,2018-01-01,STANDARD,R_A5
4,1691.8680419921875,304.4924011230469,304.4924011230469,1.0,31,0.0,0,20,4,2018-01-01,STANDARD,R_A5
5,1694.1485595703125,304.7085266113281,304.7085266113281,1.0,31,0.0,0,20,5,2018-01-01,STANDARD,R_A5
6,1696.4290771484375,304.9246520996094,304.9246520996094,1.0,31,0.0,0,20,6,2018-01-01,STANDARD,R_A5
7,1698.70947265625,305.446533203125,305.446533203125,1.0,31,0.0,0,20,7,2018-01-01,STANDARD,R_A5
11,1707.6488037109375,305.988037109375,305.988037109375,1.0,31,0.0,0,20,8,2018-01-01,STANDARD,R_A5
12,1709.5638427734375,306.1695251464844,306.1695251464844,1.0,31,0.0,0,20,9,2018-01-01,STANDARD,R_A5
12,1701.7845458984375,305.4322814941406,305.4322814941406,1.0,31,0.0,0,21,10,2018-01-01,STANDARD,R_A5
13,1703.735107421875,305.6291198730469,305.6291198730469,1.0,31,0.0,0,21,11,2018-01-01,STANDARD,R_A5
14,1705.6856689453125,305.81396484375,305.81396484375,1.0,31,0.0,0,21,12,2018-01-01,STANDARD,R_A5
15,1707.63623046875,305.9988098144531,305.9988098144531,1.0,31,0.0,0,21,13,2018-01-01,STANDARD,R_A5
16,1709.5867919921875,306.1836853027344,306.1836853027344,1.0,31,0.0,0,21,14,2018-01-01,STANDARD,R_A5
17,1711.537353515625,306.5135498046875,306.5135498046875,1.0,31,0.0,0,21,15,2018-01-01,STANDARD,R_A5
18,1713.35400390625,306.6856994628906,306.6856994628906,1.0,31,0.0,0,21,16,2018-01-01,STANDARD,R_A5
19,1714.3951416015625,306.7843933105469,306.7843933105469,1.0,31,0.0,0,21,17,2018-01-01,STANDARD,R_A5
27,1715.7628173828125,306.75689697265625,306.75689697265625,1.0,31,0.0,0,21,18,2018-01-01,STANDARD,R_A5
28,1718.098388671875,306.978271484375,306.978271484375,1.0,31,0.0,0,21,19,2018-01-01,STANDARD,R_A5
29,1720.43408203125,307.5054016113281,307.5054016113281,1.0,31,0.0,0,21,20,2018-01-01,STANDARD,R_A5
30,1722.7696533203125,307.7267761230469,307.7267761230469,1.0,31,0.0,0,21,21,2018-01-01,STANDARD,R_A5
31,1725.105224609375,307.9481506347656,307.9481506347656,1.0,31,0.0,0,21,22,2018-01-01,STANDARD,R_A5
1,1695.20263671875,305.11419677734375,305.11419677734375,1.0,17,0.0,0,42,1,2018-01-01,STANDARD,R_A6
2,1696.7510986328125,305.2609558105469,305.2609558105469,1.0,17,0.0,0,42,2,2018-01-01,STANDARD,R_A6
3,1698.299560546875,305.4076843261719,305.4076843261719,1.0,17,0.0,0,42,3,2018-01-01,STANDARD,R_A6
4,1699.84814453125,305.554443359375,305.554443359375,1.0,17,0.0,0,42,4,2018-01-01,STANDARD,R_A6
5,1701.3966064453125,305.7012023925781,305.7012023925781,1.0,17,0.0,0,42,5,2018-01-01,STANDARD,R_A6
6,1702.9451904296875,305.84796142578125,305.84796142578125,1.0,17,0.0,0,42,6,2018-01-01,STANDARD,R_A6
7,1704.49365234375,305.6956481933594,305.6956481933594,1.0,17,0.0,0,42,7,2018-01-01,STANDARD,R_A6
8,1706.042236328125,305.8424072265625,305.8424072265625,1.0,17,0.0,0,42,8,2018-01-01,STANDARD,R_A6
9,1707.5906982421875,306.2882080078125,306.2882080078125,1.0,17,0.0,0,42,9,2018-01-01,STANDARD,R_A6
10,1709.1392822265625,306.1291809082031,306.1291809082031,1.0,17,0.0,0,42,10,2018-01-01,STANDARD,R_A6
11,1711.055419921875,306.3109130859375,306.3109130859375,1.0,17,0.0,0,42,11,2018-01-01,STANDARD,R_A6
12,1713.3392333984375,306.52734375,306.52734375,1.0,17,0.0,0,42,12,2018-01-01,STANDARD,R_A6
13,1715.623046875,306.7557678222656,306.7557678222656,1.0,17,0.0,0,42,13,2018-01-01,STANDARD,R_A6
14,1717.9068603515625,306.9721984863281,306.9721984863281,1.0,17,0.0,0,42,14,2018-01-01,STANDARD,R_A6
15,1720.190673828125,307.18865966796875,307.18865966796875,1.0,17,0.0,0,42,15,2018-01-01,STANDARD,R_A6
16,1722.474365234375,307.55010986328125,307.55010986328125,1.0,17,0.0,0,42,16,2018-01-01,STANDARD,R_A6
17,1724.7581787109375,307.7665710449219,307.7665710449219,1.0,17,0.0,0,42,17,2018-01-01,STANDARD,R_A6
18,1726.394287109375,307.921630859375,307.921630859375,1.0,17,0.0,0,42,18,2018-01-01,STANDARD,R_A6
27,1727.7508544921875,307.8930969238281,307.8930969238281,1.0,17,0.0,0,42,19,2018-01-01,STANDARD,R_A6
28,1729.4755859375,308.3623352050781,308.3623352050781,1.0,17,0.0,0,42,20,2018-01-01,STANDARD,R_A6
29,1731.2001953125,308.52581787109375,308.52581787109375,1.0,17,0.0,0,42,21,2018-01-01,STANDARD,R_A6
30,1732.9249267578125,308.68927001953125,308.68927001953125,1.0,17,0.0,0,42,22,2018-01-01,STANDARD,R_A6
31,1734.649658203125,308.5469665527344,308.5469665527344,1.0,17,0.0,0,42,23,2018-01-01,STANDARD,R_A6
1,1641.094970703125,296.7823791503906,296.7823791503906,0.05686892569065094,22,0.0,0,30,1,2018-03-01,STANDARD,R_A2
2,1642.8890380859375,296.90252685546875,296.90252685546875,0.05885183438658714,22,0.0,0,30,2,2018-03-01,STANDARD,R_A2
3,1644.68310546875,297.0226135253906,297.0226135253906,0.062400933355093,22,0.0,0,30,3,2018-03-01,STANDARD,R_A2
4,1646.4771728515625,297.14276123046875,297.14276123046875,0.06822537630796432,22,0.0,0,30,4,2018-03-01,STANDARD,R_A2
5,1648.2713623046875,297.2629089355469,297.2629089355469,0.07156707346439362,22,0.0,0,30,5,2018-03-01,STANDARD,R_A2
6,1650.0654296875,297.4326171875,297.4326171875,0.32037606835365295,22,0.0,0,30,6,2018-03-01,STANDARD,R_A2
7,1651.859619140625,297.57891845703125,297.57891845703125,0.8954640626907349,22,0.0,0,30,7,2018-03-01,STANDARD,R_A2
8,1653.6536865234375,297.7619323730469,297.7619323730469,0.7218623161315918,22,0.0,0,30,8,2018-03-01,STANDARD,R_A2
9,1655.44775390625,298.1946105957031,298.1946105957031,0.8979666829109192,22,0.0,0,30,9,2018-03-01,STANDARD,R_A2
10,1657.2418212890625,299.0176086425781,299.0176086425781,0.9283294677734375,22,0.0,0,30,10,2018-03-01,STANDARD,R_A2
11,1659.1368408203125,299.71905517578125,299.71905517578125,0.07756812870502472,22,0.0,0,30,11,2018-03-01,STANDARD,R_A2
12,1661.132568359375,299.852783203125,299.852783203125,0.08110451698303223,22,0.0,0,30,12,2018-03-01,STANDARD,R_A2
13,1663.12841796875,299.990234375,299.990234375,0.44350549578666687,22,0.0,0,30,13,2018-03-01,STANDARD,R_A2
14,1665.1241455078125,300.1303405761719,300.1303405761719,0.5036189556121826,22,0.0,0,30,14,2018-03-01,STANDARD,R_A2
15,1667.1199951171875,300.2671813964844,300.2671813964844,0.6873494386672974,22,0.0,0,30,15,2018-03-01,STANDARD,R_A2
16,1669.11572265625,300.40155029296875,300.40155029296875,0.9696422815322876,22,0.0,0,30,16,2018-03-01,STANDARD,R_A2
17,1671.111572265625,300.536865234375,300.536865234375,0.968151330947876,22,0.0,0,30,17,2018-03-01,STANDARD,R_A2
18,1672.9881591796875,300.6639709472656,300.6639709472656,0.988312304019928,22,0.0,0,30,18,2018-03-01,STANDARD,R_A2
18,1674.229736328125,300.6610412597656,300.6610412597656,0.9956544041633606,22,0.0,0,29,19,2018-03-01,STANDARD,R_A2
27,1676.1676025390625,303.0159606933594,303.0159606933594,1.0,22,6.333687539605051e-17,0,29,20,2018-03-01,STANDARD,R_A2
28,1677.9368896484375,303.4681396484375,303.4681396484375,1.0,22,1.8443775158270416e-17,0,29,21,2018-03-01,STANDARD,R_A2
29,1679.7061767578125,303.63116455078125,303.63116455078125,1.0,22,5.786648267823418e-18,0,29,22,2018-03-01,STANDARD,R_A2
30,1681.4754638671875,303.79412841796875,303.79412841796875,1.0,22,-4.7221916203425905e-19,0,29,23,2018-03-01,STANDARD,R_A2
31,1683.2447509765625,303.9680480957031,303.9680480957031,1.0,22,-2.84665128210432e-20,0,29,24,2018-03-01,STANDARD,R_A2
1,1685.026611328125,274.0572204589844,274.0572204589844,1.0,31,-3.5152187595386645e-16,0,20,1,2018-04-28,STANDARD,R_A5
2,1687.3070068359375,274.2724304199219,274.2724304199219,1.0,31,-2.397820571756876e-16,0,20,2,2018-04-28,STANDARD,R_A5
3,1689.5875244140625,274.791259765625,274.791259765625,1.0,31,-2.5193663255292953e-17,0,20,3,2018-04-28,STANDARD,R_A5
4,1691.8680419921875,274.6983947753906,274.6983947753906,1.0,31,-1.051024654271206e-14,0,20,4,2018-04-28,STANDARD,R_A5
5,1694.1485595703125,274.91339111328125,274.91339111328125,1.0,31,-3.951588269926129e-14,0,20,5,2018-04-28,STANDARD,R_A5
6,1696.4290771484375,275.12884521484375,275.12884521484375,1.0,31,-3.7537037551622215e-14,0,20,6,2018-04-28,STANDARD,R_A5
7,1698.70947265625,275.66357421875,275.66357421875,1.0,31,-3.4842609229263815e-15,0,20,7,2018-04-28,STANDARD,R_A5
11,1707.6488037109375,276.7681884765625,276.7681884765625,1.0,31,-8.760286333148182e-13,0,20,8,2018-04-28,STANDARD,R_A5
12,1709.5638427734375,276.9659423828125,276.9659423828125,1.0,31,-8.219728608697963e-13,0,20,9,2018-04-28,STANDARD,R_A5
12,1701.7845458984375,275.7066345214844,275.7066345214844,1.0,31,-1.5538213077315177e-11,0,21,10,2018-04-28,STANDARD,R_A5
13,1703.735107421875,275.90728759765625,275.90728759765625,1.0,31,-5.399801699529361e-13,0,21,11,2018-04-28,STANDARD,R_A5
14,1705.6856689453125,276.0972900390625,276.0972900390625,1.0,31,-1.2063174894758055e-12,0,21,12,2018-04-28,STANDARD,R_A5
15,1707.63623046875,276.2915344238281,276.2915344238281,1.0,31,-3.8960815910288327e-13,0,21,13,2018-04-28,STANDARD,R_A5
16,1709.5867919921875,276.6902160644531,276.6902160644531,1.0,31,-6.662962282605323e-13,0,21,14,2018-04-28,STANDARD,R_A5
17,1711.537353515625,277.4022216796875,277.4022216796875,1.0,31,-5.003942003594872e-14,0,21,15,2018-04-28,STANDARD,R_A5
18,1713.35400390625,277.8196716308594,277.8196716308594,1.0,31,-1.0735553071516968e-13,0,21,16,2018-04-28,STANDARD,R_A5
19,1714.3951416015625,278.0446472167969,278.0446472167969,1.0,31,0.0,0,21,17,2018-04-28,STANDARD,R_A5
27,1715.7628173828125,278.0896911621094,278.0896911621094,1.0,31,-8.278221858004642e-13,0,21,18,2018-04-28,STANDARD,R_A5
28,1718.098388671875,278.3168640136719,278.3168640136719,1.0,31,-7.473122056074477e-13,0,21,19,2018-04-28,STANDARD,R_A5
29,1720.43408203125,290.8186340332031,290.8186340332031,1.0,31,-1.992129603808287e-20,0,21,20,2018-04-28,STANDARD,R_A5
30,1722.7696533203125,293.04705810546875,293.04705810546875,1.0,31,1.0207148326258378e-19,0,21,21,2018-04-28,STANDARD,R_A5
31,1725.105224609375,284.3990173339844,284.3990173339844,1.0,31,2.730012418009293e-19,0,21,22,2018-04-28,STANDARD,R_A5
1,1609.243408203125,281.9757385253906,281.9757385253906,0.6500040888786316,28,0.0,0,41,1,2018-07-03,STANDARD,R_A3
2,1611.3077392578125,282.2322692871094,282.2322692871094,0.19248606264591217,28,0.0,0,41,2,2018-07-03,STANDARD,R_A3
3,1613.3720703125,282.3732604980469,282.3732604980469,0.19321656227111816,28,0.0,0,41,3,2018-07-03,STANDARD,R_A3
4,1615.4365234375,282.5218811035156,282.5218811035156,0.24768050014972687,28,0.0,0,41,4,2018-07-03,STANDARD,R_A3
5,1617.5008544921875,282.6627197265625,282.6627197265625,0.6494542360305786,28,0.0,0,41,5,2018-07-03,STANDARD,R_A3
6,1619.565185546875,282.8016052246094,282.8016052246094,0.15083248913288116,28,0.0,0,41,6,2018-07-03,STANDARD,R_A3
6,1609.3663330078125,282.0896911621094,282.0896911621094,0.27333125472068787,29,0.0,0,41,7,2018-07-03,STANDARD,R_A3
7,1611.4163818359375,282.2264099121094,282.2264099121094,0.19754615426063538,29,0.0,0,41,8,2018-07-03,STANDARD,R_A3
8,1613.46630859375,282.3630676269531,282.3630676269531,0.14594314992427826,29,0.0,0,41,9,2018-07-03,STANDARD,R_A3
9,1615.516357421875,282.49981689453125,282.49981689453125,0.6517921686172485,29,0.0,0,41,10,2018-07-03,STANDARD,R_A3
10,1617.5662841796875,283.1990661621094,283.1990661621094,0.8020411729812622,29,0.0,0,41,11,2018-07-03,STANDARD,R_A3
11,1619.750732421875,283.3828125,283.3828125,0.04851151630282402,29,0.0,0,41,12,2018-07-03,STANDARD,R_A3
12,1622.0697021484375,283.5376892089844,283.5376892089844,0.054064493626356125,29,0.0,0,41,13,2018-07-03,STANDARD,R_A3
13,1624.388671875,283.6935119628906,283.6935119628906,0.3731952905654907,29,0.0,0,41,14,2018-07-03,STANDARD,R_A3
14,1626.707763671875,283.9963073730469,283.9963073730469,0.34641578793525696,29,0.0,0,41,15,2018-07-03,STANDARD,R_A3
15,1629.026611328125,284.34881591796875,284.34881591796875,0.49186331033706665,29,0.0,0,41,16,2018-07-03,STANDARD,R_A3
16,1630.9468994140625,284.4892883300781,284.4892883300781,0.7999528646469116,29,0.0,0,41,17,2018-07-03,STANDARD,R_A3
27,1633.5262451171875,287.5776062011719,287.5776062011719,0.6489517092704773,29,0.0,0,41,18,2018-07-03,STANDARD,R_A3
28,1637.1630859375,285.42742919921875,285.42742919921875,0.04589775204658508,29,0.0,0,41,19,2018-07-03,STANDARD,R_A3
29,1640.8001708984375,285.6703796386719,285.6703796386719,0.05235626921057701,29,0.0,0,41,20,2018-07-03,STANDARD,R_A3
30,1644.4371337890625,285.91461181640625,285.91461181640625,0.6491286754608154,29,0.0,0,41,21,2018-07-03,STANDARD,R_A3
31,1648.0740966796875,286.16046142578125,286.16046142578125,0.061366211622953415,29,0.0,0,41,22,2018-07-03,STANDARD,R_A3
1,1631.1873779296875,277.0293273925781,277.0293273925781,0.05193214863538742,30,0.0,0,52,1,2018-09-12,STANDARD,R_A4
1,1627.4293212890625,277.00091552734375,277.00091552734375,0.05112452059984207,31,0.0,0,52,2,2018-09-12,STANDARD,R_A4
2,1629.4896240234375,277.13824462890625,277.13824462890625,0.052045539021492004,31,0.0,0,52,3,2018-09-12,STANDARD,R_A4
3,1631.5498046875,277.2756042480469,277.2756042480469,0.053936462849378586,31,0.0,0,52,4,2018-09-12,STANDARD,R_A4
4,1633.610107421875,277.3996887207031,277.3996887207031,0.6510962843894958,31,0.0,0,52,5,2018-09-12,STANDARD,R_A4
4,1632.3968505859375,277.4674377441406,277.4674377441406,0.057327136397361755,32,0.0,0,52,6,2018-09-12,STANDARD,R_A4
4,1635.880615234375,277.6565856933594,277.6565856933594,0.6520324349403381,32,0.0,0,51,7,2018-09-12,STANDARD,R_A4
4,1637.321044921875,277.8170471191406,277.8170471191406,0.6513378024101257,33,0.0,0,51,8,2018-09-12,STANDARD,R_A4
3,1635.474609375,277.7093505859375,277.7093505859375,0.05968738719820976,33,0.0,0,51,9,2018-09-12,STANDARD,R_A4
4,1642.1485595703125,278.0633239746094,278.0633239746094,0.6525654792785645,33,0.0,0,50,10,2018-09-12,STANDARD,R_A4
4,1641.132080078125,278.0741271972656,278.0741271972656,0.09978616237640381,34,0.0,0,50,11,2018-09-12,STANDARD,R_A4
3,1639.20703125,277.9464111328125,277.9464111328125,0.15579773485660553,34,0.0,0,50,12,2018-09-12,STANDARD,R_A4
3,1640.9061279296875,278.0622253417969,278.0622253417969,0.23031583428382874,35,0.0,0,50,13,2018-09-12,STANDARD,R_A4
2,1639.0426025390625,277.944091796875,277.944091796875,0.22936734557151794,35,0.0,0,50,14,2018-09-12,STANDARD,R_A4
2,1641.93212890625,278.057861328125,278.057861328125,0.23970405757427216,35,0.0,0,49,15,2018-09-12,STANDARD,R_A4
30,1642.357421875,278.7927551269531,278.7927551269531,0.057869113981723785,36,0.0,0,49,16,2018-09-12,STANDARD,R_A4
30,1639.6068115234375,278.4997863769531,278.4997863769531,0.17875902354717255,36,0.0,0,48,17,2018-09-12,STANDARD,R_A4
30,1646.7513427734375,279.149658203125,279.149658203125,0.1092914342880249,37,0.0,0,48,18,2018-09-12,STANDARD,R_A4
30,1653.461669921875,279.78582763671875,279.78582763671875,0.16914452612400055,38,0.0,0,48,19,2018-09-12,STANDARD,R_A4
30,1657.8184814453125,279.9925231933594,279.9925231933594,0.16429956257343292,38,0.0,0,47,20,2018-09-12,STANDARD,R_A4
1,1695.20263671875,276.1214599609375,276.1214599609375,1.0,17,-1.6282910332972257e-15,0,42,1,2018-11-07,STANDARD,R_A6
2,1696.7510986328125,276.2671203613281,276.2671203613281,1.0,17,-1.0178726105727963e-15,0,42,2,2018-11-07,STANDARD,R_A6
3,1698.299560546875,276.41021728515625,276.41021728515625,1.0,17,-7.596287291578724e-16,0,42,3,2018-11-07,STANDARD,R_A6
4,1699.84814453125,276.5495300292969,276.5495300292969,1.0,17,-6.386138201979201e-16,0,42,4,2018-11-07,STANDARD,R_A6
5,1701.3966064453125,276.6868896484375,276.6868896484375,1.0,17,-8.363445561302535e-16,0,42,5,2018-11-07,STANDARD,R_A6
6,1702.9451904296875,276.8269958496094,276.8269958496094,1.0,17,-4.4370885817542755e-14,0,42,6,2018-11-07,STANDARD,R_A6
7,1704.49365234375,276.6767578125,276.6767578125,1.0,17,-7.635482280081082e-14,0,42,7,2018-11-07,STANDARD,R_A6
8,1706.042236328125,276.8235778808594,276.8235778808594,1.0,17,-1.3256412908038175e-14,0,42,8,2018-11-07,STANDARD,R_A6
9,1707.5906982421875,277.2821960449219,277.2821960449219,1.0,17,-2.929914281365174e-15,0,42,9,2018-11-07,STANDARD,R_A6
10,1709.1392822265625,277.17431640625,277.17431640625,1.0,17,-3.3740637237281157e-13,0,42,10,2018-11-07,STANDARD,R_A6
11,1711.055419921875,277.4332580566406,277.4332580566406,1.0,17,-3.4124379754210676e-13,0,42,11,2018-11-07,STANDARD,R_A6
12,1713.3392333984375,277.62933349609375,277.62933349609375,1.0,17,-7.705956098918998e-14,0,42,12,2018-11-07,STANDARD,R_A6
13,1715.623046875,277.90789794921875,277.90789794921875,1.0,17,-1.1888134519768417e-14,0,42,13,2018-11-07,STANDARD,R_A6
14,1717.9068603515625,278.12445068359375,278.12445068359375,1.0,17,-1.190325914007459e-14,0,42,14,2018-11-07,STANDARD,R_A6
15,1720.190673828125,278.3436279296875,278.3436279296875,1.0,17,-6.894105766271736e-15,0,42,15,2018-11-07,STANDARD,R_A6
