WELLMODEL,CONKPOS,WELL,SWAT,CONJPOS,CONIDX,CONIPOS,PRESSURE,DEPTH,SGAS,DATE,CONBPRES,DRAWDOWN
STANDARD,4,R_A4,0.054561547935009,52,5,31,299.9794006347656,1631.7930908203125,0.0,2018-01-01,299.9794006347656,0
STANDARD,5,R_A4,0.05796005204319954,52,6,31,300.1224365234375,1633.92626953125,0.0,2018-01-01,300.1224365234375,0
STANDARD,5,R_A4,0.0581250935792923,52,7,32,300.0980529785156,1633.5625,0.0,2018-01-01,300.0980529785156,0
STANDARD,6,R_A4,0.06017257273197174,52,8,32,300.2252502441406,1635.4598388671875,0.0,2018-01-01,300.2252502441406,0
STANDARD,6,R_A4,0.059665318578481674,51,9,32,300.28411865234375,1636.3377685546875,0.0,2018-01-01,300.28411865234375,0
STANDARD,5,R_A4,0.059953100979328156,51,10,32,300.1614074707031,1634.5078125,0.0,2018-01-01,300.1614074707031,0
STANDARD,4,R_A4,0.056312572211027145,51,11,32,300.0387268066406,1632.6778564453125,0.0,2018-01-01,300.0387268066406,0
STANDARD,4,R_A4,0.061113934963941574,51,12,33,300.3435974121094,1637.2252197265625,0.0,2018-01-01,300.3435974121094,0
STANDARD,4,R_A4,0.0642409548163414,50,13,33,300.6422424316406,1641.6790771484375,0.0,2018-01-01,300.6422424316406,0
STANDARD,4,R_A4,0.06658778339624405,50,14,34,300.63177490234375,1641.5230712890625,0.0,2018-01-01,300.63177490234375,0
STANDARD,3,R_A4,0.10430900752544403,50,15,34,300.50189208984375,1639.5860595703125,0.0,2018-01-01,300.50189208984375,0
STANDARD,3,R_A4,0.1318207085132599,50,16,35,300.802978515625,1644.0765380859375,0.0,2018-01-01,300.802978515625,0
STANDARD,2,R_A4,0.24483506381511688,50,17,35,300.6751708984375,1642.17041015625,0.0,2018-01-01,300.6751708984375,0
STANDARD,1,R_A4,0.3261248469352722,50,18,35,300.54736328125,1640.264404296875,0.0,2018-01-01,300.54736328125,0
STANDARD,32,R_A4,0.7119166254997253,49,19,35,300.58856201171875,1640.8787841796875,0.0,2018-01-01,300.58856201171875,0
STANDARD,32,R_A4,0.7191937565803528,49,20,36,300.8800048828125,1645.22509765625,0.0,2018-01-01,300.8800048828125,0
STANDARD,32,R_A4,1.0,48,21,36,300.82965087890625,1644.47412109375,0.0,2018-01-01,300.82965087890625,0
STANDARD,32,R_A4,1.0,48,22,37,301.11468505859375,1648.724609375,0.0,2018-01-01,301.11468505859375,0
STANDARD,32,R_A4,0.1381373107433319,48,23,38,301.35205078125,1652.26416015625,0.0,2018-01-01,301.35205078125,0
STANDARD,32,R_A4,0.6481541991233826,47,24,38,301.7292175292969,1657.8880615234375,0.0,2018-01-01,301.7292175292969,0
STANDARD,1,R_A5,1.0,20,1,31,304.1142883300781,1687.8780517578125,0.0,2018-01-01,304.1142883300781,0
STANDARD,2,R_A5,1.0,20,2,31,304.337890625,1690.2376708984375,0.0,2018-01-01,304.337890625,0
STANDARD,3,R_A5,1.0,20,3,31,304.5615234375,1692.5972900390625,0.0,2018-01-01,304.5615234375,0
STANDARD,4,R_A5,1.0,20,4,31,305.0909118652344,1694.95703125,0.0,2018-01-01,305.0909118652344,0
STANDARD,5,R_A5,1.0,20,5,31,305.0087585449219,1697.316650390625,0.0,2018-01-01,305.0087585449219,0
STANDARD,6,R_A5,1.0,20,6,31,305.23236083984375,1699.67626953125,0.0,2018-01-01,305.23236083984375,0
STANDARD,7,R_A5,1.0,20,7,31,305.76177978515625,1702.035888671875,0.0,2018-01-01,305.76177978515625,0
STANDARD,9,R_A5,1.0,20,8,31,305.90997314453125,1706.755126953125,0.0,2018-01-01,305.90997314453125,0
STANDARD,10,R_A5,1.0,20,9,31,306.13360595703125,1709.11474609375,0.0,2018-01-01,306.13360595703125,0
STANDARD,11,R_A5,1.0,21,10,31,304.93408203125,1696.527587890625,0.0,2018-01-01,304.93408203125,0
STANDARD,12,R_A5,1.0,21,11,31,305.122314453125,1698.513671875,0.0,2018-01-01,305.122314453125,0
STANDARD,13,R_A5,1.0,21,12,31,305.322509765625,1700.499755859375,0.0,2018-01-01,305.322509765625,0
STANDARD,14,R_A5,1.0,21,13,31,305.5107116699219,1702.48583984375,0.0,2018-01-01,305.5107116699219,0
STANDARD,15,R_A5,1.0,21,14,31,305.6989440917969,1704.471923828125,0.0,2018-01-01,305.6989440917969,0
STANDARD,16,R_A5,1.0,21,15,31,306.03216552734375,1706.4580078125,0.0,2018-01-01,306.03216552734375,0
STANDARD,17,R_A5,1.0,21,16,31,306.22039794921875,1708.444091796875,0.0,2018-01-01,306.22039794921875,0
STANDARD,18,R_A5,1.0,21,17,31,306.3979187011719,1710.317138671875,0.0,2018-01-01,306.3979187011719,0
STANDARD,19,R_A5,1.0,21,18,31,306.5196228027344,1711.601318359375,0.0,2018-01-01,306.5196228027344,0
STANDARD,29,R_A5,1.0,21,19,31,306.51922607421875,1713.2550048828125,0.0,2018-01-01,306.51922607421875,0
STANDARD,30,R_A5,1.0,21,20,31,306.7560729980469,1715.75390625,0.0,2018-01-01,306.7560729980469,0
STANDARD,31,R_A5,1.0,21,21,31,307.2986755371094,1718.252685546875,0.0,2018-01-01,307.2986755371094,0
STANDARD,32,R_A5,1.0,21,22,31,307.5354919433594,1720.75146484375,0.0,2018-01-01,307.5354919433594,0
STANDARD,33,R_A5,1.0,21,23,31,307.7723388671875,1723.250244140625,0.0,2018-01-01,307.7723388671875,0
STANDARD,1,R_A6,1.0,42,1,17,305.074951171875,1694.7884521484375,0.0,2018-01-01,305.074951171875,0
STANDARD,2,R_A6,1.0,42,2,17,305.22076416015625,1696.3270263671875,0.0,2018-01-01,305.22076416015625,0
STANDARD,3,R_A6,1.0,42,3,17,305.3665466308594,1697.865478515625,0.0,2018-01-01,305.3665466308594,0
STANDARD,4,R_A6,1.0,42,4,17,305.5123596191406,1699.404052734375,0.0,2018-01-01,305.5123596191406,0
STANDARD,5,R_A6,1.0,42,5,17,305.6581726074219,1700.9425048828125,0.0,2018-01-01,305.6581726074219,0
STANDARD,6,R_A6,1.0,42,6,17,305.5049133300781,1702.48095703125,0.0,2018-01-01,305.5049133300781,0
STANDARD,7,R_A6,1.0,42,7,17,305.6507263183594,1704.01953125,0.0,2018-01-01,305.6507263183594,0
STANDARD,8,R_A6,1.0,42,8,17,305.7965087890625,1705.5579833984375,0.0,2018-01-01,305.7965087890625,0
STANDARD,9,R_A6,1.0,42,9,17,306.2413635253906,1707.0965576171875,0.0,2018-01-01,306.2413635253906,0
STANDARD,10,R_A6,1.0,42,10,17,306.0813903808594,1708.635009765625,0.0,2018-01-01,306.0813903808594,0
STANDARD,11,R_A6,1.0,42,11,17,306.262939453125,1710.5491943359375,0.0,2018-01-01,306.262939453125,0
STANDARD,12,R_A6,1.0,42,12,17,306.47991943359375,1712.8389892578125,0.0,2018-01-01,306.47991943359375,0
STANDARD,13,R_A6,1.0,42,13,17,306.7088928222656,1715.128662109375,0.0,2018-01-01,306.7088928222656,0
STANDARD,14,R_A6,1.0,42,14,17,306.9259033203125,1717.41845703125,0.0,2018-01-01,306.9259033203125,0
STANDARD,15,R_A6,1.0,42,15,17,307.1429138183594,1719.7081298828125,0.0,2018-01-01,307.1429138183594,0
STANDARD,16,R_A6,1.0,42,16,17,307.50494384765625,1721.9979248046875,0.0,2018-01-01,307.50494384765625,0
STANDARD,17,R_A6,1.0,42,17,17,307.7219543457031,1724.2877197265625,0.0,2018-01-01,307.7219543457031,0
STANDARD,18,R_A6,1.0,42,18,17,307.87005615234375,1725.85009765625,0.0,2018-01-01,307.87005615234375,0
STANDARD,29,R_A6,1.0,42,19,17,307.8337097167969,1727.1243896484375,0.0,2018-01-01,307.8337097167969,0
STANDARD,30,R_A6,1.0,42,20,17,308.30194091796875,1728.8380126953125,0.0,2018-01-01,308.30194091796875,0
STANDARD,31,R_A6,1.0,42,21,17,308.46435546875,1730.5516357421875,0.0,2018-01-01,308.46435546875,0
STANDARD,32,R_A6,1.0,42,22,17,308.62677001953125,1732.265380859375,0.0,2018-01-01,308.62677001953125,0
STANDARD,33,R_A6,1.0,42,23,17,308.4833984375,1733.97900390625,0.0,2018-01-01,308.4833984375,0
STANDARD,1,R_A2,0.057495612651109695,30,1,22,297.3862609863281,1641.2060546875,0.0,2018-03-01,297.3862609863281,0
STANDARD,2,R_A2,0.0612008273601532,30,2,22,297.5042419433594,1642.9677734375,0.0,2018-03-01,297.5042419433594,0
STANDARD,3,R_A2,0.06424592435359955,30,3,22,297.62225341796875,1644.7293701171875,0.0,2018-03-01,297.62225341796875,0
STANDARD,4,R_A2,0.07084374874830246,30,4,22,297.740234375,1646.490966796875,0.0,2018-03-01,297.740234375,0
STANDARD,5,R_A2,0.07497385144233704,30,5,22,297.8582763671875,1648.252685546875,0.0,2018-03-01,297.8582763671875,0
STANDARD,6,R_A2,0.1791950762271881,30,6,22,297.9762878417969,1650.014404296875,0.0,2018-03-01,297.9762878417969,0
STANDARD,7,R_A2,0.7376896739006042,30,7,22,298.1375427246094,1651.776123046875,0.0,2018-03-01,298.1375427246094,0
STANDARD,8,R_A2,0.8785160779953003,30,8,22,298.2748107910156,1653.537841796875,0.0,2018-03-01,298.2748107910156,0
STANDARD,9,R_A2,0.9011821150779724,30,9,22,298.40399169921875,1655.2994384765625,0.0,2018-03-01,298.40399169921875,0
STANDARD,10,R_A2,0.6711121201515198,30,10,22,298.8643493652344,1657.0611572265625,0.0,2018-03-01,298.8643493652344,0
STANDARD,11,R_A2,0.08257125318050385,30,11,22,299.5604553222656,1658.94873046875,0.0,2018-03-01,299.5604553222656,0
STANDARD,12,R_A2,0.24848754703998566,30,12,22,299.7491149902344,1660.962158203125,0.0,2018-03-01,299.7491149902344,0
STANDARD,13,R_A2,0.48598119616508484,30,13,22,300.0780029296875,1662.9755859375,0.0,2018-03-01,300.0780029296875,0
STANDARD,14,R_A2,0.5543779730796814,30,14,22,300.2131042480469,1664.989013671875,0.0,2018-03-01,300.2131042480469,0
STANDARD,14,R_A2,0.5666270852088928,29,15,22,300.4178466796875,1667.0313720703125,0.0,2018-03-01,300.4178466796875,0
STANDARD,15,R_A2,0.9925070405006409,29,16,22,300.5578918457031,1669.1712646484375,0.0,2018-03-01,300.5578918457031,0
STANDARD,16,R_A2,1.0,29,17,22,300.7004699707031,1671.311279296875,-6.265201690780486e-10,2018-03-01,300.7004699707031,0
STANDARD,17,R_A2,1.0,29,18,22,300.8433532714844,1673.451171875,-2.140705390729636e-09,2018-03-01,300.8433532714844,0
STANDARD,18,R_A2,1.0,29,19,22,301.15478515625,1675.3551025390625,-7.816021718731747e-10,2018-03-01,301.15478515625,0
STANDARD,29,R_A2,1.0,29,20,22,302.9833068847656,1677.06591796875,-7.926336961729032e-15,2018-03-01,302.9833068847656,0
STANDARD,30,R_A2,1.0,29,21,22,303.30755615234375,1678.8192138671875,-4.3160292512101956e-17,2018-03-01,303.30755615234375,0
STANDARD,31,R_A2,1.0,29,22,22,303.3865661621094,1680.5726318359375,-1.2380972229355864e-17,2018-03-01,303.3865661621094,0
STANDARD,32,R_A2,1.0,29,23,22,303.13665771484375,1682.3260498046875,-5.087585524445666e-18,2018-03-01,303.13665771484375,0
STANDARD,33,R_A2,1.0,29,24,22,302.7762756347656,1684.0794677734375,-7.144790738900253e-18,2018-03-01,302.7762756347656,0
STANDARD,1,R_A5,1.0,20,1,31,273.4095764160156,1687.8780517578125,-2.98170559423494e-13,2018-04-28,273.4095764160156,0
STANDARD,2,R_A5,1.0,20,2,31,273.63275146484375,1690.2376708984375,-2.6024424585810446e-13,2018-04-28,273.63275146484375,0
STANDARD,3,R_A5,1.0,20,3,31,273.8559265136719,1692.5972900390625,-1.7989247786710794e-13,2018-04-28,273.8559265136719,0
STANDARD,4,R_A5,1.0,20,4,31,274.3859558105469,1694.95703125,-5.265160439727426e-17,2018-04-28,274.3859558105469,0
STANDARD,5,R_A5,1.0,20,5,31,274.3059387207031,1697.316650390625,-1.1933914956501618e-13,2018-04-28,274.3059387207031,0
STANDARD,6,R_A5,1.0,20,6,31,274.53192138671875,1699.67626953125,-2.365287870079169e-13,2018-04-28,274.53192138671875,0
STANDARD,7,R_A5,1.0,20,7,31,275.2856750488281,1702.035888671875,-6.394712775796563e-13,2018-04-28,275.2856750488281,0
STANDARD,9,R_A5,1.0,20,8,31,278.22515869140625,1706.755126953125,-2.337661585572609e-13,2018-04-28,278.22515869140625,0
STANDARD,10,R_A5,1.0,20,9,31,277.7430419921875,1709.11474609375,-1.4131053965860119e-11,2018-04-28,277.7430419921875,0
STANDARD,11,R_A5,0.9999998807907104,21,10,31,275.5248718261719,1696.527587890625,-7.055568351788111e-10,2018-04-28,275.5248718261719,0
STANDARD,12,R_A5,0.9999999403953552,21,11,31,275.71307373046875,1698.513671875,-5.503726918654195e-10,2018-04-28,275.71307373046875,0
STANDARD,13,R_A5,1.0,21,12,31,275.91448974609375,1700.499755859375,-3.017350605483138e-11,2018-04-28,275.91448974609375,0
STANDARD,14,R_A5,1.0,21,13,31,276.1041564941406,1702.48583984375,-5.553762311150123e-11,2018-04-28,276.1041564941406,0
STANDARD,15,R_A5,1.0,21,14,31,276.295166015625,1704.471923828125,-1.9658932468025192e-11,2018-04-28,276.295166015625,0
STANDARD,16,R_A5,1.0,21,15,31,276.652587890625,1706.4580078125,-2.1780223458112147e-11,2018-04-28,276.652587890625,0
STANDARD,17,R_A5,1.0,21,16,31,276.912109375,1708.444091796875,-3.2353147938479765e-12,2018-04-28,276.912109375,0
STANDARD,18,R_A5,1.0,21,17,31,277.1788330078125,1710.317138671875,0.0,2018-04-28,277.1788330078125,0
STANDARD,19,R_A5,1.0,21,18,31,277.3569030761719,1711.601318359375,-2.8890523653957167e-11,2018-04-28,277.3569030761719,0
STANDARD,29,R_A5,0.9999999403953552,21,19,31,284.01690673828125,1713.2550048828125,-1.952128236837325e-09,2018-04-28,284.01690673828125,0
STANDARD,30,R_A5,0.9999999403953552,21,20,31,284.28118896484375,1715.75390625,-2.3112816105452794e-09,2018-04-28,284.28118896484375,0
STANDARD,31,R_A5,1.0,21,21,31,286.0167541503906,1718.252685546875,-2.6682503862646145e-12,2018-04-28,286.0167541503906,0
STANDARD,32,R_A5,1.0,21,22,31,284.9411926269531,1720.75146484375,-1.679325789538666e-09,2018-04-28,284.9411926269531,0
STANDARD,33,R_A5,1.0,21,23,31,296.07537841796875,1723.250244140625,-8.092872533005174e-16,2018-04-28,296.07537841796875,0
STANDARD,1,R_A3,0.6491923332214355,41,1,28,282.06988525390625,1608.9071044921875,0.0,2018-07-03,282.06988525390625,0
STANDARD,2,R_A3,0.19875995814800262,41,2,28,282.2091064453125,1610.9041748046875,0.0,2018-07-03,282.2091064453125,0
STANDARD,3,R_A3,0.17646513879299164,41,3,28,282.3418884277344,1612.901123046875,0.0,2018-07-03,282.3418884277344,0
STANDARD,4,R_A3,0.12282930314540863,41,4,28,282.4745178222656,1614.898193359375,0.0,2018-07-03,282.4745178222656,0
STANDARD,5,R_A3,0.6500999927520752,41,5,29,282.2414855957031,1611.529541015625,0.0,2018-07-03,282.2414855957031,0
STANDARD,6,R_A3,0.6535521149635315,41,6,29,282.4888916015625,1613.3577880859375,0.0,2018-07-03,282.4888916015625,0
STANDARD,7,R_A3,0.20301105082035065,41,7,29,282.7126159667969,1615.18603515625,0.0,2018-07-03,282.7126159667969,0
STANDARD,8,R_A3,0.20551437139511108,41,8,29,282.8349914550781,1617.0142822265625,0.0,2018-07-03,282.8349914550781,0
STANDARD,9,R_A3,0.8088135719299316,41,9,29,283.0870361328125,1618.842529296875,0.0,2018-07-03,283.0870361328125,0
STANDARD,10,R_A3,0.8069471120834351,41,10,29,286.52984619140625,1620.670654296875,0.0,2018-07-03,286.52984619140625,0
STANDARD,11,R_A3,0.0520956851541996,41,11,29,289.64031982421875,1622.7152099609375,0.0,2018-07-03,289.64031982421875,0
STANDARD,12,R_A3,0.05885019525885582,41,12,29,289.79150390625,1624.9761962890625,0.0,2018-07-03,289.79150390625,0
STANDARD,13,R_A3,0.3805399537086487,41,13,29,289.9433288574219,1627.237060546875,0.0,2018-07-03,289.9433288574219,0
STANDARD,14,R_A3,0.36493706703186035,41,14,29,290.187255859375,1629.4979248046875,0.0,2018-07-03,290.187255859375,0
STANDARD,15,R_A3,0.8104497790336609,41,15,29,290.3011169433594,1631.7095947265625,0.0,2018-07-03,290.3011169433594,0
STANDARD,16,R_A3,0.7959575057029724,41,16,29,290.3814697265625,1633.0323486328125,0.0,2018-07-03,290.3814697265625,0
STANDARD,29,R_A3,0.34926044940948486,41,17,29,288.1415100097656,1634.914794921875,0.0,2018-07-03,288.1415100097656,0
STANDARD,30,R_A3,0.04756157845258713,41,18,29,288.3326416015625,1638.1966552734375,0.0,2018-07-03,288.3326416015625,0
STANDARD,31,R_A3,0.052668482065200806,41,19,29,288.55218505859375,1641.478515625,0.0,2018-07-03,288.55218505859375,0
STANDARD,32,R_A3,0.2276008129119873,41,20,29,288.7725830078125,1644.7603759765625,0.0,2018-07-03,288.7725830078125,0
STANDARD,33,R_A3,0.06305615603923798,41,21,29,288.9918212890625,1648.042236328125,0.0,2018-07-03,288.9918212890625,0
STANDARD,1,R_A4,0.052669379860162735,52,1,30,277.27923583984375,1630.0234375,0.0,2018-09-12,277.27923583984375,0
STANDARD,1,R_A4,0.0509205125272274,52,2,31,277.20855712890625,1625.3934326171875,0.0,2018-09-12,277.20855712890625,0
STANDARD,2,R_A4,0.05233970656991005,52,3,31,277.3505554199219,1627.526611328125,0.0,2018-09-12,277.3505554199219,0
STANDARD,3,R_A4,0.05325743183493614,52,4,31,277.49249267578125,1629.659912109375,0.0,2018-09-12,277.49249267578125,0
STANDARD,4,R_A4,0.05467745289206505,52,5,31,277.63427734375,1631.7930908203125,0.0,2018-09-12,277.63427734375,0
STANDARD,5,R_A4,0.058065854012966156,52,6,31,277.7761535644531,1633.92626953125,0.0,2018-09-12,277.7761535644531,0
STANDARD,5,R_A4,0.05821419507265091,52,7,32,277.9923400878906,1633.5625,0.0,2018-09-12,277.9923400878906,0
STANDARD,6,R_A4,0.060231927782297134,52,8,32,278.11883544921875,1635.4598388671875,0.0,2018-09-12,278.11883544921875,0
STANDARD,6,R_A4,0.05986893177032471,51,9,32,277.780029296875,1636.3377685546875,0.0,2018-09-12,277.780029296875,0
STANDARD,5,R_A4,0.06009949371218681,51,10,32,277.657470703125,1634.5078125,0.0,2018-09-12,277.657470703125,0
STANDARD,4,R_A4,0.056450214236974716,51,11,32,277.53546142578125,1632.6778564453125,0.0,2018-09-12,277.53546142578125,0
STANDARD,4,R_A4,0.0614122673869133,51,12,33,277.9408874511719,1637.2252197265625,0.0,2018-09-12,277.9408874511719,0
STANDARD,4,R_A4,0.06429798901081085,50,13,33,277.481201171875,1641.6790771484375,0.0,2018-09-12,277.481201171875,0
STANDARD,4,R_A4,0.06685592979192734,50,14,34,277.76544189453125,1641.5230712890625,0.0,2018-09-12,277.76544189453125,0
STANDARD,3,R_A4,0.10473445802927017,50,15,34,277.63616943359375,1639.5860595703125,0.0,2018-09-12,277.63616943359375,0
STANDARD,3,R_A4,0.13186292350292206,50,16,35,278.68890380859375,1644.0765380859375,0.0,2018-09-12,278.68890380859375,0
STANDARD,2,R_A4,0.24477466940879822,50,17,35,278.56243896484375,1642.17041015625,0.0,2018-09-12,278.56243896484375,0
STANDARD,1,R_A4,0.3259744644165039,50,18,35,278.4371643066406,1640.264404296875,0.0,2018-09-12,278.4371643066406,0
STANDARD,32,R_A4,0.7102473974227905,49,19,35,279.1998596191406,1640.8787841796875,0.0,2018-09-12,279.1998596191406,0
STANDARD,32,R_A4,0.719627320766449,49,20,36,292.97259521484375,1645.22509765625,0.0,2018-09-12,292.97259521484375,0
STANDARD,32,R_A4,0.9999947547912598,48,21,36,284.8551025390625,1644.47412109375,0.0,2018-09-12,284.8551025390625,0
STANDARD,32,R_A4,0.9998831152915955,48,22,37,288.6758117675781,1648.724609375,0.0,2018-09-12,288.6758117675781,0
STANDARD,32,R_A4,0.17113706469535828,48,23,38,281.5965881347656,1652.26416015625,0.0,2018-09-12,281.5965881347656,0
STANDARD,32,R_A4,0.6519211530685425,47,24,38,281.94268798828125,1657.8880615234375,0.0,2018-09-12,281.94268798828125,0
STANDARD,1,R_A6,1.0,42,1,17,273.7247009277344,1694.7884521484375,-6.586720101633969e-13,2018-11-07,273.7247009277344,0
STANDARD,2,R_A6,1.0,42,2,17,273.8717041015625,1696.3270263671875,-6.179352602525556e-12,2018-11-07,273.8717041015625,0
STANDARD,3,R_A6,1.0,42,3,17,274.02239990234375,1697.865478515625,-4.936978256764313e-11,2018-11-07,274.02239990234375,0
STANDARD,4,R_A6,1.0,42,4,17,274.1688537597656,1699.404052734375,-8.959778231842908e-12,2018-11-07,274.1688537597656,0
STANDARD,5,R_A6,1.0,42,5,17,274.43792724609375,1700.9425048828125,-5.621331850523548e-13,2018-11-07,274.43792724609375,0
STANDARD,6,R_A6,1.0,42,6,17,274.4076232910156,1702.48095703125,-1.2574596745806854e-11,2018-11-07,274.4076232910156,0
STANDARD,7,R_A6,1.0,42,7,17,274.553955078125,1704.01953125,-2.416692887474703e-11,2018-11-07,274.553955078125,0
STANDARD,8,R_A6,1.0,42,8,17,274.7016296386719,1705.5579833984375,-2.034997344246836e-11,2018-11-07,274.7016296386719,0
