CONKPOS,WELL,SGAS,WELLMODEL,DATE,CONJPOS,PRESSURE,SWAT,DRAWDOWN,DEPTH,CONIDX,CONIPOS,CONBPRES
10,R_A6,-7.248929789760439e-10,STANDARD,2018-11-07,42,276.979736328125,1.0,0,1709.2708740234375,10,17,276.979736328125
11,R_A6,-1.0112806148043774e-09,STANDARD,2018-11-07,42,277.1623840332031,1.0,0,1711.1951904296875,11,17,277.1623840332031
12,R_A6,-7.815478299255663e-12,STANDARD,2018-11-07,42,277.69384765625,1.0,0,1713.4989013671875,12,17,277.69384765625
13,R_A6,-4.7093804550479845e-11,STANDARD,2018-11-07,42,278.1028137207031,1.0,0,1715.802490234375,13,17,278.1028137207031
14,R_A6,-3.4580269203665637e-11,STANDARD,2018-11-07,42,278.32098388671875,1.0,0,1718.1060791015625,14,17,278.32098388671875
15,R_A6,-1.765312375445749e-11,STANDARD,2018-11-07,42,278.6858215332031,1.0,0,1720.4097900390625,15,17,278.6858215332031
16,R_A6,-6.1230196260475545e-12,STANDARD,2018-11-07,42,278.90789794921875,1.0,0,1722.71337890625,16,17,278.90789794921875
17,R_A6,-1.1371288459460782e-11,STANDARD,2018-11-07,42,279.1306457519531,1.0,0,1725.0169677734375,17,17,279.1306457519531
18,R_A6,-9.200585605884104e-12,STANDARD,2018-11-07,42,279.2803649902344,1.0,0,1726.5699462890625,18,17,279.2803649902344
28,R_A6,-2.2866170762414484e-12,STANDARD,2018-11-07,42,281.4418640136719,1.0,0,1727.8309326171875,19,17,281.4418640136719
29,R_A6,-6.437291563514413e-13,STANDARD,2018-11-07,42,282.0686340332031,1.0,0,1729.5506591796875,20,17,282.0686340332031
30,R_A6,1.9940392213381997e-18,STANDARD,2018-11-07,42,282.5854187011719,1.0,0,1731.2705078125,21,17,282.5854187011719
31,R_A6,9.909445861466348e-16,STANDARD,2018-11-07,42,282.4234924316406,1.0,0,1732.990478515625,22,17,282.4234924316406
32,R_A6,2.3643443431385636e-13,STANDARD,2018-11-07,42,282.2658386230469,1.0,0,1734.710205078125,23,17,282.2658386230469
