PRESSURE,DATE,WELLMODEL,WELL,SWAT,DEPTH,SGAS,DRAWDOWN,CONBPRES,CONIDX,CONKPOS,CONIPOS,CONJPOS
281.7307434082031,2018-11-07,STANDARD,R_A6,1.0,1717.889404296875,3.66632813865527e-20,0,281.7307434082031,14,14,17,42
281.9635314941406,2018-11-07,STANDARD,R_A6,1.0,1720.302978515625,1.4783812962835263e-20,0,281.9635314941406,15,15,17,42
282.3558654785156,2018-11-07,STANDARD,R_A6,1.0,1722.7164306640625,1.7313078032739184e-21,0,282.3558654785156,16,16,17,42
282.60394287109375,2018-11-07,STANDARD,R_A6,1.0,1725.0517578125,4.857942476334784e-21,0,282.60394287109375,17,17,17,42
282.73028564453125,2018-11-07,STANDARD,R_A6,1.0,1726.25732421875,6.370636096844062e-21,0,282.73028564453125,18,18,17,42
282.9517822265625,2018-11-07,STANDARD,R_A6,1.0,1727.192626953125,-1.1322428579086295e-18,0,282.9517822265625,19,27,17,42
283.1165771484375,2018-11-07,STANDARD,R_A6,1.0,1728.9093017578125,-2.441955106117312e-21,0,283.1165771484375,20,28,17,42
284.1398620605469,2018-11-07,STANDARD,R_A6,1.0,1730.6259765625,-4.2282461342541785e-25,0,284.1398620605469,21,29,17,42
284.3454895019531,2018-11-07,STANDARD,R_A6,1.0,1732.342529296875,-4.41572348898206e-26,0,284.3454895019531,22,30,17,42
283.4102783203125,2018-11-07,STANDARD,R_A6,1.0,1734.0592041015625,-1.2026087312430802e-20,0,283.4102783203125,23,31,17,42
