DATE,SGAS,CONBPRES,CONIDX,DEPTH,CONIPOS,WELLMODEL,DRAWDOWN,WELL,CONKPOS,SWAT,PRESSURE,CONJPOS
2018-11-07,-2.156202733721857e-12,277.7691345214844,8,1705.6114501953125,17,STANDARD,0,R_A6,8,1.0,277.7691345214844,42
2018-11-07,-1.259030721475693e-13,278.25274658203125,9,1707.156494140625,17,STANDARD,0,R_A6,9,1.0,278.25274658203125,42
2018-11-07,-1.6049099549331203e-11,278.192138671875,10,1708.7015380859375,17,STANDARD,0,R_A6,10,1.0,278.192138671875,42
2018-11-07,-1.2668485184497147e-11,279.591064453125,11,1710.632568359375,17,STANDARD,0,R_A6,11,1.0,279.591064453125,42
2018-11-07,-6.441278500163294e-12,279.81036376953125,12,1712.9493408203125,17,STANDARD,0,R_A6,12,1.0,279.81036376953125,42
2018-11-07,-4.78152131604126e-13,280.0417175292969,13,1715.26611328125,17,STANDARD,0,R_A6,13,1.0,280.0417175292969,42
2018-11-07,-4.0612649419673186e-13,280.2611083984375,14,1717.5828857421875,17,STANDARD,0,R_A6,14,1.0,280.2611083984375,42
2018-11-07,-2.441799204239842e-13,280.4811096191406,15,1719.899658203125,17,STANDARD,0,R_A6,15,1.0,280.4811096191406,42
2018-11-07,-7.444794834863405e-14,280.8468017578125,16,1722.216552734375,17,STANDARD,0,R_A6,16,1.0,280.8468017578125,42
2018-11-07,-1.310713419310633e-13,281.0672607421875,17,1724.5333251953125,17,STANDARD,0,R_A6,17,1.0,281.0672607421875,42
2018-11-07,-7.615843990605581e-14,281.2117004394531,18,1726.0546875,17,STANDARD,0,R_A6,18,1.0,281.2117004394531,42
2018-11-07,-2.1472538645154332e-13,282.3359680175781,19,1727.279052734375,17,STANDARD,0,R_A6,25,1.0,282.3359680175781,42
2018-11-07,-1.896007493801949e-13,282.49761962890625,20,1729.001953125,17,STANDARD,0,R_A6,26,1.0,282.49761962890625,42
2018-11-07,-8.330989905741711e-17,282.93292236328125,21,1730.724853515625,17,STANDARD,0,R_A6,27,1.0,282.93292236328125,42
2018-11-07,-3.893151402374967e-20,282.919189453125,22,1732.44775390625,17,STANDARD,0,R_A6,28,1.0,282.919189453125,42
2018-11-07,-3.1982604600442038e-15,282.8138427734375,23,1734.170654296875,17,STANDARD,0,R_A6,29,1.0,282.8138427734375,42
