DEPTH,CONJPOS,PRESSURE,SGAS,CONIDX,DRAWDOWN,WELLMODEL,CONBPRES,WELL,CONKPOS,SWAT,DATE,CONIPOS
1707.0032958984375,42,274.23626708984375,-5.644829260223222e-16,8,0,STANDARD,274.23626708984375,R_A6,8,1.0,2018-11-07,17
1708.5694580078125,42,274.38775634765625,-7.317280991500261e-16,9,0,STANDARD,274.38775634765625,R_A6,9,1.0,2018-11-07,17
1710.135498046875,42,275.1814880371094,-4.977648830362677e-15,10,0,STANDARD,275.1814880371094,R_A6,10,1.0,2018-11-07,17
1712.066162109375,42,280.0068054199219,1.760556604439524e-15,11,0,STANDARD,280.0068054199219,R_A6,11,1.0,2018-11-07,17
1714.3614501953125,42,280.2240905761719,9.464314165816452e-16,12,0,STANDARD,280.2240905761719,R_A6,12,1.0,2018-11-07,17
1716.65673828125,42,280.45343017578125,5.051313737303277e-17,13,0,STANDARD,280.45343017578125,R_A6,13,1.0,2018-11-07,17
1718.9520263671875,42,280.67083740234375,6.442378410350028e-17,14,0,STANDARD,280.67083740234375,R_A6,14,1.0,2018-11-07,17
1721.247314453125,42,280.88934326171875,1.1381071341818088e-17,15,0,STANDARD,280.88934326171875,R_A6,15,1.0,2018-11-07,17
1723.542724609375,42,281.2542419433594,1.9958791191747014e-17,16,0,STANDARD,281.2542419433594,R_A6,16,1.0,2018-11-07,17
1725.837890625,42,281.4739074707031,-2.8257494749255677e-18,17,0,STANDARD,281.4739074707031,R_A6,17,1.0,2018-11-07,17
1727.5384521484375,42,281.63604736328125,3.695662237923085e-18,18,0,STANDARD,281.63604736328125,R_A6,18,1.0,2018-11-07,17
1728.9642333984375,42,281.9954528808594,3.878650686354535e-15,19,0,STANDARD,281.9954528808594,R_A6,26,1.0,2018-11-07,17
1730.7099609375,42,282.1659851074219,2.6348988468253686e-15,20,0,STANDARD,282.1659851074219,R_A6,27,1.0,2018-11-07,17
1732.455810546875,42,283.38165283203125,7.54495912854695e-21,21,0,STANDARD,283.38165283203125,R_A6,28,1.0,2018-11-07,17
1734.20166015625,42,283.65289306640625,1.952418674005598e-21,22,0,STANDARD,283.65289306640625,R_A6,29,1.0,2018-11-07,17
1735.9473876953125,42,282.8368225097656,2.3891286902290667e-16,23,0,STANDARD,282.8368225097656,R_A6,30,1.0,2018-11-07,17
