SGAS,CONBPRES,WELL,CONIDX,CONKPOS,DEPTH,CONJPOS,PRESSURE,DATE,WELLMODEL,CONIPOS,SWAT,DRAWDOWN
3.7368800545264924e-13,272.8555603027344,R_A6,10,10,1709.3685302734375,42,272.8555603027344,2018-11-07,STANDARD,17,1.0,0
7.727199990981148e-10,279.6789855957031,R_A6,11,11,1711.3162841796875,42,279.6789855957031,2018-11-07,STANDARD,17,1.0,0
3.5925709629403e-10,279.9006652832031,R_A6,12,12,1713.657470703125,42,279.9006652832031,2018-11-07,STANDARD,17,1.0,0
3.304760631817061e-11,280.1343994140625,R_A6,13,13,1715.9986572265625,42,280.1343994140625,2018-11-07,STANDARD,17,1.0,0
2.3865883228002538e-11,280.35626220703125,R_A6,14,14,1718.33984375,42,280.35626220703125,2018-11-07,STANDARD,17,1.0,0
1.2817263743414298e-11,280.5794372558594,R_A6,15,15,1720.68115234375,42,280.5794372558594,2018-11-07,STANDARD,17,1.0,0
5.003021868316138e-12,280.9499816894531,R_A6,16,16,1723.0223388671875,42,280.9499816894531,2018-11-07,STANDARD,17,1.0,0
6.677301506857747e-12,281.175537109375,R_A6,17,17,1725.363525390625,42,281.175537109375,2018-11-07,STANDARD,17,1.0,0
8.699484708996064e-12,281.3175964355469,R_A6,18,18,1726.84716796875,42,281.3175964355469,2018-11-07,STANDARD,17,1.0,0
2.5263602321246026e-10,281.2901611328125,R_A6,19,27,1728.0242919921875,42,281.2901611328125,2018-11-07,STANDARD,17,1.0,0
5.843069084132679e-11,281.75958251953125,R_A6,20,28,1729.75244140625,42,281.75958251953125,2018-11-07,STANDARD,17,1.0,0
5.130658051188952e-11,281.617431640625,R_A6,21,29,1731.480712890625,42,281.617431640625,2018-11-07,STANDARD,17,1.0,0
3.077645244756237e-17,282.2214660644531,R_A6,22,30,1733.2088623046875,42,282.2214660644531,2018-11-07,STANDARD,17,1.0,0
3.760809372255203e-12,281.8590393066406,R_A6,23,31,1734.93701171875,42,281.8590393066406,2018-11-07,STANDARD,17,1.0,0
