DRAWDOWN,PRESSURE,CONIPOS,CONKPOS,WELL,SWAT,CONBPRES,CONJPOS,CONIDX,DEPTH,DATE,SGAS,WELLMODEL
0,299.09674072265625,29,9,R_A3,0.7905861139297485,299.09674072265625,41,10,1615.516357421875,2018-01-01,0.0,STANDARD
0,299.234130859375,29,10,R_A3,0.7908523678779602,299.234130859375,41,11,1617.5662841796875,2018-01-01,0.0,STANDARD
0,299.38055419921875,29,11,R_A3,0.04689277336001396,299.38055419921875,41,12,1619.750732421875,2018-01-01,0.0,STANDARD
0,299.5360107421875,29,12,R_A3,0.0518864244222641,299.5360107421875,41,13,1622.0697021484375,2018-01-01,0.0,STANDARD
0,299.69146728515625,29,13,R_A3,0.3623679280281067,299.69146728515625,41,14,1624.388671875,2018-01-01,0.0,STANDARD
0,299.846923828125,29,14,R_A3,0.3778383135795593,299.846923828125,41,15,1626.707763671875,2018-01-01,0.0,STANDARD
0,300.00238037109375,29,15,R_A3,0.4950028359889984,300.00238037109375,41,16,1629.026611328125,2018-01-01,0.0,STANDARD
0,300.1311340332031,29,16,R_A3,0.804716944694519,300.1311340332031,41,17,1630.9468994140625,2018-01-01,0.0,STANDARD
0,300.3040466308594,29,27,R_A3,1.0,300.3040466308594,41,18,1633.5262451171875,2018-01-01,0.0,STANDARD
0,300.54791259765625,29,28,R_A3,0.047645874321460724,300.54791259765625,41,19,1637.1630859375,2018-01-01,0.0,STANDARD
0,300.7917785644531,29,29,R_A3,0.08294383436441422,300.7917785644531,41,20,1640.8001708984375,2018-01-01,0.0,STANDARD
0,301.03564453125,29,30,R_A3,0.6874513030052185,301.03564453125,41,21,1644.4371337890625,2018-01-01,0.0,STANDARD
0,301.279541015625,29,31,R_A3,0.09027786552906036,301.279541015625,41,22,1648.0740966796875,2018-01-01,0.0,STANDARD
0,300.1472473144531,30,1,R_A4,0.04757869243621826,300.1472473144531,52,1,1631.1873779296875,2018-01-01,0.0,STANDARD
0,299.8952941894531,31,1,R_A4,0.05993425473570824,299.8952941894531,52,2,1627.4293212890625,2018-01-01,0.0,STANDARD
0,300.0334167480469,31,2,R_A4,0.0638272613286972,300.0334167480469,52,3,1629.4896240234375,2018-01-01,0.0,STANDARD
0,300.1715393066406,31,3,R_A4,0.05135433003306389,300.1715393066406,52,4,1631.5498046875,2018-01-01,0.0,STANDARD
0,300.3096618652344,31,4,R_A4,0.05473366007208824,300.3096618652344,52,5,1633.610107421875,2018-01-01,0.0,STANDARD
0,300.22833251953125,32,4,R_A4,0.053840599954128265,300.22833251953125,52,6,1632.3968505859375,2018-01-01,0.0,STANDARD
0,300.4619140625,32,4,R_A4,0.05669489502906799,300.4619140625,51,7,1635.880615234375,2018-01-01,0.0,STANDARD
0,300.5585021972656,33,4,R_A4,0.05746934935450554,300.5585021972656,51,8,1637.321044921875,2018-01-01,0.0,STANDARD
0,300.4346923828125,33,3,R_A4,0.05583830922842026,300.4346923828125,51,9,1635.474609375,2018-01-01,0.0,STANDARD
0,300.8821716308594,33,4,R_A4,0.06031661108136177,300.8821716308594,50,10,1642.1485595703125,2018-01-01,0.0,STANDARD
0,300.81402587890625,34,4,R_A4,0.05762961506843567,300.81402587890625,50,11,1641.132080078125,2018-01-01,0.0,STANDARD
0,300.6849365234375,34,3,R_A4,0.09652677923440933,300.6849365234375,50,12,1639.20703125,2018-01-01,0.0,STANDARD
0,300.7988586425781,35,3,R_A4,0.09333911538124084,300.7988586425781,50,13,1640.9061279296875,2018-01-01,0.0,STANDARD
0,300.6739196777344,35,2,R_A4,0.19304344058036804,300.6739196777344,50,14,1639.0426025390625,2018-01-01,0.0,STANDARD
0,300.86767578125,35,2,R_A4,0.22878378629684448,300.86767578125,49,15,1641.93212890625,2018-01-01,0.0,STANDARD
0,300.89617919921875,36,30,R_A4,0.050392989069223404,300.89617919921875,49,16,1642.357421875,2018-01-01,0.0,STANDARD
0,300.7117614746094,36,30,R_A4,0.08584965765476227,300.7117614746094,48,17,1639.6068115234375,2018-01-01,0.0,STANDARD
0,301.19085693359375,37,30,R_A4,0.17848996818065643,301.19085693359375,48,18,1646.7513427734375,2018-01-01,0.0,STANDARD
0,301.640869140625,38,30,R_A4,0.3163710832595825,301.640869140625,48,19,1653.461669921875,2018-01-01,0.0,STANDARD
0,301.9330749511719,38,30,R_A4,0.14617840945720673,301.9330749511719,47,20,1657.8184814453125,2018-01-01,0.0,STANDARD
0,303.8440856933594,31,1,R_A5,1.0,303.8440856933594,20,1,1685.026611328125,2018-01-01,0.0,STANDARD
0,304.0601806640625,31,2,R_A5,1.0,304.0601806640625,20,2,1687.3070068359375,2018-01-01,0.0,STANDARD
0,304.27630615234375,31,3,R_A5,1.0,304.27630615234375,20,3,1689.5875244140625,2018-01-01,0.0,STANDARD
0,304.4924011230469,31,4,R_A5,1.0,304.4924011230469,20,4,1691.8680419921875,2018-01-01,0.0,STANDARD
0,304.7085266113281,31,5,R_A5,1.0,304.7085266113281,20,5,1694.1485595703125,2018-01-01,0.0,STANDARD
0,304.9246520996094,31,6,R_A5,1.0,304.9246520996094,20,6,1696.4290771484375,2018-01-01,0.0,STANDARD
0,305.446533203125,31,7,R_A5,1.0,305.446533203125,20,7,1698.70947265625,2018-01-01,0.0,STANDARD
0,305.988037109375,31,11,R_A5,1.0,305.988037109375,20,8,1707.6488037109375,2018-01-01,0.0,STANDARD
0,306.1695251464844,31,12,R_A5,1.0,306.1695251464844,20,9,1709.5638427734375,2018-01-01,0.0,STANDARD
0,305.4322814941406,31,12,R_A5,1.0,305.4322814941406,21,10,1701.7845458984375,2018-01-01,0.0,STANDARD
0,305.6291198730469,31,13,R_A5,1.0,305.6291198730469,21,11,1703.735107421875,2018-01-01,0.0,STANDARD
0,305.81396484375,31,14,R_A5,1.0,305.81396484375,21,12,1705.6856689453125,2018-01-01,0.0,STANDARD
0,305.9988098144531,31,15,R_A5,1.0,305.9988098144531,21,13,1707.63623046875,2018-01-01,0.0,STANDARD
0,306.3287048339844,31,16,R_A5,1.0,306.3287048339844,21,14,1709.5867919921875,2018-01-01,0.0,STANDARD
0,306.5135498046875,31,17,R_A5,1.0,306.5135498046875,21,15,1711.537353515625,2018-01-01,0.0,STANDARD
0,306.6856994628906,31,18,R_A5,1.0,306.6856994628906,21,16,1713.35400390625,2018-01-01,0.0,STANDARD
0,306.7843933105469,31,19,R_A5,1.0,306.7843933105469,21,17,1714.3951416015625,2018-01-01,0.0,STANDARD
0,306.75689697265625,31,27,R_A5,1.0,306.75689697265625,21,18,1715.7628173828125,2018-01-01,0.0,STANDARD
0,306.978271484375,31,28,R_A5,1.0,306.978271484375,21,19,1718.098388671875,2018-01-01,0.0,STANDARD
0,307.5054016113281,31,29,R_A5,1.0,307.5054016113281,21,20,1720.43408203125,2018-01-01,0.0,STANDARD
0,307.7267761230469,31,30,R_A5,1.0,307.7267761230469,21,21,1722.7696533203125,2018-01-01,0.0,STANDARD
0,307.9481506347656,31,31,R_A5,1.0,307.9481506347656,21,22,1725.105224609375,2018-01-01,0.0,STANDARD
0,305.11419677734375,17,1,R_A6,1.0,305.11419677734375,42,1,1695.20263671875,2018-01-01,0.0,STANDARD
0,305.2609558105469,17,2,R_A6,1.0,305.2609558105469,42,2,1696.7510986328125,2018-01-01,0.0,STANDARD
0,305.4076843261719,17,3,R_A6,1.0,305.4076843261719,42,3,1698.299560546875,2018-01-01,0.0,STANDARD
0,305.554443359375,17,4,R_A6,1.0,305.554443359375,42,4,1699.84814453125,2018-01-01,0.0,STANDARD
0,305.7012023925781,17,5,R_A6,1.0,305.7012023925781,42,5,1701.3966064453125,2018-01-01,0.0,STANDARD
0,305.54888916015625,17,6,R_A6,1.0,305.54888916015625,42,6,1702.9451904296875,2018-01-01,0.0,STANDARD
0,305.6956481933594,17,7,R_A6,1.0,305.6956481933594,42,7,1704.49365234375,2018-01-01,0.0,STANDARD
0,305.8424072265625,17,8,R_A6,1.0,305.8424072265625,42,8,1706.042236328125,2018-01-01,0.0,STANDARD
0,306.2882080078125,17,9,R_A6,1.0,306.2882080078125,42,9,1707.5906982421875,2018-01-01,0.0,STANDARD
0,306.1291809082031,17,10,R_A6,1.0,306.1291809082031,42,10,1709.1392822265625,2018-01-01,0.0,STANDARD
0,306.3109130859375,17,11,R_A6,1.0,306.3109130859375,42,11,1711.055419921875,2018-01-01,0.0,STANDARD
0,306.52734375,17,12,R_A6,1.0,306.52734375,42,12,1713.3392333984375,2018-01-01,0.0,STANDARD
0,306.7557678222656,17,13,R_A6,1.0,306.7557678222656,42,13,1715.623046875,2018-01-01,0.0,STANDARD
0,306.9721984863281,17,14,R_A6,1.0,306.9721984863281,42,14,1717.9068603515625,2018-01-01,0.0,STANDARD
0,307.18865966796875,17,15,R_A6,1.0,307.18865966796875,42,15,1720.190673828125,2018-01-01,0.0,STANDARD
0,307.55010986328125,17,16,R_A6,1.0,307.55010986328125,42,16,1722.474365234375,2018-01-01,0.0,STANDARD
0,307.7665710449219,17,17,R_A6,1.0,307.7665710449219,42,17,1724.7581787109375,2018-01-01,0.0,STANDARD
0,307.921630859375,17,18,R_A6,1.0,307.921630859375,42,18,1726.394287109375,2018-01-01,0.0,STANDARD
0,307.8930969238281,17,27,R_A6,1.0,307.8930969238281,42,19,1727.7508544921875,2018-01-01,0.0,STANDARD
0,308.3623352050781,17,28,R_A6,1.0,308.3623352050781,42,20,1729.4755859375,2018-01-01,0.0,STANDARD
0,308.52581787109375,17,29,R_A6,1.0,308.52581787109375,42,21,1731.2001953125,2018-01-01,0.0,STANDARD
0,308.68927001953125,17,30,R_A6,1.0,308.68927001953125,42,22,1732.9249267578125,2018-01-01,0.0,STANDARD
0,308.5469665527344,17,31,R_A6,1.0,308.5469665527344,42,23,1734.649658203125,2018-01-01,0.0,STANDARD
0,298.1832275390625,22,1,R_A2,0.11122313886880875,298.1832275390625,30,1,1641.094970703125,2018-03-01,0.0,STANDARD
0,298.30352783203125,22,2,R_A2,0.0555703304708004,298.30352783203125,30,2,1642.8890380859375,2018-03-01,0.0,STANDARD
0,298.424072265625,22,3,R_A2,0.12122704833745956,298.424072265625,30,3,1644.68310546875,2018-03-01,0.0,STANDARD
0,298.54443359375,22,4,R_A2,0.10263828933238983,298.54443359375,30,4,1646.4771728515625,2018-03-01,0.0,STANDARD
0,298.6646728515625,22,5,R_A2,0.10523957014083862,298.6646728515625,30,5,1648.2713623046875,2018-03-01,0.0,STANDARD
0,298.84619140625,22,6,R_A2,0.305021196603775,298.84619140625,30,6,1650.0654296875,2018-03-01,0.0,STANDARD
0,298.9679870605469,22,7,R_A2,0.8755254745483398,298.9679870605469,30,7,1651.859619140625,2018-03-01,0.0,STANDARD
0,299.0920104980469,22,8,R_A2,0.850866973400116,299.0920104980469,30,8,1653.6536865234375,2018-03-01,0.0,STANDARD
0,299.42034912109375,22,9,R_A2,0.888045608997345,299.42034912109375,30,9,1655.44775390625,2018-03-01,0.0,STANDARD
0,299.9976806640625,22,10,R_A2,0.8775638937950134,299.9976806640625,30,10,1657.2418212890625,2018-03-01,0.0,STANDARD
0,300.0872497558594,22,11,R_A2,0.06774961203336716,300.0872497558594,30,11,1659.1368408203125,2018-03-01,0.0,STANDARD
0,300.2099304199219,22,12,R_A2,0.0709235891699791,300.2099304199219,30,12,1661.132568359375,2018-03-01,0.0,STANDARD
0,300.4908447265625,22,13,R_A2,0.4233626127243042,300.4908447265625,30,13,1663.12841796875,2018-03-01,0.0,STANDARD
0,300.751708984375,22,14,R_A2,0.47012022137641907,300.751708984375,30,14,1665.1241455078125,2018-03-01,0.0,STANDARD
0,300.88507080078125,22,15,R_A2,0.6617922186851501,300.88507080078125,30,15,1667.1199951171875,2018-03-01,0.0,STANDARD
0,301.0182800292969,22,16,R_A2,0.9256041646003723,301.0182800292969,30,16,1669.11572265625,2018-03-01,0.0,STANDARD
0,301.1512756347656,22,17,R_A2,0.8721333146095276,301.1512756347656,30,17,1671.111572265625,2018-03-01,0.0,STANDARD
0,301.2769470214844,22,18,R_A2,0.9225510954856873,301.2769470214844,30,18,1672.9881591796875,2018-03-01,0.0,STANDARD
0,301.20318603515625,22,18,R_A2,0.9451961517333984,301.20318603515625,29,19,1674.229736328125,2018-03-01,0.0,STANDARD
0,302.84033203125,22,27,R_A2,0.9999999403953552,302.84033203125,29,20,1676.1676025390625,2018-03-01,-4.532191955064491e-09,STANDARD
0,302.7311706542969,22,28,R_A2,1.0,302.7311706542969,29,21,1677.9368896484375,2018-03-01,-3.5158833310011683e-13,STANDARD
0,302.2176208496094,22,29,R_A2,1.0,302.2176208496094,29,22,1679.7061767578125,2018-03-01,-3.065432293853504e-13,STANDARD
0,301.54595947265625,22,30,R_A2,1.0,301.54595947265625,29,23,1681.4754638671875,2018-03-01,-6.765928789453923e-11,STANDARD
0,302.4921875,22,31,R_A2,0.9999999403953552,302.4921875,29,24,1683.2447509765625,2018-03-01,-5.4200315346975e-09,STANDARD
0,271.76348876953125,31,1,R_A5,1.0,271.76348876953125,20,1,1685.026611328125,2018-04-28,-1.9195538577708102e-14,STANDARD
0,271.97918701171875,31,2,R_A5,1.0,271.97918701171875,20,2,1687.3070068359375,2018-04-28,-1.9511424268793542e-14,STANDARD
0,272.19488525390625,31,3,R_A5,1.0,272.19488525390625,20,3,1689.5875244140625,2018-04-28,-1.6735721017563723e-14,STANDARD
0,272.41064453125,31,4,R_A5,1.0,272.41064453125,20,4,1691.8680419921875,2018-04-28,-1.7329362364581005e-14,STANDARD
0,272.62640380859375,31,5,R_A5,1.0,272.62640380859375,20,5,1694.1485595703125,2018-04-28,-1.703495234684025e-14,STANDARD
0,272.8421936035156,31,6,R_A5,1.0,272.8421936035156,20,6,1696.4290771484375,2018-04-28,-1.2416783875775824e-14,STANDARD
0,273.37713623046875,31,7,R_A5,1.0,273.37713623046875,20,7,1698.70947265625,2018-04-28,-5.099034580934849e-15,STANDARD
0,276.03271484375,31,11,R_A5,1.0,276.03271484375,20,8,1707.6488037109375,2018-04-28,-8.87168919057324e-13,STANDARD
0,276.2179260253906,31,12,R_A5,1.0,276.2179260253906,20,9,1709.5638427734375,2018-04-28,-7.919884366380803e-13,STANDARD
0,274.910400390625,31,12,R_A5,1.0,274.910400390625,21,10,1701.7845458984375,2018-04-28,-3.029461403958322e-11,STANDARD
0,275.1085205078125,31,13,R_A5,1.0,275.1085205078125,21,11,1703.735107421875,2018-04-28,-6.157291256719821e-12,STANDARD
0,275.295654296875,31,14,R_A5,1.0,275.295654296875,21,12,1705.6856689453125,2018-04-28,-7.345909470990453e-12,STANDARD
0,275.48541259765625,31,15,R_A5,1.0,275.48541259765625,21,13,1707.63623046875,2018-04-28,-3.0164729221404674e-12,STANDARD
0,275.8411865234375,31,16,R_A5,1.0,275.8411865234375,21,14,1709.5867919921875,2018-04-28,-3.3798031647686022e-12,STANDARD
0,276.08807373046875,31,17,R_A5,1.0,276.08807373046875,21,15,1711.537353515625,2018-04-28,-2.954065486150681e-13,STANDARD
0,276.32305908203125,31,18,R_A5,1.0,276.32305908203125,21,16,1713.35400390625,2018-04-28,-3.078057015000468e-13,STANDARD
0,276.4463195800781,31,19,R_A5,1.0,276.4463195800781,21,17,1714.3951416015625,2018-04-28,0.0,STANDARD
0,276.4339904785156,31,27,R_A5,1.0,276.4339904785156,21,18,1715.7628173828125,2018-04-28,-1.604910995767206e-11,STANDARD
0,276.6645202636719,31,28,R_A5,1.0,276.6645202636719,21,19,1718.098388671875,2018-04-28,-1.1957864386180628e-11,STANDARD
0,291.7408752441406,31,29,R_A5,1.0,291.7408752441406,21,20,1720.43408203125,2018-04-28,-2.923344948184308e-19,STANDARD
0,302.85858154296875,31,30,R_A5,1.0,302.85858154296875,21,21,1722.7696533203125,2018-04-28,-1.2050296885632183e-21,STANDARD
0,306.0807800292969,31,31,R_A5,1.0,306.0807800292969,21,22,1725.105224609375,2018-04-28,-5.917992101805766e-22,STANDARD
0,279.9798889160156,28,1,R_A3,0.6493387222290039,279.9798889160156,41,1,1609.243408203125,2018-07-03,0.0,STANDARD
0,280.1225280761719,28,2,R_A3,0.11850785464048386,280.1225280761719,41,2,1611.3077392578125,2018-07-03,0.0,STANDARD
0,280.26031494140625,28,3,R_A3,0.17190879583358765,280.26031494140625,41,3,1613.3720703125,2018-07-03,0.0,STANDARD
0,280.3981628417969,28,4,R_A3,0.18570947647094727,280.3981628417969,41,4,1615.4365234375,2018-07-03,0.0,STANDARD
0,280.53594970703125,28,5,R_A3,0.6495473980903625,280.53594970703125,41,5,1617.5008544921875,2018-07-03,0.0,STANDARD
0,280.673828125,28,6,R_A3,0.25490298867225647,280.673828125,41,6,1619.565185546875,2018-07-03,0.0,STANDARD
0,279.8824157714844,29,6,R_A3,0.22673779726028442,279.8824157714844,41,7,1609.3663330078125,2018-07-03,0.0,STANDARD
0,280.019287109375,29,7,R_A3,0.19384442269802094,280.019287109375,41,8,1611.4163818359375,2018-07-03,0.0,STANDARD
0,280.1563415527344,29,8,R_A3,0.23991356790065765,280.1563415527344,41,9,1613.46630859375,2018-07-03,0.0,STANDARD
0,280.37762451171875,29,9,R_A3,0.7895708084106445,280.37762451171875,41,10,1615.516357421875,2018-07-03,0.0,STANDARD
0,282.9302673339844,29,10,R_A3,0.7889678478240967,282.9302673339844,41,11,1617.5662841796875,2018-07-03,0.0,STANDARD
0,283.35400390625,29,11,R_A3,0.04700028896331787,283.35400390625,41,12,1619.750732421875,2018-07-03,0.0,STANDARD
0,283.5088195800781,29,12,R_A3,0.05202072113752365,283.5088195800781,41,13,1622.0697021484375,2018-07-03,0.0,STANDARD
0,283.6640319824219,29,13,R_A3,0.36284253001213074,283.6640319824219,41,14,1624.388671875,2018-07-03,0.0,STANDARD
0,284.12457275390625,29,14,R_A3,0.3784758150577545,284.12457275390625,41,15,1626.707763671875,2018-07-03,0.0,STANDARD
0,284.6753234863281,29,15,R_A3,0.49529045820236206,284.6753234863281,41,16,1629.026611328125,2018-07-03,0.0,STANDARD
0,284.8215026855469,29,16,R_A3,0.8038204312324524,284.8215026855469,41,17,1630.9468994140625,2018-07-03,0.0,STANDARD
0,286.3711242675781,29,27,R_A3,1.0,286.3711242675781,41,18,1633.5262451171875,2018-07-03,1.1272165926362598e-12,STANDARD
0,284.4969787597656,29,28,R_A3,0.047862887382507324,284.4969787597656,41,19,1637.1630859375,2018-07-03,0.0,STANDARD
0,284.7398986816406,29,29,R_A3,0.08335239440202713,284.7398986816406,41,20,1640.8001708984375,2018-07-03,0.0,STANDARD
0,284.937255859375,29,30,R_A3,0.6889371275901794,284.937255859375,41,21,1644.4371337890625,2018-07-03,0.0,STANDARD
0,285.15118408203125,29,31,R_A3,0.09052704274654388,285.15118408203125,41,22,1648.0740966796875,2018-07-03,0.0,STANDARD
0,277.5589599609375,30,1,R_A4,0.04769458249211311,277.5589599609375,52,1,1631.1873779296875,2018-09-12,0.0,STANDARD
0,277.498046875,31,1,R_A4,0.060004591941833496,277.498046875,52,2,1627.4293212890625,2018-09-12,0.0,STANDARD
0,277.63531494140625,31,2,R_A4,0.06402710825204849,277.63531494140625,52,3,1629.4896240234375,2018-09-12,0.0,STANDARD
0,277.7725524902344,31,3,R_A4,0.051489926874637604,277.7725524902344,52,4,1631.5498046875,2018-09-12,0.0,STANDARD
0,277.9098205566406,31,4,R_A4,0.05486828088760376,277.9098205566406,52,5,1633.610107421875,2018-09-12,0.0,STANDARD
0,278.009765625,32,4,R_A4,0.053951650857925415,278.009765625,52,6,1632.3968505859375,2018-09-12,0.0,STANDARD
0,277.9571533203125,32,4,R_A4,0.0568370558321476,277.9571533203125,51,7,1635.880615234375,2018-09-12,0.0,STANDARD
0,278.2398376464844,33,4,R_A4,0.057575151324272156,278.2398376464844,51,8,1637.321044921875,2018-09-12,0.0,STANDARD
0,278.1166076660156,33,3,R_A4,0.05595012754201889,278.1166076660156,51,9,1635.474609375,2018-09-12,0.0,STANDARD
0,278.30352783203125,33,4,R_A4,0.06041103973984718,278.30352783203125,50,10,1642.1485595703125,2018-09-12,0.0,STANDARD
0,278.4871826171875,34,4,R_A4,0.05773395299911499,278.4871826171875,50,11,1641.132080078125,2018-09-12,0.0,STANDARD
0,278.359130859375,34,3,R_A4,0.09671764820814133,278.359130859375,50,12,1639.20703125,2018-09-12,0.0,STANDARD
0,278.6956481933594,35,3,R_A4,0.09358024597167969,278.6956481933594,50,13,1640.9061279296875,2018-09-12,0.0,STANDARD
0,278.5718078613281,35,2,R_A4,0.19338588416576385,278.5718078613281,50,14,1639.0426025390625,2018-09-12,0.0,STANDARD
0,278.6028747558594,35,2,R_A4,0.2288811206817627,278.6028747558594,49,15,1641.93212890625,2018-09-12,0.0,STANDARD
0,280.1532897949219,36,30,R_A4,0.05174704268574715,280.1532897949219,49,16,1642.357421875,2018-09-12,0.0,STANDARD
0,279.8822937011719,36,30,R_A4,0.09617125242948532,279.8822937011719,48,17,1639.6068115234375,2018-09-12,0.0,STANDARD
0,280.4950866699219,37,30,R_A4,0.18323516845703125,280.4950866699219,48,18,1646.7513427734375,2018-09-12,0.0,STANDARD
0,281.0603942871094,38,30,R_A4,0.3103921413421631,281.0603942871094,48,19,1653.461669921875,2018-09-12,0.0,STANDARD
0,281.27703857421875,38,30,R_A4,0.15636184811592102,281.27703857421875,47,20,1657.8184814453125,2018-09-12,0.0,STANDARD
0,277.2742919921875,17,1,R_A6,1.0,277.2742919921875,42,1,1695.20263671875,2018-11-07,-5.514484653926178e-16,STANDARD
0,277.41961669921875,17,2,R_A6,1.0,277.41961669921875,42,2,1696.7510986328125,2018-11-07,-3.280567075045378e-16,STANDARD
0,277.56231689453125,17,3,R_A6,1.0,277.56231689453125,42,3,1698.299560546875,2018-11-07,-2.531814037172014e-16,STANDARD
0,277.7017822265625,17,4,R_A6,1.0,277.7017822265625,42,4,1699.84814453125,2018-11-07,-2.1103901319712758e-16,STANDARD
0,277.83941650390625,17,5,R_A6,1.0,277.83941650390625,42,5,1701.3966064453125,2018-11-07,-2.420047510386217e-16,STANDARD
0,277.6800842285156,17,6,R_A6,1.0,277.6800842285156,42,6,1702.9451904296875,2018-11-07,-1.4113737305601615e-14,STANDARD
0,277.8262023925781,17,7,R_A6,1.0,277.8262023925781,42,7,1704.49365234375,2018-11-07,-2.6460265727633325e-14,STANDARD
0,277.9742736816406,17,8,R_A6,1.0,277.9742736816406,42,8,1706.042236328125,2018-11-07,-1.7899657789506064e-14,STANDARD
0,278.42657470703125,17,9,R_A6,1.0,278.42657470703125,42,9,1707.5906982421875,2018-11-07,-1.6175079862413232e-15,STANDARD
0,278.28173828125,17,10,R_A6,1.0,278.28173828125,42,10,1709.1392822265625,2018-11-07,-1.6773088723064794e-13,STANDARD
0,278.4833679199219,17,11,R_A6,1.0,278.4833679199219,42,11,1711.055419921875,2018-11-07,-1.0521269998894217e-13,STANDARD
0,278.6996765136719,17,12,R_A6,1.0,278.6996765136719,42,12,1713.3392333984375,2018-11-07,-3.544274520140417e-14,STANDARD
0,278.92822265625,17,13,R_A6,1.0,278.92822265625,42,13,1715.623046875,2018-11-07,-2.2591111974683406e-15,STANDARD
0,279.14508056640625,17,14,R_A6,1.0,279.14508056640625,42,14,1717.9068603515625,2018-11-07,-1.5895481698062876e-15,STANDARD
0,279.36798095703125,17,15,R_A6,1.0,279.36798095703125,42,15,1720.190673828125,2018-11-07,-1.0991398102685708e-15,STANDARD
