DATE,DEPTH,SWAT,PRESSURE,CONJPOS,CONKPOS,DRAWDOWN,WELL,CONIPOS,SGAS,WELLMODEL,CONIDX,CONBPRES
2018-11-07,1716.6163330078125,1.0,284.6480712890625,42,14,0,R_A6,17,-5.70008241995712e-11,STANDARD,14,284.6480712890625
2018-11-07,1718.75634765625,1.0,284.8507385253906,42,15,0,R_A6,17,-4.8559073428933175e-11,STANDARD,15,284.8507385253906
2018-11-07,1720.8963623046875,1.0,285.1989440917969,42,16,0,R_A6,17,-6.728503171293809e-12,STANDARD,16,285.1989440917969
2018-11-07,1723.036376953125,1.0,285.4024353027344,42,17,0,R_A6,17,-2.5341388709687607e-11,STANDARD,17,285.4024353027344
2018-11-07,1725.0189208984375,1.0,285.590576171875,42,18,0,R_A6,17,-1.9103777587625714e-11,STANDARD,18,285.590576171875
2018-11-07,1726.8331298828125,1.0,285.4900207519531,42,26,0,R_A6,17,-3.453589081381381e-10,STANDARD,19,285.4900207519531
2018-11-07,1728.5472412109375,1.0,286.2428894042969,42,27,0,R_A6,17,-6.520831509308767e-13,STANDARD,20,286.2428894042969
2018-11-07,1730.2613525390625,1.0,286.4464111328125,42,28,0,R_A6,17,-1.1900058033160327e-13,STANDARD,21,286.4464111328125
2018-11-07,1731.9754638671875,1.0,286.8293762207031,42,29,0,R_A6,17,8.442690886735769e-18,STANDARD,22,286.8293762207031
2018-11-07,1733.6895751953125,1.0,286.1136474609375,42,30,0,R_A6,17,1.547546639446562e-11,STANDARD,23,286.1136474609375
