WELLMODEL,DATE,CONBPRES,PRESSURE,DRAWDOWN,SGAS,CONKPOS,CONJPOS,CONIPOS,CONIDX,DEPTH,WELL,SWAT
STANDARD,2018-11-07,275.1807556152344,275.1807556152344,0,-7.377360170240238e-14,9,42,17,9,1708.8782958984375,R_A6,1.0
STANDARD,2018-11-07,275.02447509765625,275.02447509765625,0,-2.1068384667075057e-13,10,42,17,10,1710.4456787109375,R_A6,1.0
STANDARD,2018-11-07,275.22576904296875,275.22576904296875,0,-3.044738194749909e-14,11,42,17,11,1712.3707275390625,R_A6,1.0
STANDARD,2018-11-07,275.4420166015625,275.4420166015625,0,-2.050618992644436e-14,12,42,17,12,1714.653564453125,R_A6,1.0
STANDARD,2018-11-07,275.6705627441406,275.6705627441406,0,-1.4337747873997223e-15,13,42,17,13,1716.9365234375,R_A6,1.0
STANDARD,2018-11-07,275.888671875,275.888671875,0,-1.2723851530363874e-15,14,42,17,14,1719.21923828125,R_A6,1.0
STANDARD,2018-11-07,276.113037109375,276.113037109375,0,-8.94858227401291e-16,15,42,17,15,1721.502197265625,R_A6,1.0
STANDARD,2018-11-07,276.4913330078125,276.4913330078125,0,-1.5533598253353705e-16,16,42,17,16,1723.7850341796875,R_A6,1.0
STANDARD,2018-11-07,276.7248840332031,276.7248840332031,0,-4.2764845916253426e-16,17,42,17,17,1726.06787109375,R_A6,1.0
STANDARD,2018-11-07,276.9042663574219,276.9042663574219,0,-3.194180037639484e-16,18,42,17,18,1727.8043212890625,R_A6,1.0
STANDARD,2018-11-07,278.0102233886719,278.0102233886719,0,-1.0469527339596941e-15,28,42,17,19,1729.2706298828125,R_A6,1.0
STANDARD,2018-11-07,278.2997741699219,278.2997741699219,0,-1.7331280513703454e-18,29,42,17,20,1731.0133056640625,R_A6,1.0
STANDARD,2018-11-07,279.0356140136719,279.0356140136719,0,-8.105490896426893e-23,30,42,17,21,1732.755859375,R_A6,1.0
STANDARD,2018-11-07,279.0694580078125,279.0694580078125,0,-1.4142354754198277e-19,31,42,17,22,1734.49853515625,R_A6,1.0
STANDARD,2018-11-07,278.9847412109375,278.9847412109375,0,-6.590922181263321e-17,32,42,17,23,1736.2412109375,R_A6,1.0
