SGAS,DRAWDOWN,CONBPRES,CONIPOS,DEPTH,DATE,WELL,PRESSURE,CONJPOS,WELLMODEL,SWAT,CONKPOS,CONIDX
3.515945672626086e-14,0,275.8460693359375,17,1708.8544921875,2018-11-07,R_A6,275.8460693359375,42,STANDARD,1.0,10,10
8.452098070911573e-13,0,280.716064453125,17,1710.813232421875,2018-11-07,R_A6,280.716064453125,42,STANDARD,1.0,11,11
3.263378066040157e-13,0,280.9677734375,17,1713.181640625,2018-11-07,R_A6,280.9677734375,42,STANDARD,1.0,12,12
2.6006130707028827e-14,0,281.2247009277344,17,1715.550048828125,2018-11-07,R_A6,281.2247009277344,42,STANDARD,1.0,13,13
1.901519679290819e-14,0,281.4490051269531,17,1717.9183349609375,2018-11-07,R_A6,281.4490051269531,42,STANDARD,1.0,14,14
1.1837119419421185e-14,0,281.67352294921875,17,1720.2867431640625,2018-11-07,R_A6,281.67352294921875,42,STANDARD,1.0,15,15
4.601243905745338e-15,0,282.0432434082031,17,1722.655029296875,2018-11-07,R_A6,282.0432434082031,42,STANDARD,1.0,16,16
5.399492413919e-15,0,282.267822265625,17,1725.0234375,2018-11-07,R_A6,282.267822265625,42,STANDARD,1.0,17,17
6.544877470250577e-15,0,282.39886474609375,17,1726.4071044921875,2018-11-07,R_A6,282.39886474609375,42,STANDARD,1.0,18,18
3.5582911789999337e-16,0,282.312744140625,17,1727.4698486328125,2018-11-07,R_A6,282.312744140625,42,STANDARD,1.0,27,19
3.9897798329361537e-23,0,283.3296813964844,17,1729.1962890625,2018-11-07,R_A6,283.3296813964844,42,STANDARD,1.0,28,20
-4.824985685250176e-23,0,284.3498229980469,17,1730.922607421875,2018-11-07,R_A6,284.3498229980469,42,STANDARD,1.0,29,21
-5.9572523364406406e-24,0,284.29510498046875,17,1732.6490478515625,2018-11-07,R_A6,284.29510498046875,42,STANDARD,1.0,30,22
5.025179462158032e-17,0,283.236083984375,17,1734.37548828125,2018-11-07,R_A6,283.236083984375,42,STANDARD,1.0,31,23
