PRESSURE,DEPTH,WELL,CONIDX,DRAWDOWN,CONIPOS,CONKPOS,CONJPOS,SWAT,SGAS,CONBPRES,WELLMODEL,DATE
278.0217590332031,1705.0303955078125,R_A6,8,0,17,8,42,1.0,-1.5673044459485475e-11,278.0217590332031,STANDARD,2018-11-07
278.512939453125,1706.563720703125,R_A6,9,0,17,9,42,1.0,-2.2072700112986399e-13,278.512939453125,STANDARD,2018-11-07
278.5185241699219,1708.09716796875,R_A6,10,0,17,10,42,1.0,8.686997518894679e-13,278.5185241699219,STANDARD,2018-11-07
280.97747802734375,1709.990478515625,R_A6,11,0,17,11,42,1.0,1.744177545448533e-11,280.97747802734375,STANDARD,2018-11-07
281.1927490234375,1712.24365234375,R_A6,12,0,17,12,42,1.0,8.55868414334493e-12,281.1927490234375,STANDARD,2018-11-07
281.44183349609375,1714.4967041015625,R_A6,13,0,17,13,42,1.0,6.708808855671045e-13,281.44183349609375,STANDARD,2018-11-07
281.6551818847656,1716.749755859375,R_A6,14,0,17,14,42,1.0,6.004917158138057e-13,281.6551818847656,STANDARD,2018-11-07
281.869384765625,1719.0029296875,R_A6,15,0,17,15,42,1.0,4.0410657133928274e-13,281.869384765625,STANDARD,2018-11-07
282.229248046875,1721.2559814453125,R_A6,16,0,17,16,42,1.0,-3.525768883121984e-14,282.229248046875,STANDARD,2018-11-07
282.44390869140625,1723.5091552734375,R_A6,17,0,17,17,42,1.0,-9.033130688763935e-14,282.44390869140625,STANDARD,2018-11-07
282.5997009277344,1725.14990234375,R_A6,18,0,17,18,42,1.0,-7.549007670056354e-14,282.5997009277344,STANDARD,2018-11-07
283.3853759765625,1726.5186767578125,R_A6,19,0,17,25,42,1.0,5.300362145715942e-12,283.3853759765625,STANDARD,2018-11-07
283.8623352050781,1728.2275390625,R_A6,20,0,17,26,42,1.0,3.1309174003402163e-12,283.8623352050781,STANDARD,2018-11-07
284.7688903808594,1729.9364013671875,R_A6,21,0,17,27,42,1.0,9.835947588405786e-18,284.7688903808594,STANDARD,2018-11-07
285.0782775878906,1731.6451416015625,R_A6,22,0,17,28,42,1.0,2.032290120814183e-18,285.0782775878906,STANDARD,2018-11-07
284.0782470703125,1733.35400390625,R_A6,23,0,17,29,42,1.0,1.0253598100792849e-12,284.0782470703125,STANDARD,2018-11-07
