SGAS,WELL,PRESSURE,DEPTH,CONJPOS,CONIDX,DRAWDOWN,DATE,CONBPRES,WELLMODEL,CONIPOS,CONKPOS,SWAT
4.304678141719975e-12,R_A6,278.33001708984375,1706.69873046875,42,9,0,2018-11-07,278.33001708984375,STANDARD,17,9,1.0
4.899044503403616e-10,R_A6,278.2136535644531,1708.2342529296875,42,10,0,2018-11-07,278.2136535644531,STANDARD,17,10,1.0
-5.232878019789666e-10,R_A6,278.6394348144531,1710.172607421875,42,11,0,2018-11-07,278.6394348144531,STANDARD,17,11,1.0
-1.1872781924271436e-10,R_A6,278.9169921875,1712.5140380859375,42,12,0,2018-11-07,278.9169921875,STANDARD,17,12,1.0
-7.824332327877048e-12,R_A6,279.161865234375,1714.8553466796875,42,13,0,2018-11-07,279.161865234375,STANDARD,17,13,1.0
-5.6958604499612875e-12,R_A6,279.3835754394531,1717.19677734375,42,14,0,2018-11-07,279.3835754394531,STANDARD,17,14,1.0
-2.7643618730893715e-12,R_A6,279.60614013671875,1719.5380859375,42,15,0,2018-11-07,279.60614013671875,STANDARD,17,15,1.0
-1.3051870782071484e-12,R_A6,279.9749755859375,1721.87939453125,42,16,0,2018-11-07,279.9749755859375,STANDARD,17,16,1.0
-1.6036229419022496e-12,R_A6,280.1986083984375,1724.220703125,42,17,0,2018-11-07,280.1986083984375,STANDARD,17,17,1.0
-2.261028387087749e-12,R_A6,280.3303527832031,1725.6044921875,42,18,0,2018-11-07,280.3303527832031,STANDARD,17,18,1.0
6.176210530419585e-14,R_A6,282.3083190917969,1726.67333984375,42,19,0,2018-11-07,282.3083190917969,STANDARD,17,27,1.0
2.165337916295359e-14,R_A6,282.7633972167969,1728.384521484375,42,20,0,2018-11-07,282.7633972167969,STANDARD,17,28,1.0
4.6593836671844684e-20,R_A6,283.2969665527344,1730.095947265625,42,21,0,2018-11-07,283.2969665527344,STANDARD,17,29,1.0
-2.6579132878676396e-18,R_A6,283.3872985839844,1731.8072509765625,42,22,0,2018-11-07,283.3872985839844,STANDARD,17,30,1.0
-1.7391636491560937e-16,R_A6,283.14404296875,1733.5185546875,42,23,0,2018-11-07,283.14404296875,STANDARD,17,31,1.0
