CONJPOS,DRAWDOWN,SGAS,CONIPOS,SWAT,CONKPOS,DATE,DEPTH,CONBPRES,PRESSURE,CONIDX,WELLMODEL,WELL
42,0,-4.775443820763392e-13,17,1.0,12,2018-11-07,1713.6197509765625,278.3348388671875,278.3348388671875,12,STANDARD,R_A6
42,0,-2.2711624857803432e-14,17,1.0,13,2018-11-07,1715.979248046875,278.7449645996094,278.7449645996094,13,STANDARD,R_A6
42,0,-1.8118207536490724e-14,17,1.0,14,2018-11-07,1718.3387451171875,278.96929931640625,278.96929931640625,14,STANDARD,R_A6
42,0,-1.250435437702771e-14,17,1.0,15,2018-11-07,1720.6983642578125,279.2037048339844,279.2037048339844,15,STANDARD,R_A6
42,0,-4.98299572584222e-15,17,1.0,16,2018-11-07,1723.057861328125,279.62481689453125,279.62481689453125,16,STANDARD,R_A6
42,0,-4.311849170085275e-15,17,1.0,17,2018-11-07,1725.4173583984375,279.9295349121094,279.9295349121094,17,STANDARD,R_A6
42,0,-4.2978718559061584e-15,17,1.0,18,2018-11-07,1726.8280029296875,280.1112976074219,280.1112976074219,18,STANDARD,R_A6
42,0,-2.9681218962664124e-13,17,1.0,27,2018-11-07,1727.9210205078125,280.1111755371094,280.1111755371094,19,STANDARD,R_A6
42,0,-9.727586574789782e-14,17,1.0,28,2018-11-07,1729.6455078125,280.5856628417969,280.5856628417969,20,STANDARD,R_A6
42,0,-1.9069788066358728e-14,17,1.0,29,2018-11-07,1731.369873046875,280.8075866699219,280.8075866699219,21,STANDARD,R_A6
42,0,3.923357065665077e-20,17,1.0,30,2018-11-07,1733.0943603515625,281.379638671875,281.379638671875,22,STANDARD,R_A6
42,0,6.246972340459567e-14,17,1.0,31,2018-11-07,1734.81884765625,280.80035400390625,280.80035400390625,23,STANDARD,R_A6
