SGAS,SWAT,DATE,CONIPOS,WELLMODEL,CONKPOS,CONIDX,PRESSURE,DEPTH,CONJPOS,WELL,DRAWDOWN,CONBPRES
1.524087453463885e-11,1.0,2018-11-07,17,STANDARD,8,8,278.612060546875,1705.11669921875,42,R_A6,0,278.612060546875
6.323813543131218e-13,1.0,2018-11-07,17,STANDARD,9,9,279.08380126953125,1706.6514892578125,42,R_A6,0,279.08380126953125
5.308549086424641e-11,1.0,2018-11-07,17,STANDARD,10,10,279.0151672363281,1708.1861572265625,42,R_A6,0,279.0151672363281
-2.745294880313054e-09,0.9999999403953552,2018-11-07,17,STANDARD,11,11,281.54559326171875,1710.09326171875,42,R_A6,0,281.54559326171875
-1.1476347649974628e-09,1.0,2018-11-07,17,STANDARD,12,12,281.7588806152344,1712.372802734375,42,R_A6,0,281.7588806152344
-4.165833650260353e-11,1.0,2018-11-07,17,STANDARD,13,13,282.0012512207031,1714.6522216796875,42,R_A6,0,282.0012512207031
-6.380172085096447e-11,1.0,2018-11-07,17,STANDARD,14,14,282.21710205078125,1716.931640625,42,R_A6,0,282.21710205078125
-4.446977855399048e-11,1.0,2018-11-07,17,STANDARD,15,15,282.4332580566406,1719.211181640625,42,R_A6,0,282.4332580566406
-8.764321733634173e-12,1.0,2018-11-07,17,STANDARD,16,16,282.7945556640625,1721.4906005859375,42,R_A6,0,282.7945556640625
-2.0160394187396236e-11,1.0,2018-11-07,17,STANDARD,17,17,283.0106201171875,1723.77001953125,42,R_A6,0,283.0106201171875
-2.018261079095307e-11,1.0,2018-11-07,17,STANDARD,18,18,283.1590576171875,1725.3375244140625,42,R_A6,0,283.1590576171875
1.2768163262788512e-12,1.0,2018-11-07,17,STANDARD,25,19,282.0375061035156,1726.619384765625,42,R_A6,0,282.0375061035156
4.927859877969232e-13,1.0,2018-11-07,17,STANDARD,26,20,282.53619384765625,1728.32763671875,42,R_A6,0,282.53619384765625
-6.33708431026159e-20,1.0,2018-11-07,17,STANDARD,27,21,283.37872314453125,1730.0357666015625,42,R_A6,0,283.37872314453125
-4.8707260518697795e-20,1.0,2018-11-07,17,STANDARD,28,22,283.6736755371094,1731.743896484375,42,R_A6,0,283.6736755371094
-2.162674336489423e-14,1.0,2018-11-07,17,STANDARD,29,23,282.68212890625,1733.4520263671875,42,R_A6,0,282.68212890625
