CONBPRES,CONIPOS,CONKPOS,PRESSURE,DRAWDOWN,DATE,CONIDX,SGAS,WELL,WELLMODEL,SWAT,DEPTH,CONJPOS
280.34930419921875,17,14,280.34930419921875,0,2018-11-07,14,4.629689340229781e-11,R_A6,STANDARD,1.0,1718.3348388671875,42
280.5724792480469,17,15,280.5724792480469,0,2018-11-07,15,3.057823785845848e-11,R_A6,STANDARD,1.0,1720.616455078125,42
280.95343017578125,17,16,280.95343017578125,0,2018-11-07,16,9.088689870151434e-12,R_A6,STANDARD,1.0,1722.8980712890625,42
281.1892395019531,17,17,281.1892395019531,0,2018-11-07,17,1.6380383160985446e-11,R_A6,STANDARD,1.0,1725.1796875,42
281.35638427734375,17,18,281.35638427734375,0,2018-11-07,18,8.558198420771657e-12,R_A6,STANDARD,1.0,1726.84130859375,42
282.20050048828125,17,25,282.20050048828125,0,2018-11-07,19,5.4748892729496526e-14,R_A6,STANDARD,1.0,1728.2265625,42
283.01116943359375,17,26,283.01116943359375,0,2018-11-07,20,-2.1174283471056935e-17,R_A6,STANDARD,1.0,1729.9559326171875,42
283.5422058105469,17,27,283.5422058105469,0,2018-11-07,21,1.2277190427392204e-19,R_A6,STANDARD,1.0,1731.6854248046875,42
282.8312072753906,17,28,282.8312072753906,0,2018-11-07,22,1.1635079844670553e-19,R_A6,STANDARD,1.0,1733.414794921875,42
282.5720520019531,17,29,282.5720520019531,0,2018-11-07,23,3.6267765456425224e-15,R_A6,STANDARD,1.0,1735.1441650390625,42
