DATE,SWAT,WELLMODEL,CONBPRES,PRESSURE,CONJPOS,CONIPOS,SGAS,DEPTH,CONIDX,DRAWDOWN,WELL,CONKPOS
2018-11-07,1.0,STANDARD,274.91253662109375,274.91253662109375,42,17,1.1780670602717317e-14,1701.646240234375,5,0,R_A6,5
2018-11-07,1.0,STANDARD,275.051513671875,275.051513671875,42,17,6.950407046776852e-13,1703.1962890625,6,0,R_A6,6
2018-11-07,1.0,STANDARD,274.8975830078125,274.8975830078125,42,17,1.3112080865518294e-12,1704.746337890625,7,0,R_A6,7
2018-11-07,1.0,STANDARD,275.04315185546875,275.04315185546875,42,17,9.171821288567195e-13,1706.2965087890625,8,0,R_A6,8
2018-11-07,1.0,STANDARD,275.487060546875,275.487060546875,42,17,5.2632242097602755e-14,1707.8465576171875,9,0,R_A6,9
2018-11-07,1.0,STANDARD,275.3248291015625,275.3248291015625,42,17,8.609155922878475e-12,1709.396728515625,10,0,R_A6,10
2018-11-07,1.0,STANDARD,276.12469482421875,276.12469482421875,42,17,-8.909777915455663e-10,1711.329833984375,11,0,R_A6,11
2018-11-07,1.0,STANDARD,276.34393310546875,276.34393310546875,42,17,-4.5929388070575783e-10,1713.645751953125,12,0,R_A6,12
2018-11-07,1.0,STANDARD,276.5751647949219,276.5751647949219,42,17,-4.480070134316172e-11,1715.9617919921875,13,0,R_A6,13
2018-11-07,1.0,STANDARD,276.7945251464844,276.7945251464844,42,17,-2.8233245602526935e-11,1718.27783203125,14,0,R_A6,14
2018-11-07,1.0,STANDARD,277.0146179199219,277.0146179199219,42,17,-1.649659749081156e-11,1720.5938720703125,15,0,R_A6,15
2018-11-07,1.0,STANDARD,277.3836975097656,277.3836975097656,42,17,-4.112837240916045e-12,1722.909912109375,16,0,R_A6,16
2018-11-07,1.0,STANDARD,277.6076965332031,277.6076965332031,42,17,-7.770199414447454e-12,1725.225830078125,17,0,R_A6,17
2018-11-07,1.0,STANDARD,277.75469970703125,277.75469970703125,42,17,-8.753300168029554e-12,1726.775390625,18,0,R_A6,18
2018-11-07,1.0,STANDARD,282.0828552246094,282.0828552246094,42,17,5.341366048463095e-14,1728.0306396484375,19,0,R_A6,26
2018-11-07,1.0,STANDARD,282.55078125,282.55078125,42,17,-5.102328692066721e-15,1729.758056640625,20,0,R_A6,27
2018-11-07,1.0,STANDARD,282.9591369628906,282.9591369628906,42,17,-4.4600691891242595e-17,1731.4853515625,21,0,R_A6,28
2018-11-07,1.0,STANDARD,283.5578308105469,283.5578308105469,42,17,-1.191907162847532e-20,1733.212646484375,22,0,R_A6,29
2018-11-07,1.0,STANDARD,282.76611328125,282.76611328125,42,17,2.767516580187294e-18,1734.93994140625,23,0,R_A6,30
