DATE,DEPTH,DRAWDOWN,SWAT,WELL,CONIDX,CONIPOS,CONBPRES,CONKPOS,PRESSURE,WELLMODEL,SGAS,CONJPOS
2018-11-07,1712.81494140625,0,1.0,R_A6,12,17,280.48260498046875,12,280.48260498046875,STANDARD,-3.617211738471404e-11,42
2018-11-07,1715.0537109375,0,1.0,R_A6,13,17,280.7076721191406,13,280.7076721191406,STANDARD,-2.132557585382555e-12,42
2018-11-07,1717.29248046875,0,1.0,R_A6,14,17,280.921142578125,14,280.921142578125,STANDARD,-1.925719783288371e-12,42
2018-11-07,1719.53125,0,1.0,R_A6,15,17,281.2970275878906,15,281.2970275878906,STANDARD,-6.861520357968887e-13,42
2018-11-07,1721.77001953125,0,1.0,R_A6,16,17,281.5653991699219,16,281.5653991699219,STANDARD,-3.8318157783052975e-13,42
2018-11-07,1724.0087890625,0,1.0,R_A6,17,17,281.820556640625,17,281.820556640625,STANDARD,-7.528398477535392e-13,42
2018-11-07,1725.731689453125,0,1.0,R_A6,18,17,281.9908752441406,18,281.9908752441406,STANDARD,-5.887528420518706e-13,42
2018-11-07,1727.19384765625,0,1.0,R_A6,19,17,282.2147521972656,26,282.2147521972656,STANDARD,-2.6315415124766872e-11,42
2018-11-07,1728.9110107421875,0,1.0,R_A6,20,17,282.3856506347656,27,282.3856506347656,STANDARD,-1.6702446717364872e-11,42
2018-11-07,1730.6280517578125,0,1.0,R_A6,21,17,282.85400390625,28,282.85400390625,STANDARD,-2.7442173425144822e-17,42
2018-11-07,1732.34521484375,0,1.0,R_A6,22,17,283.25537109375,29,283.25537109375,STANDARD,-8.304447499682232e-18,42
2018-11-07,1734.0623779296875,0,1.0,R_A6,23,17,282.64154052734375,30,282.64154052734375,STANDARD,-1.2284868658636334e-14,42
