ENSEMBLE,REAL,ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
iter-0,9,LowerReek,2,0.0,0.0,0.0,0.0,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,4,UpperReek,1,320729861.95,48814130.81,34898076.83,21948475.62,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,UpperReek,2,0.0,0.0,0.0,0.0,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,MidReek,1,244271458.63,42225720.26,32368820.11,20357748.16,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,MidReek,2,0.0,0.0,0.0,0.0,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,LowerReek,1,139922404.2,26739832.23,21427693.46,13476536.53,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,LowerReek,2,0.0,0.0,0.0,0.0,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,7,UpperReek,1,344713022.78,51033443.48,36802000.23,23145911.73,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,UpperReek,2,0.0,0.0,0.0,0.0,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,MidReek,1,217599540.92,36442018.29,27031602.38,17001007.51,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,MidReek,2,0.0,0.0,0.0,0.0,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,LowerReek,1,133136622.87,24146916.32,18927803.09,11904278.47,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,LowerReek,2,0.0,0.0,0.0,0.0,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,1,UpperReek,1,279618452.06,42455853.52,30016856.82,18878525.99,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,UpperReek,2,0.0,0.0,0.0,0.0,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,MidReek,1,236919750.53,38682751.3,27730194.0,17440373.3,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,MidReek,2,0.0,0.0,0.0,0.0,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,LowerReek,1,127562393.44,21235431.29,15109187.07,9502633.22,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,LowerReek,2,0.0,0.0,0.0,0.0,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,8,UpperReek,1,305559179.78,48482735.32,34866947.78,21928897.6,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,UpperReek,2,0.0,0.0,0.0,0.0,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,MidReek,1,268786202.75,48608885.57,37842634.93,23800398.92,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,MidReek,2,0.0,0.0,0.0,0.0,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,LowerReek,1,132073183.41,27919438.08,22854306.65,14373777.53,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,LowerReek,2,0.0,0.0,0.0,0.0,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,6,UpperReek,1,316565609.53,50330504.75,37610980.04,23654704.03,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,UpperReek,2,0.0,0.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,MidReek,1,225289025.83,40462176.12,32027037.42,20142790.51,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,MidReek,2,0.0,0.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,LowerReek,1,151487473.03,27604737.4,21594578.31,13581495.57,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,LowerReek,2,0.0,0.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-1,6,UpperReek,1,287479265.2,46699162.2,35654694.93,22424336.06,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,UpperReek,2,0.0,0.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,MidReek,1,226641949.53,40182577.32,31225991.36,19638987.97,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,MidReek,2,0.0,0.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,LowerReek,1,147482234.04,27389819.44,21050640.36,13239396.24,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,LowerReek,2,0.0,0.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,4,UpperReek,1,280070446.82,40095355.16,28626720.74,18004226.57,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,UpperReek,2,0.0,0.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,MidReek,1,229330145.23,37347921.35,27667134.95,17400713.51,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,MidReek,2,0.0,0.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,LowerReek,1,131692358.34,26278668.46,21417361.41,13470038.39,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,LowerReek,2,0.0,0.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
