CONBPRES,WELLMODEL,CONIPOS,CONKPOS,CONJPOS,SGAS,DEPTH,DRAWDOWN,DATE,WELL,SWAT,PRESSURE,CONIDX
282.0636291503906,STANDARD,17,14,42,-1.7287662187198682e-12,1717.8212890625,0,2018-11-07,R_A6,1.0,282.0636291503906,14
282.2753601074219,STANDARD,17,15,42,-1.1202446305660918e-12,1720.0567626953125,0,2018-11-07,R_A6,1.0,282.2753601074219,15
282.6320495605469,STANDARD,17,16,42,-3.084211488632582e-13,1722.292236328125,0,2018-11-07,R_A6,1.0,282.6320495605469,16
282.84332275390625,STANDARD,17,17,42,-4.841369818063546e-13,1724.5277099609375,0,2018-11-07,R_A6,1.0,282.84332275390625,17
283.0133361816406,STANDARD,17,18,42,-3.407394266914665e-13,1726.327392578125,0,2018-11-07,R_A6,1.0,283.0133361816406,18
282.1624755859375,STANDARD,17,28,42,-2.7746986023917397e-13,1727.874755859375,0,2018-11-07,R_A6,1.0,282.1624755859375,19
282.637939453125,STANDARD,17,29,42,-1.5158855345021732e-13,1729.60546875,0,2018-11-07,R_A6,1.0,282.637939453125,20
283.01971435546875,STANDARD,17,30,42,1.215211831995041e-16,1731.3363037109375,0,2018-11-07,R_A6,1.0,283.01971435546875,21
283.5982971191406,STANDARD,17,31,42,9.958847447180712e-20,1733.067138671875,0,2018-11-07,R_A6,1.0,283.5982971191406,22
282.7759094238281,STANDARD,17,32,42,-2.309901131047204e-13,1734.7978515625,0,2018-11-07,R_A6,1.0,282.7759094238281,23
