WELLMODEL,DEPTH,PRESSURE,CONBPRES,SWAT,CONIDX,DATE,CONKPOS,CONJPOS,WELL,DRAWDOWN,CONIPOS,SGAS
STANDARD,1712.3455810546875,281.5228576660156,281.5228576660156,1.0,12,2018-11-07,12,42,R_A6,0,17,1.6194235188948802e-11
STANDARD,1714.59814453125,281.7480773925781,281.7480773925781,1.0,13,2018-11-07,13,42,R_A6,0,17,1.5568467738938385e-12
STANDARD,1716.8505859375,281.9613342285156,281.9613342285156,1.0,14,2018-11-07,14,42,R_A6,0,17,1.0705334188565452e-12
STANDARD,1719.10302734375,282.1747131347656,282.1747131347656,1.0,15,2018-11-07,15,42,R_A6,0,17,7.46308397026052e-13
STANDARD,1721.3555908203125,282.5335998535156,282.5335998535156,1.0,16,2018-11-07,16,42,R_A6,0,17,1.9535482715000996e-13
STANDARD,1723.6080322265625,282.7473449707031,282.7473449707031,1.0,17,2018-11-07,17,42,R_A6,0,17,4.284486448350583e-13
STANDARD,1725.255126953125,282.9034729003906,282.9034729003906,1.0,18,2018-11-07,18,42,R_A6,0,17,3.6410737164031814e-13
STANDARD,1726.630615234375,282.9708557128906,282.9708557128906,1.0,19,2018-11-07,26,42,R_A6,0,17,3.917615364057436e-12
STANDARD,1728.33984375,283.4021301269531,283.4021301269531,1.0,20,2018-11-07,27,42,R_A6,0,17,2.8524099315169194e-12
STANDARD,1730.04931640625,283.63873291015625,283.63873291015625,1.0,21,2018-11-07,28,42,R_A6,0,17,4.210856245938019e-14
STANDARD,1731.7586669921875,284.0315246582031,284.0315246582031,1.0,22,2018-11-07,29,42,R_A6,0,17,3.804666858274404e-18
STANDARD,1733.468017578125,283.429931640625,283.429931640625,1.0,23,2018-11-07,30,42,R_A6,0,17,8.633315552253676e-14
