DEPTH,SGAS,CONKPOS,WELL,CONIDX,CONBPRES,CONJPOS,CONIPOS,DRAWDOWN,DATE,PRESSURE,WELLMODEL,SWAT
1699.1676025390625,2.777432103751032e-11,4,R_A6,4,274.13299560546875,42,17,0,2018-11-07,274.13299560546875,STANDARD,1.0
1700.7109375,1.3957848006736218e-13,5,R_A6,5,274.4421691894531,42,17,0,2018-11-07,274.4421691894531,STANDARD,1.0
1702.2542724609375,5.288814958898103e-12,6,R_A6,6,274.6803283691406,42,17,0,2018-11-07,274.6803283691406,STANDARD,1.0
1703.7977294921875,6.472354770192812e-12,7,R_A6,7,274.5501708984375,42,17,0,2018-11-07,274.5501708984375,STANDARD,1.0
1705.341064453125,6.005035444595075e-12,8,R_A6,8,274.69671630859375,42,17,0,2018-11-07,274.69671630859375,STANDARD,1.0
1706.884521484375,1.8412731409012117e-11,9,R_A6,9,275.14239501953125,42,17,0,2018-11-07,275.14239501953125,STANDARD,1.0
1708.4278564453125,3.4286035816011307e-11,10,R_A6,10,275.05126953125,42,17,0,2018-11-07,275.05126953125,STANDARD,1.0
1710.35498046875,4.4260657638961476e-11,11,R_A6,11,276.01641845703125,42,17,0,2018-11-07,276.01641845703125,STANDARD,1.0
1712.665771484375,1.581930246519203e-11,12,R_A6,12,276.2850036621094,42,17,0,2018-11-07,276.2850036621094,STANDARD,1.0
1714.9765625,1.1815857537192387e-12,13,R_A6,13,276.53472900390625,42,17,0,2018-11-07,276.53472900390625,STANDARD,1.0
1717.287353515625,9.594055151024294e-13,14,R_A6,14,276.7535400390625,42,17,0,2018-11-07,276.7535400390625,STANDARD,1.0
1719.59814453125,7.312350594826378e-13,15,R_A6,15,276.9728698730469,42,17,0,2018-11-07,276.9728698730469,STANDARD,1.0
1721.908935546875,2.3262313841691806e-13,16,R_A6,16,277.3388977050781,42,17,0,2018-11-07,277.3388977050781,STANDARD,1.0
1724.2197265625,3.3419236345269554e-13,17,R_A6,17,277.5597229003906,42,17,0,2018-11-07,277.5597229003906,STANDARD,1.0
1725.75,3.0074074198853384e-13,18,R_A6,18,277.7049560546875,42,17,0,2018-11-07,277.7049560546875,STANDARD,1.0
1726.9853515625,9.196986705192756e-13,25,R_A6,19,280.3046875,42,17,0,2018-11-07,280.3046875,STANDARD,1.0
1728.70654296875,3.817279066627155e-13,26,R_A6,20,280.7720947265625,42,17,0,2018-11-07,280.7720947265625,STANDARD,1.0
1730.427734375,4.233428897756059e-18,27,R_A6,21,281.61614990234375,42,17,0,2018-11-07,281.61614990234375,STANDARD,1.0
1732.14892578125,5.84102784507569e-19,28,R_A6,22,281.9091796875,42,17,0,2018-11-07,281.9091796875,STANDARD,1.0
1733.8701171875,9.05289160214042e-17,29,R_A6,23,280.8507995605469,42,17,0,2018-11-07,280.8507995605469,STANDARD,1.0
