CONJPOS,SGAS,SWAT,CONIDX,CONBPRES,WELLMODEL,CONIPOS,DATE,DEPTH,WELL,DRAWDOWN,CONKPOS,PRESSURE
41,0.0,0.22876429557800293,2,298.676513671875,STANDARD,28,2018-01-01,1611.3077392578125,R_A3,0,2,298.676513671875
41,0.0,0.19760067760944366,3,298.8148498535156,STANDARD,28,2018-01-01,1613.3720703125,R_A3,0,3,298.8148498535156
41,0.0,0.3792901039123535,4,298.9532165527344,STANDARD,28,2018-01-01,1615.4365234375,R_A3,0,4,298.9532165527344
41,0.0,0.8267315626144409,5,299.0915832519531,STANDARD,28,2018-01-01,1617.5008544921875,R_A3,0,5,299.0915832519531
41,0.0,0.22688354551792145,6,299.2299499511719,STANDARD,28,2018-01-01,1619.565185546875,R_A3,0,6,299.2299499511719
41,0.0,0.26596105098724365,7,298.54638671875,STANDARD,29,2018-01-01,1609.3663330078125,R_A3,0,6,298.54638671875
41,0.0,0.19722381234169006,8,298.68377685546875,STANDARD,29,2018-01-01,1611.4163818359375,R_A3,0,7,298.68377685546875
41,0.0,0.3807685971260071,9,298.8211669921875,STANDARD,29,2018-01-01,1613.46630859375,R_A3,0,8,298.8211669921875
41,0.0,0.8020743727684021,10,298.95855712890625,STANDARD,29,2018-01-01,1615.516357421875,R_A3,0,9,298.95855712890625
41,0.0,0.7998339533805847,11,299.095947265625,STANDARD,29,2018-01-01,1617.5662841796875,R_A3,0,10,299.095947265625
41,0.0,0.048946261405944824,12,299.24237060546875,STANDARD,29,2018-01-01,1619.750732421875,R_A3,0,11,299.24237060546875
41,0.0,0.05424661189317703,13,299.3978271484375,STANDARD,29,2018-01-01,1622.0697021484375,R_A3,0,12,299.3978271484375
41,0.0,0.3695291578769684,14,299.5532531738281,STANDARD,29,2018-01-01,1624.388671875,R_A3,0,13,299.5532531738281
41,0.0,0.36767199635505676,15,299.7087097167969,STANDARD,29,2018-01-01,1626.707763671875,R_A3,0,14,299.7087097167969
41,0.0,0.4412824809551239,16,299.8641662597656,STANDARD,29,2018-01-01,1629.026611328125,R_A3,0,15,299.8641662597656
41,0.0,0.8111897110939026,17,299.992919921875,STANDARD,29,2018-01-01,1630.9468994140625,R_A3,0,16,299.992919921875
41,0.0,0.37905046343803406,18,300.16583251953125,STANDARD,29,2018-01-01,1633.5262451171875,R_A3,0,27,300.16583251953125
41,0.0,0.04574024677276611,19,300.40966796875,STANDARD,29,2018-01-01,1637.1630859375,R_A3,0,28,300.40966796875
41,0.0,0.05056381970643997,20,300.6535339355469,STANDARD,29,2018-01-01,1640.8001708984375,R_A3,0,29,300.6535339355469
41,0.0,0.6481541991233826,21,300.89739990234375,STANDARD,29,2018-01-01,1644.4371337890625,R_A3,0,30,300.89739990234375
41,0.0,0.06256569176912308,22,301.14129638671875,STANDARD,29,2018-01-01,1648.0740966796875,R_A3,0,31,301.14129638671875
52,0.0,0.05170147493481636,1,300.009033203125,STANDARD,30,2018-01-01,1631.1873779296875,R_A4,0,1,300.009033203125
52,0.0,0.048609890043735504,2,299.7571105957031,STANDARD,31,2018-01-01,1627.4293212890625,R_A4,0,1,299.7571105957031
52,0.0,0.05221238359808922,3,299.89520263671875,STANDARD,31,2018-01-01,1629.4896240234375,R_A4,0,2,299.89520263671875
52,0.0,0.054313696920871735,4,300.0333251953125,STANDARD,31,2018-01-01,1631.5498046875,R_A4,0,3,300.0333251953125
52,0.0,0.05736476555466652,5,300.17144775390625,STANDARD,31,2018-01-01,1633.610107421875,R_A4,0,4,300.17144775390625
52,0.0,0.056389473378658295,6,300.0901184082031,STANDARD,32,2018-01-01,1632.3968505859375,R_A4,0,4,300.0901184082031
51,0.0,0.05910776928067207,7,300.3236999511719,STANDARD,32,2018-01-01,1635.880615234375,R_A4,0,4,300.3236999511719
51,0.0,0.05742491036653519,8,300.4202575683594,STANDARD,33,2018-01-01,1637.321044921875,R_A4,0,4,300.4202575683594
51,0.0,0.05627985671162605,9,300.29644775390625,STANDARD,33,2018-01-01,1635.474609375,R_A4,0,3,300.29644775390625
50,0.0,0.06314294040203094,10,300.74395751953125,STANDARD,33,2018-01-01,1642.1485595703125,R_A4,0,4,300.74395751953125
50,0.0,0.06145904213190079,11,300.67578125,STANDARD,34,2018-01-01,1641.132080078125,R_A4,0,4,300.67578125
50,0.0,0.1401393711566925,12,300.5467224121094,STANDARD,34,2018-01-01,1639.20703125,R_A4,0,3,300.5467224121094
50,0.0,0.14248615503311157,13,300.66064453125,STANDARD,35,2018-01-01,1640.9061279296875,R_A4,0,3,300.66064453125
50,0.0,0.23273660242557526,14,300.53570556640625,STANDARD,35,2018-01-01,1639.0426025390625,R_A4,0,2,300.53570556640625
49,0.0,0.23657433688640594,15,300.72943115234375,STANDARD,35,2018-01-01,1641.93212890625,R_A4,0,2,300.72943115234375
49,0.0,1.0,16,300.7579650878906,STANDARD,36,2018-01-01,1642.357421875,R_A4,0,30,300.7579650878906
48,0.0,0.6481541991233826,17,300.5735168457031,STANDARD,36,2018-01-01,1639.6068115234375,R_A4,0,30,300.5735168457031
48,0.0,0.6481541991233826,18,301.0526123046875,STANDARD,37,2018-01-01,1646.7513427734375,R_A4,0,30,301.0526123046875
48,0.0,0.6481541991233826,19,301.5025939941406,STANDARD,38,2018-01-01,1653.461669921875,R_A4,0,30,301.5025939941406
47,0.0,0.6481541991233826,20,301.7947998046875,STANDARD,38,2018-01-01,1657.8184814453125,R_A4,0,30,301.7947998046875
20,0.0,1.0,1,303.8440856933594,STANDARD,31,2018-01-01,1685.026611328125,R_A5,0,1,303.8440856933594
20,0.0,1.0,2,304.0601806640625,STANDARD,31,2018-01-01,1687.3070068359375,R_A5,0,2,304.0601806640625
20,0.0,1.0,3,304.27630615234375,STANDARD,31,2018-01-01,1689.5875244140625,R_A5,0,3,304.27630615234375
20,0.0,1.0,4,304.4924011230469,STANDARD,31,2018-01-01,1691.8680419921875,R_A5,0,4,304.4924011230469
20,0.0,1.0,5,304.7085266113281,STANDARD,31,2018-01-01,1694.1485595703125,R_A5,0,5,304.7085266113281
20,0.0,1.0,6,304.9246520996094,STANDARD,31,2018-01-01,1696.4290771484375,R_A5,0,6,304.9246520996094
20,0.0,1.0,7,305.446533203125,STANDARD,31,2018-01-01,1698.70947265625,R_A5,0,7,305.446533203125
20,0.0,1.0,8,305.988037109375,STANDARD,31,2018-01-01,1707.6488037109375,R_A5,0,11,305.988037109375
20,0.0,1.0,9,306.1695251464844,STANDARD,31,2018-01-01,1709.5638427734375,R_A5,0,12,306.1695251464844
21,0.0,1.0,10,305.4322814941406,STANDARD,31,2018-01-01,1701.7845458984375,R_A5,0,12,305.4322814941406
21,0.0,1.0,11,305.6291198730469,STANDARD,31,2018-01-01,1703.735107421875,R_A5,0,13,305.6291198730469
21,0.0,1.0,12,305.81396484375,STANDARD,31,2018-01-01,1705.6856689453125,R_A5,0,14,305.81396484375
21,0.0,1.0,13,305.9988098144531,STANDARD,31,2018-01-01,1707.63623046875,R_A5,0,15,305.9988098144531
21,0.0,1.0,14,306.3287048339844,STANDARD,31,2018-01-01,1709.5867919921875,R_A5,0,16,306.3287048339844
21,0.0,1.0,15,306.5135498046875,STANDARD,31,2018-01-01,1711.537353515625,R_A5,0,17,306.5135498046875
21,0.0,1.0,16,306.6856994628906,STANDARD,31,2018-01-01,1713.35400390625,R_A5,0,18,306.6856994628906
21,0.0,1.0,17,306.7843933105469,STANDARD,31,2018-01-01,1714.3951416015625,R_A5,0,19,306.7843933105469
21,0.0,1.0,18,306.75689697265625,STANDARD,31,2018-01-01,1715.7628173828125,R_A5,0,27,306.75689697265625
21,0.0,1.0,19,306.978271484375,STANDARD,31,2018-01-01,1718.098388671875,R_A5,0,28,306.978271484375
21,0.0,1.0,20,307.5054016113281,STANDARD,31,2018-01-01,1720.43408203125,R_A5,0,29,307.5054016113281
21,0.0,1.0,21,307.7267761230469,STANDARD,31,2018-01-01,1722.7696533203125,R_A5,0,30,307.7267761230469
21,0.0,1.0,22,307.9481506347656,STANDARD,31,2018-01-01,1725.105224609375,R_A5,0,31,307.9481506347656
42,0.0,1.0,1,305.11419677734375,STANDARD,17,2018-01-01,1695.20263671875,R_A6,0,1,305.11419677734375
42,0.0,1.0,2,305.2609558105469,STANDARD,17,2018-01-01,1696.7510986328125,R_A6,0,2,305.2609558105469
42,0.0,1.0,3,305.4076843261719,STANDARD,17,2018-01-01,1698.299560546875,R_A6,0,3,305.4076843261719
42,0.0,1.0,4,305.554443359375,STANDARD,17,2018-01-01,1699.84814453125,R_A6,0,4,305.554443359375
42,0.0,1.0,5,305.7012023925781,STANDARD,17,2018-01-01,1701.3966064453125,R_A6,0,5,305.7012023925781
42,0.0,1.0,6,305.84796142578125,STANDARD,17,2018-01-01,1702.9451904296875,R_A6,0,6,305.84796142578125
42,0.0,1.0,7,305.6956481933594,STANDARD,17,2018-01-01,1704.49365234375,R_A6,0,7,305.6956481933594
42,0.0,1.0,8,305.8424072265625,STANDARD,17,2018-01-01,1706.042236328125,R_A6,0,8,305.8424072265625
42,0.0,1.0,9,306.2882080078125,STANDARD,17,2018-01-01,1707.5906982421875,R_A6,0,9,306.2882080078125
42,0.0,1.0,10,306.1291809082031,STANDARD,17,2018-01-01,1709.1392822265625,R_A6,0,10,306.1291809082031
42,0.0,1.0,11,306.3109130859375,STANDARD,17,2018-01-01,1711.055419921875,R_A6,0,11,306.3109130859375
42,0.0,1.0,12,306.52734375,STANDARD,17,2018-01-01,1713.3392333984375,R_A6,0,12,306.52734375
42,0.0,1.0,13,306.7557678222656,STANDARD,17,2018-01-01,1715.623046875,R_A6,0,13,306.7557678222656
42,0.0,1.0,14,306.9721984863281,STANDARD,17,2018-01-01,1717.9068603515625,R_A6,0,14,306.9721984863281
42,0.0,1.0,15,307.18865966796875,STANDARD,17,2018-01-01,1720.190673828125,R_A6,0,15,307.18865966796875
42,0.0,1.0,16,307.55010986328125,STANDARD,17,2018-01-01,1722.474365234375,R_A6,0,16,307.55010986328125
42,0.0,1.0,17,307.7665710449219,STANDARD,17,2018-01-01,1724.7581787109375,R_A6,0,17,307.7665710449219
42,0.0,1.0,18,307.921630859375,STANDARD,17,2018-01-01,1726.394287109375,R_A6,0,18,307.921630859375
42,0.0,1.0,19,307.8930969238281,STANDARD,17,2018-01-01,1727.7508544921875,R_A6,0,27,307.8930969238281
42,0.0,1.0,20,308.3623352050781,STANDARD,17,2018-01-01,1729.4755859375,R_A6,0,28,308.3623352050781
42,0.0,1.0,21,308.52581787109375,STANDARD,17,2018-01-01,1731.2001953125,R_A6,0,29,308.52581787109375
42,0.0,1.0,22,308.68927001953125,STANDARD,17,2018-01-01,1732.9249267578125,R_A6,0,30,308.68927001953125
42,0.0,1.0,23,308.5469665527344,STANDARD,17,2018-01-01,1734.649658203125,R_A6,0,31,308.5469665527344
30,0.0,0.056510716676712036,1,298.4363708496094,STANDARD,22,2018-03-01,1641.094970703125,R_A2,0,1,298.4363708496094
30,0.0,0.05710258707404137,2,298.5566101074219,STANDARD,22,2018-03-01,1642.8890380859375,R_A2,0,2,298.5566101074219
30,0.0,0.0613529346883297,3,298.67681884765625,STANDARD,22,2018-03-01,1644.68310546875,R_A2,0,3,298.67681884765625
30,0.0,0.06754070520401001,4,298.79705810546875,STANDARD,22,2018-03-01,1646.4771728515625,R_A2,0,4,298.79705810546875
30,0.0,0.07105053961277008,5,298.91729736328125,STANDARD,22,2018-03-01,1648.2713623046875,R_A2,0,5,298.91729736328125
30,0.0,0.32154273986816406,6,299.0393371582031,STANDARD,22,2018-03-01,1650.0654296875,R_A2,0,6,299.0393371582031
30,0.0,0.6902710199356079,7,299.22369384765625,STANDARD,22,2018-03-01,1651.859619140625,R_A2,0,7,299.22369384765625
30,0.0,0.6482906341552734,8,299.37933349609375,STANDARD,22,2018-03-01,1653.6536865234375,R_A2,0,8,299.37933349609375
30,0.0,0.6485242247581482,9,299.50811767578125,STANDARD,22,2018-03-01,1655.44775390625,R_A2,0,9,299.50811767578125
30,0.0,0.9161772727966309,10,299.7846984863281,STANDARD,22,2018-03-01,1657.2418212890625,R_A2,0,10,299.7846984863281
30,0.0,0.07607372105121613,11,300.3377685546875,STANDARD,22,2018-03-01,1659.1368408203125,R_A2,0,11,300.3377685546875
30,0.0,0.08103679120540619,12,300.4715881347656,STANDARD,22,2018-03-01,1661.132568359375,R_A2,0,12,300.4715881347656
30,0.0,0.4567628502845764,13,300.6062316894531,STANDARD,22,2018-03-01,1663.12841796875,R_A2,0,13,300.6062316894531
30,0.0,0.5043054819107056,14,300.7418212890625,STANDARD,22,2018-03-01,1665.1241455078125,R_A2,0,14,300.7418212890625
30,0.0,0.6864925622940063,15,300.8787536621094,STANDARD,22,2018-03-01,1667.1199951171875,R_A2,0,15,300.8787536621094
30,0.0,0.975092887878418,16,301.01300048828125,STANDARD,22,2018-03-01,1669.11572265625,R_A2,0,16,301.01300048828125
30,0.0,0.959571361541748,17,301.14739990234375,STANDARD,22,2018-03-01,1671.111572265625,R_A2,0,17,301.14739990234375
30,0.0,0.9807542562484741,18,301.27349853515625,STANDARD,22,2018-03-01,1672.9881591796875,R_A2,0,18,301.27349853515625
29,0.0,0.9992623329162598,19,301.26275634765625,STANDARD,22,2018-03-01,1674.229736328125,R_A2,0,18,301.26275634765625
29,2.253517921280265e-16,1.0,20,303.00177001953125,STANDARD,22,2018-03-01,1676.1676025390625,R_A2,0,27,303.00177001953125
29,9.578357623043587e-16,1.0,21,303.45477294921875,STANDARD,22,2018-03-01,1677.9368896484375,R_A2,0,28,303.45477294921875
29,9.07531211638557e-13,1.0,22,303.2550964355469,STANDARD,22,2018-03-01,1679.7061767578125,R_A2,0,29,303.2550964355469
29,1.0522411629900526e-14,1.0,23,303.78387451171875,STANDARD,22,2018-03-01,1681.4754638671875,R_A2,0,30,303.78387451171875
29,1.9905869301121504e-15,1.0,24,303.95672607421875,STANDARD,22,2018-03-01,1683.2447509765625,R_A2,0,31,303.95672607421875
20,-3.39544274214319e-15,1.0,1,276.16009521484375,STANDARD,31,2018-04-28,1685.026611328125,R_A5,0,1,276.16009521484375
20,-1.864731025841282e-12,1.0,2,276.3760070800781,STANDARD,31,2018-04-28,1687.3070068359375,R_A5,0,2,276.3760070800781
20,-2.5450305925212025e-12,1.0,3,276.5919189453125,STANDARD,31,2018-04-28,1689.5875244140625,R_A5,0,3,276.5919189453125
20,-2.168057183435379e-12,1.0,4,276.80780029296875,STANDARD,31,2018-04-28,1691.8680419921875,R_A5,0,4,276.80780029296875
20,-1.9532684931294897e-12,1.0,5,277.0237121582031,STANDARD,31,2018-04-28,1694.1485595703125,R_A5,0,5,277.0237121582031
20,-1.952307239483364e-12,1.0,6,277.2395935058594,STANDARD,31,2018-04-28,1696.4290771484375,R_A5,0,6,277.2395935058594
20,-1.3835838501101688e-14,1.0,7,277.779541015625,STANDARD,31,2018-04-28,1698.70947265625,R_A5,0,7,277.779541015625
20,-2.516985643345737e-13,1.0,8,269.9430847167969,STANDARD,31,2018-04-28,1707.6488037109375,R_A5,0,11,269.9430847167969
20,-2.9495137343800437e-13,1.0,9,270.1275329589844,STANDARD,31,2018-04-28,1709.5638427734375,R_A5,0,12,270.1275329589844
21,1.119387135067873e-11,1.0,10,268.85498046875,STANDARD,31,2018-04-28,1701.7845458984375,R_A5,0,12,268.85498046875
21,2.889096297267746e-13,1.0,11,269.0521545410156,STANDARD,31,2018-04-28,1703.735107421875,R_A5,0,13,269.0521545410156
21,4.8683599469454e-13,1.0,12,269.2374267578125,STANDARD,31,2018-04-28,1705.6856689453125,R_A5,0,14,269.2374267578125
21,1.0337911082736184e-13,1.0,13,269.4232177734375,STANDARD,31,2018-04-28,1707.63623046875,R_A5,0,15,269.4232177734375
21,9.91377593624436e-14,1.0,14,269.75653076171875,STANDARD,31,2018-04-28,1709.5867919921875,R_A5,0,16,269.75653076171875
21,3.497105965813256e-14,1.0,15,269.94580078125,STANDARD,31,2018-04-28,1711.537353515625,R_A5,0,17,269.94580078125
21,8.229652853283809e-14,1.0,16,270.12042236328125,STANDARD,31,2018-04-28,1713.35400390625,R_A5,0,18,270.12042236328125
21,0.0,1.0,17,270.21893310546875,STANDARD,31,2018-04-28,1714.3951416015625,R_A5,0,19,270.21893310546875
21,-1.3019526591811353e-14,1.0,18,280.58624267578125,STANDARD,31,2018-04-28,1715.7628173828125,R_A5,0,27,280.58624267578125
21,-1.0883612736631125e-14,1.0,19,280.8023376464844,STANDARD,31,2018-04-28,1718.098388671875,R_A5,0,28,280.8023376464844
21,-1.805915819065472e-21,1.0,20,281.35015869140625,STANDARD,31,2018-04-28,1720.43408203125,R_A5,0,29,281.35015869140625
21,-5.117474351711774e-19,1.0,21,285.3681335449219,STANDARD,31,2018-04-28,1722.7696533203125,R_A5,0,30,285.3681335449219
21,1.1289050190504786e-24,1.0,22,299.07647705078125,STANDARD,31,2018-04-28,1725.105224609375,R_A5,0,31,299.07647705078125
41,0.0,0.6499760150909424,1,280.1245422363281,STANDARD,28,2018-07-03,1609.243408203125,R_A3,0,1,280.1245422363281
41,0.0,0.22961394488811493,2,280.2693786621094,STANDARD,28,2018-07-03,1611.3077392578125,R_A3,0,2,280.2693786621094
41,0.0,0.19853080809116364,3,280.4072570800781,STANDARD,28,2018-07-03,1613.3720703125,R_A3,0,3,280.4072570800781
41,0.0,0.3801743984222412,4,280.5751037597656,STANDARD,28,2018-07-03,1615.4365234375,R_A3,0,4,280.5751037597656
41,0.0,0.8246363997459412,5,280.7860107421875,STANDARD,28,2018-07-03,1617.5008544921875,R_A3,0,5,280.7860107421875
41,0.0,0.22741064429283142,6,280.9303283691406,STANDARD,28,2018-07-03,1619.565185546875,R_A3,0,6,280.9303283691406
41,0.0,0.26634740829467773,7,280.2715759277344,STANDARD,29,2018-07-03,1609.3663330078125,R_A3,0,6,280.2715759277344
41,0.0,0.19798822700977325,8,280.40850830078125,STANDARD,29,2018-07-03,1611.4163818359375,R_A3,0,7,280.40850830078125
41,0.0,0.3827406167984009,9,280.5477600097656,STANDARD,29,2018-07-03,1613.46630859375,R_A3,0,8,280.5477600097656
41,0.0,0.8010219931602478,10,280.7515563964844,STANDARD,29,2018-07-03,1615.516357421875,R_A3,0,9,280.7515563964844
41,0.0,0.7988203167915344,11,282.0632019042969,STANDARD,29,2018-07-03,1617.5662841796875,R_A3,0,10,282.0632019042969
41,0.0,0.048958905041217804,12,297.44915771484375,STANDARD,29,2018-07-03,1619.750732421875,R_A3,0,11,297.44915771484375
41,0.0,0.05426254868507385,13,297.6045227050781,STANDARD,29,2018-07-03,1622.0697021484375,R_A3,0,12,297.6045227050781
41,0.0,0.36959463357925415,14,297.7602233886719,STANDARD,29,2018-07-03,1624.388671875,R_A3,0,13,297.7602233886719
41,0.0,0.3677627146244049,15,297.91607666015625,STANDARD,29,2018-07-03,1626.707763671875,R_A3,0,14,297.91607666015625
41,0.0,0.44140714406967163,16,298.07452392578125,STANDARD,29,2018-07-03,1629.026611328125,R_A3,0,15,298.07452392578125
41,0.0,0.8110883235931396,17,298.2069091796875,STANDARD,29,2018-07-03,1630.9468994140625,R_A3,0,16,298.2069091796875
41,0.0,0.37149304151535034,18,283.92462158203125,STANDARD,29,2018-07-03,1633.5262451171875,R_A3,0,27,283.92462158203125
41,0.0,0.04590068385004997,19,284.06109619140625,STANDARD,29,2018-07-03,1637.1630859375,R_A3,0,28,284.06109619140625
41,0.0,0.050905823707580566,20,284.303955078125,STANDARD,29,2018-07-03,1640.8001708984375,R_A3,0,29,284.303955078125
41,0.0,0.6495471596717834,21,284.5859375,STANDARD,29,2018-07-03,1644.4371337890625,R_A3,0,30,284.5859375
41,0.0,0.06270315498113632,22,284.8255920410156,STANDARD,29,2018-07-03,1648.0740966796875,R_A3,0,31,284.8255920410156
52,0.0,0.05178157240152359,1,281.6114807128906,STANDARD,30,2018-09-12,1631.1873779296875,R_A4,0,1,281.6114807128906
52,0.0,0.04870191961526871,2,281.4875793457031,STANDARD,31,2018-09-12,1627.4293212890625,R_A4,0,1,281.4875793457031
52,0.0,0.052302274852991104,3,281.6250305175781,STANDARD,31,2018-09-12,1629.4896240234375,R_A4,0,2,281.6250305175781
52,0.0,0.054403260350227356,4,281.7624816894531,STANDARD,31,2018-09-12,1631.5498046875,R_A4,0,3,281.7624816894531
52,0.0,0.057445358484983444,5,281.8999328613281,STANDARD,31,2018-09-12,1633.610107421875,R_A4,0,4,281.8999328613281
52,0.0,0.0564831905066967,6,281.9322204589844,STANDARD,32,2018-09-12,1632.3968505859375,R_A4,0,4,281.9322204589844
51,0.0,0.05917168781161308,7,282.0668640136719,STANDARD,32,2018-09-12,1635.880615234375,R_A4,0,4,282.0668640136719
51,0.0,0.05752086639404297,8,282.2788391113281,STANDARD,33,2018-09-12,1637.321044921875,R_A4,0,4,282.2788391113281
51,0.0,0.05638577416539192,9,282.1556091308594,STANDARD,33,2018-09-12,1635.474609375,R_A4,0,3,282.1556091308594
50,0.0,0.06329391151666641,10,282.5216979980469,STANDARD,33,2018-09-12,1642.1485595703125,R_A4,0,4,282.5216979980469
50,0.0,0.0616246797144413,11,282.5594177246094,STANDARD,34,2018-09-12,1641.132080078125,R_A4,0,4,282.5594177246094
50,0.0,0.14032430946826935,12,282.4310607910156,STANDARD,34,2018-09-12,1639.20703125,R_A4,0,3,282.4310607910156
50,0.0,0.1427440047264099,13,282.6122131347656,STANDARD,35,2018-09-12,1640.9061279296875,R_A4,0,3,282.6122131347656
50,0.0,0.23299936950206757,14,282.48773193359375,STANDARD,35,2018-09-12,1639.0426025390625,R_A4,0,2,282.48773193359375
49,0.0,0.23683138191699982,15,282.6391906738281,STANDARD,35,2018-09-12,1641.93212890625,R_A4,0,2,282.6391906738281
49,2.9751786971565775e-12,1.0,16,288.0960998535156,STANDARD,36,2018-09-12,1642.357421875,R_A4,0,30,288.0960998535156
48,0.0,0.6496438980102539,17,280.76519775390625,STANDARD,36,2018-09-12,1639.6068115234375,R_A4,0,30,280.76519775390625
48,0.0,0.6508399248123169,18,281.5238037109375,STANDARD,37,2018-09-12,1646.7513427734375,R_A4,0,30,281.5238037109375
48,0.0,0.652682363986969,19,282.22833251953125,STANDARD,38,2018-09-12,1653.461669921875,R_A4,0,30,282.22833251953125
47,0.0,0.6747486591339111,20,282.2818603515625,STANDARD,38,2018-09-12,1657.8184814453125,R_A4,0,30,282.2818603515625
42,-3.2928118896235946e-19,1.0,1,268.4508972167969,STANDARD,17,2018-11-07,1695.20263671875,R_A6,0,1,268.4508972167969
42,-6.4754059951299845e-18,1.0,2,268.59417724609375,STANDARD,17,2018-11-07,1696.7510986328125,R_A6,0,2,268.59417724609375
42,-2.0944370274159046e-18,1.0,3,268.73388671875,STANDARD,17,2018-11-07,1698.299560546875,R_A6,0,3,268.73388671875
42,3.832621013485327e-18,1.0,4,268.86846923828125,STANDARD,17,2018-11-07,1699.84814453125,R_A6,0,4,268.86846923828125
42,-2.9107127111584926e-18,1.0,5,269.0019836425781,STANDARD,17,2018-11-07,1701.3966064453125,R_A6,0,5,269.0019836425781
42,5.944688982067493e-17,1.0,6,269.140869140625,STANDARD,17,2018-11-07,1702.9451904296875,R_A6,0,6,269.140869140625
42,9.711095759161115e-17,1.0,7,268.98468017578125,STANDARD,17,2018-11-07,1704.49365234375,R_A6,0,7,268.98468017578125
42,2.0758504444879606e-17,1.0,8,269.1336669921875,STANDARD,17,2018-11-07,1706.042236328125,R_A6,0,8,269.1336669921875
42,-3.3618444027405724e-18,1.0,9,269.5619812011719,STANDARD,17,2018-11-07,1707.5906982421875,R_A6,0,9,269.5619812011719
42,2.776266157562829e-16,1.0,10,269.35443115234375,STANDARD,17,2018-11-07,1709.1392822265625,R_A6,0,10,269.35443115234375
42,0.0,1.0,11,284.3948669433594,STANDARD,17,2018-11-07,1711.055419921875,R_A6,0,11,284.3948669433594
42,0.0,1.0,12,284.6111145019531,STANDARD,17,2018-11-07,1713.3392333984375,R_A6,0,12,284.6111145019531
42,0.0,1.0,13,284.8393859863281,STANDARD,17,2018-11-07,1715.623046875,R_A6,0,13,284.8393859863281
42,0.0,1.0,14,285.0556945800781,STANDARD,17,2018-11-07,1717.9068603515625,R_A6,0,14,285.0556945800781
42,0.0,1.0,15,285.2723083496094,STANDARD,17,2018-11-07,1720.190673828125,R_A6,0,15,285.2723083496094
42,0.0,1.0,16,285.634033203125,STANDARD,17,2018-11-07,1722.474365234375,R_A6,0,16,285.634033203125
