CONJPOS,CONIPOS,DEPTH,SGAS,CONBPRES,WELLMODEL,PRESSURE,SWAT,CONIDX,DRAWDOWN,DATE,WELL,CONKPOS
42,17,1708.2908935546875,2.221546948136255e-12,279.6040954589844,STANDARD,279.6040954589844,1.0,10,0,2018-11-07,R_A6,10
42,17,1710.2127685546875,-4.0240963230901705e-14,281.26922607421875,STANDARD,281.26922607421875,1.0,11,0,2018-11-07,R_A6,11
42,17,1712.520263671875,-2.687335691974567e-14,281.4877014160156,STANDARD,281.4877014160156,1.0,12,0,2018-11-07,R_A6,12
42,17,1714.8277587890625,-1.6313349520723024e-15,281.71820068359375,STANDARD,281.71820068359375,1.0,13,0,2018-11-07,R_A6,13
42,17,1717.13525390625,-1.3294096345070334e-15,281.9367370605469,STANDARD,281.9367370605469,1.0,14,0,2018-11-07,R_A6,14
42,17,1719.4427490234375,-8.029434000420563e-16,282.1556396484375,STANDARD,282.1556396484375,1.0,15,0,2018-11-07,R_A6,15
42,17,1721.750244140625,-8.760646706491965e-17,282.5197448730469,STANDARD,282.5197448730469,1.0,16,0,2018-11-07,R_A6,16
42,17,1724.057861328125,-1.0291193552277613e-16,282.73870849609375,STANDARD,282.73870849609375,1.0,17,0,2018-11-07,R_A6,17
42,17,1725.56201171875,-8.68880970988643e-17,282.8812561035156,STANDARD,282.8812561035156,1.0,18,0,2018-11-07,R_A6,18
42,17,1726.7686767578125,1.2824168818680753e-15,283.33697509765625,STANDARD,283.33697509765625,1.0,19,0,2018-11-07,R_A6,25
42,17,1728.4814453125,5.535646713322143e-16,283.8501281738281,STANDARD,283.8501281738281,1.0,20,0,2018-11-07,R_A6,26
42,17,1730.194091796875,3.4429147331403666e-21,284.54315185546875,STANDARD,284.54315185546875,1.0,21,0,2018-11-07,R_A6,27
42,17,1731.906982421875,3.6231560961459642e-22,284.7685546875,STANDARD,284.7685546875,1.0,22,0,2018-11-07,R_A6,28
42,17,1733.61962890625,1.2112108751774078e-17,283.80322265625,STANDARD,283.80322265625,1.0,23,0,2018-11-07,R_A6,29
