SGAS,SWAT,WELL,CONIDX,WELLMODEL,CONBPRES,CONIPOS,PRESSURE,CONJPOS,DATE,DRAWDOWN,DEPTH,CONKPOS
4.209260544285609e-12,1.0,R_A6,9,STANDARD,275.3900146484375,17,275.3900146484375,42,2018-11-07,0,1706.6021728515625,9
4.803129005637174e-10,1.0,R_A6,10,STANDARD,275.2513122558594,17,275.2513122558594,42,2018-11-07,0,1708.135986328125,10
3.768499054479513e-11,1.0,R_A6,11,STANDARD,282.0925598144531,17,282.0925598144531,42,2018-11-07,0,1710.0430908203125,11
6.879034147866392e-11,1.0,R_A6,12,STANDARD,282.2807312011719,17,282.2807312011719,42,2018-11-07,0,1712.323486328125,12
5.298738010861559e-12,1.0,R_A6,13,STANDARD,282.510498046875,17,282.510498046875,42,2018-11-07,0,1714.60400390625,13
5.71368863680477e-12,1.0,R_A6,14,STANDARD,282.7264099121094,17,282.7264099121094,42,2018-11-07,0,1716.884521484375,14
4.434115401241723e-12,1.0,R_A6,15,STANDARD,282.94256591796875,17,282.94256591796875,42,2018-11-07,0,1719.1649169921875,15
7.844483526295298e-13,1.0,R_A6,16,STANDARD,283.3040466308594,17,283.3040466308594,42,2018-11-07,0,1721.4453125,16
2.2902406967423294e-12,1.0,R_A6,17,STANDARD,283.52032470703125,17,283.52032470703125,42,2018-11-07,0,1723.725830078125,17
2.1670989655553363e-12,1.0,R_A6,18,STANDARD,283.6676330566406,17,283.6676330566406,42,2018-11-07,0,1725.2821044921875,18
4.197943804639531e-13,1.0,R_A6,19,STANDARD,282.6680908203125,17,282.6680908203125,42,2018-11-07,0,1726.552001953125,26
2.4645810023891934e-13,1.0,R_A6,20,STANDARD,283.13653564453125,17,283.13653564453125,42,2018-11-07,0,1728.259765625,27
1.5018355308010243e-18,1.0,R_A6,21,STANDARD,283.8252868652344,17,283.8252868652344,42,2018-11-07,0,1729.967529296875,28
4.147862801952948e-19,1.0,R_A6,22,STANDARD,284.1300048828125,17,284.1300048828125,42,2018-11-07,0,1731.6751708984375,29
5.757400849473737e-14,1.0,R_A6,23,STANDARD,283.2743225097656,17,283.2743225097656,42,2018-11-07,0,1733.3829345703125,30
