CONIPOS,CONJPOS,DRAWDOWN,PRESSURE,WELL,CONBPRES,SWAT,DEPTH,SGAS,WELLMODEL,CONIDX,CONKPOS,DATE
17,42,0,277.5251159667969,R_A6,277.5251159667969,1.0,1704.5179443359375,-1.3065041670062838e-12,STANDARD,7,7,2018-11-07
17,42,0,277.6551513671875,R_A6,277.6551513671875,1.0,1706.0662841796875,-7.512124467401113e-14,STANDARD,8,8,2018-11-07
17,42,0,278.0423889160156,R_A6,278.0423889160156,1.0,1707.614501953125,-8.99514431039819e-14,STANDARD,9,9,2018-11-07
17,42,0,277.7573547363281,R_A6,277.7573547363281,1.0,1709.1627197265625,-2.2522480408460055e-11,STANDARD,10,10,2018-11-07
17,42,0,280.134765625,R_A6,280.134765625,1.0,1711.0948486328125,-4.037728484895808e-12,STANDARD,11,11,2018-11-07
17,42,0,280.35400390625,R_A6,280.35400390625,1.0,1713.4107666015625,-1.767682571499063e-12,STANDARD,12,12,2018-11-07
17,42,0,280.5852355957031,R_A6,280.5852355957031,1.0,1715.7265625,-1.7317488317913216e-13,STANDARD,13,13,2018-11-07
17,42,0,280.8045349121094,R_A6,280.8045349121094,1.0,1718.04248046875,-1.1497401609331798e-13,STANDARD,14,14,2018-11-07
17,42,0,281.0240783691406,R_A6,281.0240783691406,1.0,1720.3583984375,-7.257129603201531e-14,STANDARD,15,15,2018-11-07
17,42,0,281.3886413574219,R_A6,281.3886413574219,1.0,1722.67431640625,-2.740600003609938e-14,STANDARD,16,16,2018-11-07
17,42,0,281.6080017089844,R_A6,281.6080017089844,1.0,1724.990234375,-2.562576886799839e-14,STANDARD,17,17,2018-11-07
17,42,0,281.75323486328125,R_A6,281.75323486328125,1.0,1726.5242919921875,-3.739485121296432e-14,STANDARD,18,18,2018-11-07
17,42,0,281.24560546875,R_A6,281.24560546875,1.0,1727.762939453125,1.1216538401274717e-15,STANDARD,19,25,2018-11-07
17,42,0,281.8793029785156,R_A6,281.8793029785156,1.0,1729.488037109375,2.755879398011398e-16,STANDARD,20,26,2018-11-07
17,42,0,282.744140625,R_A6,282.744140625,1.0,1731.213134765625,3.1088416061101308e-21,STANDARD,21,27,2018-11-07
17,42,0,282.9923400878906,R_A6,282.9923400878906,1.0,1732.938232421875,3.615143541268326e-22,STANDARD,22,28,2018-11-07
17,42,0,281.9571838378906,R_A6,281.9571838378906,1.0,1734.663330078125,1.7128247998376548e-19,STANDARD,23,29,2018-11-07
