CONIPOS,WELL,PRESSURE,SWAT,CONKPOS,DRAWDOWN,DATE,DEPTH,CONIDX,WELLMODEL,CONJPOS,SGAS,CONBPRES
17,R_A6,282.54986572265625,1.0,12,0,2018-11-07,1713.0888671875,12,STANDARD,42,-6.2108998499788015e-12,282.54986572265625
17,R_A6,282.8066101074219,1.0,13,0,2018-11-07,1715.3927001953125,13,STANDARD,42,-1.6068625379936363e-12,282.8066101074219
17,R_A6,283.0248107910156,1.0,14,0,2018-11-07,1717.696533203125,14,STANDARD,42,-1.7046870642509204e-12,283.0248107910156
17,R_A6,283.2431640625,1.0,15,0,2018-11-07,1720.000244140625,15,STANDARD,42,-1.1153786227957596e-12,283.2431640625
17,R_A6,283.60662841796875,1.0,16,0,2018-11-07,1722.3040771484375,16,STANDARD,42,-3.5017637661088896e-13,283.60662841796875
17,R_A6,283.8249816894531,1.0,17,0,2018-11-07,1724.60791015625,17,STANDARD,42,-5.1377379726904454e-14,283.8249816894531
17,R_A6,283.9732971191406,1.0,18,0,2018-11-07,1726.1734619140625,18,STANDARD,42,-3.99280028528029e-13,283.9732971191406
17,R_A6,283.831298828125,1.0,25,0,2018-11-07,1727.4495849609375,19,STANDARD,42,-6.423172811773764e-14,283.831298828125
17,R_A6,284.00177001953125,1.0,26,0,2018-11-07,1729.17431640625,20,STANDARD,42,-3.4615027993479056e-14,284.00177001953125
17,R_A6,284.4785461425781,1.0,27,0,2018-11-07,1730.89892578125,21,STANDARD,42,-9.38072217831782e-15,284.4785461425781
17,R_A6,284.9526062011719,1.0,28,0,2018-11-07,1732.62353515625,22,STANDARD,42,-2.900680070153384e-20,284.9526062011719
17,R_A6,284.28643798828125,1.0,29,0,2018-11-07,1734.34814453125,23,STANDARD,42,9.961630587258796e-14,284.28643798828125
