DRAWDOWN,WELL,CONKPOS,CONJPOS,SGAS,DATE,WELLMODEL,PRESSURE,CONIDX,SWAT,CONIPOS,CONBPRES,DEPTH
0,R_A6,9,42,4.8140202761615125e-14,2018-11-07,STANDARD,277.55352783203125,9,1.0,17,277.55352783203125,1705.9779052734375
0,R_A6,10,42,3.7323356211205194e-12,2018-11-07,STANDARD,277.4823303222656,10,1.0,17,277.4823303222656,1707.5025634765625
0,R_A6,11,42,-1.6877975406170975e-10,2018-11-07,STANDARD,279.68914794921875,11,1.0,17,279.68914794921875,1709.3997802734375
0,R_A6,12,42,-1.3862404280029494e-10,2018-11-07,STANDARD,279.9562683105469,12,1.0,17,279.9562683105469,1711.6695556640625
0,R_A6,13,42,-6.795386302271833e-12,2018-11-07,STANDARD,280.1972351074219,13,1.0,17,280.1972351074219,1713.9393310546875
0,R_A6,14,42,-5.80422819182469e-12,2018-11-07,STANDARD,280.4122009277344,14,1.0,17,280.4122009277344,1716.2091064453125
0,R_A6,15,42,-3.618064615268368e-12,2018-11-07,STANDARD,280.627685546875,15,1.0,17,280.627685546875,1718.4788818359375
0,R_A6,16,42,-1.5056016329506594e-12,2018-11-07,STANDARD,280.9890441894531,16,1.0,17,280.9890441894531,1720.748779296875
0,R_A6,17,42,-1.850176045356533e-12,2018-11-07,STANDARD,281.2051086425781,17,1.0,17,281.2051086425781,1723.0185546875
0,R_A6,18,42,-2.241888749296428e-12,2018-11-07,STANDARD,281.3512878417969,18,1.0,17,281.3512878417969,1724.560791015625
0,R_A6,26,42,1.6085017432582172e-13,2018-11-07,STANDARD,281.4611511230469,19,1.0,17,281.4611511230469,1725.8167724609375
0,R_A6,27,42,1.0889700193016452e-13,2018-11-07,STANDARD,281.6326904296875,20,1.0,17,281.6326904296875,1727.51416015625
0,R_A6,28,42,8.495316530896699e-19,2018-11-07,STANDARD,282.51983642578125,21,1.0,17,282.51983642578125,1729.21142578125
0,R_A6,29,42,3.782037135419514e-20,2018-11-07,STANDARD,282.80242919921875,22,1.0,17,282.80242919921875,1730.90869140625
0,R_A6,30,42,8.638614272734344e-16,2018-11-07,STANDARD,281.8544921875,23,1.0,17,281.8544921875,1732.6060791015625
