CONBPRES,CONKPOS,SWAT,PRESSURE,SGAS,WELLMODEL,CONJPOS,DEPTH,CONIDX,WELL,DATE,CONIPOS,DRAWDOWN
280.7228698730469,12,1.0,280.7228698730469,7.778410619600773e-13,STANDARD,42,1712.86865234375,12,R_A6,2018-11-07,17,0
280.95367431640625,13,1.0,280.95367431640625,7.341582176174574e-14,STANDARD,42,1715.1790771484375,13,R_A6,2018-11-07,17,0
281.17254638671875,14,1.0,281.17254638671875,5.017326818227384e-14,STANDARD,42,1717.489501953125,14,R_A6,2018-11-07,17,0
281.3922424316406,15,1.0,281.3922424316406,2.0477412829094342e-14,STANDARD,42,1719.800048828125,15,R_A6,2018-11-07,17,0
281.7579040527344,16,1.0,281.7579040527344,1.1880106341494341e-14,STANDARD,42,1722.1104736328125,16,R_A6,2018-11-07,17,0
281.978271484375,17,1.0,281.978271484375,1.8095844172617316e-14,STANDARD,42,1724.4208984375,17,R_A6,2018-11-07,17,0
282.1200866699219,18,1.0,282.1200866699219,2.0061463747817962e-14,STANDARD,42,1725.912109375,18,R_A6,2018-11-07,17,0
284.6729736328125,26,1.0,284.6729736328125,7.389124441438064e-14,STANDARD,42,1727.1043701171875,19,R_A6,2018-11-07,17,0
285.14190673828125,27,1.0,285.14190673828125,2.1918349703579573e-14,STANDARD,42,1728.8167724609375,20,R_A6,2018-11-07,17,0
285.30023193359375,28,1.0,285.30023193359375,7.362395977974275e-15,STANDARD,42,1730.529052734375,21,R_A6,2018-11-07,17,0
285.8505859375,29,1.0,285.8505859375,4.436755437016637e-20,STANDARD,42,1732.241455078125,22,R_A6,2018-11-07,17,0
285.2353210449219,30,1.0,285.2353210449219,6.96996810167064e-17,STANDARD,42,1733.953857421875,23,R_A6,2018-11-07,17,0
