CONJPOS,CONIDX,WELLMODEL,SGAS,CONBPRES,DEPTH,SWAT,CONKPOS,DATE,WELL,CONIPOS,DRAWDOWN,PRESSURE
42,10,STANDARD,-1.36109817860941e-10,276.197998046875,1708.9478759765625,1.0,10,2018-11-07,R_A6,17,0,276.197998046875
42,11,STANDARD,-1.6250062406797383e-09,282.049560546875,1710.8692626953125,0.9999999403953552,11,2018-11-07,R_A6,17,0,282.049560546875
42,12,STANDARD,-8.924542216348641e-10,282.2493591308594,1713.1654052734375,1.0,12,2018-11-07,R_A6,17,0,282.2493591308594
42,13,STANDARD,-6.905780114419002e-11,282.4867858886719,1715.4615478515625,1.0,13,2018-11-07,R_A6,17,0,282.4867858886719
42,14,STANDARD,-5.750195805620528e-11,282.7041931152344,1717.7576904296875,1.0,14,2018-11-07,R_A6,17,0,282.7041931152344
42,15,STANDARD,-4.428970384884323e-11,282.92181396484375,1720.0538330078125,1.0,15,2018-11-07,R_A6,17,0,282.92181396484375
42,16,STANDARD,-5.99973846646118e-12,283.2852478027344,1722.349853515625,1.0,16,2018-11-07,R_A6,17,0,283.2852478027344
42,17,STANDARD,-1.2544512303924726e-11,283.5034484863281,1724.64599609375,1.0,17,2018-11-07,R_A6,17,0,283.5034484863281
42,18,STANDARD,-1.2595429907391598e-11,283.65325927734375,1726.2271728515625,1.0,18,2018-11-07,R_A6,17,0,283.65325927734375
42,19,STANDARD,-1.0528005550680675e-11,283.68084716796875,1727.521240234375,1.0,27,2018-11-07,R_A6,17,0,283.68084716796875
42,20,STANDARD,-8.420244536344601e-12,283.83990478515625,1729.2431640625,1.0,28,2018-11-07,R_A6,17,0,283.83990478515625
42,21,STANDARD,-2.5417944658767677e-12,284.1081237792969,1730.9649658203125,1.0,29,2018-11-07,R_A6,17,0,284.1081237792969
42,22,STANDARD,-5.209236082001696e-18,284.107421875,1732.6868896484375,1.0,30,2018-11-07,R_A6,17,0,284.107421875
42,23,STANDARD,-3.394414401793576e-14,283.0025634765625,1734.4088134765625,1.0,31,2018-11-07,R_A6,17,0,283.0025634765625
