CONBPRES,WELLMODEL,WELL,CONJPOS,CONIPOS,CONKPOS,DATE,SGAS,DEPTH,SWAT,CONIDX,DRAWDOWN,PRESSURE
282.41717529296875,STANDARD,R_A6,42,17,12,2018-11-07,4.969252787034861e-10,1711.70556640625,1.0,12,0,282.41717529296875
282.6582336425781,STANDARD,R_A6,42,17,13,2018-11-07,1.0747204341743366e-11,1713.9580078125,1.0,13,0,282.6582336425781
282.87152099609375,STANDARD,R_A6,42,17,14,2018-11-07,3.2212937178810463e-11,1716.2103271484375,1.0,14,0,282.87152099609375
283.0849609375,STANDARD,R_A6,42,17,15,2018-11-07,1.84951463866323e-11,1718.4627685546875,1.0,15,0,283.0849609375
283.4435729980469,STANDARD,R_A6,42,17,16,2018-11-07,4.3979273348093706e-12,1720.715087890625,1.0,16,0,283.4435729980469
283.65704345703125,STANDARD,R_A6,42,17,17,2018-11-07,8.469059654958588e-12,1722.9674072265625,1.0,17,0,283.65704345703125
283.80877685546875,STANDARD,R_A6,42,17,18,2018-11-07,9.295507939766079e-12,1724.5697021484375,1.0,18,0,283.80877685546875
283.20458984375,STANDARD,R_A6,42,17,26,2018-11-07,-6.830182036274279e-13,1725.8955078125,1.0,19,0,283.20458984375
283.68353271484375,STANDARD,R_A6,42,17,27,2018-11-07,-1.3192878321917345e-13,1727.5950927734375,1.0,20,0,283.68353271484375
284.6230163574219,STANDARD,R_A6,42,17,28,2018-11-07,5.522524664398532e-20,1729.294677734375,1.0,21,0,284.6230163574219
285.0043029785156,STANDARD,R_A6,42,17,29,2018-11-07,-1.084312937139404e-19,1730.9942626953125,1.0,22,0,285.0043029785156
284.0343933105469,STANDARD,R_A6,42,17,30,2018-11-07,-1.6017824002942382e-13,1732.69384765625,1.0,23,0,284.0343933105469
