SGAS,CONKPOS,CONIPOS,DRAWDOWN,SWAT,CONIDX,DEPTH,CONJPOS,CONBPRES,PRESSURE,WELL,WELLMODEL,DATE
-1.4230436490639264e-12,8,17,0,1.0,8,1706.7421875,42,278.15594482421875,278.15594482421875,R_A6,STANDARD,2018-11-07
-3.195615972360899e-13,9,17,0,1.0,9,1708.3060302734375,42,278.5756530761719,278.5756530761719,R_A6,STANDARD,2018-11-07
-4.09482656116289e-11,10,17,0,1.0,10,1709.869873046875,42,278.3092346191406,278.3092346191406,R_A6,STANDARD,2018-11-07
-3.675939413971818e-11,11,17,0,1.0,11,1711.8466796875,42,283.3238830566406,283.3238830566406,R_A6,STANDARD,2018-11-07
-2.1581928952296714e-11,12,17,0,1.0,12,1714.2362060546875,42,283.5502624511719,283.5502624511719,R_A6,STANDARD,2018-11-07
-1.1661964796627622e-12,13,17,0,1.0,13,1716.6258544921875,42,283.7889709472656,283.7889709472656,R_A6,STANDARD,2018-11-07
-1.1326166783967584e-12,14,17,0,1.0,14,1719.0155029296875,42,284.015869140625,284.015869140625,R_A6,STANDARD,2018-11-07
-7.589248782365055e-13,15,17,0,1.0,15,1721.4051513671875,42,284.39520263671875,284.39520263671875,R_A6,STANDARD,2018-11-07
-2.336187883769658e-13,16,17,0,1.0,16,1723.7947998046875,42,284.6473388671875,284.6473388671875,R_A6,STANDARD,2018-11-07
-1.5048768166932985e-13,17,17,0,1.0,17,1726.1844482421875,42,284.9098205566406,284.9098205566406,R_A6,STANDARD,2018-11-07
-1.247662997222454e-13,18,17,0,1.0,18,1727.5791015625,42,285.06036376953125,285.06036376953125,R_A6,STANDARD,2018-11-07
-3.9712086700657845e-13,24,17,0,1.0,19,1728.650146484375,42,285.5745544433594,285.5745544433594,R_A6,STANDARD,2018-11-07
-2.0335962390014043e-18,25,17,0,1.0,20,1730.392578125,42,286.0511779785156,286.0511779785156,R_A6,STANDARD,2018-11-07
-4.705375038489387e-19,26,17,0,1.0,21,1732.135009765625,42,286.66619873046875,286.66619873046875,R_A6,STANDARD,2018-11-07
-8.67751075100626e-21,27,17,0,1.0,22,1733.87744140625,42,286.9726257324219,286.9726257324219,R_A6,STANDARD,2018-11-07
8.882759740728473e-17,28,17,0,1.0,23,1735.619873046875,42,286.322998046875,286.322998046875,R_A6,STANDARD,2018-11-07
