PRESSURE,CONKPOS,CONJPOS,CONIPOS,DRAWDOWN,DEPTH,WELLMODEL,SWAT,CONIDX,CONBPRES,WELL,DATE,SGAS
306.7557678222656,13,42,17,0,1715.623046875,STANDARD,1.0,13,306.7557678222656,R_A6,2018-01-01,0.0
306.9721984863281,14,42,17,0,1717.9068603515625,STANDARD,1.0,14,306.9721984863281,R_A6,2018-01-01,0.0
307.18865966796875,15,42,17,0,1720.190673828125,STANDARD,1.0,15,307.18865966796875,R_A6,2018-01-01,0.0
307.55010986328125,16,42,17,0,1722.474365234375,STANDARD,1.0,16,307.55010986328125,R_A6,2018-01-01,0.0
307.7665710449219,17,42,17,0,1724.7581787109375,STANDARD,1.0,17,307.7665710449219,R_A6,2018-01-01,0.0
307.921630859375,18,42,17,0,1726.394287109375,STANDARD,1.0,18,307.921630859375,R_A6,2018-01-01,0.0
307.8930969238281,27,42,17,0,1727.7508544921875,STANDARD,1.0,19,307.8930969238281,R_A6,2018-01-01,0.0
308.3623352050781,28,42,17,0,1729.4755859375,STANDARD,1.0,20,308.3623352050781,R_A6,2018-01-01,0.0
308.52581787109375,29,42,17,0,1731.2001953125,STANDARD,1.0,21,308.52581787109375,R_A6,2018-01-01,0.0
308.68927001953125,30,42,17,0,1732.9249267578125,STANDARD,1.0,22,308.68927001953125,R_A6,2018-01-01,0.0
308.5469665527344,31,42,17,0,1734.649658203125,STANDARD,1.0,23,308.5469665527344,R_A6,2018-01-01,0.0
299.1833190917969,1,30,22,0,1641.094970703125,STANDARD,0.05764896422624588,1,299.1833190917969,R_A2,2018-03-01,0.0
299.3035888671875,2,30,22,0,1642.8890380859375,STANDARD,0.05855654552578926,2,299.3035888671875,R_A2,2018-03-01,0.0
299.4238586425781,3,30,22,0,1644.68310546875,STANDARD,0.061206214129924774,3,299.4238586425781,R_A2,2018-03-01,0.0
299.54412841796875,4,30,22,0,1646.4771728515625,STANDARD,0.06638868153095245,4,299.54412841796875,R_A2,2018-03-01,0.0
299.6644287109375,5,30,22,0,1648.2713623046875,STANDARD,0.06882008910179138,5,299.6644287109375,R_A2,2018-03-01,0.0
299.7999267578125,6,30,22,0,1650.0654296875,STANDARD,0.31199538707733154,6,299.7999267578125,R_A2,2018-03-01,0.0
299.9221496582031,7,30,22,0,1651.859619140625,STANDARD,0.8978086113929749,7,299.9221496582031,R_A2,2018-03-01,0.0
300.04449462890625,8,30,22,0,1653.6536865234375,STANDARD,0.8618137240409851,8,300.04449462890625,R_A2,2018-03-01,0.0
300.19207763671875,9,30,22,0,1655.44775390625,STANDARD,0.9104866981506348,9,300.19207763671875,R_A2,2018-03-01,0.0
300.3432922363281,10,30,22,0,1657.2418212890625,STANDARD,0.9083555936813354,10,300.3432922363281,R_A2,2018-03-01,0.0
300.1653747558594,11,30,22,0,1659.1368408203125,STANDARD,0.07612962275743484,11,300.1653747558594,R_A2,2018-03-01,0.0
300.28900146484375,12,30,22,0,1661.132568359375,STANDARD,0.07959899306297302,12,300.28900146484375,R_A2,2018-03-01,0.0
300.445556640625,13,30,22,0,1663.12841796875,STANDARD,0.4492025077342987,13,300.445556640625,R_A2,2018-03-01,0.0
300.581298828125,14,30,22,0,1665.1241455078125,STANDARD,0.5073840618133545,14,300.581298828125,R_A2,2018-03-01,0.0
300.7187805175781,15,30,22,0,1667.1199951171875,STANDARD,0.6860420107841492,15,300.7187805175781,R_A2,2018-03-01,0.0
300.85308837890625,16,30,22,0,1669.11572265625,STANDARD,0.9714539647102356,16,300.85308837890625,R_A2,2018-03-01,0.0
300.9875793457031,17,30,22,0,1671.111572265625,STANDARD,0.9485094547271729,17,300.9875793457031,R_A2,2018-03-01,0.0
301.1137390136719,18,30,22,0,1672.9881591796875,STANDARD,0.979621410369873,18,301.1137390136719,R_A2,2018-03-01,0.0
301.20880126953125,18,29,22,0,1674.229736328125,STANDARD,0.994050145149231,19,301.20880126953125,R_A2,2018-03-01,0.0
301.59088134765625,27,29,22,0,1676.1676025390625,STANDARD,0.6482524871826172,20,301.59088134765625,R_A2,2018-03-01,0.0
303.4646911621094,28,29,22,0,1677.9368896484375,STANDARD,1.0,21,303.4646911621094,R_A2,2018-03-01,-5.496835981316306e-15
303.6299133300781,29,29,22,0,1679.7061767578125,STANDARD,1.0,22,303.6299133300781,R_A2,2018-03-01,-9.766082358770006e-16
303.7986145019531,30,29,22,0,1681.4754638671875,STANDARD,1.0,23,303.7986145019531,R_A2,2018-03-01,-6.314236751460336e-16
303.97174072265625,31,29,22,0,1683.2447509765625,STANDARD,1.0,24,303.97174072265625,R_A2,2018-03-01,-5.463450852679658e-17
283.4015197753906,1,20,31,0,1685.026611328125,STANDARD,1.0,1,283.4015197753906,R_A5,2018-04-28,-8.271790370717458e-12
283.617431640625,2,20,31,0,1687.3070068359375,STANDARD,1.0,2,283.617431640625,R_A5,2018-04-28,-7.627707493407243e-12
283.8334045410156,3,20,31,0,1689.5875244140625,STANDARD,1.0,3,283.8334045410156,R_A5,2018-04-28,-7.233851538612779e-12
284.04937744140625,4,20,31,0,1691.8680419921875,STANDARD,1.0,4,284.04937744140625,R_A5,2018-04-28,-8.049727551195929e-12
284.26531982421875,5,20,31,0,1694.1485595703125,STANDARD,1.0,5,284.26531982421875,R_A5,2018-04-28,-7.844322413852467e-12
284.48126220703125,6,20,31,0,1696.4290771484375,STANDARD,1.0,6,284.48126220703125,R_A5,2018-04-28,-7.49406439681799e-12
285.0350036621094,7,20,31,0,1698.70947265625,STANDARD,1.0,7,285.0350036621094,R_A5,2018-04-28,-3.3626603563284563e-13
273.6937255859375,11,20,31,0,1707.6488037109375,STANDARD,1.0,8,273.6937255859375,R_A5,2018-04-28,-6.060156543252759e-11
273.87548828125,12,20,31,0,1709.5638427734375,STANDARD,1.0,9,273.87548828125,R_A5,2018-04-28,-5.306920181080699e-11
272.2611999511719,12,21,31,0,1701.7845458984375,STANDARD,1.0,10,272.2611999511719,R_A5,2018-04-28,-3.547317162233554e-10
272.4569396972656,13,21,31,0,1703.735107421875,STANDARD,1.0,11,272.4569396972656,R_A5,2018-04-28,-1.3043645157029271e-11
272.64093017578125,14,21,31,0,1705.6856689453125,STANDARD,1.0,12,272.64093017578125,R_A5,2018-04-28,-7.331134310728515e-11
272.8284606933594,15,21,31,0,1707.63623046875,STANDARD,1.0,13,272.8284606933594,R_A5,2018-04-28,-3.193256770117614e-11
273.1647033691406,16,21,31,0,1709.5867919921875,STANDARD,1.0,14,273.1647033691406,R_A5,2018-04-28,-2.2599522947475137e-11
273.3537292480469,17,21,31,0,1711.537353515625,STANDARD,1.0,15,273.3537292480469,R_A5,2018-04-28,-6.01790839382943e-12
273.5281677246094,18,21,31,0,1713.35400390625,STANDARD,1.0,16,273.5281677246094,R_A5,2018-04-28,-1.075577474307643e-11
273.6264343261719,19,21,31,0,1714.3951416015625,STANDARD,1.0,17,273.6264343261719,R_A5,2018-04-28,0.0
280.8682861328125,27,21,31,0,1715.7628173828125,STANDARD,1.0,18,280.8682861328125,R_A5,2018-04-28,-4.2224845744689466e-19
281.0889892578125,28,21,31,0,1718.098388671875,STANDARD,1.0,19,281.0889892578125,R_A5,2018-04-28,-7.955324238228074e-19
286.032958984375,29,21,31,0,1720.43408203125,STANDARD,1.0,20,286.032958984375,R_A5,2018-04-28,-4.050789346804625e-26
281.6405334472656,30,21,31,0,1722.7696533203125,STANDARD,1.0,21,281.6405334472656,R_A5,2018-04-28,-3.916633257702169e-25
292.47412109375,31,21,31,0,1725.105224609375,STANDARD,1.0,22,292.47412109375,R_A5,2018-04-28,-6.28049933362285e-25
283.2491149902344,1,41,28,0,1609.243408203125,STANDARD,0.6491227746009827,1,283.2491149902344,R_A3,2018-07-03,0.0
283.3833312988281,2,41,28,0,1611.3077392578125,STANDARD,0.19829238951206207,2,283.3833312988281,R_A3,2018-07-03,0.0
283.5211486816406,3,41,28,0,1613.3720703125,STANDARD,0.19395284354686737,3,283.5211486816406,R_A3,2018-07-03,0.0
283.658935546875,4,41,28,0,1615.4365234375,STANDARD,0.25583750009536743,4,283.658935546875,R_A3,2018-07-03,0.0
283.8069152832031,5,41,28,0,1617.5008544921875,STANDARD,0.8274708986282349,5,283.8069152832031,R_A3,2018-07-03,0.0
283.88018798828125,6,41,28,0,1619.565185546875,STANDARD,0.6502721309661865,6,283.88018798828125,R_A3,2018-07-03,0.0
283.1867370605469,6,41,29,0,1609.3663330078125,STANDARD,0.6506553888320923,7,283.1867370605469,R_A3,2018-07-03,0.0
283.33270263671875,7,41,29,0,1611.4163818359375,STANDARD,0.199205219745636,8,283.33270263671875,R_A3,2018-07-03,0.0
283.4696044921875,8,41,29,0,1613.46630859375,STANDARD,0.2014947086572647,9,283.4696044921875,R_A3,2018-07-03,0.0
283.6728515625,9,41,29,0,1615.516357421875,STANDARD,0.8020752668380737,10,283.6728515625,R_A3,2018-07-03,0.0
284.7992248535156,10,41,29,0,1617.5662841796875,STANDARD,0.8008697032928467,11,284.7992248535156,R_A3,2018-07-03,0.0
297.0650939941406,11,41,29,0,1619.750732421875,STANDARD,0.047676149755716324,12,297.0650939941406,R_A3,2018-07-03,0.0
297.220458984375,12,41,29,0,1622.0697021484375,STANDARD,0.05467239394783974,13,297.220458984375,R_A3,2018-07-03,0.0
297.3759765625,13,41,29,0,1624.388671875,STANDARD,0.36968550086021423,14,297.3759765625,R_A3,2018-07-03,0.0
298.0316467285156,15,41,29,0,1629.026611328125,STANDARD,0.4028255045413971,15,298.0316467285156,R_A3,2018-07-03,0.0
298.1650085449219,16,41,29,0,1630.9468994140625,STANDARD,0.8141285181045532,16,298.1650085449219,R_A3,2018-07-03,0.0
287.7579040527344,27,41,29,0,1633.5262451171875,STANDARD,0.6495165228843689,17,287.7579040527344,R_A3,2018-07-03,0.0
287.9455871582031,28,41,29,0,1637.1630859375,STANDARD,0.04679179936647415,18,287.9455871582031,R_A3,2018-07-03,0.0
288.18865966796875,29,41,29,0,1640.8001708984375,STANDARD,0.05469651520252228,19,288.18865966796875,R_A3,2018-07-03,0.0
290.7844543457031,30,41,29,0,1644.4371337890625,STANDARD,1.0,20,290.7844543457031,R_A3,2018-07-03,-6.906867249358364e-14
288.7479553222656,31,41,29,0,1648.0740966796875,STANDARD,0.06262129545211792,21,288.7479553222656,R_A3,2018-07-03,0.0
283.2502746582031,1,52,30,0,1631.1873779296875,STANDARD,0.04977891966700554,1,283.2502746582031,R_A4,2018-09-12,0.0
282.9961853027344,1,52,31,0,1627.4293212890625,STANDARD,0.049814481288194656,2,282.9961853027344,R_A4,2018-09-12,0.0
283.13372802734375,2,52,31,0,1629.4896240234375,STANDARD,0.05133463814854622,3,283.13372802734375,R_A4,2018-09-12,0.0
283.2712707519531,3,52,31,0,1631.5498046875,STANDARD,0.05382673069834709,4,283.2712707519531,R_A4,2018-09-12,0.0
283.4088439941406,4,52,31,0,1633.610107421875,STANDARD,0.058477286249399185,5,283.4088439941406,R_A4,2018-09-12,0.0
283.31243896484375,4,52,32,0,1632.3968505859375,STANDARD,0.05648736655712128,6,283.31243896484375,R_A4,2018-09-12,0.0
283.4945068359375,4,51,32,0,1635.880615234375,STANDARD,0.05913039296865463,7,283.4945068359375,R_A4,2018-09-12,0.0
283.43597412109375,4,51,33,0,1637.321044921875,STANDARD,0.09304986149072647,8,283.43597412109375,R_A4,2018-09-12,0.0
283.3134765625,3,51,33,0,1635.474609375,STANDARD,0.16820338368415833,9,283.3134765625,R_A4,2018-09-12,0.0
282.92962646484375,4,50,33,0,1642.1485595703125,STANDARD,0.19241838157176971,10,282.92962646484375,R_A4,2018-09-12,0.0
282.86614990234375,4,50,34,0,1641.132080078125,STANDARD,0.16107934713363647,11,282.86614990234375,R_A4,2018-09-12,0.0
282.7367248535156,3,50,34,0,1639.20703125,STANDARD,0.2544299364089966,12,282.7367248535156,R_A4,2018-09-12,0.0
283.0081787109375,3,50,35,0,1640.9061279296875,STANDARD,0.16988228261470795,13,283.0081787109375,R_A4,2018-09-12,0.0
282.8849182128906,2,50,35,0,1639.0426025390625,STANDARD,0.23123882710933685,14,282.8849182128906,R_A4,2018-09-12,0.0
282.7144470214844,2,49,35,0,1641.93212890625,STANDARD,0.23860283195972443,15,282.7144470214844,R_A4,2018-09-12,0.0
286.9809265136719,30,49,36,0,1642.357421875,STANDARD,0.8380347490310669,16,286.9809265136719,R_A4,2018-09-12,0.0
279.9257507324219,30,48,36,0,1639.6068115234375,STANDARD,0.6539736390113831,17,279.9257507324219,R_A4,2018-09-12,0.0
283.2836608886719,30,48,37,0,1646.7513427734375,STANDARD,0.8319105505943298,18,283.2836608886719,R_A4,2018-09-12,0.0
281.6343688964844,30,48,38,0,1653.461669921875,STANDARD,0.6645023822784424,19,281.6343688964844,R_A4,2018-09-12,0.0
283.3187255859375,30,47,38,0,1657.8184814453125,STANDARD,0.8445090055465698,20,283.3187255859375,R_A4,2018-09-12,0.0
266.8263244628906,1,42,17,0,1695.20263671875,STANDARD,1.0,1,266.8263244628906,R_A6,2018-11-07,2.6015821441571774e-13
266.6789245605469,2,42,17,0,1696.7510986328125,STANDARD,1.0,2,266.6789245605469,R_A6,2018-11-07,6.371846409877757e-13
267.0736083984375,3,42,17,0,1698.299560546875,STANDARD,1.0,3,267.0736083984375,R_A6,2018-11-07,7.623517160430804e-13
267.2332763671875,4,42,17,0,1699.84814453125,STANDARD,1.0,4,267.2332763671875,R_A6,2018-11-07,3.2393949210617144e-15
267.3916320800781,5,42,17,0,1701.3966064453125,STANDARD,1.0,5,267.3916320800781,R_A6,2018-11-07,-1.9535185713485953e-16
267.5431213378906,6,42,17,0,1702.9451904296875,STANDARD,1.0,6,267.5431213378906,R_A6,2018-11-07,-1.0528704237665679e-13
267.3880920410156,7,42,17,0,1704.49365234375,STANDARD,1.0,7,267.3880920410156,R_A6,2018-11-07,-1.8443555602036532e-13
267.4917297363281,8,42,17,0,1706.042236328125,STANDARD,1.0,8,267.4917297363281,R_A6,2018-11-07,-2.992783904270761e-14
267.8388977050781,9,42,17,0,1707.5906982421875,STANDARD,1.0,9,267.8388977050781,R_A6,2018-11-07,-1.1948317692978493e-15
267.49725341796875,10,42,17,0,1709.1392822265625,STANDARD,1.0,10,267.49725341796875,R_A6,2018-11-07,1.842519463824549e-13
284.5538330078125,11,42,17,0,1711.055419921875,STANDARD,1.0,11,284.5538330078125,R_A6,2018-11-07,0.0
284.7701110839844,12,42,17,0,1713.3392333984375,STANDARD,1.0,12,284.7701110839844,R_A6,2018-11-07,0.0
284.9984436035156,13,42,17,0,1715.623046875,STANDARD,1.0,13,284.9984436035156,R_A6,2018-11-07,0.0
285.2148132324219,14,42,17,0,1717.9068603515625,STANDARD,1.0,14,285.2148132324219,R_A6,2018-11-07,0.0
285.4316101074219,15,42,17,0,1720.190673828125,STANDARD,1.0,15,285.4316101074219,R_A6,2018-11-07,0.0
285.7934265136719,16,42,17,0,1722.474365234375,STANDARD,1.0,16,285.7934265136719,R_A6,2018-11-07,0.0
286.0101013183594,17,42,17,0,1724.7581787109375,STANDARD,1.0,17,286.0101013183594,R_A6,2018-11-07,0.0
286.1651611328125,18,42,17,0,1726.394287109375,STANDARD,1.0,18,286.1651611328125,R_A6,2018-11-07,0.0
