SGAS,CONIDX,CONKPOS,PRESSURE,CONIPOS,DEPTH,DRAWDOWN,WELL,CONJPOS,DATE,WELLMODEL,CONBPRES,SWAT
-4.915320537743351e-13,6,6,278.385498046875,17,1702.7379150390625,0,R_A6,42,2018-11-07,STANDARD,278.385498046875,1.0
-5.0424451940311865e-12,7,7,278.236083984375,17,1704.2789306640625,0,R_A6,42,2018-11-07,STANDARD,278.236083984375,1.0
-3.661973068530555e-12,8,8,278.3955993652344,17,1705.8199462890625,0,R_A6,42,2018-11-07,STANDARD,278.3955993652344,1.0
-1.0494363190949318e-11,9,9,278.88836669921875,17,1707.3609619140625,0,R_A6,42,2018-11-07,STANDARD,278.88836669921875,1.0
-1.728438225878648e-11,10,10,278.7417297363281,17,1708.90185546875,0,R_A6,42,2018-11-07,STANDARD,278.7417297363281,1.0
-1.8368631133280564e-14,11,11,282.3895568847656,17,1710.7918701171875,0,R_A6,42,2018-11-07,STANDARD,282.3895568847656,1.0
-6.061613410106477e-15,12,12,282.6015625,17,1713.0308837890625,0,R_A6,42,2018-11-07,STANDARD,282.6015625,1.0
0.0,13,13,282.8256530761719,17,1715.2698974609375,0,R_A6,42,2018-11-07,STANDARD,282.8256530761719,1.0
-1.9686480356244352e-16,14,14,283.0379638671875,17,1717.5089111328125,0,R_A6,42,2018-11-07,STANDARD,283.0379638671875,1.0
-1.0214269064032631e-16,15,15,283.251220703125,17,1719.7479248046875,0,R_A6,42,2018-11-07,STANDARD,283.251220703125,1.0
-2.804908907546478e-17,16,16,283.61029052734375,17,1721.98681640625,0,R_A6,42,2018-11-07,STANDARD,283.61029052734375,1.0
-6.888902416406974e-17,17,17,283.82421875,17,1724.225830078125,0,R_A6,42,2018-11-07,STANDARD,283.82421875,1.0
-5.992199589474579e-17,18,18,283.9874267578125,17,1725.941650390625,0,R_A6,42,2018-11-07,STANDARD,283.9874267578125,1.0
1.2078208408729817e-17,19,25,285.0198974609375,17,1727.39404296875,0,R_A6,42,2018-11-07,STANDARD,285.0198974609375,1.0
6.4441679296560514e-21,20,26,285.3951110839844,17,1729.106201171875,0,R_A6,42,2018-11-07,STANDARD,285.3951110839844,1.0
7.390597218439567e-25,21,27,286.2466125488281,17,1730.818359375,0,R_A6,42,2018-11-07,STANDARD,286.2466125488281,1.0
1.2125036167089504e-25,22,28,286.5272216796875,17,1732.530517578125,0,R_A6,42,2018-11-07,STANDARD,286.5272216796875,1.0
-3.31760721009624e-20,23,29,285.6187438964844,17,1734.24267578125,0,R_A6,42,2018-11-07,STANDARD,285.6187438964844,1.0
