SWAT,SGAS,CONJPOS,DATE,WELL,WELLMODEL,DRAWDOWN,CONIDX,CONBPRES,DEPTH,CONKPOS,CONIPOS,PRESSURE
0.6975411176681519,0.0,47,2018-09-12,R_A4,STANDARD,0,26,280.3056945800781,1656.7412109375,27,38,280.3056945800781
0.06525874882936478,0.0,47,2018-09-12,R_A4,STANDARD,0,27,279.917724609375,1650.9259033203125,26,38,279.917724609375
1.0,-6.9230246535489925e-12,42,2018-11-07,R_A6,STANDARD,0,1,275.92889404296875,1695.3890380859375,1,17,275.92889404296875
1.0,-1.8638575925711276e-12,42,2018-11-07,R_A6,STANDARD,0,2,276.0787353515625,1696.9461669921875,2,17,276.0787353515625
1.0,-1.375416707610766e-12,42,2018-11-07,R_A6,STANDARD,0,3,276.2289123535156,1698.503173828125,3,17,276.2289123535156
1.0,-1.023718436410359e-12,42,2018-11-07,R_A6,STANDARD,0,4,276.37860107421875,1700.060302734375,4,17,276.37860107421875
1.0,-1.7584643593679394e-12,42,2018-11-07,R_A6,STANDARD,0,5,276.52618408203125,1701.6173095703125,5,17,276.52618408203125
1.0,-8.448887423018192e-11,42,2018-11-07,R_A6,STANDARD,0,6,276.67254638671875,1703.1744384765625,6,17,276.67254638671875
1.0,-1.46243531173873e-10,42,2018-11-07,R_A6,STANDARD,0,7,276.52069091796875,1704.7314453125,7,17,276.52069091796875
1.0,-1.160267368294221e-10,42,2018-11-07,R_A6,STANDARD,0,8,276.6680908203125,1706.28857421875,8,17,276.6680908203125
1.0,-9.595249941818373e-12,42,2018-11-07,R_A6,STANDARD,0,9,277.11810302734375,1707.8455810546875,9,17,277.11810302734375
1.0,-7.111555788696933e-10,42,2018-11-07,R_A6,STANDARD,0,10,276.9714660644531,1709.402587890625,10,17,276.9714660644531
1.0,-2.4153831712503404e-10,42,2018-11-07,R_A6,STANDARD,0,11,278.9601135253906,1711.289306640625,11,17,278.9601135253906
1.0,-1.3423727190584045e-12,42,2018-11-07,R_A6,STANDARD,0,12,279.2592468261719,1713.505615234375,12,17,279.2592468261719
1.0,-6.9670892319240174e-12,42,2018-11-07,R_A6,STANDARD,0,13,279.5048828125,1715.7218017578125,13,17,279.5048828125
1.0,-3.936336066129309e-12,42,2018-11-07,R_A6,STANDARD,0,14,279.7148132324219,1717.93798828125,14,17,279.7148132324219
1.0,-2.6922004122548193e-12,42,2018-11-07,R_A6,STANDARD,0,15,279.9260559082031,1720.154296875,15,17,279.9260559082031
1.0,-5.553983922074179e-13,42,2018-11-07,R_A6,STANDARD,0,16,280.2857971191406,1722.3704833984375,16,17,280.2857971191406
1.0,-1.426849415529785e-12,42,2018-11-07,R_A6,STANDARD,0,17,280.50103759765625,1724.5867919921875,17,17,280.50103759765625
1.0,-9.095229994496301e-13,42,2018-11-07,R_A6,STANDARD,0,18,280.68328857421875,1726.47900390625,18,17,280.68328857421875
1.0,6.184669443243251e-11,42,2018-11-07,R_A6,STANDARD,0,19,282.00872802734375,1728.130859375,24,17,282.00872802734375
1.0,2.4890723163140116e-13,42,2018-11-07,R_A6,STANDARD,0,20,282.9365539550781,1729.8662109375,25,17,282.9365539550781
1.0,2.193756769001269e-17,42,2018-11-07,R_A6,STANDARD,0,21,283.8446044921875,1731.6015625,26,17,283.8446044921875
1.0,7.2985717831824095e-19,42,2018-11-07,R_A6,STANDARD,0,22,283.6466064453125,1733.3369140625,27,17,283.6466064453125
1.0,-8.063769920893527e-13,42,2018-11-07,R_A6,STANDARD,0,23,282.59307861328125,1735.072265625,28,17,282.59307861328125
