CONIPOS,DRAWDOWN,PRESSURE,CONBPRES,WELLMODEL,DEPTH,SWAT,CONKPOS,DATE,CONJPOS,CONIDX,WELL,SGAS
17,0,287.7735900878906,287.7735900878906,STANDARD,1719.256591796875,1.0,14,2018-11-07,42,14,R_A6,1.621153728542869e-17
17,0,288.00091552734375,288.00091552734375,STANDARD,1721.654052734375,1.0,15,2018-11-07,42,15,R_A6,1.2044576072204023e-17
17,0,288.37353515625,288.37353515625,STANDARD,1724.0513916015625,1.0,16,2018-11-07,42,16,R_A6,2.9832601731921496e-18
17,0,288.6006774902344,288.6006774902344,STANDARD,1726.4456787109375,1.0,17,2018-11-07,42,17,R_A6,7.52745937951831e-18
17,0,288.7291564941406,288.7291564941406,STANDARD,1727.8017578125,1.0,18,2018-11-07,42,18,R_A6,1.1786269900780252e-17
17,0,288.752685546875,288.752685546875,STANDARD,1728.8310546875,1.0,24,2018-11-07,42,19,R_A6,3.330128560976003e-17
17,0,289.2943115234375,289.2943115234375,STANDARD,1730.56884765625,1.0,25,2018-11-07,42,20,R_A6,5.506100036908708e-18
17,0,289.5731201171875,289.5731201171875,STANDARD,1732.3067626953125,1.0,26,2018-11-07,42,21,R_A6,2.3148137301175036e-20
17,0,290.3665466308594,290.3665466308594,STANDARD,1734.0445556640625,1.0,27,2018-11-07,42,22,R_A6,1.3322771075057553e-24
17,0,289.97418212890625,289.97418212890625,STANDARD,1735.782470703125,1.0,28,2018-11-07,42,23,R_A6,7.478631198764988e-21
