DRAWDOWN,CONJPOS,CONIDX,SWAT,CONKPOS,DEPTH,SGAS,CONBPRES,DATE,WELL,CONIPOS,PRESSURE,WELLMODEL
0,42,12,1.0,12,1711.6878662109375,4.753793469980394e-10,280.8360900878906,2018-11-07,R_A6,17,280.8360900878906,STANDARD
0,42,13,1.0,13,1714.041259765625,4.210044812769098e-11,281.0709228515625,2018-11-07,R_A6,17,281.0709228515625,STANDARD
0,42,14,1.0,14,1716.3946533203125,2.6749441203732793e-11,281.2937927246094,2018-11-07,R_A6,17,281.2937927246094,STANDARD
0,42,15,1.0,15,1718.748046875,1.6502467795054265e-11,281.5171203613281,2018-11-07,R_A6,17,281.5171203613281,STANDARD
0,42,16,1.0,16,1721.1015625,7.46814589336342e-12,281.8858642578125,2018-11-07,R_A6,17,281.8858642578125,STANDARD
0,42,17,1.0,17,1723.442138671875,7.347564397186535e-12,282.1082458496094,2018-11-07,R_A6,17,282.1082458496094,STANDARD
0,42,18,1.0,18,1724.7177734375,6.9123383232561064e-12,282.2292175292969,2018-11-07,R_A6,17,282.2292175292969,STANDARD
0,42,19,1.0,26,1725.6785888671875,6.981486569412887e-12,284.67041015625,2018-11-07,R_A6,17,284.67041015625,STANDARD
0,42,20,1.0,27,1727.376708984375,8.534676871480018e-14,285.04095458984375,2018-11-07,R_A6,17,285.04095458984375,STANDARD
0,42,21,1.0,28,1729.074951171875,1.5769673945815114e-17,286.2721862792969,2018-11-07,R_A6,17,286.2721862792969,STANDARD
0,42,22,1.0,29,1730.7730712890625,1.175598847291591e-17,286.152099609375,2018-11-07,R_A6,17,286.152099609375,STANDARD
0,42,23,1.0,30,1732.47119140625,6.715004420565496e-12,285.0111083984375,2018-11-07,R_A6,17,285.0111083984375,STANDARD
