WELLMODEL,CONBPRES,CONJPOS,PRESSURE,DEPTH,WELL,CONKPOS,SWAT,SGAS,CONIDX,DATE,CONIPOS,DRAWDOWN
STANDARD,298.3135681152344,41,298.3135681152344,1604.0736083984375,R_A3,2,0.14187045395374298,0.0,2,2018-01-01,29,0
STANDARD,298.4477844238281,41,298.4477844238281,1606.0765380859375,R_A3,3,0.11823459714651108,0.0,3,2018-01-01,29,0
STANDARD,298.5820007324219,41,298.5820007324219,1608.079345703125,R_A3,4,0.17317593097686768,0.0,4,2018-01-01,29,0
STANDARD,298.7162170410156,41,298.7162170410156,1610.082275390625,R_A3,5,0.8058260679244995,0.0,5,2018-01-01,29,0
STANDARD,298.8504638671875,41,298.8504638671875,1612.085205078125,R_A3,6,0.6481541991233826,0.0,6,2018-01-01,29,0
STANDARD,298.9847106933594,41,298.9847106933594,1614.088134765625,R_A3,7,0.19737745821475983,0.0,7,2018-01-01,29,0
STANDARD,299.11895751953125,41,299.11895751953125,1616.091064453125,R_A3,8,0.20002241432666779,0.0,8,2018-01-01,29,0
STANDARD,299.2532043457031,41,299.2532043457031,1618.0938720703125,R_A3,9,0.7937778234481812,0.0,9,2018-01-01,29,0
STANDARD,299.387451171875,41,299.387451171875,1620.0968017578125,R_A3,10,0.8036218285560608,0.0,10,2018-01-01,29,0
STANDARD,299.5306701660156,41,299.5306701660156,1622.2332763671875,R_A3,11,0.047384560108184814,0.0,11,2018-01-01,29,0
STANDARD,299.6828308105469,41,299.6828308105469,1624.50341796875,R_A3,12,0.054323554039001465,0.0,12,2018-01-01,29,0
STANDARD,299.83502197265625,41,299.83502197265625,1626.7734375,R_A3,13,0.3646324872970581,0.0,13,2018-01-01,29,0
STANDARD,299.9872131347656,41,299.9872131347656,1629.0435791015625,R_A3,14,0.13820582628250122,0.0,14,2018-01-01,29,0
STANDARD,300.139404296875,41,300.139404296875,1631.313720703125,R_A3,15,0.46546393632888794,0.0,15,2018-01-01,29,0
STANDARD,300.2575378417969,41,300.2575378417969,1633.0758056640625,R_A3,16,0.8071689009666443,0.0,16,2018-01-01,29,0
STANDARD,300.4157409667969,41,300.4157409667969,1635.4354248046875,R_A3,26,0.6862576007843018,0.0,17,2018-01-01,29,0
STANDARD,300.6480712890625,41,300.6480712890625,1638.900390625,R_A3,27,0.04223819822072983,0.0,18,2018-01-01,29,0
STANDARD,300.8804016113281,41,300.8804016113281,1642.3653564453125,R_A3,28,0.17044709622859955,0.0,19,2018-01-01,29,0
STANDARD,301.1127624511719,41,301.1127624511719,1645.830322265625,R_A3,29,1.0,0.0,20,2018-01-01,29,0
STANDARD,301.3451232910156,41,301.3451232910156,1649.2952880859375,R_A3,30,0.6481541991233826,0.0,21,2018-01-01,29,0
STANDARD,300.1080017089844,52,300.1080017089844,1630.84521484375,R_A4,1,0.04799048230051994,0.0,1,2018-01-01,30,0
STANDARD,299.72137451171875,52,299.72137451171875,1625.0782470703125,R_A4,1,0.0470072366297245,0.0,2,2018-01-01,31,0
STANDARD,299.8594055175781,52,299.8594055175781,1627.1373291015625,R_A4,2,0.048997554928064346,0.0,3,2018-01-01,31,0
STANDARD,299.9974670410156,52,299.9974670410156,1629.1964111328125,R_A4,3,0.05115147680044174,0.0,4,2018-01-01,31,0
STANDARD,300.135498046875,52,300.135498046875,1631.2554931640625,R_A4,4,0.05182981118559837,0.0,5,2018-01-01,31,0
STANDARD,300.2735595703125,52,300.2735595703125,1633.314453125,R_A4,5,0.05279666557908058,0.0,6,2018-01-01,31,0
STANDARD,300.4115905761719,52,300.4115905761719,1635.37353515625,R_A4,6,0.054039739072322845,0.0,7,2018-01-01,31,0
STANDARD,300.2593994140625,52,300.2593994140625,1633.103271484375,R_A4,6,0.055145204067230225,0.0,8,2018-01-01,32,0
STANDARD,300.42108154296875,51,300.42108154296875,1635.5152587890625,R_A4,6,0.05485954508185387,0.0,9,2018-01-01,32,0
STANDARD,300.6026306152344,51,300.6026306152344,1638.22265625,R_A4,6,0.0585939921438694,0.0,10,2018-01-01,33,0
STANDARD,300.480712890625,51,300.480712890625,1636.404541015625,R_A4,5,0.05730367451906204,0.0,11,2018-01-01,33,0
STANDARD,300.87939453125,50,300.87939453125,1642.3499755859375,R_A4,5,0.10709451884031296,0.0,12,2018-01-01,33,0
STANDARD,300.80462646484375,50,300.80462646484375,1641.2353515625,R_A4,5,0.10775197297334671,0.0,13,2018-01-01,34,0
STANDARD,300.6811218261719,50,300.6811218261719,1639.39306640625,R_A4,4,0.06022849678993225,0.0,14,2018-01-01,34,0
STANDARD,300.78851318359375,50,300.78851318359375,1640.9951171875,R_A4,4,0.059521399438381195,0.0,15,2018-01-01,35,0
STANDARD,300.671142578125,50,300.671142578125,1639.244384765625,R_A4,3,0.15660881996154785,0.0,16,2018-01-01,35,0
STANDARD,301.00701904296875,49,301.00701904296875,1644.2532958984375,R_A4,3,0.23481127619743347,0.0,17,2018-01-01,35,0
STANDARD,300.8887939453125,49,300.8887939453125,1642.490478515625,R_A4,2,0.23023319244384766,0.0,18,2018-01-01,35,0
STANDARD,301.0868225097656,49,301.0868225097656,1645.443359375,R_A4,29,0.27652499079704285,0.0,19,2018-01-01,36,0
STANDARD,301.05242919921875,48,301.05242919921875,1644.930419921875,R_A4,29,0.1583796888589859,0.0,20,2018-01-01,36,0
STANDARD,301.4419250488281,48,301.4419250488281,1650.738525390625,R_A4,29,0.3327912390232086,0.0,21,2018-01-01,37,0
STANDARD,301.0566711425781,48,301.0566711425781,1644.993896484375,R_A4,28,0.8109875917434692,0.0,22,2018-01-01,37,0
STANDARD,301.2998962402344,48,301.2998962402344,1648.6207275390625,R_A4,28,0.31635090708732605,0.0,23,2018-01-01,38,0
STANDARD,301.7216491699219,47,301.7216491699219,1654.9091796875,R_A4,28,0.6481541991233826,0.0,24,2018-01-01,38,0
STANDARD,303.8818359375,20,303.8818359375,1685.425048828125,R_A5,1,1.0,0.0,1,2018-01-01,31,0
STANDARD,304.08697509765625,20,304.08697509765625,1687.58984375,R_A5,2,1.0,0.0,2,2018-01-01,31,0
STANDARD,304.2921447753906,20,304.2921447753906,1689.754638671875,R_A5,3,1.0,0.0,3,2018-01-01,31,0
STANDARD,304.4972839355469,20,304.4972839355469,1691.91943359375,R_A5,4,1.0,0.0,4,2018-01-01,31,0
STANDARD,304.7024230957031,20,304.7024230957031,1694.084228515625,R_A5,5,1.0,0.0,5,2018-01-01,31,0
STANDARD,304.9075927734375,20,304.9075927734375,1696.2490234375,R_A5,6,1.0,0.0,6,2018-01-01,31,0
STANDARD,305.41851806640625,20,305.41851806640625,1698.413818359375,R_A5,7,1.0,0.0,7,2018-01-01,31,0
STANDARD,304.795654296875,21,304.795654296875,1691.841064453125,R_A5,7,1.0,0.0,8,2018-01-01,31,0
STANDARD,305.35528564453125,21,305.35528564453125,1700.9718017578125,R_A5,11,1.0,0.0,9,2018-01-01,31,0
STANDARD,305.55084228515625,21,305.55084228515625,1703.03564453125,R_A5,12,1.0,0.0,10,2018-01-01,31,0
STANDARD,305.7583923339844,21,305.7583923339844,1705.099365234375,R_A5,13,1.0,0.0,11,2018-01-01,31,0
STANDARD,305.9539794921875,21,305.9539794921875,1707.1630859375,R_A5,14,1.0,0.0,12,2018-01-01,31,0
STANDARD,306.1495666503906,21,306.1495666503906,1709.226806640625,R_A5,15,1.0,0.0,13,2018-01-01,31,0
STANDARD,306.49017333984375,21,306.49017333984375,1711.29052734375,R_A5,16,1.0,0.0,14,2018-01-01,31,0
STANDARD,306.68341064453125,21,306.68341064453125,1713.32958984375,R_A5,17,1.0,0.0,15,2018-01-01,31,0
STANDARD,306.81414794921875,21,306.81414794921875,1714.709228515625,R_A5,18,1.0,0.0,16,2018-01-01,31,0
STANDARD,306.86651611328125,21,306.86651611328125,1715.2615966796875,R_A5,19,1.0,0.0,17,2018-01-01,31,0
STANDARD,306.8340148925781,21,306.8340148925781,1716.576416015625,R_A5,26,1.0,0.0,18,2018-01-01,31,0
STANDARD,307.04913330078125,21,307.04913330078125,1718.8463134765625,R_A5,27,1.0,0.0,19,2018-01-01,31,0
STANDARD,307.570068359375,21,307.570068359375,1721.1160888671875,R_A5,28,1.0,0.0,20,2018-01-01,31,0
STANDARD,307.7851867675781,21,307.7851867675781,1723.3858642578125,R_A5,29,1.0,0.0,21,2018-01-01,31,0
STANDARD,308.00030517578125,21,308.00030517578125,1725.65576171875,R_A5,30,1.0,0.0,22,2018-01-01,31,0
STANDARD,304.7750549316406,42,304.7750549316406,1694.8505859375,R_A6,1,1.0,0.0,1,2018-01-01,17,0
STANDARD,305.2268371582031,42,305.2268371582031,1696.39111328125,R_A6,2,1.0,0.0,2,2018-01-01,17,0
STANDARD,305.3728332519531,42,305.3728332519531,1697.931640625,R_A6,3,1.0,0.0,3,2018-01-01,17,0
STANDARD,305.518798828125,42,305.518798828125,1699.4720458984375,R_A6,4,1.0,0.0,4,2018-01-01,17,0
STANDARD,305.664794921875,42,305.664794921875,1701.0125732421875,R_A6,5,1.0,0.0,5,2018-01-01,17,0
STANDARD,305.810791015625,42,305.810791015625,1702.552978515625,R_A6,6,1.0,0.0,6,2018-01-01,17,0
STANDARD,305.65771484375,42,305.65771484375,1704.093505859375,R_A6,7,1.0,0.0,7,2018-01-01,17,0
STANDARD,305.8037109375,42,305.8037109375,1705.6339111328125,R_A6,8,1.0,0.0,8,2018-01-01,17,0
STANDARD,306.2487487792969,42,306.2487487792969,1707.1744384765625,R_A6,9,1.0,0.0,9,2018-01-01,17,0
STANDARD,306.0889587402344,42,306.0889587402344,1708.71484375,R_A6,10,1.0,0.0,10,2018-01-01,17,0
STANDARD,306.2728576660156,42,306.2728576660156,1710.654052734375,R_A6,11,1.0,0.0,11,2018-01-01,17,0
STANDARD,306.49444580078125,42,306.49444580078125,1712.9920654296875,R_A6,12,1.0,0.0,12,2018-01-01,17,0
STANDARD,306.72796630859375,42,306.72796630859375,1715.3299560546875,R_A6,13,1.0,0.0,13,2018-01-01,17,0
STANDARD,306.9495544433594,42,306.9495544433594,1717.66796875,R_A6,14,1.0,0.0,14,2018-01-01,17,0
STANDARD,307.171142578125,42,307.171142578125,1720.0059814453125,R_A6,15,1.0,0.0,15,2018-01-01,17,0
STANDARD,307.5377502441406,42,307.5377502441406,1722.3438720703125,R_A6,16,1.0,0.0,16,2018-01-01,17,0
STANDARD,307.7593078613281,42,307.7593078613281,1724.681884765625,R_A6,17,1.0,0.0,17,2018-01-01,17,0
STANDARD,307.8951416015625,42,307.8951416015625,1726.11474609375,R_A6,18,1.0,0.0,18,2018-01-01,17,0
STANDARD,307.84442138671875,42,307.84442138671875,1727.2371826171875,R_A6,26,1.0,0.0,19,2018-01-01,17,0
STANDARD,308.31292724609375,42,308.31292724609375,1728.9542236328125,R_A6,27,1.0,0.0,20,2018-01-01,17,0
STANDARD,308.4756774902344,42,308.4756774902344,1730.671142578125,R_A6,28,1.0,0.0,21,2018-01-01,17,0
STANDARD,308.6383972167969,42,308.6383972167969,1732.3880615234375,R_A6,29,1.0,0.0,22,2018-01-01,17,0
STANDARD,308.495361328125,42,308.495361328125,1734.1051025390625,R_A6,30,1.0,0.0,23,2018-01-01,17,0
STANDARD,299.0565185546875,30,299.0565185546875,1639.3663330078125,R_A2,1,0.05143820121884346,0.0,1,2018-03-01,22,0
STANDARD,299.17388916015625,30,299.17388916015625,1641.11767578125,R_A2,2,0.05396294593811035,0.0,2,2018-03-01,22,0
STANDARD,299.2912902832031,30,299.2912902832031,1642.8690185546875,R_A2,3,0.05754704773426056,0.0,3,2018-03-01,22,0
STANDARD,299.4086608886719,30,299.4086608886719,1644.6204833984375,R_A2,4,0.06363796442747116,0.0,4,2018-03-01,22,0
STANDARD,299.5260314941406,30,299.5260314941406,1646.371826171875,R_A2,5,0.06509242206811905,0.0,5,2018-03-01,22,0
STANDARD,299.6792297363281,30,299.6792297363281,1648.123291015625,R_A2,6,0.30151495337486267,0.0,6,2018-03-01,22,0
STANDARD,299.80181884765625,30,299.80181884765625,1649.87451171875,R_A2,7,0.86740642786026,0.0,7,2018-03-01,22,0
STANDARD,299.9222717285156,30,299.9222717285156,1651.6259765625,R_A2,8,0.8627547025680542,0.0,8,2018-03-01,22,0
STANDARD,300.17578125,30,300.17578125,1653.3773193359375,R_A2,9,0.8787210583686829,0.0,9,2018-03-01,22,0
STANDARD,300.3936462402344,30,300.3936462402344,1655.128662109375,R_A2,10,0.8844964504241943,0.0,10,2018-03-01,22,0
STANDARD,299.9961242675781,30,299.9961242675781,1657.066650390625,R_A2,11,0.06745678931474686,0.0,11,2018-03-01,22,0
STANDARD,300.4235534667969,30,300.4235534667969,1659.191162109375,R_A2,12,0.07523224502801895,0.0,12,2018-03-01,22,0
STANDARD,300.5256652832031,30,300.5256652832031,1661.3157958984375,R_A2,13,0.4234296977519989,0.0,13,2018-03-01,22,0
STANDARD,300.6683349609375,30,300.6683349609375,1663.4404296875,R_A2,14,0.4582076966762543,0.0,14,2018-03-01,22,0
STANDARD,300.8121643066406,30,300.8121643066406,1665.56494140625,R_A2,15,0.9010661840438843,0.0,15,2018-03-01,22,0
STANDARD,300.9559020996094,30,300.9559020996094,1667.6895751953125,R_A2,16,0.9007382392883301,0.0,16,2018-03-01,22,0
STANDARD,301.0987854003906,30,301.0987854003906,1669.814208984375,R_A2,17,0.8774850368499756,0.0,17,2018-03-01,22,0
STANDARD,301.20269775390625,30,301.20269775390625,1671.363525390625,R_A2,18,0.922594428062439,0.0,18,2018-03-01,22,0
STANDARD,302.6844787597656,30,302.6844787597656,1672.69775390625,R_A2,26,0.81570965051651,0.0,19,2018-03-01,22,0
STANDARD,303.2017517089844,29,303.2017517089844,1679.76708984375,R_A2,26,0.7960776686668396,0.0,20,2018-03-01,22,0
STANDARD,303.42962646484375,29,303.42962646484375,1681.5164794921875,R_A2,27,1.0,-5.990281523070191e-18,21,2018-03-01,22,0
STANDARD,303.26318359375,29,303.26318359375,1683.2659912109375,R_A2,28,1.0,-7.123163998387477e-19,22,2018-03-01,22,0
STANDARD,302.9915771484375,29,302.9915771484375,1685.015380859375,R_A2,29,1.0,-1.4479513660796807e-15,23,2018-03-01,22,0
STANDARD,303.1536865234375,29,303.1536865234375,1686.764892578125,R_A2,30,1.0,-8.757568509352304e-15,24,2018-03-01,22,0
STANDARD,284.1436462402344,20,284.1436462402344,1685.425048828125,R_A5,1,1.0,2.301025370243792e-09,1,2018-04-28,31,0
STANDARD,284.349365234375,20,284.349365234375,1687.58984375,R_A5,2,1.0,2.320843073277956e-09,2,2018-04-28,31,0
STANDARD,284.5556640625,20,284.5556640625,1689.754638671875,R_A5,3,1.0,2.5623578814304437e-09,3,2018-04-28,31,0
STANDARD,284.7624206542969,20,284.7624206542969,1691.91943359375,R_A5,4,1.0000001192092896,2.9307896109997955e-09,4,2018-04-28,31,0
STANDARD,284.9696350097656,20,284.9696350097656,1694.084228515625,R_A5,5,1.0,2.6018365240076946e-09,5,2018-04-28,31,0
STANDARD,285.1763610839844,20,285.1763610839844,1696.2490234375,R_A5,6,1.0,2.1509063419244967e-09,6,2018-04-28,31,0
STANDARD,285.77349853515625,20,285.77349853515625,1698.413818359375,R_A5,7,1.0,1.0267400644969893e-11,7,2018-04-28,31,0
STANDARD,284.5795593261719,21,284.5795593261719,1691.841064453125,R_A5,7,1.0,3.6703529104897825e-10,8,2018-04-28,31,0
STANDARD,282.62109375,21,282.62109375,1700.9718017578125,R_A5,11,1.0,-3.3313599274997774e-12,9,2018-04-28,31,0
STANDARD,282.9417724609375,21,282.9417724609375,1703.03564453125,R_A5,12,1.0,-4.285455670882676e-11,10,2018-04-28,31,0
STANDARD,283.15069580078125,21,283.15069580078125,1705.099365234375,R_A5,13,1.0,-1.9668882408202526e-12,11,2018-04-28,31,0
STANDARD,283.3536071777344,21,283.3536071777344,1707.1630859375,R_A5,14,1.0,0.0,12,2018-04-28,31,0
STANDARD,283.5613708496094,21,283.5613708496094,1709.226806640625,R_A5,15,1.0,-1.4320432339953726e-10,13,2018-04-28,31,0
STANDARD,283.921142578125,21,283.921142578125,1711.29052734375,R_A5,16,1.0,-1.9060171843610085e-11,14,2018-04-28,31,0
STANDARD,284.13385009765625,21,284.13385009765625,1713.32958984375,R_A5,17,1.0,-2.6625073673569588e-11,15,2018-04-28,31,0
STANDARD,284.2661437988281,21,284.2661437988281,1714.709228515625,R_A5,18,1.0,0.0,16,2018-04-28,31,0
STANDARD,284.31890869140625,21,284.31890869140625,1715.2615966796875,R_A5,19,1.0,0.0,17,2018-04-28,31,0
STANDARD,287.97705078125,21,287.97705078125,1716.576416015625,R_A5,26,1.0,-6.464719731757995e-11,18,2018-04-28,31,0
STANDARD,288.1648864746094,21,288.1648864746094,1718.8463134765625,R_A5,27,1.0,-5.6160898848078844e-11,19,2018-04-28,31,0
STANDARD,296.4658508300781,21,296.4658508300781,1721.1160888671875,R_A5,28,1.0,6.246312120628829e-18,20,2018-04-28,31,0
STANDARD,295.34490966796875,21,295.34490966796875,1723.3858642578125,R_A5,29,1.0,8.682902482259943e-19,21,2018-04-28,31,0
STANDARD,287.672119140625,21,287.672119140625,1725.65576171875,R_A5,30,1.0,4.502589126382598e-19,22,2018-04-28,31,0
STANDARD,283.5074157714844,41,283.5074157714844,1608.24072265625,R_A3,1,0.6498556733131409,0.0,1,2018-07-03,28,0
STANDARD,283.1882629394531,41,283.1882629394531,1604.0736083984375,R_A3,2,0.1421867460012436,0.0,2,2018-07-03,29,0
STANDARD,283.322021484375,41,283.322021484375,1606.0765380859375,R_A3,3,0.11893479526042938,0.0,3,2018-07-03,29,0
STANDARD,283.45587158203125,41,283.45587158203125,1608.079345703125,R_A3,4,0.17399294674396515,0.0,4,2018-07-03,29,0
STANDARD,283.66259765625,41,283.66259765625,1610.082275390625,R_A3,5,0.8047932982444763,0.0,5,2018-07-03,29,0
STANDARD,283.7664489746094,41,283.7664489746094,1612.085205078125,R_A3,6,0.6505494117736816,0.0,6,2018-07-03,29,0
STANDARD,283.9139099121094,41,283.9139099121094,1614.088134765625,R_A3,7,0.19835413992404938,0.0,7,2018-07-03,29,0
STANDARD,284.04766845703125,41,284.04766845703125,1616.091064453125,R_A3,8,0.20159192383289337,0.0,8,2018-07-03,29,0
STANDARD,284.2692565917969,41,284.2692565917969,1618.0938720703125,R_A3,9,0.7925624251365662,0.0,9,2018-07-03,29,0
STANDARD,286.0270080566406,41,286.0270080566406,1620.0968017578125,R_A3,10,0.8016542196273804,0.0,10,2018-07-03,29,0
STANDARD,289.897216796875,41,289.897216796875,1622.2332763671875,R_A3,11,0.04749317467212677,0.0,11,2018-07-03,29,0
STANDARD,290.0490417480469,41,290.0490417480469,1624.50341796875,R_A3,12,0.054414473474025726,0.0,12,2018-07-03,29,0
STANDARD,290.2025451660156,41,290.2025451660156,1626.7734375,R_A3,13,0.36497437953948975,0.0,13,2018-07-03,29,0
STANDARD,290.391845703125,41,290.391845703125,1629.0435791015625,R_A3,14,0.13910941779613495,0.0,14,2018-07-03,29,0
STANDARD,290.6045227050781,41,290.6045227050781,1631.313720703125,R_A3,15,0.46523118019104004,0.0,15,2018-07-03,29,0
STANDARD,290.7278747558594,41,290.7278747558594,1633.0758056640625,R_A3,16,0.8066257834434509,0.0,16,2018-07-03,29,0
STANDARD,286.8917541503906,41,286.8917541503906,1635.4354248046875,R_A3,26,0.6870582699775696,0.0,17,2018-07-03,29,0
STANDARD,287.0721130371094,41,287.0721130371094,1638.900390625,R_A3,27,0.041947487741708755,0.0,18,2018-07-03,29,0
STANDARD,287.3052062988281,41,287.3052062988281,1642.3653564453125,R_A3,28,0.16684384644031525,0.0,19,2018-07-03,29,0
STANDARD,289.0782775878906,41,289.0782775878906,1645.830322265625,R_A3,29,1.0,-2.1673353216289382e-13,20,2018-07-03,29,0
STANDARD,287.07659912109375,41,287.07659912109375,1649.2952880859375,R_A3,30,0.6494566202163696,0.0,21,2018-07-03,29,0
STANDARD,279.8876647949219,52,279.8876647949219,1630.84521484375,R_A4,1,0.0480293370783329,0.0,1,2018-09-12,30,0
STANDARD,279.55596923828125,52,279.55596923828125,1625.0782470703125,R_A4,1,0.047077253460884094,0.0,2,2018-09-12,31,0
STANDARD,279.69329833984375,52,279.69329833984375,1627.1373291015625,R_A4,2,0.04907091334462166,0.0,3,2018-09-12,31,0
STANDARD,279.83062744140625,52,279.83062744140625,1629.1964111328125,R_A4,3,0.05122390389442444,0.0,4,2018-09-12,31,0
STANDARD,279.96795654296875,52,279.96795654296875,1631.2554931640625,R_A4,4,0.05190292000770569,0.0,5,2018-09-12,31,0
STANDARD,280.1052551269531,52,280.1052551269531,1633.314453125,R_A4,5,0.052866287529468536,0.0,6,2018-09-12,31,0
STANDARD,280.2425842285156,52,280.2425842285156,1635.37353515625,R_A4,6,0.054102152585983276,0.0,7,2018-09-12,31,0
STANDARD,280.1415100097656,52,280.1415100097656,1633.103271484375,R_A4,6,0.055230967700481415,0.0,8,2018-09-12,32,0
STANDARD,280.24407958984375,51,280.24407958984375,1635.5152587890625,R_A4,6,0.05495575815439224,0.0,9,2018-09-12,32,0
STANDARD,280.46826171875,51,280.46826171875,1638.22265625,R_A4,6,0.0586920864880085,0.0,10,2018-09-12,33,0
STANDARD,280.3470458984375,51,280.3470458984375,1636.404541015625,R_A4,5,0.05739937350153923,0.0,11,2018-09-12,33,0
STANDARD,280.6930236816406,50,280.6930236816406,1642.3499755859375,R_A4,5,0.1072804257273674,0.0,12,2018-09-12,33,0
STANDARD,280.6271667480469,50,280.6271667480469,1641.2353515625,R_A4,5,0.10776389390230179,0.0,13,2018-09-12,34,0
STANDARD,280.5041809082031,50,280.5041809082031,1639.39306640625,R_A4,4,0.060248300433158875,0.0,14,2018-09-12,34,0
STANDARD,280.533447265625,50,280.533447265625,1640.9951171875,R_A4,4,0.05962217599153519,0.0,15,2018-09-12,35,0
STANDARD,280.4168701171875,50,280.4168701171875,1639.244384765625,R_A4,3,0.15689384937286377,0.0,16,2018-09-12,35,0
STANDARD,280.7044677734375,49,280.7044677734375,1644.2532958984375,R_A4,3,0.23368284106254578,0.0,17,2018-09-12,35,0
STANDARD,280.5860290527344,49,280.5860290527344,1642.490478515625,R_A4,2,0.22898821532726288,0.0,18,2018-09-12,35,0
STANDARD,277.40863037109375,49,277.40863037109375,1645.443359375,R_A4,29,0.23043549060821533,0.0,19,2018-09-12,36,0
STANDARD,276.4222412109375,48,276.4222412109375,1644.930419921875,R_A4,29,0.1857173591852188,0.0,20,2018-09-12,36,0
STANDARD,277.88873291015625,48,277.88873291015625,1650.738525390625,R_A4,29,0.2566663920879364,0.0,21,2018-09-12,37,0
STANDARD,280.2174987792969,48,280.2174987792969,1644.993896484375,R_A4,28,0.8097991347312927,0.0,22,2018-09-12,37,0
STANDARD,278.14825439453125,48,278.14825439453125,1648.6207275390625,R_A4,28,0.291629433631897,0.0,23,2018-09-12,38,0
STANDARD,278.0025329589844,47,278.0025329589844,1654.9091796875,R_A4,28,0.6826073527336121,0.0,24,2018-09-12,38,0
STANDARD,277.8843688964844,42,277.8843688964844,1694.8505859375,R_A6,1,1.0,-2.7058479697313065e-13,1,2018-11-07,17,0
STANDARD,278.3476867675781,42,278.3476867675781,1696.39111328125,R_A6,2,1.0,-1.7076070375418584e-13,2,2018-11-07,17,0
STANDARD,278.5181884765625,42,278.5181884765625,1697.931640625,R_A6,3,1.0,-1.2874349210410113e-13,3,2018-11-07,17,0
STANDARD,278.69720458984375,42,278.69720458984375,1699.4720458984375,R_A6,4,1.0,-7.299249502349878e-14,4,2018-11-07,17,0
STANDARD,278.8728332519531,42,278.8728332519531,1701.0125732421875,R_A6,5,1.0,-7.575458814933211e-14,5,2018-11-07,17,0
STANDARD,279.0326843261719,42,279.0326843261719,1702.552978515625,R_A6,6,1.0,-1.0970448182691384e-13,6,2018-11-07,17,0
STANDARD,278.88214111328125,42,278.88214111328125,1704.093505859375,R_A6,7,1.0,-3.0845024884956773e-12,7,2018-11-07,17,0
STANDARD,279.028076171875,42,279.028076171875,1705.6339111328125,R_A6,8,1.0,-1.7204348839658379e-12,8,2018-11-07,17,0
STANDARD,279.4843444824219,42,279.4843444824219,1707.1744384765625,R_A6,9,1.0,-1.483505430045079e-13,9,2018-11-07,17,0
STANDARD,279.3743591308594,42,279.3743591308594,1708.71484375,R_A6,10,1.0,-1.0687335565140454e-11,10,2018-11-07,17,0
