DRAWDOWN,CONJPOS,SGAS,CONKPOS,SWAT,DEPTH,CONIDX,DATE,WELL,PRESSURE,CONIPOS,CONBPRES,WELLMODEL
0,49,0.0,2,0.23608194291591644,1641.93212890625,15,2018-01-01,R_A4,300.72943115234375,35,300.72943115234375,STANDARD
0,49,0.0,30,0.6481541991233826,1642.357421875,16,2018-01-01,R_A4,300.7579650878906,36,300.7579650878906,STANDARD
0,48,0.0,30,0.31965819001197815,1639.6068115234375,17,2018-01-01,R_A4,300.5735168457031,36,300.5735168457031,STANDARD
0,48,0.0,30,0.6481541991233826,1646.7513427734375,18,2018-01-01,R_A4,301.0526123046875,37,301.0526123046875,STANDARD
0,48,0.0,30,0.6481541991233826,1653.461669921875,19,2018-01-01,R_A4,301.5025939941406,38,301.5025939941406,STANDARD
0,47,0.0,30,0.23997251689434052,1657.8184814453125,20,2018-01-01,R_A4,301.7947998046875,38,301.7947998046875,STANDARD
0,20,0.0,1,1.0,1685.026611328125,1,2018-01-01,R_A5,303.8440856933594,31,303.8440856933594,STANDARD
0,20,0.0,2,1.0,1687.3070068359375,2,2018-01-01,R_A5,304.0601806640625,31,304.0601806640625,STANDARD
0,20,0.0,3,1.0,1689.5875244140625,3,2018-01-01,R_A5,304.27630615234375,31,304.27630615234375,STANDARD
0,20,0.0,4,1.0,1691.8680419921875,4,2018-01-01,R_A5,304.4924011230469,31,304.4924011230469,STANDARD
0,20,0.0,5,1.0,1694.1485595703125,5,2018-01-01,R_A5,304.7085266113281,31,304.7085266113281,STANDARD
0,20,0.0,6,1.0,1696.4290771484375,6,2018-01-01,R_A5,304.9246520996094,31,304.9246520996094,STANDARD
0,20,0.0,7,1.0,1698.70947265625,7,2018-01-01,R_A5,305.446533203125,31,305.446533203125,STANDARD
0,20,0.0,11,1.0,1707.6488037109375,8,2018-01-01,R_A5,305.988037109375,31,305.988037109375,STANDARD
0,20,0.0,12,1.0,1709.5638427734375,9,2018-01-01,R_A5,306.1695251464844,31,306.1695251464844,STANDARD
0,21,0.0,12,1.0,1701.7845458984375,10,2018-01-01,R_A5,305.4322814941406,31,305.4322814941406,STANDARD
0,21,0.0,13,1.0,1703.735107421875,11,2018-01-01,R_A5,305.6291198730469,31,305.6291198730469,STANDARD
0,21,0.0,14,1.0,1705.6856689453125,12,2018-01-01,R_A5,305.81396484375,31,305.81396484375,STANDARD
0,21,0.0,15,1.0,1707.63623046875,13,2018-01-01,R_A5,305.9988098144531,31,305.9988098144531,STANDARD
0,21,0.0,16,1.0,1709.5867919921875,14,2018-01-01,R_A5,306.1836853027344,31,306.1836853027344,STANDARD
0,21,0.0,17,1.0,1711.537353515625,15,2018-01-01,R_A5,306.5135498046875,31,306.5135498046875,STANDARD
0,21,0.0,18,1.0,1713.35400390625,16,2018-01-01,R_A5,306.6856994628906,31,306.6856994628906,STANDARD
0,21,0.0,19,1.0,1714.3951416015625,17,2018-01-01,R_A5,306.7843933105469,31,306.7843933105469,STANDARD
0,21,0.0,27,1.0,1715.7628173828125,18,2018-01-01,R_A5,306.75689697265625,31,306.75689697265625,STANDARD
0,21,0.0,28,1.0,1718.098388671875,19,2018-01-01,R_A5,306.978271484375,31,306.978271484375,STANDARD
0,21,0.0,29,1.0,1720.43408203125,20,2018-01-01,R_A5,307.5054016113281,31,307.5054016113281,STANDARD
0,21,0.0,30,1.0,1722.7696533203125,21,2018-01-01,R_A5,307.7267761230469,31,307.7267761230469,STANDARD
0,21,0.0,31,1.0,1725.105224609375,22,2018-01-01,R_A5,307.9481506347656,31,307.9481506347656,STANDARD
0,42,0.0,1,1.0,1695.20263671875,1,2018-01-01,R_A6,305.11419677734375,17,305.11419677734375,STANDARD
0,42,0.0,2,1.0,1696.7510986328125,2,2018-01-01,R_A6,305.2609558105469,17,305.2609558105469,STANDARD
0,42,0.0,3,1.0,1698.299560546875,3,2018-01-01,R_A6,305.4076843261719,17,305.4076843261719,STANDARD
0,42,0.0,4,1.0,1699.84814453125,4,2018-01-01,R_A6,305.554443359375,17,305.554443359375,STANDARD
0,42,0.0,5,1.0,1701.3966064453125,5,2018-01-01,R_A6,305.7012023925781,17,305.7012023925781,STANDARD
0,42,0.0,6,1.0,1702.9451904296875,6,2018-01-01,R_A6,305.84796142578125,17,305.84796142578125,STANDARD
0,42,0.0,7,1.0,1704.49365234375,7,2018-01-01,R_A6,305.6956481933594,17,305.6956481933594,STANDARD
0,42,0.0,8,1.0,1706.042236328125,8,2018-01-01,R_A6,305.8424072265625,17,305.8424072265625,STANDARD
0,42,0.0,9,1.0,1707.5906982421875,9,2018-01-01,R_A6,306.2882080078125,17,306.2882080078125,STANDARD
0,42,0.0,10,1.0,1709.1392822265625,10,2018-01-01,R_A6,306.1291809082031,17,306.1291809082031,STANDARD
0,42,0.0,11,1.0,1711.055419921875,11,2018-01-01,R_A6,306.3109130859375,17,306.3109130859375,STANDARD
0,42,0.0,12,1.0,1713.3392333984375,12,2018-01-01,R_A6,306.52734375,17,306.52734375,STANDARD
0,42,0.0,13,1.0,1715.623046875,13,2018-01-01,R_A6,306.7557678222656,17,306.7557678222656,STANDARD
0,42,0.0,14,1.0,1717.9068603515625,14,2018-01-01,R_A6,306.9721984863281,17,306.9721984863281,STANDARD
0,42,0.0,15,1.0,1720.190673828125,15,2018-01-01,R_A6,307.18865966796875,17,307.18865966796875,STANDARD
0,42,0.0,16,1.0,1722.474365234375,16,2018-01-01,R_A6,307.55010986328125,17,307.55010986328125,STANDARD
0,42,0.0,17,1.0,1724.7581787109375,17,2018-01-01,R_A6,307.7665710449219,17,307.7665710449219,STANDARD
0,42,0.0,18,1.0,1726.394287109375,18,2018-01-01,R_A6,307.921630859375,17,307.921630859375,STANDARD
0,42,0.0,27,1.0,1727.7508544921875,19,2018-01-01,R_A6,307.8930969238281,17,307.8930969238281,STANDARD
0,42,0.0,28,1.0,1729.4755859375,20,2018-01-01,R_A6,308.3623352050781,17,308.3623352050781,STANDARD
0,42,0.0,29,1.0,1731.2001953125,21,2018-01-01,R_A6,308.52581787109375,17,308.52581787109375,STANDARD
0,42,0.0,30,1.0,1732.9249267578125,22,2018-01-01,R_A6,308.68927001953125,17,308.68927001953125,STANDARD
0,42,0.0,31,1.0,1734.649658203125,23,2018-01-01,R_A6,308.8527526855469,17,308.8527526855469,STANDARD
0,30,0.0,1,0.10822665691375732,1641.094970703125,1,2018-03-01,R_A2,298.6908264160156,22,298.6908264160156,STANDARD
0,30,0.0,2,0.1105961948633194,1642.8890380859375,2,2018-03-01,R_A2,298.8111267089844,22,298.8111267089844,STANDARD
0,30,0.0,3,0.077753446996212,1644.68310546875,3,2018-03-01,R_A2,298.931396484375,22,298.931396484375,STANDARD
0,30,0.0,4,0.0667991116642952,1646.4771728515625,4,2018-03-01,R_A2,299.0516662597656,22,299.0516662597656,STANDARD
0,30,0.0,5,0.0724579319357872,1648.2713623046875,5,2018-03-01,R_A2,299.17193603515625,22,299.17193603515625,STANDARD
0,30,0.0,6,0.1185443103313446,1650.0654296875,6,2018-03-01,R_A2,299.2922058105469,22,299.2922058105469,STANDARD
0,30,0.0,7,0.6482798457145691,1651.859619140625,7,2018-03-01,R_A2,299.4124755859375,22,299.4124755859375,STANDARD
0,30,0.0,8,0.6483531594276428,1653.6536865234375,8,2018-03-01,R_A2,299.54803466796875,22,299.54803466796875,STANDARD
0,30,0.0,9,0.17345193028450012,1655.44775390625,9,2018-03-01,R_A2,299.6955871582031,22,299.6955871582031,STANDARD
0,30,0.0,10,0.32599613070487976,1657.2418212890625,10,2018-03-01,R_A2,299.7441711425781,22,299.7441711425781,STANDARD
0,30,0.0,11,0.07780972868204117,1659.1368408203125,11,2018-03-01,R_A2,299.8439025878906,22,299.8439025878906,STANDARD
0,30,0.0,12,0.07673429697751999,1661.132568359375,12,2018-03-01,R_A2,299.97650146484375,22,299.97650146484375,STANDARD
0,30,0.0,13,0.4559798836708069,1663.12841796875,13,2018-03-01,R_A2,300.1338806152344,22,300.1338806152344,STANDARD
0,30,0.0,14,0.49749502539634705,1665.1241455078125,14,2018-03-01,R_A2,300.2696533203125,22,300.2696533203125,STANDARD
0,30,0.0,15,0.6977917551994324,1667.1199951171875,15,2018-03-01,R_A2,300.4075622558594,22,300.4075622558594,STANDARD
0,30,0.0,16,0.9701833724975586,1669.11572265625,16,2018-03-01,R_A2,300.541748046875,22,300.541748046875,STANDARD
0,30,0.0,17,0.9522994160652161,1671.111572265625,17,2018-03-01,R_A2,300.676025390625,22,300.676025390625,STANDARD
0,30,0.0,18,0.9832425713539124,1672.9881591796875,18,2018-03-01,R_A2,300.8020324707031,22,300.8020324707031,STANDARD
0,29,0.0,18,0.9928646087646484,1674.229736328125,19,2018-03-01,R_A2,300.7488708496094,22,300.7488708496094,STANDARD
0,29,0.0,27,0.6483148336410522,1676.1676025390625,20,2018-03-01,R_A2,300.7577209472656,22,300.7577209472656,STANDARD
0,29,-2.772527301194089e-15,28,1.0,1677.9368896484375,21,2018-03-01,R_A2,303.4607238769531,22,303.4607238769531,STANDARD
0,29,2.4731914162881357e-16,29,1.0,1679.7061767578125,22,2018-03-01,R_A2,303.6309509277344,22,303.6309509277344,STANDARD
0,29,4.354906872349086e-16,30,1.0,1681.4754638671875,23,2018-03-01,R_A2,303.7987365722656,22,303.7987365722656,STANDARD
0,29,7.479872009750379e-17,31,1.0,1683.2447509765625,24,2018-03-01,R_A2,303.9715881347656,22,303.9715881347656,STANDARD
0,20,-1.2551620170737215e-13,1,1.0,1685.026611328125,1,2018-04-28,R_A5,271.8020935058594,31,271.8020935058594,STANDARD
0,20,-2.2000145303603669e-13,2,1.0,1687.3070068359375,2,2018-04-28,R_A5,272.0181884765625,31,272.0181884765625,STANDARD
0,20,-2.5135389646394057e-13,3,1.0,1689.5875244140625,3,2018-04-28,R_A5,272.2344055175781,31,272.2344055175781,STANDARD
0,20,-2.4883266562698847e-13,4,1.0,1691.8680419921875,4,2018-04-28,R_A5,272.45062255859375,31,272.45062255859375,STANDARD
0,20,-2.420260714931788e-13,5,1.0,1694.1485595703125,5,2018-04-28,R_A5,272.6667175292969,31,272.6667175292969,STANDARD
0,20,-1.9927757903027976e-13,6,1.0,1696.4290771484375,6,2018-04-28,R_A5,272.8826599121094,31,272.8826599121094,STANDARD
0,20,-7.401007974874863e-14,7,1.0,1698.70947265625,7,2018-04-28,R_A5,273.4248352050781,31,273.4248352050781,STANDARD
0,20,-3.0825619834473628e-12,11,1.0,1707.6488037109375,8,2018-04-28,R_A5,273.4822692871094,31,273.4822692871094,STANDARD
0,20,-2.9944731590181295e-12,12,1.0,1709.5638427734375,9,2018-04-28,R_A5,273.6634826660156,31,273.6634826660156,STANDARD
0,21,-4.055793895174631e-11,12,1.0,1701.7845458984375,10,2018-04-28,R_A5,272.1914978027344,31,272.1914978027344,STANDARD
0,21,-1.3513962084793496e-12,13,1.0,1703.735107421875,11,2018-04-28,R_A5,272.3887634277344,31,272.3887634277344,STANDARD
0,21,-2.794554301507879e-12,14,1.0,1705.6856689453125,12,2018-04-28,R_A5,272.5742492675781,31,272.5742492675781,STANDARD
0,21,-4.215752313213583e-12,15,1.0,1707.63623046875,13,2018-04-28,R_A5,273.1854553222656,31,273.1854553222656,STANDARD
0,21,-1.7706569717390597e-12,16,1.0,1709.5867919921875,14,2018-04-28,R_A5,273.9185485839844,31,273.9185485839844,STANDARD
0,21,-1.7116260394699906e-13,17,1.0,1711.537353515625,15,2018-04-28,R_A5,274.2253723144531,31,274.2253723144531,STANDARD
0,21,-1.761710623302687e-13,18,1.0,1713.35400390625,16,2018-04-28,R_A5,274.3817443847656,31,274.3817443847656,STANDARD
0,21,0.0,19,1.0,1714.3951416015625,17,2018-04-28,R_A5,274.4719543457031,31,274.4719543457031,STANDARD
0,21,-7.007357801652736e-12,27,1.0,1715.7628173828125,18,2018-04-28,R_A5,274.4387512207031,31,274.4387512207031,STANDARD
0,21,-5.07866708757132e-12,28,1.0,1718.098388671875,19,2018-04-28,R_A5,274.6801452636719,31,274.6801452636719,STANDARD
0,21,1.8630559209728579e-19,29,1.0,1720.43408203125,20,2018-04-28,R_A5,285.6346740722656,31,285.6346740722656,STANDARD
0,21,-1.5776843947364724e-17,30,1.0,1722.7696533203125,21,2018-04-28,R_A5,281.6156005859375,31,281.6156005859375,STANDARD
0,21,3.1167788342376515e-22,31,1.0,1725.105224609375,22,2018-04-28,R_A5,298.27056884765625,31,298.27056884765625,STANDARD
0,41,0.0,1,0.1351499706506729,1609.243408203125,1,2018-07-03,R_A3,283.0749206542969,28,283.0749206542969,STANDARD
0,41,0.0,2,0.11842116713523865,1611.3077392578125,2,2018-07-03,R_A3,283.2127685546875,28,283.2127685546875,STANDARD
0,41,0.0,3,0.12275778502225876,1613.3720703125,3,2018-07-03,R_A3,283.3506774902344,28,283.3506774902344,STANDARD
0,41,0.0,4,0.24892987310886383,1615.4365234375,4,2018-07-03,R_A3,283.4896240234375,28,283.4896240234375,STANDARD
0,41,0.0,5,0.6496428847312927,1617.5008544921875,5,2018-07-03,R_A3,283.6281433105469,28,283.6281433105469,STANDARD
0,41,0.0,6,0.3412661850452423,1619.565185546875,6,2018-07-03,R_A3,283.7707214355469,28,283.7707214355469,STANDARD
0,41,0.0,6,0.6491438746452332,1609.3663330078125,7,2018-07-03,R_A3,283.09503173828125,29,283.09503173828125,STANDARD
0,41,0.0,7,0.19862869381904602,1611.4163818359375,8,2018-07-03,R_A3,283.2471618652344,29,283.2471618652344,STANDARD
0,41,0.0,8,0.20123521983623505,1613.46630859375,9,2018-07-03,R_A3,283.3839416503906,29,283.3839416503906,STANDARD
0,41,0.0,9,0.6499708890914917,1615.516357421875,10,2018-07-03,R_A3,283.5188903808594,29,283.5188903808594,STANDARD
0,41,0.0,10,0.7970941066741943,1617.5662841796875,11,2018-07-03,R_A3,284.41180419921875,29,284.41180419921875,STANDARD
0,41,0.0,11,0.05098540708422661,1619.750732421875,12,2018-07-03,R_A3,283.9215087890625,29,283.9215087890625,STANDARD
0,41,0.0,12,0.05467589944601059,1622.0697021484375,13,2018-07-03,R_A3,284.07635498046875,29,284.07635498046875,STANDARD
0,41,0.0,13,0.3685282766819,1624.388671875,14,2018-07-03,R_A3,284.2316589355469,29,284.2316589355469,STANDARD
0,41,0.0,14,0.3719727396965027,1626.707763671875,15,2018-07-03,R_A3,284.43096923828125,29,284.43096923828125,STANDARD
0,41,0.0,15,0.48986655473709106,1629.026611328125,16,2018-07-03,R_A3,284.38604736328125,29,284.38604736328125,STANDARD
0,41,0.0,16,0.8014202117919922,1630.9468994140625,17,2018-07-03,R_A3,284.5087585449219,29,284.5087585449219,STANDARD
0,41,0.0,27,0.3069039285182953,1633.5262451171875,18,2018-07-03,R_A3,284.4853515625,29,284.4853515625,STANDARD
0,41,0.0,28,0.044534508138895035,1637.1630859375,19,2018-07-03,R_A3,284.6695556640625,29,284.6695556640625,STANDARD
0,41,0.0,29,0.08933494985103607,1640.8001708984375,20,2018-07-03,R_A3,284.9123840332031,29,284.9123840332031,STANDARD
0,41,-5.6994884506389454e-11,30,1.0,1644.4371337890625,21,2018-07-03,R_A3,288.7196350097656,29,288.7196350097656,STANDARD
0,41,0.0,31,0.06383989006280899,1648.0740966796875,22,2018-07-03,R_A3,285.390380859375,29,285.390380859375,STANDARD
0,52,0.0,1,0.051608648151159286,1631.1873779296875,1,2018-09-12,R_A4,276.0673522949219,30,276.0673522949219,STANDARD
0,52,0.0,1,0.04954900965094566,1627.4293212890625,2,2018-09-12,R_A4,275.9549865722656,31,275.9549865722656,STANDARD
0,52,0.0,2,0.05107158422470093,1629.4896240234375,3,2018-09-12,R_A4,276.09228515625,31,276.09228515625,STANDARD
0,52,0.0,3,0.05296152085065842,1631.5498046875,4,2018-09-12,R_A4,276.2296142578125,31,276.2296142578125,STANDARD
0,52,0.0,4,0.05912461131811142,1633.610107421875,5,2018-09-12,R_A4,276.3669738769531,31,276.3669738769531,STANDARD
0,52,0.0,4,0.05655118450522423,1632.3968505859375,6,2018-09-12,R_A4,276.45343017578125,32,276.45343017578125,STANDARD
0,51,0.0,4,0.05802305415272713,1635.880615234375,7,2018-09-12,R_A4,276.57135009765625,32,276.57135009765625,STANDARD
0,51,0.0,4,0.05874718725681305,1637.321044921875,8,2018-09-12,R_A4,276.8516845703125,33,276.8516845703125,STANDARD
0,51,0.0,3,0.05917518585920334,1635.474609375,9,2018-09-12,R_A4,276.7286071777344,33,276.7286071777344,STANDARD
0,50,0.0,4,0.1391744166612625,1642.1485595703125,10,2018-09-12,R_A4,277.0828552246094,33,277.0828552246094,STANDARD
0,50,0.0,4,0.1382077932357788,1641.132080078125,11,2018-09-12,R_A4,277.21142578125,34,277.21142578125,STANDARD
0,50,0.0,3,0.14043064415454865,1639.20703125,12,2018-09-12,R_A4,277.0982971191406,34,277.0982971191406,STANDARD
0,50,0.0,3,0.2344011515378952,1640.9061279296875,13,2018-09-12,R_A4,277.4083557128906,35,277.4083557128906,STANDARD
0,50,0.0,2,0.22965270280838013,1639.0426025390625,14,2018-09-12,R_A4,277.283935546875,35,277.283935546875,STANDARD
0,49,0.0,2,0.23658064007759094,1641.93212890625,15,2018-09-12,R_A4,277.40228271484375,35,277.40228271484375,STANDARD
0,49,0.0,30,0.6495802998542786,1642.357421875,16,2018-09-12,R_A4,279.40618896484375,36,279.40618896484375,STANDARD
0,48,0.0,30,0.272824764251709,1639.6068115234375,17,2018-09-12,R_A4,279.20318603515625,36,279.20318603515625,STANDARD
0,48,0.0,30,0.650871992111206,1646.7513427734375,18,2018-09-12,R_A4,279.703369140625,37,279.703369140625,STANDARD
0,48,0.0,30,0.7032447457313538,1653.461669921875,19,2018-09-12,R_A4,280.1993713378906,38,280.1993713378906,STANDARD
0,47,0.0,30,0.3596138656139374,1657.8184814453125,20,2018-09-12,R_A4,280.46429443359375,38,280.46429443359375,STANDARD
0,42,1.1719596827302763e-16,1,1.0,1695.20263671875,1,2018-11-07,R_A6,274.3485412597656,17,274.3485412597656,STANDARD
0,42,2.854265120336292e-17,2,1.0,1696.7510986328125,2,2018-11-07,R_A6,274.4944763183594,17,274.4944763183594,STANDARD
0,42,2.8427894782622214e-17,3,1.0,1698.299560546875,3,2018-11-07,R_A6,274.63726806640625,17,274.63726806640625,STANDARD
0,42,1.7223597727970995e-17,4,1.0,1699.84814453125,4,2018-11-07,R_A6,274.7759094238281,17,274.7759094238281,STANDARD
0,42,3.553851799914035e-17,5,1.0,1701.3966064453125,5,2018-11-07,R_A6,274.9129943847656,17,274.9129943847656,STANDARD
0,42,1.6220588825086838e-15,6,1.0,1702.9451904296875,6,2018-11-07,R_A6,275.05328369140625,17,275.05328369140625,STANDARD
0,42,2.9744713907643022e-15,7,1.0,1704.49365234375,7,2018-11-07,R_A6,274.89837646484375,17,274.89837646484375,STANDARD
0,42,2.0966401137895987e-15,8,1.0,1706.042236328125,8,2018-11-07,R_A6,275.04327392578125,17,275.04327392578125,STANDARD
0,42,1.7182550378998154e-16,9,1.0,1707.5906982421875,9,2018-11-07,R_A6,275.48236083984375,17,275.48236083984375,STANDARD
0,42,2.3908165621951485e-14,10,1.0,1709.1392822265625,10,2018-11-07,R_A6,275.3043212890625,17,275.3043212890625,STANDARD
0,42,1.7024137430169707e-14,11,1.0,1711.055419921875,11,2018-11-07,R_A6,275.5523986816406,17,275.5523986816406,STANDARD
0,42,7.002280343965583e-15,12,1.0,1713.3392333984375,12,2018-11-07,R_A6,275.7685546875,17,275.7685546875,STANDARD
0,42,5.722394714181259e-16,13,1.0,1715.623046875,13,2018-11-07,R_A6,275.9972229003906,17,275.9972229003906,STANDARD
0,42,3.9126815584994564e-16,14,1.0,1717.9068603515625,14,2018-11-07,R_A6,276.2143859863281,17,276.2143859863281,STANDARD
0,42,2.5054297549584304e-16,15,1.0,1720.190673828125,15,2018-11-07,R_A6,276.45562744140625,17,276.45562744140625,STANDARD
