SWAT,CONBPRES,CONKPOS,SGAS,CONIPOS,DEPTH,CONIDX,WELLMODEL,PRESSURE,CONJPOS,DRAWDOWN,DATE,WELL
1.0,279.6758728027344,7,-4.679080473773967e-13,17,1703.1898193359375,7,STANDARD,279.6758728027344,42,0,2018-11-07,R_A6
1.0,279.8208312988281,8,-1.325022584057825e-13,17,1704.7203369140625,8,STANDARD,279.8208312988281,42,0,2018-11-07,R_A6
1.0,280.2648620605469,9,-2.171761305947567e-14,17,1706.250732421875,9,STANDARD,280.2648620605469,42,0,2018-11-07,R_A6
1.0,280.1040344238281,10,-2.816770905064714e-12,17,1707.78125,10,STANDARD,280.1040344238281,42,0,2018-11-07,R_A6
1.0,281.0781555175781,11,-5.595350995279665e-15,17,1709.7008056640625,11,STANDARD,281.0781555175781,42,0,2018-11-07,R_A6
1.0,281.2967224121094,12,-9.99159111669107e-16,17,1712.00927734375,12,STANDARD,281.2967224121094,42,0,2018-11-07,R_A6
1.0,281.52728271484375,13,-1.7629957152204815e-16,17,1714.31787109375,13,STANDARD,281.52728271484375,42,0,2018-11-07,R_A6
1.0,281.74591064453125,14,-1.4120776414091094e-16,17,1716.62646484375,14,STANDARD,281.74591064453125,42,0,2018-11-07,R_A6
1.0,281.96490478515625,15,-9.231444162188156e-17,17,1718.9349365234375,15,STANDARD,281.96490478515625,42,0,2018-11-07,R_A6
1.0,282.32940673828125,16,-1.670360221641811e-17,17,1721.243408203125,16,STANDARD,282.32940673828125,42,0,2018-11-07,R_A6
1.0,282.5487060546875,17,-5.984697392190968e-17,17,1723.552001953125,17,STANDARD,282.5487060546875,42,0,2018-11-07,R_A6
1.0,282.6873474121094,18,-5.937014069471981e-17,17,1725.014892578125,18,STANDARD,282.6873474121094,42,0,2018-11-07,R_A6
1.0,283.568359375,26,-2.2459099275963087e-18,17,1726.1768798828125,19,STANDARD,283.568359375,42,0,2018-11-07,R_A6
1.0,284.0838317871094,27,-2.396930825270741e-19,17,1727.884033203125,20,STANDARD,284.0838317871094,42,0,2018-11-07,R_A6
1.0,285.03094482421875,28,-9.879830055494102e-25,17,1729.591064453125,21,STANDARD,285.03094482421875,42,0,2018-11-07,R_A6
1.0,285.2610168457031,29,-2.0508922910476484e-25,17,1731.298095703125,22,STANDARD,285.2610168457031,42,0,2018-11-07,R_A6
1.0,284.2871398925781,30,-1.1673280079334017e-19,17,1733.005126953125,23,STANDARD,284.2871398925781,42,0,2018-11-07,R_A6
