CONJPOS,CONIPOS,SGAS,CONIDX,WELL,WELLMODEL,PRESSURE,DATE,SWAT,DEPTH,CONBPRES,DRAWDOWN,CONKPOS
42,17,-2.4209165132505405e-15,13,R_A6,STANDARD,282.0351257324219,2018-11-07,1.0,1715.623046875,282.0351257324219,0,13
42,17,-1.796198162673209e-15,14,R_A6,STANDARD,282.2513732910156,2018-11-07,1.0,1717.9068603515625,282.2513732910156,0,14
42,17,-1.1079215302283482e-15,15,R_A6,STANDARD,282.4674987792969,2018-11-07,1.0,1720.190673828125,282.4674987792969,0,15
42,17,-3.7439663596917927e-16,16,R_A6,STANDARD,282.827880859375,2018-11-07,1.0,1722.474365234375,282.827880859375,0,16
42,17,-7.21015938163897e-16,17,R_A6,STANDARD,283.0430908203125,2018-11-07,1.0,1724.7581787109375,283.0430908203125,0,17
42,17,-4.974652027795292e-16,18,R_A6,STANDARD,283.1973876953125,2018-11-07,1.0,1726.394287109375,283.1973876953125,0,18
42,17,-1.0759073482396325e-13,19,R_A6,STANDARD,283.1669006347656,2018-11-07,1.0,1727.7508544921875,283.1669006347656,0,27
42,17,-6.901165701183806e-14,20,R_A6,STANDARD,283.703125,2018-11-07,1.0,1729.4755859375,283.703125,0,28
42,17,-1.0748918023268226e-19,21,R_A6,STANDARD,284.5071716308594,2018-11-07,1.0,1731.2001953125,284.5071716308594,0,29
42,17,-6.059270450877471e-21,22,R_A6,STANDARD,284.7999267578125,2018-11-07,1.0,1732.9249267578125,284.7999267578125,0,30
42,17,-7.286334642772326e-16,23,R_A6,STANDARD,283.9048767089844,2018-11-07,1.0,1734.649658203125,283.9048767089844,0,31
