CONBPRES,DEPTH,CONIDX,PRESSURE,WELL,CONIPOS,WELLMODEL,CONJPOS,SWAT,SGAS,DRAWDOWN,CONKPOS,DATE
272.2449951171875,1689.5875244140625,3,272.2449951171875,R_A5,31,STANDARD,20,1.0,-2.0663942020167358e-13,0,3,2018-04-28
272.4612121582031,1691.8680419921875,4,272.4612121582031,R_A5,31,STANDARD,20,1.0,-2.0454449765894278e-13,0,4,2018-04-28
272.67730712890625,1694.1485595703125,5,272.67730712890625,R_A5,31,STANDARD,20,1.0,-1.989312170937521e-13,0,5,2018-04-28
272.89324951171875,1696.4290771484375,6,272.89324951171875,R_A5,31,STANDARD,20,1.0,-1.6378754906162807e-13,0,6,2018-04-28
273.435791015625,1698.70947265625,7,273.435791015625,R_A5,31,STANDARD,20,1.0,-6.172564222988244e-14,0,7,2018-04-28
273.4803466796875,1707.6488037109375,8,273.4803466796875,R_A5,31,STANDARD,20,1.0,-2.1675417537225794e-12,0,11,2018-04-28
273.6615295410156,1709.5638427734375,9,273.6615295410156,R_A5,31,STANDARD,20,1.0,-2.1056789124840325e-12,0,12,2018-04-28
272.1833801269531,1701.7845458984375,10,272.1833801269531,R_A5,31,STANDARD,21,1.0,-7.101504106987733e-11,0,12,2018-04-28
272.3807067871094,1703.735107421875,11,272.3807067871094,R_A5,31,STANDARD,21,1.0,-2.3659448965956953e-12,0,13,2018-04-28
272.5661926269531,1705.6856689453125,12,272.5661926269531,R_A5,31,STANDARD,21,1.0,-4.892589371835454e-12,0,14,2018-04-28
273.2001037597656,1707.63623046875,13,273.2001037597656,R_A5,31,STANDARD,21,1.0,-7.403515300818952e-12,0,15,2018-04-28
273.9911193847656,1709.5867919921875,14,273.9911193847656,R_A5,31,STANDARD,21,1.0,-3.06275686236257e-12,0,16,2018-04-28
274.302734375,1711.537353515625,15,274.302734375,R_A5,31,STANDARD,21,1.0,-2.953395720258628e-13,0,17,2018-04-28
274.4617614746094,1713.35400390625,16,274.4617614746094,R_A5,31,STANDARD,21,1.0,-3.0349805784854467e-13,0,18,2018-04-28
274.55316162109375,1714.3951416015625,17,274.55316162109375,R_A5,31,STANDARD,21,1.0,0.0,0,19,2018-04-28
274.520751953125,1715.7628173828125,18,274.520751953125,R_A5,31,STANDARD,21,1.0,-1.2061695392473482e-11,0,27,2018-04-28
274.7624816894531,1718.098388671875,19,274.7624816894531,R_A5,31,STANDARD,21,1.0,-8.741708745763077e-12,0,28,2018-04-28
285.69140625,1720.43408203125,20,285.69140625,R_A5,31,STANDARD,21,1.0,-2.7197238421527817e-19,0,29,2018-04-28
281.68316650390625,1722.7696533203125,21,281.68316650390625,R_A5,31,STANDARD,21,1.0,-1.7134351557321424e-17,0,30,2018-04-28
298.2366027832031,1725.105224609375,22,298.2366027832031,R_A5,31,STANDARD,21,1.0,-4.107220332686792e-21,0,31,2018-04-28
282.94720458984375,1609.243408203125,1,282.94720458984375,R_A3,28,STANDARD,41,0.13680216670036316,0.0,0,1,2018-07-03
283.0850524902344,1611.3077392578125,2,283.0850524902344,R_A3,28,STANDARD,41,0.1200290247797966,0.0,0,2,2018-07-03
283.2229309082031,1613.3720703125,3,283.2229309082031,R_A3,28,STANDARD,41,0.12464339286088943,0.0,0,3,2018-07-03
283.36181640625,1615.4365234375,4,283.36181640625,R_A3,28,STANDARD,41,0.2517341375350952,0.0,0,4,2018-07-03
283.5002746582031,1617.5008544921875,5,283.5002746582031,R_A3,28,STANDARD,41,0.6496835350990295,0.0,0,5,2018-07-03
283.6425476074219,1619.565185546875,6,283.6425476074219,R_A3,28,STANDARD,41,0.34493565559387207,0.0,0,6,2018-07-03
282.96551513671875,1609.3663330078125,7,282.96551513671875,R_A3,29,STANDARD,41,0.6491489410400391,0.0,0,6,2018-07-03
283.1173400878906,1611.4163818359375,8,283.1173400878906,R_A3,29,STANDARD,41,0.20128756761550903,0.0,0,7,2018-07-03
283.2541198730469,1613.46630859375,9,283.2541198730469,R_A3,29,STANDARD,41,0.20401126146316528,0.0,0,8,2018-07-03
283.38909912109375,1615.516357421875,10,283.38909912109375,R_A3,29,STANDARD,41,0.6500170826911926,0.0,0,9,2018-07-03
284.1820983886719,1617.5662841796875,11,284.1820983886719,R_A3,29,STANDARD,41,0.8018929958343506,0.0,0,10,2018-07-03
283.76458740234375,1619.750732421875,12,283.76458740234375,R_A3,29,STANDARD,41,0.052183594554662704,0.0,0,11,2018-07-03
283.9194030761719,1622.0697021484375,13,283.9194030761719,R_A3,29,STANDARD,41,0.05600240081548691,0.0,0,12,2018-07-03
284.0747375488281,1624.388671875,14,284.0747375488281,R_A3,29,STANDARD,41,0.37305089831352234,0.0,0,13,2018-07-03
284.27716064453125,1626.707763671875,15,284.27716064453125,R_A3,29,STANDARD,41,0.3765704929828644,0.0,0,14,2018-07-03
284.235595703125,1629.026611328125,16,284.235595703125,R_A3,29,STANDARD,41,0.49488797783851624,0.0,0,15,2018-07-03
284.3591003417969,1630.9468994140625,17,284.3591003417969,R_A3,29,STANDARD,41,0.8081648349761963,0.0,0,16,2018-07-03
284.3496398925781,1633.5262451171875,18,284.3496398925781,R_A3,29,STANDARD,41,0.3081127107143402,0.0,0,27,2018-07-03
284.5401611328125,1637.1630859375,19,284.5401611328125,R_A3,29,STANDARD,41,0.046020377427339554,0.0,0,28,2018-07-03
284.78302001953125,1640.8001708984375,20,284.78302001953125,R_A3,29,STANDARD,41,0.09125644713640213,0.0,0,29,2018-07-03
288.57342529296875,1644.4371337890625,21,288.57342529296875,R_A3,29,STANDARD,41,1.0,-5.5416029404176115e-11,0,30,2018-07-03
285.2648620605469,1648.0740966796875,22,285.2648620605469,R_A3,29,STANDARD,41,0.06694281101226807,0.0,0,31,2018-07-03
275.7926940917969,1631.1873779296875,1,275.7926940917969,R_A4,30,STANDARD,52,0.053097203373909,0.0,0,1,2018-09-12
275.68511962890625,1627.4293212890625,2,275.68511962890625,R_A4,31,STANDARD,52,0.0508706197142601,0.0,0,1,2018-09-12
275.8224182128906,1629.4896240234375,3,275.8224182128906,R_A4,31,STANDARD,52,0.05248953774571419,0.0,0,2,2018-09-12
275.9597473144531,1631.5498046875,4,275.9597473144531,R_A4,31,STANDARD,52,0.0544905848801136,0.0,0,3,2018-09-12
276.09710693359375,1633.610107421875,5,276.09710693359375,R_A4,31,STANDARD,52,0.06105366349220276,0.0,0,4,2018-09-12
276.1888427734375,1632.3968505859375,6,276.1888427734375,R_A4,32,STANDARD,52,0.058247700333595276,0.0,0,4,2018-09-12
276.30340576171875,1635.880615234375,7,276.30340576171875,R_A4,32,STANDARD,51,0.059924833476543427,0.0,0,4,2018-09-12
276.58935546875,1637.321044921875,8,276.58935546875,R_A4,33,STANDARD,51,0.06080801784992218,0.0,0,4,2018-09-12
276.46630859375,1635.474609375,9,276.46630859375,R_A4,33,STANDARD,51,0.06116396188735962,0.0,0,3,2018-09-12
276.8179931640625,1642.1485595703125,10,276.8179931640625,R_A4,33,STANDARD,50,0.143220454454422,0.0,0,4,2018-09-12
276.9532775878906,1641.132080078125,11,276.9532775878906,R_A4,34,STANDARD,50,0.1422770619392395,0.0,0,4,2018-09-12
276.83990478515625,1639.20703125,12,276.83990478515625,R_A4,34,STANDARD,50,0.14427034556865692,0.0,0,3,2018-09-12
277.1566467285156,1640.9061279296875,13,277.1566467285156,R_A4,35,STANDARD,50,0.2403099238872528,0.0,0,3,2018-09-12
277.0321960449219,1639.0426025390625,14,277.0321960449219,R_A4,35,STANDARD,50,0.23501919209957123,0.0,0,2,2018-09-12
277.1507568359375,1641.93212890625,15,277.1507568359375,R_A4,35,STANDARD,49,0.24267326295375824,0.0,0,2,2018-09-12
279.42633056640625,1642.357421875,16,279.42633056640625,R_A4,36,STANDARD,49,0.6495838165283203,0.0,0,30,2018-09-12
279.2466125488281,1639.6068115234375,17,279.2466125488281,R_A4,36,STANDARD,48,0.27184203267097473,0.0,0,30,2018-09-12
279.7314147949219,1646.7513427734375,18,279.7314147949219,R_A4,37,STANDARD,48,0.6545843482017517,0.0,0,30,2018-09-12
280.2161560058594,1653.461669921875,19,280.2161560058594,R_A4,38,STANDARD,48,0.7194392681121826,0.0,0,30,2018-09-12
280.5205383300781,1657.8184814453125,20,280.5205383300781,R_A4,38,STANDARD,47,0.3738722801208496,0.0,0,30,2018-09-12
273.7375183105469,1695.20263671875,1,273.7375183105469,R_A6,17,STANDARD,42,1.0,-1.3679983115317916e-16,0,1,2018-11-07
273.8833923339844,1696.7510986328125,2,273.8833923339844,R_A6,17,STANDARD,42,1.0,-3.4351980349992236e-17,0,2,2018-11-07
274.02593994140625,1698.299560546875,3,274.02593994140625,R_A6,17,STANDARD,42,1.0,-2.942323459626237e-17,0,3,2018-11-07
274.16424560546875,1699.84814453125,4,274.16424560546875,R_A6,17,STANDARD,42,1.0,-3.01841315719703e-17,0,4,2018-11-07
274.30096435546875,1701.3966064453125,5,274.30096435546875,R_A6,17,STANDARD,42,1.0,-6.003412849858348e-17,0,5,2018-11-07
274.4410400390625,1702.9451904296875,6,274.4410400390625,R_A6,17,STANDARD,42,1.0,-2.763730864036853e-15,0,6,2018-11-07
274.2860412597656,1704.49365234375,7,274.2860412597656,R_A6,17,STANDARD,42,1.0,-4.838208149003306e-15,0,7,2018-11-07
274.43084716796875,1706.042236328125,8,274.43084716796875,R_A6,17,STANDARD,42,1.0,-3.4227616722745094e-15,0,8,2018-11-07
274.8696594238281,1707.5906982421875,9,274.8696594238281,R_A6,17,STANDARD,42,1.0,-1.9217654237383997e-16,0,9,2018-11-07
274.69085693359375,1709.1392822265625,10,274.69085693359375,R_A6,17,STANDARD,42,1.0,-3.356357889099798e-14,0,10,2018-11-07
274.9408874511719,1711.055419921875,11,274.9408874511719,R_A6,17,STANDARD,42,1.0,-2.610828457453359e-14,0,11,2018-11-07
275.15704345703125,1713.3392333984375,12,275.15704345703125,R_A6,17,STANDARD,42,1.0,-1.1040108849899935e-14,0,12,2018-11-07
275.3857116699219,1715.623046875,13,275.3857116699219,R_A6,17,STANDARD,42,1.0,-9.253119205912801e-16,0,13,2018-11-07
275.6028747558594,1717.9068603515625,14,275.6028747558594,R_A6,17,STANDARD,42,1.0,-6.762329886052069e-16,0,14,2018-11-07
275.8442687988281,1720.190673828125,15,275.8442687988281,R_A6,17,STANDARD,42,1.0,-4.478583476466666e-16,0,15,2018-11-07
