SWAT,CONBPRES,PRESSURE,CONKPOS,SGAS,CONIDX,WELLMODEL,DATE,WELL,CONJPOS,CONIPOS,DRAWDOWN,DEPTH
1.0,285.66387939453125,285.66387939453125,13,0.0,13,STANDARD,2018-11-07,R_A6,42,17,0,1715.623046875
1.0,285.8802795410156,285.8802795410156,14,0.0,14,STANDARD,2018-11-07,R_A6,42,17,0,1717.9068603515625
1.0,286.09783935546875,286.09783935546875,15,0.0,15,STANDARD,2018-11-07,R_A6,42,17,0,1720.190673828125
1.0,286.4602355957031,286.4602355957031,16,0.0,16,STANDARD,2018-11-07,R_A6,42,17,0,1722.474365234375
1.0,286.67718505859375,286.67718505859375,17,0.0,17,STANDARD,2018-11-07,R_A6,42,17,0,1724.7581787109375
1.0,286.832275390625,286.832275390625,18,0.0,18,STANDARD,2018-11-07,R_A6,42,17,0,1726.394287109375
1.0,284.2869873046875,284.2869873046875,27,0.0,19,STANDARD,2018-11-07,R_A6,42,17,0,1727.7508544921875
1.0,284.7622985839844,284.7622985839844,28,0.0,20,STANDARD,2018-11-07,R_A6,42,17,0,1729.4755859375
1.0,285.5377502441406,285.5377502441406,29,0.0,21,STANDARD,2018-11-07,R_A6,42,17,0,1731.2001953125
1.0,285.7364807128906,285.7364807128906,30,0.0,22,STANDARD,2018-11-07,R_A6,42,17,0,1732.9249267578125
1.0,284.8008728027344,284.8008728027344,31,0.0,23,STANDARD,2018-11-07,R_A6,42,17,0,1734.649658203125
