SWAT,DRAWDOWN,CONIPOS,CONJPOS,CONIDX,DEPTH,WELLMODEL,DATE,PRESSURE,SGAS,CONBPRES,WELL,CONKPOS
1.0,0,17,42,10,1708.271240234375,STANDARD,2018-11-07,277.2553405761719,2.2177043534910013e-10,277.2553405761719,R_A6,10
0.9999999403953552,0,17,42,11,1710.1781005859375,STANDARD,2018-11-07,280.7952575683594,-2.0699066904938945e-09,280.7952575683594,R_A6,11
1.0,0,17,42,12,1712.4539794921875,STANDARD,2018-11-07,281.0107116699219,-8.250860550340633e-10,281.0107116699219,R_A6,12
1.0,0,17,42,13,1714.7298583984375,STANDARD,2018-11-07,281.2381896972656,-1.1680571787575644e-10,281.2381896972656,R_A6,13
1.0,0,17,42,14,1717.0057373046875,STANDARD,2018-11-07,281.4537048339844,-6.309115035962876e-11,281.4537048339844,R_A6,14
1.0,0,17,42,15,1719.2816162109375,STANDARD,2018-11-07,281.66961669921875,-2.969408746666957e-11,281.66961669921875,R_A6,15
1.0,0,17,42,16,1721.5574951171875,STANDARD,2018-11-07,282.0306701660156,-1.3701486126227458e-11,282.0306701660156,R_A6,16
1.0,0,17,42,17,1723.8333740234375,STANDARD,2018-11-07,282.24652099609375,-2.5023571756377372e-11,282.24652099609375,R_A6,17
1.0,0,17,42,18,1725.4288330078125,STANDARD,2018-11-07,282.3976135253906,-2.2990940748424116e-11,282.3976135253906,R_A6,18
1.0,0,17,42,19,1726.74267578125,STANDARD,2018-11-07,281.8988342285156,3.922587948901324e-12,281.8988342285156,R_A6,25
1.0,0,17,42,20,1728.45556640625,STANDARD,2018-11-07,282.36785888671875,1.1787360367290778e-12,282.36785888671875,R_A6,26
1.0,0,17,42,21,1730.16845703125,STANDARD,2018-11-07,283.0516052246094,5.110251927590844e-18,283.0516052246094,R_A6,27
1.0,0,17,42,22,1731.8812255859375,STANDARD,2018-11-07,283.353271484375,5.897690751011338e-19,283.353271484375,R_A6,28
1.0,0,17,42,23,1733.593994140625,STANDARD,2018-11-07,282.5070495605469,9.477048052569659e-13,282.5070495605469,R_A6,29
