CONIPOS,CONKPOS,SWAT,CONJPOS,SGAS,CONBPRES,WELL,CONIDX,DATE,PRESSURE,WELLMODEL,DRAWDOWN,DEPTH
28,3,0.15439778566360474,41,0.0,298.6766357421875,R_A3,3,2018-01-01,298.6766357421875,STANDARD,0,1613.3720703125
28,4,0.6481541991233826,41,0.0,298.81500244140625,R_A3,4,2018-01-01,298.81500244140625,STANDARD,0,1615.4365234375
28,5,0.8422638773918152,41,0.0,298.953369140625,R_A3,5,2018-01-01,298.953369140625,STANDARD,0,1617.5008544921875
28,6,0.6481541991233826,41,0.0,299.09173583984375,R_A3,6,2018-01-01,299.09173583984375,STANDARD,0,1619.565185546875
29,6,0.6481541991233826,41,0.0,298.408203125,R_A3,7,2018-01-01,298.408203125,STANDARD,0,1609.3663330078125
29,7,0.20265449583530426,41,0.0,298.5455627441406,R_A3,8,2018-01-01,298.5455627441406,STANDARD,0,1611.4163818359375
29,8,0.20459719002246857,41,0.0,298.6829528808594,R_A3,9,2018-01-01,298.6829528808594,STANDARD,0,1613.46630859375
29,9,0.8082797527313232,41,0.0,298.8203430175781,R_A3,10,2018-01-01,298.8203430175781,STANDARD,0,1615.516357421875
29,10,0.8103710412979126,41,0.0,298.9577331542969,R_A3,11,2018-01-01,298.9577331542969,STANDARD,0,1617.5662841796875
29,11,0.051155366003513336,41,0.0,299.1041564941406,R_A3,12,2018-01-01,299.1041564941406,STANDARD,0,1619.750732421875
29,12,0.05677914619445801,41,0.0,299.25958251953125,R_A3,13,2018-01-01,299.25958251953125,STANDARD,0,1622.0697021484375
29,13,0.3761700391769409,41,0.0,299.4150390625,R_A3,14,2018-01-01,299.4150390625,STANDARD,0,1624.388671875
29,15,0.5113734602928162,41,0.0,299.7259216308594,R_A3,15,2018-01-01,299.7259216308594,STANDARD,0,1629.026611328125
29,16,0.8205696940422058,41,0.0,299.85467529296875,R_A3,16,2018-01-01,299.85467529296875,STANDARD,0,1630.9468994140625
29,27,0.6481541991233826,41,0.0,300.027587890625,R_A3,17,2018-01-01,300.027587890625,STANDARD,0,1633.5262451171875
29,28,0.0496964268386364,41,0.0,300.27142333984375,R_A3,18,2018-01-01,300.27142333984375,STANDARD,0,1637.1630859375
29,29,0.05573500320315361,41,0.0,300.5152587890625,R_A3,19,2018-01-01,300.5152587890625,STANDARD,0,1640.8001708984375
29,30,0.6741372346878052,41,0.0,300.7591247558594,R_A3,20,2018-01-01,300.7591247558594,STANDARD,0,1644.4371337890625
29,31,0.07171718776226044,41,0.0,301.0030212402344,R_A3,21,2018-01-01,301.0030212402344,STANDARD,0,1648.0740966796875
30,1,0.054378967732191086,52,0.0,299.87078857421875,R_A4,1,2018-01-01,299.87078857421875,STANDARD,0,1631.1873779296875
31,1,0.051737621426582336,52,0.0,299.6188659667969,R_A4,2,2018-01-01,299.6188659667969,STANDARD,0,1627.4293212890625
31,2,0.0548601895570755,52,0.0,299.7569580078125,R_A4,3,2018-01-01,299.7569580078125,STANDARD,0,1629.4896240234375
31,3,0.057064931839704514,52,0.0,299.89508056640625,R_A4,4,2018-01-01,299.89508056640625,STANDARD,0,1631.5498046875
31,4,0.058940038084983826,52,0.0,300.033203125,R_A4,5,2018-01-01,300.033203125,STANDARD,0,1633.610107421875
32,4,0.060772161930799484,52,0.0,299.9518737792969,R_A4,6,2018-01-01,299.9518737792969,STANDARD,0,1632.3968505859375
32,4,0.0616350993514061,51,0.0,300.1854248046875,R_A4,7,2018-01-01,300.1854248046875,STANDARD,0,1635.880615234375
33,4,0.06448505818843842,51,0.0,300.2820129394531,R_A4,8,2018-01-01,300.2820129394531,STANDARD,0,1637.321044921875
33,3,0.0617094561457634,51,0.0,300.158203125,R_A4,9,2018-01-01,300.158203125,STANDARD,0,1635.474609375
33,4,0.28790199756622314,50,0.0,300.6056823730469,R_A4,10,2018-01-01,300.6056823730469,STANDARD,0,1642.1485595703125
34,4,0.6481541991233826,50,0.0,300.5375061035156,R_A4,11,2018-01-01,300.5375061035156,STANDARD,0,1641.132080078125
34,3,0.10203464329242706,50,0.0,300.408447265625,R_A4,12,2018-01-01,300.408447265625,STANDARD,0,1639.20703125
35,3,0.17021885514259338,50,0.0,300.5223693847656,R_A4,13,2018-01-01,300.5223693847656,STANDARD,0,1640.9061279296875
35,2,0.19624626636505127,50,0.0,300.3974304199219,R_A4,14,2018-01-01,300.3974304199219,STANDARD,0,1639.0426025390625
35,2,0.25011515617370605,49,0.0,300.5911560058594,R_A4,15,2018-01-01,300.5911560058594,STANDARD,0,1641.93212890625
36,30,0.10102009773254395,49,0.0,300.61968994140625,R_A4,16,2018-01-01,300.61968994140625,STANDARD,0,1642.357421875
36,30,0.06111045181751251,48,0.0,300.43524169921875,R_A4,17,2018-01-01,300.43524169921875,STANDARD,0,1639.6068115234375
37,30,0.06796500831842422,48,0.0,300.914306640625,R_A4,18,2018-01-01,300.914306640625,STANDARD,0,1646.7513427734375
38,30,0.6481541991233826,48,0.0,301.36431884765625,R_A4,19,2018-01-01,301.36431884765625,STANDARD,0,1653.461669921875
38,30,0.18228138983249664,47,0.0,301.656494140625,R_A4,20,2018-01-01,301.656494140625,STANDARD,0,1657.8184814453125
31,1,1.0,20,0.0,303.8440856933594,R_A5,1,2018-01-01,303.8440856933594,STANDARD,0,1685.026611328125
31,2,1.0,20,0.0,304.0601806640625,R_A5,2,2018-01-01,304.0601806640625,STANDARD,0,1687.3070068359375
31,3,1.0,20,0.0,304.27630615234375,R_A5,3,2018-01-01,304.27630615234375,STANDARD,0,1689.5875244140625
31,4,1.0,20,0.0,304.4924011230469,R_A5,4,2018-01-01,304.4924011230469,STANDARD,0,1691.8680419921875
31,5,1.0,20,0.0,304.7085266113281,R_A5,5,2018-01-01,304.7085266113281,STANDARD,0,1694.1485595703125
31,6,1.0,20,0.0,304.9246520996094,R_A5,6,2018-01-01,304.9246520996094,STANDARD,0,1696.4290771484375
31,7,1.0,20,0.0,305.446533203125,R_A5,7,2018-01-01,305.446533203125,STANDARD,0,1698.70947265625
31,11,1.0,20,0.0,305.988037109375,R_A5,8,2018-01-01,305.988037109375,STANDARD,0,1707.6488037109375
31,12,1.0,20,0.0,306.1695251464844,R_A5,9,2018-01-01,306.1695251464844,STANDARD,0,1709.5638427734375
31,12,1.0,21,0.0,305.4322814941406,R_A5,10,2018-01-01,305.4322814941406,STANDARD,0,1701.7845458984375
31,13,1.0,21,0.0,305.6291198730469,R_A5,11,2018-01-01,305.6291198730469,STANDARD,0,1703.735107421875
31,14,1.0,21,0.0,305.81396484375,R_A5,12,2018-01-01,305.81396484375,STANDARD,0,1705.6856689453125
31,15,1.0,21,0.0,305.9988098144531,R_A5,13,2018-01-01,305.9988098144531,STANDARD,0,1707.63623046875
31,16,1.0,21,0.0,306.3287048339844,R_A5,14,2018-01-01,306.3287048339844,STANDARD,0,1709.5867919921875
31,17,1.0,21,0.0,306.5135498046875,R_A5,15,2018-01-01,306.5135498046875,STANDARD,0,1711.537353515625
31,18,1.0,21,0.0,306.6856994628906,R_A5,16,2018-01-01,306.6856994628906,STANDARD,0,1713.35400390625
31,19,1.0,21,0.0,306.7843933105469,R_A5,17,2018-01-01,306.7843933105469,STANDARD,0,1714.3951416015625
31,27,1.0,21,0.0,306.75689697265625,R_A5,18,2018-01-01,306.75689697265625,STANDARD,0,1715.7628173828125
31,28,1.0,21,0.0,306.978271484375,R_A5,19,2018-01-01,306.978271484375,STANDARD,0,1718.098388671875
31,29,1.0,21,0.0,307.5054016113281,R_A5,20,2018-01-01,307.5054016113281,STANDARD,0,1720.43408203125
31,30,1.0,21,0.0,307.7267761230469,R_A5,21,2018-01-01,307.7267761230469,STANDARD,0,1722.7696533203125
31,31,1.0,21,0.0,307.9481506347656,R_A5,22,2018-01-01,307.9481506347656,STANDARD,0,1725.105224609375
17,1,1.0,42,0.0,305.11419677734375,R_A6,1,2018-01-01,305.11419677734375,STANDARD,0,1695.20263671875
17,2,1.0,42,0.0,305.2609558105469,R_A6,2,2018-01-01,305.2609558105469,STANDARD,0,1696.7510986328125
17,3,1.0,42,0.0,305.4076843261719,R_A6,3,2018-01-01,305.4076843261719,STANDARD,0,1698.299560546875
17,4,1.0,42,0.0,305.554443359375,R_A6,4,2018-01-01,305.554443359375,STANDARD,0,1699.84814453125
17,5,1.0,42,0.0,305.7012023925781,R_A6,5,2018-01-01,305.7012023925781,STANDARD,0,1701.3966064453125
17,6,1.0,42,0.0,305.84796142578125,R_A6,6,2018-01-01,305.84796142578125,STANDARD,0,1702.9451904296875
17,7,1.0,42,0.0,305.6956481933594,R_A6,7,2018-01-01,305.6956481933594,STANDARD,0,1704.49365234375
17,8,1.0,42,0.0,306.1414489746094,R_A6,8,2018-01-01,306.1414489746094,STANDARD,0,1706.042236328125
17,9,1.0,42,0.0,306.2882080078125,R_A6,9,2018-01-01,306.2882080078125,STANDARD,0,1707.5906982421875
17,10,1.0,42,0.0,306.1291809082031,R_A6,10,2018-01-01,306.1291809082031,STANDARD,0,1709.1392822265625
17,11,1.0,42,0.0,306.3109130859375,R_A6,11,2018-01-01,306.3109130859375,STANDARD,0,1711.055419921875
17,12,1.0,42,0.0,306.52734375,R_A6,12,2018-01-01,306.52734375,STANDARD,0,1713.3392333984375
17,13,1.0,42,0.0,306.7557678222656,R_A6,13,2018-01-01,306.7557678222656,STANDARD,0,1715.623046875
17,14,1.0,42,0.0,306.9721984863281,R_A6,14,2018-01-01,306.9721984863281,STANDARD,0,1717.9068603515625
17,15,1.0,42,0.0,307.18865966796875,R_A6,15,2018-01-01,307.18865966796875,STANDARD,0,1720.190673828125
17,16,1.0,42,0.0,307.55010986328125,R_A6,16,2018-01-01,307.55010986328125,STANDARD,0,1722.474365234375
17,17,1.0,42,0.0,307.7665710449219,R_A6,17,2018-01-01,307.7665710449219,STANDARD,0,1724.7581787109375
17,18,1.0,42,0.0,307.921630859375,R_A6,18,2018-01-01,307.921630859375,STANDARD,0,1726.394287109375
17,27,1.0,42,0.0,307.8930969238281,R_A6,19,2018-01-01,307.8930969238281,STANDARD,0,1727.7508544921875
17,28,1.0,42,0.0,308.3623352050781,R_A6,20,2018-01-01,308.3623352050781,STANDARD,0,1729.4755859375
17,29,1.0,42,0.0,308.52581787109375,R_A6,21,2018-01-01,308.52581787109375,STANDARD,0,1731.2001953125
17,30,1.0,42,0.0,308.68927001953125,R_A6,22,2018-01-01,308.68927001953125,STANDARD,0,1732.9249267578125
17,31,1.0,42,0.0,308.5469665527344,R_A6,23,2018-01-01,308.5469665527344,STANDARD,0,1734.649658203125
22,1,0.060787349939346313,30,0.0,298.1023254394531,R_A2,1,2018-03-01,298.1023254394531,STANDARD,0,1641.094970703125
22,2,0.062163885682821274,30,0.0,298.2225341796875,R_A2,2,2018-03-01,298.2225341796875,STANDARD,0,1642.8890380859375
22,3,0.06489771604537964,30,0.0,298.3427429199219,R_A2,3,2018-03-01,298.3427429199219,STANDARD,0,1644.68310546875
22,4,0.07354900985956192,30,0.0,298.4629821777344,R_A2,4,2018-03-01,298.4629821777344,STANDARD,0,1646.4771728515625
22,5,0.0752972662448883,30,0.0,298.5832214355469,R_A2,5,2018-03-01,298.5832214355469,STANDARD,0,1648.2713623046875
22,6,0.32284826040267944,30,0.0,298.7264709472656,R_A2,6,2018-03-01,298.7264709472656,STANDARD,0,1650.0654296875
22,7,0.9177834391593933,30,0.0,298.8549499511719,R_A2,7,2018-03-01,298.8549499511719,STANDARD,0,1651.859619140625
22,8,0.905590295791626,30,0.0,298.9806213378906,R_A2,8,2018-03-01,298.9806213378906,STANDARD,0,1653.6536865234375
22,9,0.9369359612464905,30,0.0,299.2492980957031,R_A2,9,2018-03-01,299.2492980957031,STANDARD,0,1655.44775390625
22,10,0.9505764842033386,30,0.0,299.51971435546875,R_A2,10,2018-03-01,299.51971435546875,STANDARD,0,1657.2418212890625
22,11,0.09003125131130219,30,0.0,299.63275146484375,R_A2,11,2018-03-01,299.63275146484375,STANDARD,0,1659.1368408203125
22,12,0.09956657886505127,30,0.0,299.7642822265625,R_A2,12,2018-03-01,299.7642822265625,STANDARD,0,1661.132568359375
22,13,0.5159920454025269,30,0.0,299.9544982910156,R_A2,13,2018-03-01,299.9544982910156,STANDARD,0,1663.12841796875
22,14,0.589706540107727,30,0.0,300.0917663574219,R_A2,14,2018-03-01,300.0917663574219,STANDARD,0,1665.1241455078125
22,15,0.7778929471969604,30,0.0,300.2265625,R_A2,15,2018-03-01,300.2265625,STANDARD,0,1667.1199951171875
22,16,0.9997027516365051,30,0.0,300.36065673828125,R_A2,16,2018-03-01,300.36065673828125,STANDARD,0,1669.11572265625
22,17,0.9982767701148987,30,0.0,300.4947509765625,R_A2,17,2018-03-01,300.4947509765625,STANDARD,0,1671.111572265625
22,18,0.9999998807907104,30,-1.031250373983994e-08,300.80712890625,R_A2,18,2018-03-01,300.80712890625,STANDARD,0,1672.9881591796875
22,18,0.9999998807907104,29,-1.1950924694303922e-08,300.8106994628906,R_A2,19,2018-03-01,300.8106994628906,STANDARD,0,1674.229736328125
22,27,1.0,29,-3.2993138911297794e-18,302.69793701171875,R_A2,20,2018-03-01,302.69793701171875,STANDARD,0,1676.1676025390625
22,28,1.0,29,-9.365031656090901e-23,303.2208251953125,R_A2,21,2018-03-01,303.2208251953125,STANDARD,0,1677.9368896484375
22,29,1.0,29,-2.6951489624861044e-22,303.5312194824219,R_A2,22,2018-03-01,303.5312194824219,STANDARD,0,1679.7061767578125
22,30,1.0,29,-4.249819626188846e-22,303.7442321777344,R_A2,23,2018-03-01,303.7442321777344,STANDARD,0,1681.4754638671875
22,31,1.0,29,-1.4447899126701446e-22,303.9181213378906,R_A2,24,2018-03-01,303.9181213378906,STANDARD,0,1683.2447509765625
31,1,1.0,20,3.2170334084185172e-18,274.0751647949219,R_A5,1,2018-04-28,274.0751647949219,STANDARD,0,1685.026611328125
31,2,1.0,20,3.222009106598177e-18,274.29107666015625,R_A5,2,2018-04-28,274.29107666015625,STANDARD,0,1687.3070068359375
31,3,1.0,20,2.888244417770021e-18,274.5070495605469,R_A5,3,2018-04-28,274.5070495605469,STANDARD,0,1689.5875244140625
31,4,1.0,20,3.0795152519670358e-18,274.72271728515625,R_A5,4,2018-04-28,274.72271728515625,STANDARD,0,1691.8680419921875
31,5,1.0,20,2.9300552958072794e-18,274.938232421875,R_A5,5,2018-04-28,274.938232421875,STANDARD,0,1694.1485595703125
31,6,1.0,20,2.264832718084225e-18,275.15386962890625,R_A5,6,2018-04-28,275.15386962890625,STANDARD,0,1696.4290771484375
31,7,1.0,20,6.488839511675422e-19,275.6903991699219,R_A5,7,2018-04-28,275.6903991699219,STANDARD,0,1698.70947265625
31,11,1.0,20,1.1448244263996131e-15,278.1690368652344,R_A5,8,2018-04-28,278.1690368652344,STANDARD,0,1707.6488037109375
31,12,1.0,20,4.858314699467874e-16,278.3465881347656,R_A5,9,2018-04-28,278.3465881347656,STANDARD,0,1709.5638427734375
31,12,1.0,21,-1.6058330880308613e-12,276.1898498535156,R_A5,10,2018-04-28,276.1898498535156,STANDARD,0,1701.7845458984375
31,13,1.0,21,-1.2307821049221263e-13,276.3876647949219,R_A5,11,2018-04-28,276.3876647949219,STANDARD,0,1703.735107421875
31,14,1.0,21,-1.698871485112871e-13,276.5736389160156,R_A5,12,2018-04-28,276.5736389160156,STANDARD,0,1705.6856689453125
31,15,1.0,21,-1.8485684987953888e-13,277.87005615234375,R_A5,13,2018-04-28,277.87005615234375,STANDARD,0,1707.63623046875
31,16,1.0,21,-7.654145465227705e-14,279.3980407714844,R_A5,14,2018-04-28,279.3980407714844,STANDARD,0,1709.5867919921875
31,17,1.0,21,-2.185537449801711e-14,279.6141052246094,R_A5,15,2018-04-28,279.6141052246094,STANDARD,0,1711.537353515625
31,18,1.0,21,-3.919306489053552e-14,279.85107421875,R_A5,16,2018-04-28,279.85107421875,STANDARD,0,1713.35400390625
31,19,1.0,21,0.0,279.9962158203125,R_A5,17,2018-04-28,279.9962158203125,STANDARD,0,1714.3951416015625
31,27,1.0,21,-2.4764875920628166e-15,279.98016357421875,R_A5,18,2018-04-28,279.98016357421875,STANDARD,0,1715.7628173828125
31,28,1.0,21,-3.4787541499780444e-15,280.3019104003906,R_A5,19,2018-04-28,280.3019104003906,STANDARD,0,1718.098388671875
31,29,1.0,21,7.102267251227628e-21,292.1103515625,R_A5,20,2018-04-28,292.1103515625,STANDARD,0,1720.43408203125
31,30,1.0,21,3.227116236022353e-20,294.36279296875,R_A5,21,2018-04-28,294.36279296875,STANDARD,0,1722.7696533203125
31,31,1.0,21,1.203474575854277e-14,287.84442138671875,R_A5,22,2018-04-28,287.84442138671875,STANDARD,0,1725.105224609375
28,1,0.6497375965118408,41,0.0,278.87213134765625,R_A3,1,2018-07-03,278.87213134765625,STANDARD,0,1609.243408203125
28,2,0.20251111686229706,41,0.0,279.007080078125,R_A3,2,2018-07-03,279.007080078125,STANDARD,0,1611.3077392578125
28,3,0.1548575907945633,41,0.0,279.14471435546875,R_A3,3,2018-07-03,279.14471435546875,STANDARD,0,1613.3720703125
28,4,0.6767155528068542,41,0.0,279.2975158691406,R_A3,4,2018-07-03,279.2975158691406,STANDARD,0,1615.4365234375
28,5,0.7991302609443665,41,0.0,281.0353088378906,R_A3,5,2018-07-03,281.0353088378906,STANDARD,0,1617.5008544921875
28,6,0.6493777632713318,41,0.0,281.2808532714844,R_A3,6,2018-07-03,281.2808532714844,STANDARD,0,1619.565185546875
29,6,0.6493543386459351,41,0.0,280.48876953125,R_A3,7,2018-07-03,280.48876953125,STANDARD,0,1609.3663330078125
29,7,0.20369504392147064,41,0.0,280.67425537109375,R_A3,8,2018-07-03,280.67425537109375,STANDARD,0,1611.4163818359375
29,8,0.20624512434005737,41,0.0,280.8115234375,R_A3,9,2018-07-03,280.8115234375,STANDARD,0,1613.46630859375
29,9,0.8072040677070618,41,0.0,281.0226135253906,R_A3,10,2018-07-03,281.0226135253906,STANDARD,0,1615.516357421875
29,10,0.8091066479682922,41,0.0,282.1208190917969,R_A3,11,2018-07-03,282.1208190917969,STANDARD,0,1617.5662841796875
29,11,0.05127761512994766,41,0.0,282.3452453613281,R_A3,12,2018-07-03,282.3452453613281,STANDARD,0,1619.750732421875
29,12,0.056897204369306564,41,0.0,282.50006103515625,R_A3,13,2018-07-03,282.50006103515625,STANDARD,0,1622.0697021484375
29,13,0.3767293393611908,41,0.0,282.6552429199219,R_A3,14,2018-07-03,282.6552429199219,STANDARD,0,1624.388671875
29,15,0.5100165605545044,41,0.0,283.1369323730469,R_A3,15,2018-07-03,283.1369323730469,STANDARD,0,1629.026611328125
29,16,0.8141035437583923,41,0.0,283.27899169921875,R_A3,16,2018-07-03,283.27899169921875,STANDARD,0,1630.9468994140625
29,27,0.6545331478118896,41,0.0,283.2767639160156,R_A3,17,2018-07-03,283.2767639160156,STANDARD,0,1633.5262451171875
29,28,0.049809448421001434,41,0.0,283.51568603515625,R_A3,18,2018-07-03,283.51568603515625,STANDARD,0,1637.1630859375
29,29,0.055948514491319656,41,0.0,283.7585144042969,R_A3,19,2018-07-03,283.7585144042969,STANDARD,0,1640.8001708984375
29,30,0.6759727001190186,41,0.0,283.9833068847656,R_A3,20,2018-07-03,283.9833068847656,STANDARD,0,1644.4371337890625
29,31,0.07187237590551376,41,0.0,284.159912109375,R_A3,21,2018-07-03,284.159912109375,STANDARD,0,1648.0740966796875
30,1,0.05449775233864784,52,0.0,274.27545166015625,R_A4,1,2018-09-12,274.27545166015625,STANDARD,0,1631.1873779296875
31,1,0.0518755279481411,52,0.0,274.2326965332031,R_A4,2,2018-09-12,274.2326965332031,STANDARD,0,1627.4293212890625
31,2,0.05499875545501709,52,0.0,274.3699035644531,R_A4,3,2018-09-12,274.3699035644531,STANDARD,0,1629.4896240234375
31,3,0.057208023965358734,52,0.0,274.50714111328125,R_A4,4,2018-09-12,274.50714111328125,STANDARD,0,1631.5498046875
31,4,0.05908805876970291,52,0.0,274.6443786621094,R_A4,5,2018-09-12,274.6443786621094,STANDARD,0,1633.610107421875
32,4,0.06102202087640762,52,0.0,274.7716064453125,R_A4,6,2018-09-12,274.7716064453125,STANDARD,0,1632.3968505859375
32,4,0.0618879608809948,51,0.0,274.8926696777344,R_A4,7,2018-09-12,274.8926696777344,STANDARD,0,1635.880615234375
33,4,0.06469240039587021,51,0.0,275.2243347167969,R_A4,8,2018-09-12,275.2243347167969,STANDARD,0,1637.321044921875
33,3,0.06191277503967285,51,0.0,275.101318359375,R_A4,9,2018-09-12,275.101318359375,STANDARD,0,1635.474609375
33,4,0.28596407175064087,50,0.0,275.5282897949219,R_A4,10,2018-09-12,275.5282897949219,STANDARD,0,1642.1485595703125
34,4,0.6518043875694275,50,0.0,275.61956787109375,R_A4,11,2018-09-12,275.61956787109375,STANDARD,0,1641.132080078125
34,3,0.10228518396615982,50,0.0,275.4924011230469,R_A4,12,2018-09-12,275.4924011230469,STANDARD,0,1639.20703125
35,3,0.17055410146713257,50,0.0,275.7681884765625,R_A4,13,2018-09-12,275.7681884765625,STANDARD,0,1640.9061279296875
35,2,0.19651083648204803,50,0.0,275.64398193359375,R_A4,14,2018-09-12,275.64398193359375,STANDARD,0,1639.0426025390625
35,2,0.2508257031440735,49,0.0,275.6961975097656,R_A4,15,2018-09-12,275.6961975097656,STANDARD,0,1641.93212890625
36,30,0.10127215832471848,49,0.0,276.55133056640625,R_A4,16,2018-09-12,276.55133056640625,STANDARD,0,1642.357421875
36,30,0.06485641747713089,48,0.0,276.22943115234375,R_A4,17,2018-09-12,276.22943115234375,STANDARD,0,1639.6068115234375
37,30,0.08489783853292465,48,0.0,276.83111572265625,R_A4,18,2018-09-12,276.83111572265625,STANDARD,0,1646.7513427734375
38,30,0.7282025218009949,48,0.0,277.5128173828125,R_A4,19,2018-09-12,277.5128173828125,STANDARD,0,1653.461669921875
38,30,0.25409191846847534,47,0.0,277.6854248046875,R_A4,20,2018-09-12,277.6854248046875,STANDARD,0,1657.8184814453125
17,1,1.0,42,-5.745490552277347e-19,273.56439208984375,R_A6,1,2018-11-07,273.56439208984375,STANDARD,0,1695.20263671875
17,2,1.0,42,-3.5275564416842527e-19,273.7094421386719,R_A6,2,2018-11-07,273.7094421386719,STANDARD,0,1696.7510986328125
17,3,1.0,42,-2.3507180539049932e-19,273.85125732421875,R_A6,3,2018-11-07,273.85125732421875,STANDARD,0,1698.299560546875
17,4,1.0,42,-2.14818753381233e-19,273.9891052246094,R_A6,4,2018-11-07,273.9891052246094,STANDARD,0,1699.84814453125
17,5,1.0,42,-2.9432681102255303e-19,274.1246337890625,R_A6,5,2018-11-07,274.1246337890625,STANDARD,0,1701.3966064453125
17,6,1.0,42,1.2393382420085997e-18,274.2629089355469,R_A6,6,2018-11-07,274.2629089355469,STANDARD,0,1702.9451904296875
17,7,1.0,42,3.902700582161432e-18,274.1087646484375,R_A6,7,2018-11-07,274.1087646484375,STANDARD,0,1704.49365234375
17,8,1.0,42,-9.114263730021393e-19,274.5532531738281,R_A6,8,2018-11-07,274.5532531738281,STANDARD,0,1706.042236328125
17,9,1.0,42,-7.544147748376567e-19,274.6968994140625,R_A6,9,2018-11-07,274.6968994140625,STANDARD,0,1707.5906982421875
17,10,1.0,42,-1.0500712942045252e-17,274.5311584472656,R_A6,10,2018-11-07,274.5311584472656,STANDARD,0,1709.1392822265625
17,11,1.0,42,3.1221369737997494e-18,274.6977233886719,R_A6,11,2018-11-07,274.6977233886719,STANDARD,0,1711.055419921875
17,12,1.0,42,-3.0638302531918053e-18,274.9140625,R_A6,12,2018-11-07,274.9140625,STANDARD,0,1713.3392333984375
17,13,1.0,42,-4.2503104132873476e-19,275.1434631347656,R_A6,13,2018-11-07,275.1434631347656,STANDARD,0,1715.623046875
17,14,1.0,42,-1.3169921226080938e-19,275.3622131347656,R_A6,14,2018-11-07,275.3622131347656,STANDARD,0,1717.9068603515625
17,15,1.0,42,-7.08107898752534e-20,275.6157531738281,R_A6,15,2018-11-07,275.6157531738281,STANDARD,0,1720.190673828125
17,16,1.0,42,-2.2003894886318094e-21,276.05242919921875,R_A6,16,2018-11-07,276.05242919921875,STANDARD,0,1722.474365234375
17,17,1.0,42,5.2441441378271995e-21,276.33251953125,R_A6,17,2018-11-07,276.33251953125,STANDARD,0,1724.7581787109375
