SWAT,PRESSURE,DRAWDOWN,WELL,DEPTH,CONIPOS,CONIDX,CONBPRES,DATE,SGAS,CONJPOS,WELLMODEL,CONKPOS
1.0,275.21405029296875,0,R_A6,1701.583251953125,17,5,275.21405029296875,2018-11-07,-3.2778040535714342e-15,42,STANDARD,5
1.0,275.34716796875,0,R_A6,1703.1358642578125,17,6,275.34716796875,2018-11-07,-4.302388659097392e-14,42,STANDARD,6
1.0,275.192626953125,0,R_A6,1704.6885986328125,17,7,275.192626953125,2018-11-07,-1.7302680826742495e-13,42,STANDARD,7
1.0,275.3395690917969,0,R_A6,1706.2412109375,17,8,275.3395690917969,2018-11-07,-1.309971147398295e-13,42,STANDARD,8
1.0,275.7879943847656,0,R_A6,1707.7938232421875,17,9,275.7879943847656,2018-11-07,-1.468377184437892e-14,42,STANDARD,9
1.0,275.6338806152344,0,R_A6,1709.3465576171875,17,10,275.6338806152344,2018-11-07,-6.028015001220688e-14,42,STANDARD,10
1.0,276.654296875,0,R_A6,1711.2802734375,17,11,276.654296875,2018-11-07,-2.7600894164570477e-16,42,STANDARD,11
1.0,276.8451232910156,0,R_A6,1713.59521484375,17,12,276.8451232910156,2018-11-07,0.0,42,STANDARD,12
1.0,276.81396484375,0,R_A6,1715.9100341796875,17,13,276.81396484375,2018-11-07,-1.155130331664811e-11,42,STANDARD,13
1.0,277.03302001953125,0,R_A6,1718.224853515625,17,14,277.03302001953125,2018-11-07,-8.770139996172599e-12,42,STANDARD,14
1.0,277.25091552734375,0,R_A6,1720.539794921875,17,15,277.25091552734375,2018-11-07,-6.681304814959432e-12,42,STANDARD,15
1.0,277.61065673828125,0,R_A6,1722.8546142578125,17,16,277.61065673828125,2018-11-07,-1.4839323346504951e-12,42,STANDARD,16
1.0,277.82550048828125,0,R_A6,1725.1695556640625,17,17,277.82550048828125,2018-11-07,-2.4552905281832738e-12,42,STANDARD,17
1.0,277.9711608886719,0,R_A6,1726.7257080078125,17,18,277.9711608886719,2018-11-07,-2.9588130990437778e-12,42,STANDARD,18
1.0,277.8925476074219,0,R_A6,1727.988525390625,17,19,277.8925476074219,2018-11-07,-3.0076502399722926e-10,42,STANDARD,31
1.0,278.30230712890625,0,R_A6,1729.71630859375,17,20,278.30230712890625,2018-11-07,-2.3196086718080267e-10,42,STANDARD,32
1.0,278.32220458984375,0,R_A6,1731.444091796875,17,21,278.32220458984375,2018-11-07,-7.8464944714505395e-16,42,STANDARD,33
1.0,279.2118835449219,0,R_A6,1733.171875,17,22,279.2118835449219,2018-11-07,-2.416782357193229e-15,42,STANDARD,34
1.0,278.91754150390625,0,R_A6,1734.8997802734375,17,23,278.91754150390625,2018-11-07,3.98643375254526e-11,42,STANDARD,35
