CONKPOS,DATE,CONIDX,CONBPRES,SGAS,WELL,SWAT,WELLMODEL,CONIPOS,DEPTH,DRAWDOWN,CONJPOS,PRESSURE
27,2018-01-01,22,304.1112365722656,0.0,R_A2,1.0,STANDARD,22,1684.618896484375,0,29,304.1112365722656
28,2018-01-01,23,304.2748107910156,0.0,R_A2,1.0,STANDARD,22,1686.344970703125,0,29,304.2748107910156
29,2018-01-01,24,304.4383850097656,0.0,R_A2,1.0,STANDARD,22,1688.071044921875,0,29,304.4383850097656
1,2018-01-01,1,298.54156494140625,0.0,R_A3,0.6481541991233826,STANDARD,28,1608.0078125,0,41,298.54156494140625
2,2018-01-01,2,298.6767272949219,0.0,R_A3,0.15117447078227997,STANDARD,28,1610.0247802734375,0,41,298.6767272949219
2,2018-01-01,3,298.20599365234375,0.0,R_A3,0.14207877218723297,STANDARD,29,1603.0003662109375,0,41,298.20599365234375
3,2018-01-01,4,298.34210205078125,0.0,R_A3,0.11823459714651108,STANDARD,29,1605.0313720703125,0,41,298.34210205078125
4,2018-01-01,5,298.47821044921875,0.0,R_A3,0.173747256398201,STANDARD,29,1607.0625,0,41,298.47821044921875
5,2018-01-01,6,298.61431884765625,0.0,R_A3,0.8065699934959412,STANDARD,29,1609.093505859375,0,41,298.61431884765625
6,2018-01-01,7,298.75042724609375,0.0,R_A3,0.6481541991233826,STANDARD,29,1611.12451171875,0,41,298.75042724609375
7,2018-01-01,8,298.8865661621094,0.0,R_A3,0.1977372020483017,STANDARD,29,1613.155517578125,0,41,298.8865661621094
8,2018-01-01,9,299.0226745605469,0.0,R_A3,0.20024892687797546,STANDARD,29,1615.1865234375,0,41,299.0226745605469
9,2018-01-01,10,299.1588134765625,0.0,R_A3,0.7944228053092957,STANDARD,29,1617.2176513671875,0,41,299.1588134765625
10,2018-01-01,11,299.2949523925781,0.0,R_A3,0.8043316602706909,STANDARD,29,1619.2486572265625,0,41,299.2949523925781
11,2018-01-01,12,299.43927001953125,0.0,R_A3,0.04786525294184685,STANDARD,29,1621.4017333984375,0,41,299.43927001953125
12,2018-01-01,13,299.591796875,0.0,R_A3,0.05323478579521179,STANDARD,29,1623.6768798828125,0,41,299.591796875
13,2018-01-01,14,299.7442932128906,0.0,R_A3,0.3679274320602417,STANDARD,29,1625.9520263671875,0,41,299.7442932128906
14,2018-01-01,15,299.8968200683594,0.0,R_A3,0.2352796345949173,STANDARD,29,1628.2271728515625,0,41,299.8968200683594
15,2018-01-01,16,300.0493469238281,0.0,R_A3,0.5011365413665771,STANDARD,29,1630.50244140625,0,41,300.0493469238281
16,2018-01-01,17,300.175537109375,0.0,R_A3,0.8066824078559875,STANDARD,29,1632.384521484375,0,41,300.175537109375
25,2018-01-01,18,300.34320068359375,0.0,R_A3,0.3058272898197174,STANDARD,29,1634.8851318359375,0,41,300.34320068359375
26,2018-01-01,19,300.5786437988281,0.0,R_A3,0.04257473349571228,STANDARD,29,1638.39697265625,0,41,300.5786437988281
27,2018-01-01,20,300.81414794921875,0.0,R_A3,0.1663050353527069,STANDARD,29,1641.9088134765625,0,41,300.81414794921875
28,2018-01-01,21,301.04962158203125,0.0,R_A3,1.0,STANDARD,29,1645.420654296875,0,41,301.04962158203125
29,2018-01-01,22,301.2851257324219,0.0,R_A3,0.23082539439201355,STANDARD,29,1648.9324951171875,0,41,301.2851257324219
1,2018-01-01,1,300.00616455078125,0.0,R_A4,0.04817502200603485,STANDARD,30,1629.8583984375,0,52,300.00616455078125
1,2018-01-01,2,299.72119140625,0.0,R_A4,0.04773125797510147,STANDARD,31,1625.607177734375,0,52,299.72119140625
2,2018-01-01,3,299.86175537109375,0.0,R_A4,0.04966134950518608,STANDARD,31,1627.703857421875,0,52,299.86175537109375
3,2018-01-01,4,300.0022888183594,0.0,R_A4,0.05034232512116432,STANDARD,31,1629.800537109375,0,52,300.0022888183594
4,2018-01-01,5,300.1428527832031,0.0,R_A4,0.05299469083547592,STANDARD,31,1631.8970947265625,0,52,300.1428527832031
5,2018-01-01,6,300.2834167480469,0.0,R_A4,0.24177877604961395,STANDARD,31,1633.9937744140625,0,52,300.2834167480469
5,2018-01-01,7,300.2408447265625,0.0,R_A4,0.05243152007460594,STANDARD,32,1633.3587646484375,0,52,300.2408447265625
6,2018-01-01,8,300.36895751953125,0.0,R_A4,0.05788615718483925,STANDARD,32,1635.2691650390625,0,52,300.36895751953125
6,2018-01-01,9,300.34259033203125,0.0,R_A4,0.055963702499866486,STANDARD,32,1634.876220703125,0,51,300.34259033203125
5,2018-01-01,10,300.2184143066406,0.0,R_A4,0.0538531169295311,STANDARD,32,1633.0238037109375,0,51,300.2184143066406
5,2018-01-01,11,300.5029602050781,0.0,R_A4,0.1403520107269287,STANDARD,33,1637.2681884765625,0,51,300.5029602050781
4,2018-01-01,12,300.3786315917969,0.0,R_A4,0.055556461215019226,STANDARD,33,1635.4136962890625,0,51,300.3786315917969
4,2018-01-01,13,300.5889587402344,0.0,R_A4,0.060357559472322464,STANDARD,33,1638.5504150390625,0,50,300.5889587402344
4,2018-01-01,14,300.68426513671875,0.0,R_A4,0.06069124862551689,STANDARD,34,1639.9718017578125,0,50,300.68426513671875
3,2018-01-01,15,300.55401611328125,0.0,R_A4,0.058434829115867615,STANDARD,34,1638.029296875,0,50,300.55401611328125
4,2018-01-01,16,300.9059753417969,0.0,R_A4,0.06180453673005104,STANDARD,35,1643.2781982421875,0,50,300.9059753417969
3,2018-01-01,17,300.78021240234375,0.0,R_A4,0.0997217521071434,STANDARD,35,1641.40283203125,0,50,300.78021240234375
3,2018-01-01,18,300.8402404785156,0.0,R_A4,0.12491387128829956,STANDARD,35,1642.2979736328125,0,49,300.8402404785156
2,2018-01-01,19,300.7135314941406,0.0,R_A4,0.22823268175125122,STANDARD,35,1640.4085693359375,0,49,300.7135314941406
28,2018-01-01,20,300.9213562011719,0.0,R_A4,0.05131489410996437,STANDARD,36,1643.5079345703125,0,49,300.9213562011719
28,2018-01-01,21,300.610595703125,0.0,R_A4,0.052128612995147705,STANDARD,36,1638.8731689453125,0,48,300.610595703125
28,2018-01-01,22,301.171142578125,0.0,R_A4,0.08902736753225327,STANDARD,37,1647.2325439453125,0,48,301.171142578125
28,2018-01-01,23,301.47021484375,0.0,R_A4,0.06279601901769638,STANDARD,38,1651.692138671875,0,48,301.47021484375
28,2018-01-01,24,301.6620788574219,0.0,R_A4,0.06474175304174423,STANDARD,38,1654.5528564453125,0,47,301.6620788574219
1,2018-01-01,1,303.959716796875,0.0,R_A5,1.0,STANDARD,31,1686.246826171875,0,20,303.959716796875
2,2018-01-01,2,304.1680908203125,0.0,R_A5,1.0,STANDARD,31,1688.4456787109375,0,20,304.1680908203125
3,2018-01-01,3,304.37646484375,0.0,R_A5,1.0,STANDARD,31,1690.6444091796875,0,20,304.37646484375
4,2018-01-01,4,304.5848388671875,0.0,R_A5,1.0,STANDARD,31,1692.84326171875,0,20,304.5848388671875
5,2018-01-01,5,304.7931823730469,0.0,R_A5,1.0,STANDARD,31,1695.0419921875,0,20,304.7931823730469
6,2018-01-01,6,305.0015563964844,0.0,R_A5,1.0,STANDARD,31,1697.2408447265625,0,20,305.0015563964844
7,2018-01-01,7,305.5157165527344,0.0,R_A5,1.0,STANDARD,31,1699.4395751953125,0,20,305.5157165527344
11,2018-01-01,8,305.2623596191406,0.0,R_A5,1.0,STANDARD,31,1699.991455078125,0,21,305.2623596191406
12,2018-01-01,9,305.4525451660156,0.0,R_A5,1.0,STANDARD,31,1701.9984130859375,0,21,305.4525451660156
13,2018-01-01,10,305.65472412109375,0.0,R_A5,1.0,STANDARD,31,1704.00537109375,0,21,305.65472412109375
14,2018-01-01,11,305.8449401855469,0.0,R_A5,1.0,STANDARD,31,1706.0123291015625,0,21,305.8449401855469
15,2018-01-01,12,306.0351257324219,0.0,R_A5,1.0,STANDARD,31,1708.0194091796875,0,21,306.0351257324219
16,2018-01-01,13,306.370361328125,0.0,R_A5,1.0,STANDARD,31,1710.0263671875,0,21,306.370361328125
17,2018-01-01,14,306.560546875,0.0,R_A5,1.0,STANDARD,31,1712.0333251953125,0,21,306.560546875
18,2018-01-01,15,306.7064208984375,0.0,R_A5,1.0,STANDARD,31,1713.572265625,0,21,306.7064208984375
19,2018-01-01,16,306.7770690917969,0.0,R_A5,1.0,STANDARD,31,1714.31787109375,0,21,306.7770690917969
25,2018-01-01,17,306.74969482421875,0.0,R_A5,1.0,STANDARD,31,1715.686767578125,0,21,306.74969482421875
26,2018-01-01,18,306.9693603515625,0.0,R_A5,1.0,STANDARD,31,1718.0045166015625,0,21,306.9693603515625
27,2018-01-01,19,307.49481201171875,0.0,R_A5,1.0,STANDARD,31,1720.3221435546875,0,21,307.49481201171875
28,2018-01-01,20,307.7144775390625,0.0,R_A5,1.0,STANDARD,31,1722.639892578125,0,21,307.7144775390625
29,2018-01-01,21,307.93414306640625,0.0,R_A5,1.0,STANDARD,31,1724.95751953125,0,21,307.93414306640625
1,2018-01-01,1,304.8318176269531,0.0,R_A6,1.0,STANDARD,17,1695.4495849609375,0,42,304.8318176269531
2,2018-01-01,2,305.283935546875,0.0,R_A6,1.0,STANDARD,17,1696.993896484375,0,42,305.283935546875
3,2018-01-01,3,305.4302978515625,0.0,R_A6,1.0,STANDARD,17,1698.5380859375,0,42,305.4302978515625
4,2018-01-01,4,305.5766296386719,0.0,R_A6,1.0,STANDARD,17,1700.082275390625,0,42,305.5766296386719
5,2018-01-01,5,305.7229919433594,0.0,R_A6,1.0,STANDARD,17,1701.6265869140625,0,42,305.7229919433594
6,2018-01-01,6,305.86932373046875,0.0,R_A6,1.0,STANDARD,17,1703.170654296875,0,42,305.86932373046875
7,2018-01-01,7,305.71661376953125,0.0,R_A6,1.0,STANDARD,17,1704.71484375,0,42,305.71661376953125
8,2018-01-01,8,305.86297607421875,0.0,R_A6,1.0,STANDARD,17,1706.2591552734375,0,42,305.86297607421875
9,2018-01-01,9,306.3083801269531,0.0,R_A6,1.0,STANDARD,17,1707.803466796875,0,42,306.3083801269531
10,2018-01-01,10,306.14892578125,0.0,R_A6,1.0,STANDARD,17,1709.34765625,0,42,306.14892578125
11,2018-01-01,11,306.3308410644531,0.0,R_A6,1.0,STANDARD,17,1711.2659912109375,0,42,306.3308410644531
12,2018-01-01,12,306.548095703125,0.0,R_A6,1.0,STANDARD,17,1713.558349609375,0,42,306.548095703125
13,2018-01-01,13,306.77734375,0.0,R_A6,1.0,STANDARD,17,1715.8507080078125,0,42,306.77734375
14,2018-01-01,14,306.9945983886719,0.0,R_A6,1.0,STANDARD,17,1718.1431884765625,0,42,306.9945983886719
15,2018-01-01,15,307.21185302734375,0.0,R_A6,1.0,STANDARD,17,1720.435546875,0,42,307.21185302734375
16,2018-01-01,16,307.5741271972656,0.0,R_A6,1.0,STANDARD,17,1722.72802734375,0,42,307.5741271972656
17,2018-01-01,17,307.7914123535156,0.0,R_A6,1.0,STANDARD,17,1725.0205078125,0,42,307.7914123535156
18,2018-01-01,18,307.94219970703125,0.0,R_A6,1.0,STANDARD,17,1726.611328125,0,42,307.94219970703125
25,2018-01-01,19,307.9088134765625,0.0,R_A6,1.0,STANDARD,17,1727.9166259765625,0,42,307.9088134765625
26,2018-01-01,20,308.3777160644531,0.0,R_A6,1.0,STANDARD,17,1729.6376953125,0,42,308.3777160644531
27,2018-01-01,21,308.5408630371094,0.0,R_A6,1.0,STANDARD,17,1731.35888671875,0,42,308.5408630371094
28,2018-01-01,22,308.7039794921875,0.0,R_A6,1.0,STANDARD,17,1733.080078125,0,42,308.7039794921875
29,2018-01-01,23,308.56134033203125,0.0,R_A6,1.0,STANDARD,17,1734.80126953125,0,42,308.56134033203125
1,2018-03-01,1,299.4478454589844,0.0,R_A2,0.05427882820367813,STANDARD,22,1642.965576171875,0,30,299.4478454589844
2,2018-03-01,2,299.5648193359375,0.0,R_A2,0.057042524218559265,STANDARD,22,1644.7109375,0,30,299.5648193359375
3,2018-03-01,3,299.68182373046875,0.0,R_A2,0.06099109351634979,STANDARD,22,1646.4561767578125,0,30,299.68182373046875
4,2018-03-01,4,299.7987976074219,0.0,R_A2,0.06749706715345383,STANDARD,22,1648.201416015625,0,30,299.7987976074219
5,2018-03-01,5,299.915771484375,0.0,R_A2,0.0692109614610672,STANDARD,22,1649.94677734375,0,30,299.915771484375
6,2018-03-01,6,300.03369140625,0.0,R_A2,0.30968111753463745,STANDARD,22,1651.6920166015625,0,30,300.03369140625
7,2018-03-01,7,300.153564453125,0.0,R_A2,0.8858803510665894,STANDARD,22,1653.437255859375,0,30,300.153564453125
8,2018-03-01,8,300.273193359375,0.0,R_A2,0.8821994066238403,STANDARD,22,1655.1826171875,0,30,300.273193359375
9,2018-03-01,9,300.4732360839844,0.0,R_A2,0.8931169509887695,STANDARD,22,1656.9278564453125,0,30,300.4732360839844
10,2018-03-01,10,300.60321044921875,0.0,R_A2,0.9070049524307251,STANDARD,22,1658.673095703125,0,30,300.60321044921875
11,2018-03-01,11,300.48199462890625,0.0,R_A2,0.07430487126111984,STANDARD,22,1660.585693359375,0,30,300.48199462890625
12,2018-03-01,12,300.6214599609375,0.0,R_A2,0.08223733305931091,STANDARD,22,1662.66552734375,0,30,300.6214599609375
13,2018-03-01,13,300.7617492675781,0.0,R_A2,0.45307058095932007,STANDARD,22,1664.745361328125,0,30,300.7617492675781
14,2018-03-01,14,300.9024658203125,0.0,R_A2,0.49443742632865906,STANDARD,22,1666.8251953125,0,30,300.9024658203125
15,2018-03-01,15,301.04345703125,0.0,R_A2,0.943764865398407,STANDARD,22,1668.905029296875,0,30,301.04345703125
16,2018-03-01,16,301.1843566894531,0.0,R_A2,0.9513259530067444,STANDARD,22,1670.98486328125,0,30,301.1843566894531
17,2018-03-01,17,301.32440185546875,0.0,R_A2,0.9219428300857544,STANDARD,22,1673.064697265625,0,30,301.32440185546875
18,2018-03-01,18,301.4344482421875,0.0,R_A2,0.9890637397766113,STANDARD,22,1674.703857421875,0,30,301.4344482421875
25,2018-03-01,19,303.0494079589844,-3.733000508102796e-13,R_A2,1.0,STANDARD,22,1676.137939453125,0,30,303.0494079589844
26,2018-03-01,20,303.1455383300781,0.0,R_A2,0.8501402735710144,STANDARD,22,1677.8077392578125,0,30,303.1455383300781
26,2018-03-01,21,303.6288757324219,-9.71877980383059e-16,R_A2,1.0,STANDARD,22,1682.8929443359375,0,29,303.6288757324219
27,2018-03-01,22,303.5291442871094,-2.439252129580636e-16,R_A2,1.0,STANDARD,22,1684.618896484375,0,29,303.5291442871094
28,2018-03-01,23,303.02178955078125,-1.6507643843988347e-14,R_A2,1.0,STANDARD,22,1686.344970703125,0,29,303.02178955078125
29,2018-03-01,24,303.1346130371094,-1.142668791076322e-14,R_A2,1.0,STANDARD,22,1688.071044921875,0,29,303.1346130371094
1,2018-04-28,1,283.1650695800781,-2.3807994464775106e-10,R_A5,1.0,STANDARD,31,1686.246826171875,0,20,283.1650695800781
2,2018-04-28,2,283.37353515625,-2.391958298098018e-10,R_A5,1.0,STANDARD,31,1688.4456787109375,0,20,283.37353515625
3,2018-04-28,3,283.5821838378906,-2.3700602591603115e-10,R_A5,1.0,STANDARD,31,1690.6444091796875,0,20,283.5821838378906
4,2018-04-28,4,283.79107666015625,-3.0109428839075747e-10,R_A5,1.0,STANDARD,31,1692.84326171875,0,20,283.79107666015625
5,2018-04-28,5,284.0001220703125,-2.672085053223583e-10,R_A5,1.0,STANDARD,31,1695.0419921875,0,20,284.0001220703125
6,2018-04-28,6,284.2093811035156,-2.2963916879170654e-10,R_A5,1.0,STANDARD,31,1697.2408447265625,0,20,284.2093811035156
7,2018-04-28,7,284.8121643066406,-4.891400218892672e-12,R_A5,1.0,STANDARD,31,1699.4395751953125,0,20,284.8121643066406
11,2018-04-28,8,281.90673828125,-1.776517474794126e-11,R_A5,1.0,STANDARD,31,1699.991455078125,0,21,281.90673828125
12,2018-04-28,9,282.3372802734375,-2.6016322429711636e-09,R_A5,0.9999999403953552,STANDARD,31,1701.9984130859375,0,21,282.3372802734375
13,2018-04-28,10,282.5400085449219,-1.1881912120870197e-10,R_A5,1.0,STANDARD,31,1704.00537109375,0,21,282.5400085449219
14,2018-04-28,11,282.73193359375,-2.618530392517471e-10,R_A5,1.0,STANDARD,31,1706.0123291015625,0,21,282.73193359375
15,2018-04-28,12,283.98876953125,-1.289374440549551e-10,R_A5,1.0,STANDARD,31,1708.0194091796875,0,21,283.98876953125
16,2018-04-28,13,285.9263610839844,-3.084860492053032e-11,R_A5,1.0,STANDARD,31,1710.0263671875,0,21,285.9263610839844
17,2018-04-28,14,286.1702880859375,-3.918844762584861e-11,R_A5,1.0,STANDARD,31,1712.0333251953125,0,21,286.1702880859375
18,2018-04-28,15,286.3495178222656,-7.207393015740138e-11,R_A5,1.0,STANDARD,31,1713.572265625,0,21,286.3495178222656
19,2018-04-28,16,286.42742919921875,0.0,R_A5,1.0,STANDARD,31,1714.31787109375,0,21,286.42742919921875
25,2018-04-28,17,289.6671142578125,-1.9576634757711986e-10,R_A5,1.0,STANDARD,31,1715.686767578125,0,21,289.6671142578125
26,2018-04-28,18,289.8797607421875,-1.8964674275423477e-10,R_A5,1.0,STANDARD,31,1718.0045166015625,0,21,289.8797607421875
27,2018-04-28,19,290.28765869140625,-9.446030959649968e-16,R_A5,1.0,STANDARD,31,1720.3221435546875,0,21,290.28765869140625
28,2018-04-28,20,293.3290710449219,-6.957236137682224e-17,R_A5,1.0,STANDARD,31,1722.639892578125,0,21,293.3290710449219
29,2018-04-28,21,290.1733703613281,-2.2762021915266744e-17,R_A5,1.0,STANDARD,31,1724.95751953125,0,21,290.1733703613281
1,2018-07-03,1,282.1985168457031,0.0,R_A3,0.6503875851631165,STANDARD,28,1608.0078125,0,41,282.1985168457031
2,2018-07-03,2,282.3302917480469,0.0,R_A3,0.1515556424856186,STANDARD,28,1610.0247802734375,0,41,282.3302917480469
2,2018-07-03,3,281.8581237792969,0.0,R_A3,0.14249734580516815,STANDARD,29,1603.0003662109375,0,41,281.8581237792969
3,2018-07-03,4,281.9936218261719,0.0,R_A3,0.11911565810441971,STANDARD,29,1605.0313720703125,0,41,281.9936218261719
4,2018-07-03,5,282.1292724609375,0.0,R_A3,0.174751877784729,STANDARD,29,1607.0625,0,41,282.1292724609375
5,2018-07-03,6,282.3562316894531,0.0,R_A3,0.8050873875617981,STANDARD,29,1609.093505859375,0,41,282.3562316894531
6,2018-07-03,7,282.44775390625,0.0,R_A3,0.6514771580696106,STANDARD,29,1611.12451171875,0,41,282.44775390625
7,2018-07-03,8,282.6047058105469,0.0,R_A3,0.19851647317409515,STANDARD,29,1613.155517578125,0,41,282.6047058105469
8,2018-07-03,9,282.7403869628906,0.0,R_A3,0.20135486125946045,STANDARD,29,1615.1865234375,0,41,282.7403869628906
9,2018-07-03,10,282.93414306640625,0.0,R_A3,0.7935944199562073,STANDARD,29,1617.2176513671875,0,41,282.93414306640625
10,2018-07-03,11,283.8556823730469,0.0,R_A3,0.8033864498138428,STANDARD,29,1619.2486572265625,0,41,283.8556823730469
11,2018-07-03,12,291.2656555175781,0.0,R_A3,0.04793106019496918,STANDARD,29,1621.4017333984375,0,41,291.2656555175781
12,2018-07-03,13,291.4178771972656,0.0,R_A3,0.05329514294862747,STANDARD,29,1623.6768798828125,0,41,291.4178771972656
13,2018-07-03,14,291.5708312988281,0.0,R_A3,0.36815688014030457,STANDARD,29,1625.9520263671875,0,41,291.5708312988281
14,2018-07-03,15,291.72607421875,0.0,R_A3,0.23546741902828217,STANDARD,29,1628.2271728515625,0,41,291.72607421875
15,2018-07-03,16,291.85662841796875,0.0,R_A3,0.4999958276748657,STANDARD,29,1630.50244140625,0,41,291.85662841796875
16,2018-07-03,17,291.9706115722656,0.0,R_A3,0.8047513365745544,STANDARD,29,1632.384521484375,0,41,291.9706115722656
25,2018-07-03,18,287.17767333984375,0.0,R_A3,0.3085458278656006,STANDARD,29,1634.8851318359375,0,41,287.17767333984375
26,2018-07-03,19,287.3958435058594,0.0,R_A3,0.04320615157485008,STANDARD,29,1638.39697265625,0,41,287.3958435058594
27,2018-07-03,20,287.6313781738281,0.0,R_A3,0.1660950779914856,STANDARD,29,1641.9088134765625,0,41,287.6313781738281
28,2018-07-03,21,290.29962158203125,-2.0980862446701165e-12,R_A3,1.0,STANDARD,29,1645.420654296875,0,41,290.29962158203125
29,2018-07-03,22,288.00225830078125,0.0,R_A3,0.21691007912158966,STANDARD,29,1648.9324951171875,0,41,288.00225830078125
1,2018-09-12,1,281.7043151855469,0.0,R_A4,0.04826755076646805,STANDARD,30,1629.8583984375,0,52,281.7043151855469
1,2018-09-12,2,281.4626770019531,0.0,R_A4,0.04774240031838417,STANDARD,31,1625.607177734375,0,52,281.4626770019531
2,2018-09-12,3,281.60260009765625,0.0,R_A4,0.04967716336250305,STANDARD,31,1627.703857421875,0,52,281.60260009765625
3,2018-09-12,4,281.7425537109375,0.0,R_A4,0.0503605455160141,STANDARD,31,1629.800537109375,0,52,281.7425537109375
4,2018-09-12,5,281.88250732421875,0.0,R_A4,0.05300993472337723,STANDARD,31,1631.8970947265625,0,52,281.88250732421875
5,2018-09-12,6,282.0229797363281,0.0,R_A4,0.24170604348182678,STANDARD,31,1633.9937744140625,0,52,282.0229797363281
5,2018-09-12,7,282.0068054199219,0.0,R_A4,0.05258473381400108,STANDARD,32,1633.3587646484375,0,52,282.0068054199219
6,2018-09-12,8,282.13433837890625,0.0,R_A4,0.05800875648856163,STANDARD,32,1635.2691650390625,0,52,282.13433837890625
6,2018-09-12,9,282.0580749511719,0.0,R_A4,0.05606813356280327,STANDARD,32,1634.876220703125,0,51,282.0580749511719
5,2018-09-12,10,281.9344787597656,0.0,R_A4,0.05396183207631111,STANDARD,32,1633.0238037109375,0,51,281.9344787597656
5,2018-09-12,11,282.2318420410156,0.0,R_A4,0.1401442438364029,STANDARD,33,1637.2681884765625,0,51,282.2318420410156
4,2018-09-12,12,282.1078186035156,0.0,R_A4,0.05549465864896774,STANDARD,33,1635.4136962890625,0,51,282.1078186035156
4,2018-09-12,13,282.26141357421875,0.0,R_A4,0.06042618304491043,STANDARD,33,1638.5504150390625,0,50,282.26141357421875
4,2018-09-12,14,282.3276672363281,0.0,R_A4,0.06099420785903931,STANDARD,34,1639.9718017578125,0,50,282.3276672363281
3,2018-09-12,15,282.1980895996094,0.0,R_A4,0.058544643223285675,STANDARD,34,1638.029296875,0,50,282.1980895996094
4,2018-09-12,16,282.4579772949219,0.0,R_A4,0.06147996336221695,STANDARD,35,1643.2781982421875,0,50,282.4579772949219
3,2018-09-12,17,282.33294677734375,0.0,R_A4,0.09947506338357925,STANDARD,35,1641.40283203125,0,50,282.33294677734375
3,2018-09-12,18,282.3363037109375,0.0,R_A4,0.12386994063854218,STANDARD,35,1642.2979736328125,0,49,282.3363037109375
2,2018-09-12,19,282.20965576171875,0.0,R_A4,0.22695887088775635,STANDARD,35,1640.4085693359375,0,49,282.20965576171875
28,2018-09-12,20,278.9808044433594,0.0,R_A4,0.053501080721616745,STANDARD,36,1643.5079345703125,0,49,278.9808044433594
28,2018-09-12,21,278.3845520019531,0.0,R_A4,0.05303088575601578,STANDARD,36,1638.8731689453125,0,48,278.3845520019531
28,2018-09-12,22,279.2100830078125,0.0,R_A4,0.08750078827142715,STANDARD,37,1647.2325439453125,0,48,279.2100830078125
28,2018-09-12,23,279.76287841796875,0.0,R_A4,0.06560701131820679,STANDARD,38,1651.692138671875,0,48,279.76287841796875
28,2018-09-12,24,279.7498474121094,0.0,R_A4,0.06543707102537155,STANDARD,38,1654.5528564453125,0,47,279.7498474121094
1,2018-11-07,1,278.71856689453125,-9.7570569679295e-11,R_A6,1.0,STANDARD,17,1695.4495849609375,0,42,278.71856689453125
2,2018-11-07,2,279.170654296875,-5.484203369210405e-11,R_A6,1.0,STANDARD,17,1696.993896484375,0,42,279.170654296875
3,2018-11-07,3,279.3355712890625,-5.478331330244224e-12,R_A6,1.0,STANDARD,17,1698.5380859375,0,42,279.3355712890625
4,2018-11-07,4,279.53936767578125,-1.690108421053757e-13,R_A6,1.0,STANDARD,17,1700.082275390625,0,42,279.53936767578125
5,2018-11-07,5,279.7441711425781,-1.7748622667054792e-13,R_A6,1.0,STANDARD,17,1701.6265869140625,0,42,279.7441711425781
6,2018-11-07,6,279.9226989746094,-2.7046461316231063e-13,R_A6,1.0,STANDARD,17,1703.170654296875,0,42,279.9226989746094
7,2018-11-07,7,279.78070068359375,-4.215630448889396e-12,R_A6,1.0,STANDARD,17,1704.71484375,0,42,279.78070068359375
8,2018-11-07,8,279.9269714355469,-3.938216940058137e-12,R_A6,1.0,STANDARD,17,1706.2591552734375,0,42,279.9269714355469
9,2018-11-07,9,280.3800354003906,-1.467018672339504e-12,R_A6,1.0,STANDARD,17,1707.803466796875,0,42,280.3800354003906
