CONJPOS,DRAWDOWN,DEPTH,SGAS,SWAT,WELL,DATE,CONIDX,CONIPOS,PRESSURE,CONBPRES,WELLMODEL,CONKPOS
48,0,1651.210693359375,0.0,0.6499165296554565,R_A4,2018-09-12,24,38,289.0455017089844,289.0455017089844,STANDARD,29
47,0,1659.056640625,0.0,0.2901904284954071,R_A4,2018-09-12,25,38,289.8004455566406,289.8004455566406,STANDARD,29
42,0,1695.2213134765625,1.5560285788251656e-19,1.0,R_A6,2018-11-07,1,17,272.92987060546875,272.92987060546875,STANDARD,1
42,0,1696.766845703125,7.071293699372779e-20,1.0,R_A6,2018-11-07,2,17,273.0777587890625,273.0777587890625,STANDARD,2
42,0,1698.3125,5.821856124922184e-20,1.0,R_A6,2018-11-07,3,17,273.2267761230469,273.2267761230469,STANDARD,3
42,0,1699.858154296875,4.4729258480050787e-20,1.0,R_A6,2018-11-07,4,17,273.3768005371094,273.3768005371094,STANDARD,4
42,0,1701.40380859375,7.649064493839437e-20,1.0,R_A6,2018-11-07,5,17,273.5260009765625,273.5260009765625,STANDARD,5
42,0,1702.9493408203125,1.0173630673154636e-16,1.0,R_A6,2018-11-07,6,17,273.6739807128906,273.6739807128906,STANDARD,6
42,0,1704.494873046875,1.5403030771512415e-16,1.0,R_A6,2018-11-07,7,17,273.5052490234375,273.5052490234375,STANDARD,7
42,0,1706.04052734375,7.257851439385226e-17,1.0,R_A6,2018-11-07,8,17,273.6404724121094,273.6404724121094,STANDARD,8
42,0,1707.586181640625,2.3576070790026248e-20,1.0,R_A6,2018-11-07,9,17,274.0854187011719,274.0854187011719,STANDARD,9
42,0,1709.1318359375,0.0,1.0,R_A6,2018-11-07,10,17,274.2315979003906,274.2315979003906,STANDARD,10
42,0,1711.04296875,-4.856479222911746e-19,1.0,R_A6,2018-11-07,11,17,282.4900817871094,282.4900817871094,STANDARD,11
42,0,1713.319580078125,-1.963288239229264e-19,1.0,R_A6,2018-11-07,12,17,282.7186279296875,282.7186279296875,STANDARD,12
42,0,1715.5963134765625,-1.7864110779360563e-20,1.0,R_A6,2018-11-07,13,17,282.9552917480469,282.9552917480469,STANDARD,13
42,0,1717.873046875,-1.2307843285200976e-20,1.0,R_A6,2018-11-07,14,17,283.1709289550781,283.1709289550781,STANDARD,14
42,0,1720.1497802734375,-8.526594717861515e-21,1.0,R_A6,2018-11-07,15,17,283.38690185546875,283.38690185546875,STANDARD,15
42,0,1722.426513671875,-2.581197108580941e-21,1.0,R_A6,2018-11-07,16,17,283.748291015625,283.748291015625,STANDARD,16
42,0,1724.703125,-4.3650385547908626e-21,1.0,R_A6,2018-11-07,17,17,283.9645080566406,283.9645080566406,STANDARD,17
42,0,1726.349853515625,-3.689136674694139e-21,1.0,R_A6,2018-11-07,18,17,284.1206359863281,284.1206359863281,STANDARD,18
42,0,1727.719970703125,-4.015931985582972e-21,1.0,R_A6,2018-11-07,19,17,285.44696044921875,285.44696044921875,STANDARD,27
42,0,1729.443115234375,-4.321975536339507e-27,1.0,R_A6,2018-11-07,20,17,285.8420715332031,285.8420715332031,STANDARD,28
42,0,1731.1663818359375,-5.1777480626533926e-28,1.0,R_A6,2018-11-07,21,17,286.6710510253906,286.6710510253906,STANDARD,29
42,0,1732.8896484375,-4.778052602909278e-25,1.0,R_A6,2018-11-07,22,17,286.6606140136719,286.6606140136719,STANDARD,30
42,0,1734.61279296875,-1.1218534821377121e-22,1.0,R_A6,2018-11-07,23,17,286.2154235839844,286.2154235839844,STANDARD,31
