CONBPRES,CONIPOS,PRESSURE,CONKPOS,DRAWDOWN,WELL,DEPTH,SWAT,WELLMODEL,CONJPOS,SGAS,DATE,CONIDX
301.5780029296875,38,301.5780029296875,28,0,R_A4,1653.926025390625,0.7031533718109131,STANDARD,48,0.0,2018-01-01,22
301.2015686035156,38,301.2015686035156,27,0,R_A4,1648.3131103515625,0.05729823186993599,STANDARD,48,0.0,2018-01-01,23
301.9400634765625,38,301.9400634765625,27,0,R_A4,1659.324462890625,0.0674549862742424,STANDARD,47,0.0,2018-01-01,24
304.2409362792969,31,304.2409362792969,1,0,R_A5,1685.9874267578125,1.0,STANDARD,20,0.0,2018-01-01,1
304.1466979980469,31,304.1466979980469,2,0,R_A5,1688.219970703125,1.0,STANDARD,20,0.0,2018-01-01,2
304.3582763671875,31,304.3582763671875,3,0,R_A5,1690.45263671875,1.0,STANDARD,20,0.0,2018-01-01,3
304.5698547363281,31,304.5698547363281,4,0,R_A5,1692.685302734375,1.0,STANDARD,20,0.0,2018-01-01,4
304.78143310546875,31,304.78143310546875,5,0,R_A5,1694.91796875,1.0,STANDARD,20,0.0,2018-01-01,5
305.2987976074219,31,305.2987976074219,6,0,R_A5,1697.150634765625,1.0,STANDARD,20,0.0,2018-01-01,6
305.5103759765625,31,305.5103759765625,7,0,R_A5,1699.3831787109375,1.0,STANDARD,20,0.0,2018-01-01,7
304.4956359863281,31,304.4956359863281,7,0,R_A5,1688.67529296875,1.0,STANDARD,21,0.0,2018-01-01,8
305.1312255859375,31,305.1312255859375,11,0,R_A5,1698.607666015625,1.0,STANDARD,21,0.0,2018-01-01,9
305.32110595703125,31,305.32110595703125,12,0,R_A5,1700.611328125,1.0,STANDARD,21,0.0,2018-01-01,10
305.52294921875,31,305.52294921875,13,0,R_A5,1702.6148681640625,1.0,STANDARD,21,0.0,2018-01-01,11
305.7127990722656,31,305.7127990722656,14,0,R_A5,1704.618408203125,1.0,STANDARD,21,0.0,2018-01-01,12
305.9026794433594,31,305.9026794433594,15,0,R_A5,1706.621826171875,1.0,STANDARD,21,0.0,2018-01-01,13
306.2375793457031,31,306.2375793457031,16,0,R_A5,1708.6253662109375,1.0,STANDARD,21,0.0,2018-01-01,14
306.4274597167969,31,306.4274597167969,17,0,R_A5,1710.62890625,1.0,STANDARD,21,0.0,2018-01-01,15
306.5952453613281,31,306.5952453613281,18,0,R_A5,1712.3995361328125,1.0,STANDARD,21,0.0,2018-01-01,16
306.69183349609375,31,306.69183349609375,19,0,R_A5,1713.418701171875,1.0,STANDARD,21,0.0,2018-01-01,17
306.7392883300781,31,306.7392883300781,20,0,R_A5,1713.9193115234375,1.0,STANDARD,21,0.0,2018-01-01,18
306.7204284667969,31,306.7204284667969,26,0,R_A5,1715.3780517578125,1.0,STANDARD,21,0.0,2018-01-01,19
306.9417419433594,31,306.9417419433594,27,0,R_A5,1717.7130126953125,1.0,STANDARD,21,0.0,2018-01-01,20
307.46881103515625,31,307.46881103515625,28,0,R_A5,1720.0478515625,1.0,STANDARD,21,0.0,2018-01-01,21
307.38433837890625,31,307.38433837890625,29,0,R_A5,1722.3828125,1.0,STANDARD,21,0.0,2018-01-01,22
307.6056213378906,31,307.6056213378906,30,0,R_A5,1724.7177734375,1.0,STANDARD,21,0.0,2018-01-01,23
305.1856384277344,17,305.1856384277344,1,0,R_A6,1695.956298828125,1.0,STANDARD,42,0.0,2018-01-01,1
305.3334045410156,17,305.3334045410156,2,0,R_A6,1697.515869140625,1.0,STANDARD,42,0.0,2018-01-01,2
305.481201171875,17,305.481201171875,3,0,R_A6,1699.0753173828125,1.0,STANDARD,42,0.0,2018-01-01,3
305.6289978027344,17,305.6289978027344,4,0,R_A6,1700.634765625,1.0,STANDARD,42,0.0,2018-01-01,4
305.77679443359375,17,305.77679443359375,5,0,R_A6,1702.1942138671875,1.0,STANDARD,42,0.0,2018-01-01,5
305.9245910644531,17,305.9245910644531,6,0,R_A6,1703.7537841796875,1.0,STANDARD,42,0.0,2018-01-01,6
305.7733154296875,17,305.7733154296875,7,0,R_A6,1705.313232421875,1.0,STANDARD,42,0.0,2018-01-01,7
306.22015380859375,17,306.22015380859375,8,0,R_A6,1706.872802734375,1.0,STANDARD,42,0.0,2018-01-01,8
306.3679504394531,17,306.3679504394531,9,0,R_A6,1708.4322509765625,1.0,STANDARD,42,0.0,2018-01-01,9
306.2099609375,17,306.2099609375,10,0,R_A6,1709.99169921875,1.0,STANDARD,42,0.0,2018-01-01,10
306.3929443359375,17,306.3929443359375,11,0,R_A6,1711.921142578125,1.0,STANDARD,42,0.0,2018-01-01,11
306.6108703613281,17,306.6108703613281,12,0,R_A6,1714.220458984375,1.0,STANDARD,42,0.0,2018-01-01,12
306.8407287597656,17,306.8407287597656,13,0,R_A6,1716.519775390625,1.0,STANDARD,42,0.0,2018-01-01,13
307.05865478515625,17,307.05865478515625,14,0,R_A6,1718.819091796875,1.0,STANDARD,42,0.0,2018-01-01,14
307.2765808105469,17,307.2765808105469,15,0,R_A6,1721.118408203125,1.0,STANDARD,42,0.0,2018-01-01,15
307.6394958496094,17,307.6394958496094,16,0,R_A6,1723.417724609375,1.0,STANDARD,42,0.0,2018-01-01,16
307.857421875,17,307.857421875,17,0,R_A6,1725.717041015625,1.0,STANDARD,42,0.0,2018-01-01,17
308.0135192871094,17,308.0135192871094,18,0,R_A6,1727.3638916015625,1.0,STANDARD,42,0.0,2018-01-01,18
307.98583984375,17,307.98583984375,26,0,R_A6,1728.7293701171875,1.0,STANDARD,42,0.0,2018-01-01,19
308.45623779296875,17,308.45623779296875,27,0,R_A6,1730.466064453125,1.0,STANDARD,42,0.0,2018-01-01,20
308.6208190917969,17,308.6208190917969,28,0,R_A6,1732.20263671875,1.0,STANDARD,42,0.0,2018-01-01,21
308.7854309082031,17,308.7854309082031,29,0,R_A6,1733.9393310546875,1.0,STANDARD,42,0.0,2018-01-01,22
308.64422607421875,17,308.64422607421875,30,0,R_A6,1735.676025390625,1.0,STANDARD,42,0.0,2018-01-01,23
299.2236633300781,22,299.2236633300781,1,0,R_A2,1642.917236328125,0.055773522704839706,STANDARD,30,0.0,2018-03-01,1
299.33929443359375,22,299.33929443359375,2,0,R_A2,1644.642578125,0.05754636228084564,STANDARD,30,0.0,2018-03-01,2
299.4549560546875,22,299.4549560546875,3,0,R_A2,1646.367919921875,0.06210780143737793,STANDARD,30,0.0,2018-03-01,3
299.57061767578125,22,299.57061767578125,4,0,R_A2,1648.0933837890625,0.06774859130382538,STANDARD,30,0.0,2018-03-01,4
299.686279296875,22,299.686279296875,5,0,R_A2,1649.8187255859375,0.07211865484714508,STANDARD,30,0.0,2018-03-01,5
299.8290100097656,22,299.8290100097656,6,0,R_A2,1651.544189453125,0.31283998489379883,STANDARD,30,0.0,2018-03-01,6
299.9453430175781,22,299.9453430175781,7,0,R_A2,1653.2696533203125,0.8880069851875305,STANDARD,30,0.0,2018-03-01,7
300.06640625,22,300.06640625,8,0,R_A2,1654.9949951171875,0.8683140873908997,STANDARD,30,0.0,2018-03-01,8
300.302734375,22,300.302734375,9,0,R_A2,1656.7203369140625,0.8982568383216858,STANDARD,30,0.0,2018-03-01,9
300.5501403808594,22,300.5501403808594,10,0,R_A2,1658.44580078125,0.9076507687568665,STANDARD,30,0.0,2018-03-01,10
300.90728759765625,22,300.90728759765625,11,0,R_A2,1660.30126953125,0.07362443208694458,STANDARD,30,0.0,2018-03-01,11
301.47845458984375,22,301.47845458984375,13,0,R_A2,1664.27197265625,0.45595479011535645,STANDARD,30,0.0,2018-03-01,12
301.6116027832031,22,301.6116027832031,14,0,R_A2,1666.25732421875,0.5030736327171326,STANDARD,30,0.0,2018-03-01,13
301.7437438964844,22,301.7437438964844,15,0,R_A2,1668.24267578125,0.9417459964752197,STANDARD,30,0.0,2018-03-01,14
301.87640380859375,22,301.87640380859375,16,0,R_A2,1670.22802734375,0.9619394540786743,STANDARD,30,0.0,2018-03-01,15
301.9418029785156,22,301.9418029785156,16,0,R_A2,1671.7132568359375,0.9891449213027954,STANDARD,29,0.0,2018-03-01,16
302.08050537109375,22,302.08050537109375,17,0,R_A2,1673.783447265625,0.9657038450241089,STANDARD,29,0.0,2018-03-01,17
302.2113952636719,22,302.2113952636719,18,0,R_A2,1675.73583984375,0.9992607831954956,STANDARD,29,0.0,2018-03-01,18
302.9698791503906,22,302.9698791503906,26,0,R_A2,1677.673828125,1.0,STANDARD,29,9.313678842916284e-14,2018-03-01,19
303.28668212890625,22,303.28668212890625,27,0,R_A2,1679.44482421875,1.0,STANDARD,29,3.483099767810638e-14,2018-03-01,20
303.0325927734375,22,303.0325927734375,28,0,R_A2,1681.2158203125,1.0,STANDARD,29,5.939292704567126e-14,2018-03-01,21
303.60528564453125,22,303.60528564453125,29,0,R_A2,1682.98681640625,1.0,STANDARD,29,1.6844581691944846e-14,2018-03-01,22
303.9462585449219,22,303.9462585449219,30,0,R_A2,1684.7578125,1.0,STANDARD,29,3.501077068028221e-15,2018-03-01,23
263.6751708984375,31,263.6751708984375,1,0,R_A5,1685.9874267578125,1.0,STANDARD,20,-1.3088295778831222e-23,2018-04-28,1
263.5805358886719,31,263.5805358886719,2,0,R_A5,1688.219970703125,1.0,STANDARD,20,-3.7731832408227067e-23,2018-04-28,2
263.79132080078125,31,263.79132080078125,3,0,R_A5,1690.45263671875,1.0,STANDARD,20,-4.2866174630625094e-23,2018-04-28,3
264.0018615722656,31,264.0018615722656,4,0,R_A5,1692.685302734375,1.0,STANDARD,20,-4.4942156766022813e-23,2018-04-28,4
264.2127380371094,31,264.2127380371094,5,0,R_A5,1694.91796875,1.0,STANDARD,20,-5.20599729831851e-23,2018-04-28,5
264.6654968261719,31,264.6654968261719,6,0,R_A5,1697.150634765625,1.0,STANDARD,20,-1.4557375665406208e-23,2018-04-28,6
264.8905334472656,31,264.8905334472656,7,0,R_A5,1699.3831787109375,1.0,STANDARD,20,-1.1485177528317933e-25,2018-04-28,7
263.4886474609375,31,263.4886474609375,7,0,R_A5,1688.67529296875,1.0,STANDARD,21,-1.5903509791633658e-13,2018-04-28,8
270.9935302734375,31,270.9935302734375,11,0,R_A5,1698.607666015625,1.0,STANDARD,21,-3.5958746397168895e-11,2018-04-28,9
271.1806640625,31,271.1806640625,12,0,R_A5,1700.611328125,1.0,STANDARD,21,-1.5100889289021424e-11,2018-04-28,10
271.38153076171875,31,271.38153076171875,13,0,R_A5,1702.6148681640625,1.0,STANDARD,21,-1.4120934239622573e-12,2018-04-28,11
271.5709533691406,31,271.5709533691406,14,0,R_A5,1704.618408203125,1.0,STANDARD,21,-2.888673675260911e-12,2018-04-28,12
271.7607116699219,31,271.7607116699219,15,0,R_A5,1706.621826171875,1.0,STANDARD,21,-7.833302149290455e-13,2018-04-28,13
272.09698486328125,31,272.09698486328125,16,0,R_A5,1708.6253662109375,1.0,STANDARD,21,-4.306273762057222e-13,2018-04-28,14
272.2900695800781,31,272.2900695800781,17,0,R_A5,1710.62890625,1.0,STANDARD,21,-2.609288111098118e-13,2018-04-28,15
272.4590148925781,31,272.4590148925781,18,0,R_A5,1712.3995361328125,1.0,STANDARD,21,-4.607306289955426e-13,2018-04-28,16
272.55523681640625,31,272.55523681640625,19,0,R_A5,1713.418701171875,1.0,STANDARD,21,0.0,2018-04-28,17
272.60260009765625,31,272.60260009765625,20,0,R_A5,1713.9193115234375,1.0,STANDARD,21,0.0,2018-04-28,18
281.7042541503906,31,281.7042541503906,26,0,R_A5,1715.3780517578125,1.0,STANDARD,21,-1.4705072229337368e-11,2018-04-28,19
281.9255065917969,31,281.9255065917969,27,0,R_A5,1717.7130126953125,1.0,STANDARD,21,-1.651047701334285e-11,2018-04-28,20
284.2478332519531,31,284.2478332519531,28,0,R_A5,1720.0478515625,1.0,STANDARD,21,-1.0355838048020877e-17,2018-04-28,21
282.4543762207031,31,282.4543762207031,29,0,R_A5,1722.3828125,1.0,STANDARD,21,-9.761182313827721e-12,2018-04-28,22
282.67523193359375,31,282.67523193359375,30,0,R_A5,1724.7177734375,1.0,STANDARD,21,-1.0122670930645672e-11,2018-04-28,23
289.7166442871094,28,289.7166442871094,1,0,R_A3,1611.7757568359375,0.6488292813301086,STANDARD,41,0.0,2018-07-03,1
289.8614807128906,28,289.8614807128906,2,0,R_A3,1613.875244140625,0.2004123330116272,STANDARD,41,0.0,2018-07-03,2
290.0019226074219,28,290.0019226074219,3,0,R_A3,1615.974609375,0.1961672604084015,STANDARD,41,0.0,2018-07-03,3
290.142333984375,28,290.142333984375,4,0,R_A3,1618.073974609375,0.13789696991443634,STANDARD,41,0.0,2018-07-03,4
288.97906494140625,29,288.97906494140625,4,0,R_A3,1601.7724609375,0.22530055046081543,STANDARD,41,0.0,2018-07-03,5
289.1725158691406,29,289.1725158691406,5,0,R_A3,1604.0447998046875,0.8086826205253601,STANDARD,41,0.0,2018-07-03,6
289.3132629394531,29,289.3132629394531,6,0,R_A3,1606.317138671875,0.6487526297569275,STANDARD,41,0.0,2018-07-03,7
289.4750061035156,29,289.4750061035156,7,0,R_A3,1608.5894775390625,0.19203169643878937,STANDARD,41,0.0,2018-07-03,8
289.62701416015625,29,289.62701416015625,8,0,R_A3,1610.86181640625,0.19426769018173218,STANDARD,41,0.0,2018-07-03,9
289.8215026855469,29,289.8215026855469,9,0,R_A3,1613.1341552734375,0.7890185713768005,STANDARD,41,0.0,2018-07-03,10
290.7146911621094,29,290.7146911621094,10,0,R_A3,1615.406494140625,0.7957589626312256,STANDARD,41,0.0,2018-07-03,11
298.45269775390625,29,298.45269775390625,11,0,R_A3,1617.7227783203125,0.047893133014440536,STANDARD,41,0.0,2018-07-03,12
298.6108703613281,29,298.6108703613281,12,0,R_A3,1620.0828857421875,0.05299614742398262,STANDARD,41,0.0,2018-07-03,13
298.7691955566406,29,298.7691955566406,13,0,R_A3,1622.443115234375,0.37063196301460266,STANDARD,41,0.0,2018-07-03,14
298.9336242675781,29,298.9336242675781,14,0,R_A3,1624.80322265625,0.2231709212064743,STANDARD,41,0.0,2018-07-03,15
299.16168212890625,29,299.16168212890625,15,0,R_A3,1627.163330078125,0.48980873823165894,STANDARD,41,0.0,2018-07-03,16
299.3033142089844,29,299.3033142089844,16,0,R_A3,1629.27490234375,0.8048591613769531,STANDARD,41,0.0,2018-07-03,17
299.38006591796875,29,299.38006591796875,17,0,R_A3,1630.4189453125,0.8153321743011475,STANDARD,41,0.0,2018-07-03,18
294.7931823730469,29,294.7931823730469,26,0,R_A3,1632.5595703125,1.0,STANDARD,41,-7.405218105382971e-10,2018-07-03,19
291.9105529785156,29,291.9105529785156,27,0,R_A3,1636.4154052734375,0.04624621197581291,STANDARD,41,0.0,2018-07-03,20
292.1685485839844,29,292.1685485839844,28,0,R_A3,1640.271240234375,0.0508277602493763,STANDARD,41,0.0,2018-07-03,21
292.4267883300781,29,292.4267883300781,29,0,R_A3,1644.127197265625,0.6486945748329163,STANDARD,41,0.0,2018-07-03,22
292.6850891113281,29,292.6850891113281,30,0,R_A3,1647.9830322265625,0.06322934478521347,STANDARD,41,0.0,2018-07-03,23
284.7325744628906,30,284.7325744628906,1,0,R_A4,1632.733154296875,0.05111756548285484,STANDARD,52,0.0,2018-09-12,1
284.44879150390625,31,284.44879150390625,1,0,R_A4,1626.7164306640625,0.04949577897787094,STANDARD,52,0.0,2018-09-12,2
284.5899353027344,31,284.5899353027344,2,0,R_A4,1628.829833984375,0.05076449364423752,STANDARD,52,0.0,2018-09-12,3
284.7310485839844,31,284.7310485839844,3,0,R_A4,1630.943359375,0.0513872466981411,STANDARD,52,0.0,2018-09-12,4
284.8721923828125,31,284.8721923828125,4,0,R_A4,1633.0567626953125,0.05454476177692413,STANDARD,52,0.0,2018-09-12,5
284.80413818359375,32,284.80413818359375,4,0,R_A4,1630.4140625,0.05300990864634514,STANDARD,52,0.0,2018-09-12,6
284.9317932128906,32,284.9317932128906,5,0,R_A4,1632.3260498046875,0.05487968027591705,STANDARD,52,0.0,2018-09-12,7
285.1971740722656,32,285.1971740722656,5,0,R_A4,1637.574462890625,0.06082324683666229,STANDARD,51,0.0,2018-09-12,8
285.072998046875,32,285.072998046875,4,0,R_A4,1635.7144775390625,0.05785679817199707,STANDARD,51,0.0,2018-09-12,9
285.2755126953125,33,285.2755126953125,4,0,R_A4,1636.9534912109375,0.05872973054647446,STANDARD,51,0.0,2018-09-12,10
285.1506652832031,33,285.1506652832031,3,0,R_A4,1635.0849609375,0.05671965703368187,STANDARD,51,0.0,2018-09-12,11
285.63275146484375,33,285.63275146484375,4,0,R_A4,1643.8431396484375,0.06134016066789627,STANDARD,50,0.0,2018-09-12,12
285.60302734375,34,285.60302734375,4,0,R_A4,1641.7906494140625,0.0615387037396431,STANDARD,50,0.0,2018-09-12,13
285.4736633300781,34,285.4736633300781,3,0,R_A4,1639.855224609375,0.06171422451734543,STANDARD,50,0.0,2018-09-12,14
285.6473083496094,35,285.6473083496094,3,0,R_A4,1640.5006103515625,0.0815739780664444,STANDARD,50,0.0,2018-09-12,15
284.2366943359375,35,284.2366943359375,30,0,R_A4,1641.8695068359375,0.05384160578250885,STANDARD,49,0.0,2018-09-12,16
283.85638427734375,35,283.85638427734375,29,0,R_A4,1636.174560546875,0.18993860483169556,STANDARD,49,0.0,2018-09-12,17
284.3158874511719,36,284.3158874511719,29,0,R_A4,1643.065185546875,0.27125850319862366,STANDARD,49,0.0,2018-09-12,18
284.4122009277344,36,284.4122009277344,29,0,R_A4,1644.472412109375,0.27395638823509216,STANDARD,48,0.0,2018-09-12,19
284.8764343261719,37,284.8764343261719,29,0,R_A4,1651.5643310546875,0.6495547890663147,STANDARD,48,0.0,2018-09-12,20
284.5093994140625,37,284.5093994140625,28,0,R_A4,1646.1524658203125,0.6601197719573975,STANDARD,48,0.0,2018-09-12,21
285.02508544921875,38,285.02508544921875,28,0,R_A4,1653.926025390625,0.722899317741394,STANDARD,48,0.0,2018-09-12,22
284.6310119628906,38,284.6310119628906,27,0,R_A4,1648.3131103515625,0.061636026948690414,STANDARD,48,0.0,2018-09-12,23
285.38909912109375,38,285.38909912109375,27,0,R_A4,1659.324462890625,0.07921278476715088,STANDARD,47,0.0,2018-09-12,24
275.4633483886719,17,275.4633483886719,1,0,R_A6,1695.956298828125,1.0,STANDARD,42,-2.62854278273994e-12,2018-11-07,1
275.60870361328125,17,275.60870361328125,2,0,R_A6,1697.515869140625,1.0,STANDARD,42,-1.3105809840152638e-12,2018-11-07,2
275.7499084472656,17,275.7499084472656,3,0,R_A6,1699.0753173828125,1.0,STANDARD,42,-1.0431891895451573e-12,2018-11-07,3
275.8864440917969,17,275.8864440917969,4,0,R_A6,1700.634765625,1.0,STANDARD,42,-9.390691349531188e-13,2018-11-07,4
276.0204772949219,17,276.0204772949219,5,0,R_A6,1702.1942138671875,1.0,STANDARD,42,-1.1080345625399945e-12,2018-11-07,5
276.1583557128906,17,276.1583557128906,6,0,R_A6,1703.7537841796875,1.0,STANDARD,42,-6.108242384117446e-11,2018-11-07,6
