WELL,PRESSURE,SGAS,DRAWDOWN,WELLMODEL,DEPTH,CONBPRES,CONIDX,CONJPOS,SWAT,CONIPOS,CONKPOS,DATE
R_A4,300.45672607421875,0.0,0,STANDARD,1637.819580078125,300.45672607421875,14,50,0.18323945999145508,35,3,2018-01-01
R_A4,300.3422546386719,0.0,0,STANDARD,1636.1123046875,300.3422546386719,15,50,0.22399118542671204,35,2,2018-01-01
R_A4,300.6139831542969,0.0,0,STANDARD,1640.164794921875,300.6139831542969,16,49,0.10433244705200195,35,31,2018-01-01
R_A4,300.7593994140625,0.0,0,STANDARD,1642.3333740234375,300.7593994140625,17,49,0.19459202885627747,36,31,2018-01-01
R_A4,300.957275390625,0.0,0,STANDARD,1645.284423828125,300.957275390625,18,48,0.05738674849271774,36,31,2018-01-01
R_A4,301.14251708984375,0.0,0,STANDARD,1648.0469970703125,301.14251708984375,19,48,0.6481541991233826,37,31,2018-01-01
R_A4,301.3177795410156,0.0,0,STANDARD,1650.6605224609375,301.3177795410156,20,48,0.6481541991233826,38,31,2018-01-01
R_A4,302.1174011230469,0.0,0,STANDARD,1662.5826416015625,302.1174011230469,21,47,0.6481541991233826,38,31,2018-01-01
R_A5,304.06817626953125,0.0,0,STANDARD,1684.1644287109375,304.06817626953125,1,20,1.0,31,1,2018-01-01
R_A5,303.9706726074219,0.0,0,STANDARD,1686.362548828125,303.9706726074219,2,20,1.0,31,2,2018-01-01
R_A5,304.1789855957031,0.0,0,STANDARD,1688.560546875,304.1789855957031,3,20,1.0,31,3,2018-01-01
R_A5,304.38726806640625,0.0,0,STANDARD,1690.7586669921875,304.38726806640625,4,20,1.0,31,4,2018-01-01
R_A5,304.5955810546875,0.0,0,STANDARD,1692.956787109375,304.5955810546875,5,20,1.0,31,5,2018-01-01
R_A5,304.80389404296875,0.0,0,STANDARD,1695.155029296875,304.80389404296875,6,20,1.0,31,6,2018-01-01
R_A5,305.3179931640625,0.0,0,STANDARD,1697.35302734375,305.3179931640625,7,20,1.0,31,7,2018-01-01
R_A5,305.2272644042969,0.0,0,STANDARD,1699.5511474609375,305.2272644042969,8,20,1.0,31,8,2018-01-01
R_A5,305.4355773925781,0.0,0,STANDARD,1701.749267578125,305.4355773925781,9,20,1.0,31,9,2018-01-01
R_A5,304.8808898925781,0.0,0,STANDARD,1695.8963623046875,304.8808898925781,10,21,1.0,31,9,2018-01-01
R_A5,305.30810546875,0.0,0,STANDARD,1700.4742431640625,305.30810546875,11,21,1.0,31,11,2018-01-01
R_A5,305.50677490234375,0.0,0,STANDARD,1702.570556640625,305.50677490234375,12,21,1.0,31,12,2018-01-01
R_A5,305.7174072265625,0.0,0,STANDARD,1704.6668701171875,305.7174072265625,13,21,1.0,31,13,2018-01-01
R_A5,305.91607666015625,0.0,0,STANDARD,1706.76318359375,305.91607666015625,14,21,1.0,31,14,2018-01-01
R_A5,306.11474609375,0.0,0,STANDARD,1708.8594970703125,306.11474609375,15,21,1.0,31,15,2018-01-01
R_A5,306.45843505859375,0.0,0,STANDARD,1710.955810546875,306.45843505859375,16,21,1.0,31,16,2018-01-01
R_A5,306.6571044921875,0.0,0,STANDARD,1713.05224609375,306.6571044921875,17,21,1.0,31,17,2018-01-01
R_A5,306.8162536621094,0.0,0,STANDARD,1714.7313232421875,306.8162536621094,18,21,1.0,31,18,2018-01-01
R_A5,306.90106201171875,0.0,0,STANDARD,1715.6263427734375,306.90106201171875,19,21,1.0,31,19,2018-01-01
R_A5,306.8782653808594,0.0,0,STANDARD,1717.0433349609375,306.8782653808594,20,21,1.0,31,28,2018-01-01
R_A5,307.0968017578125,0.0,0,STANDARD,1719.3489990234375,307.0968017578125,21,21,1.0,31,29,2018-01-01
R_A5,307.62109375,0.0,0,STANDARD,1721.654541015625,307.62109375,22,21,1.0,31,30,2018-01-01
R_A5,307.8396301269531,0.0,0,STANDARD,1723.960205078125,307.8396301269531,23,21,1.0,31,31,2018-01-01
R_A5,308.0581359863281,0.0,0,STANDARD,1726.265869140625,308.0581359863281,24,21,1.0,31,32,2018-01-01
R_A6,305.0325012207031,0.0,0,STANDARD,1694.340576171875,305.0325012207031,1,42,1.0,17,1,2018-01-01
R_A6,305.1776123046875,0.0,0,STANDARD,1695.8717041015625,305.1776123046875,2,42,1.0,17,2,2018-01-01
R_A6,305.3227233886719,0.0,0,STANDARD,1697.4029541015625,305.3227233886719,3,42,1.0,17,3,2018-01-01
R_A6,305.46783447265625,0.0,0,STANDARD,1698.93408203125,305.46783447265625,4,42,1.0,17,4,2018-01-01
R_A6,305.6129150390625,0.0,0,STANDARD,1700.4652099609375,305.6129150390625,5,42,1.0,17,5,2018-01-01
R_A6,305.458984375,0.0,0,STANDARD,1701.9964599609375,305.458984375,6,42,1.0,17,6,2018-01-01
R_A6,305.6040954589844,0.0,0,STANDARD,1703.527587890625,305.6040954589844,7,42,1.0,17,7,2018-01-01
R_A6,305.74920654296875,0.0,0,STANDARD,1705.0587158203125,305.74920654296875,8,42,1.0,17,8,2018-01-01
R_A6,306.193359375,0.0,0,STANDARD,1706.5899658203125,306.193359375,9,42,1.0,17,9,2018-01-01
R_A6,306.0326843261719,0.0,0,STANDARD,1708.12109375,306.0326843261719,10,42,1.0,17,10,2018-01-01
R_A6,306.2146911621094,0.0,0,STANDARD,1710.0404052734375,306.2146911621094,11,42,1.0,17,11,2018-01-01
R_A6,306.4333801269531,0.0,0,STANDARD,1712.3477783203125,306.4333801269531,12,42,1.0,17,12,2018-01-01
R_A6,306.6640319824219,0.0,0,STANDARD,1714.6552734375,306.6640319824219,13,42,1.0,17,13,2018-01-01
R_A6,306.8827209472656,0.0,0,STANDARD,1716.962646484375,306.8827209472656,14,42,1.0,17,14,2018-01-01
R_A6,307.1014099121094,0.0,0,STANDARD,1719.27001953125,307.1014099121094,15,42,1.0,17,15,2018-01-01
R_A6,307.465087890625,0.0,0,STANDARD,1721.5775146484375,307.465087890625,16,42,1.0,17,16,2018-01-01
R_A6,307.68377685546875,0.0,0,STANDARD,1723.8848876953125,307.68377685546875,17,42,1.0,17,17,2018-01-01
R_A6,307.8224182128906,0.0,0,STANDARD,1725.3475341796875,307.8224182128906,18,42,1.0,17,18,2018-01-01
R_A6,307.7755432128906,0.0,0,STANDARD,1726.510498046875,307.7755432128906,19,42,1.0,17,28,2018-01-01
R_A6,307.93743896484375,0.0,0,STANDARD,1728.21875,307.93743896484375,20,42,1.0,17,29,2018-01-01
R_A6,308.4051513671875,0.0,0,STANDARD,1729.927001953125,308.4051513671875,21,42,1.0,17,30,2018-01-01
R_A6,308.5670471191406,0.0,0,STANDARD,1731.63525390625,308.5670471191406,22,42,1.0,17,31,2018-01-01
R_A6,308.42315673828125,0.0,0,STANDARD,1733.343505859375,308.42315673828125,23,42,1.0,17,32,2018-01-01
R_A2,298.4298095703125,0.0,0,STANDARD,1641.7860107421875,298.4298095703125,1,30,0.05628256872296333,22,1,2018-03-01
R_A2,298.5540466308594,0.0,0,STANDARD,1643.6392822265625,298.5540466308594,2,30,0.05893084034323692,22,2,2018-03-01
R_A2,298.6783142089844,0.0,0,STANDARD,1645.4925537109375,298.6783142089844,3,30,0.06261806190013885,22,3,2018-03-01
R_A2,298.80267333984375,0.0,0,STANDARD,1647.3458251953125,298.80267333984375,4,30,0.07020267844200134,22,4,2018-03-01
R_A2,298.927001953125,0.0,0,STANDARD,1649.1990966796875,298.927001953125,5,30,0.07261427491903305,22,5,2018-03-01
R_A2,299.0894470214844,0.0,0,STANDARD,1651.0523681640625,299.0894470214844,6,30,0.318180114030838,22,6,2018-03-01
R_A2,299.2216491699219,0.0,0,STANDARD,1652.90576171875,299.2216491699219,7,30,0.9010609984397888,22,7,2018-03-01
R_A2,299.35198974609375,0.0,0,STANDARD,1654.759033203125,299.35198974609375,8,30,0.8853264451026917,22,8,2018-03-01
R_A2,299.7413330078125,0.0,0,STANDARD,1656.6123046875,299.7413330078125,9,30,0.8985139727592468,22,9,2018-03-01
R_A2,300.1046447753906,0.0,0,STANDARD,1658.465576171875,300.1046447753906,10,30,0.9125446081161499,22,10,2018-03-01
R_A2,300.25506591796875,0.0,0,STANDARD,1660.359130859375,300.25506591796875,11,30,0.08137353509664536,22,11,2018-03-01
R_A2,300.397705078125,0.0,0,STANDARD,1662.29296875,300.397705078125,12,30,0.08875865489244461,22,12,2018-03-01
R_A2,300.5790710449219,0.0,0,STANDARD,1664.226806640625,300.5790710449219,13,30,0.4737550616264343,22,13,2018-03-01
R_A2,300.7109069824219,0.0,0,STANDARD,1666.16064453125,300.7109069824219,14,30,0.5196873545646667,22,14,2018-03-01
R_A2,300.8523254394531,0.0,0,STANDARD,1668.094482421875,300.8523254394531,15,30,0.6120928525924683,22,15,2018-03-01
R_A2,300.985595703125,0.0,0,STANDARD,1670.0283203125,300.985595703125,16,30,0.9880053400993347,22,16,2018-03-01
R_A2,300.6319885253906,0.0,0,STANDARD,1666.03076171875,300.6319885253906,17,29,0.9404597282409668,22,16,2018-03-01
R_A2,300.7272644042969,0.0,0,STANDARD,1668.125732421875,300.7272644042969,18,29,0.933793306350708,22,17,2018-03-01
R_A2,300.8617248535156,0.0,0,STANDARD,1670.1336669921875,300.8617248535156,19,29,0.9316555261611938,22,18,2018-03-01
R_A2,300.9517517089844,0.0,0,STANDARD,1671.4757080078125,300.9517517089844,20,29,0.9647659659385681,22,19,2018-03-01
R_A2,302.62506103515625,-4.232473882004664e-14,0,STANDARD,1672.8441162109375,302.62506103515625,21,29,1.0,22,28,2018-03-01
R_A2,302.66839599609375,-2.111813817338959e-18,0,STANDARD,1674.7005615234375,302.66839599609375,22,29,1.0,22,29,2018-03-01
R_A2,302.4347839355469,-2.2968060786610067e-10,0,STANDARD,1676.556884765625,302.4347839355469,23,29,1.0,22,30,2018-03-01
R_A2,301.87213134765625,-2.366182938264862e-15,0,STANDARD,1678.4132080078125,301.87213134765625,24,29,1.0,22,31,2018-03-01
R_A2,300.85870361328125,-2.5584808048735065e-14,0,STANDARD,1680.2696533203125,300.85870361328125,25,29,1.0,22,32,2018-03-01
R_A5,279.71929931640625,-8.042941855058994e-13,0,STANDARD,1684.1644287109375,279.71929931640625,1,20,1.0,31,1,2018-04-28
R_A5,279.6222229003906,-1.5313941087446992e-11,0,STANDARD,1686.362548828125,279.6222229003906,2,20,1.0,31,2,2018-04-28
R_A5,279.8310852050781,-3.227148062667773e-11,0,STANDARD,1688.560546875,279.8310852050781,3,20,1.0,31,3,2018-04-28
R_A5,280.0392150878906,-3.042932919528063e-11,0,STANDARD,1690.7586669921875,280.0392150878906,4,20,1.0,31,4,2018-04-28
R_A5,280.2468566894531,-1.0784800136276473e-11,0,STANDARD,1692.956787109375,280.2468566894531,5,20,1.0,31,5,2018-04-28
R_A5,280.4545593261719,-5.920137297055206e-11,0,STANDARD,1695.155029296875,280.4545593261719,6,20,1.0,31,6,2018-04-28
R_A5,280.9568786621094,-1.5297992907170599e-12,0,STANDARD,1697.35302734375,280.9568786621094,7,20,1.0,31,7,2018-04-28
R_A5,281.30023193359375,-1.921128187087895e-13,0,STANDARD,1699.5511474609375,281.30023193359375,8,20,1.0,31,8,2018-04-28
R_A5,281.644287109375,-1.4956366006790844e-11,0,STANDARD,1701.749267578125,281.644287109375,9,20,1.0,31,9,2018-04-28
R_A5,281.34893798828125,-4.862811542327705e-12,0,STANDARD,1695.8963623046875,281.34893798828125,10,21,1.0,31,9,2018-04-28
R_A5,281.9957275390625,-1.0032806530002603e-10,0,STANDARD,1700.4742431640625,281.9957275390625,11,21,1.0,31,11,2018-04-28
R_A5,282.4344482421875,-1.5496605387799178e-10,0,STANDARD,1702.570556640625,282.4344482421875,12,21,1.0,31,12,2018-04-28
R_A5,282.6477355957031,-1.5073577802615645e-11,0,STANDARD,1704.6668701171875,282.6477355957031,13,21,1.0,31,13,2018-04-28
R_A5,282.850830078125,-1.9454143157515702e-11,0,STANDARD,1706.76318359375,282.850830078125,14,21,1.0,31,14,2018-04-28
R_A5,283.0585632324219,-8.61205551316857e-12,0,STANDARD,1708.8594970703125,283.0585632324219,15,21,1.0,31,15,2018-04-28
R_A5,283.5229797363281,-7.690196136139749e-13,0,STANDARD,1710.955810546875,283.5229797363281,16,21,1.0,31,16,2018-04-28
R_A5,283.959228515625,-5.636390334497199e-13,0,STANDARD,1713.05224609375,283.959228515625,17,21,1.0,31,17,2018-04-28
R_A5,284.27947998046875,-1.5580103125602957e-13,0,STANDARD,1714.7313232421875,284.27947998046875,18,21,1.0,31,18,2018-04-28
R_A5,284.425048828125,0.0,0,STANDARD,1715.6263427734375,284.425048828125,19,21,1.0,31,19,2018-04-28
R_A5,284.44476318359375,-3.5600473957675405e-11,0,STANDARD,1717.0433349609375,284.44476318359375,20,21,1.0,31,28,2018-04-28
R_A5,284.66302490234375,-1.7944349131604476e-11,0,STANDARD,1719.3489990234375,284.66302490234375,21,21,1.0,31,29,2018-04-28
R_A5,289.1355895996094,-2.426227674527621e-16,0,STANDARD,1721.654541015625,289.1355895996094,22,21,1.0,31,30,2018-04-28
R_A5,300.7716979980469,-4.790819693838818e-19,0,STANDARD,1723.960205078125,300.7716979980469,23,21,1.0,31,31,2018-04-28
R_A5,306.07464599609375,-1.144114480550776e-21,0,STANDARD,1726.265869140625,306.07464599609375,24,21,1.0,31,32,2018-04-28
R_A3,275.0929260253906,0.0,0,STANDARD,1607.779052734375,275.0929260253906,1,41,0.6514971256256104,28,1,2018-07-03
R_A3,275.23126220703125,0.0,0,STANDARD,1609.8243408203125,275.23126220703125,2,41,0.10921923071146011,28,2,2018-07-03
R_A3,275.3675231933594,0.0,0,STANDARD,1611.86962890625,275.3675231933594,3,41,0.12116511166095734,28,3,2018-07-03
R_A3,275.50372314453125,0.0,0,STANDARD,1613.9150390625,275.50372314453125,4,41,0.12282022833824158,28,4,2018-07-03
R_A3,275.63995361328125,0.0,0,STANDARD,1615.9603271484375,275.63995361328125,5,41,0.24901729822158813,28,5,2018-07-03
R_A3,275.25042724609375,0.0,0,STANDARD,1609.69482421875,275.25042724609375,6,41,0.6501739025115967,29,5,2018-07-03
R_A3,275.39349365234375,0.0,0,STANDARD,1611.799560546875,275.39349365234375,7,41,0.229542076587677,29,6,2018-07-03
R_A3,275.5344543457031,0.0,0,STANDARD,1613.9044189453125,275.5344543457031,8,41,0.20136408507823944,29,7,2018-07-03
R_A3,275.6750183105469,0.0,0,STANDARD,1616.00927734375,275.6750183105469,9,41,0.24770990014076233,29,8,2018-07-03
R_A3,275.8962097167969,0.0,0,STANDARD,1618.114013671875,275.8962097167969,10,41,0.7977164387702942,29,9,2018-07-03
R_A3,276.81591796875,0.0,0,STANDARD,1620.2188720703125,276.81591796875,11,41,0.8038463592529297,29,10,2018-07-03
R_A3,285.50299072265625,0.0,0,STANDARD,1622.430908203125,285.50299072265625,12,41,0.049890562891960144,29,11,2018-07-03
R_A3,285.6579284667969,0.0,0,STANDARD,1624.7501220703125,285.6579284667969,13,41,0.05719132348895073,29,12,2018-07-03
R_A3,285.8138122558594,0.0,0,STANDARD,1627.0694580078125,285.8138122558594,14,41,0.38017821311950684,29,13,2018-07-03
R_A3,285.9694519042969,0.0,0,STANDARD,1629.388671875,285.9694519042969,15,41,0.3639662265777588,29,14,2018-07-03
R_A3,286.1517639160156,0.0,0,STANDARD,1631.7080078125,286.1517639160156,16,41,0.802106499671936,29,15,2018-07-03
R_A3,286.2701110839844,0.0,0,STANDARD,1633.4281005859375,286.2701110839844,17,41,0.7979477047920227,29,16,2018-07-03
R_A3,288.77215576171875,9.464255767976937e-12,0,STANDARD,1635.69189453125,288.77215576171875,18,41,1.0,29,28,2018-07-03
R_A3,285.3339538574219,0.0,0,STANDARD,1639.098388671875,285.3339538574219,19,41,0.050027694553136826,29,29,2018-07-03
R_A3,285.5619812011719,0.0,0,STANDARD,1642.5050048828125,285.5619812011719,20,41,0.054804764688014984,29,30,2018-07-03
R_A3,288.7454833984375,-6.473784286420425e-10,0,STANDARD,1645.91162109375,288.7454833984375,21,41,1.0,29,31,2018-07-03
R_A3,286.3639831542969,0.0,0,STANDARD,1649.3182373046875,286.3639831542969,22,41,0.0672917440533638,29,32,2018-07-03
R_A4,277.73297119140625,0.0,0,STANDARD,1634.0587158203125,277.73297119140625,1,52,0.05228278040885925,30,1,2018-09-12
R_A4,277.3668212890625,0.0,0,STANDARD,1627.0556640625,277.3668212890625,2,52,0.04881524667143822,31,1,2018-09-12
R_A4,277.5027160644531,0.0,0,STANDARD,1629.0943603515625,277.5027160644531,3,52,0.05198261886835098,31,2,2018-09-12
R_A4,277.63861083984375,0.0,0,STANDARD,1631.1331787109375,277.63861083984375,4,52,0.05263688415288925,31,3,2018-09-12
R_A4,277.7745056152344,0.0,0,STANDARD,1633.1719970703125,277.7745056152344,5,52,0.07437320053577423,31,4,2018-09-12
R_A4,277.7070007324219,0.0,0,STANDARD,1630.695556640625,277.7070007324219,6,52,0.05372404679656029,32,4,2018-09-12
R_A4,278.0244445800781,0.0,0,STANDARD,1637.0584716796875,278.0244445800781,7,51,0.05786512792110443,32,4,2018-09-12
R_A4,278.1481628417969,0.0,0,STANDARD,1637.2572021484375,278.1481628417969,8,51,0.05899045243859291,33,4,2018-09-12
R_A4,278.03173828125,0.0,0,STANDARD,1635.5076904296875,278.03173828125,9,51,0.058388207107782364,33,3,2018-09-12
R_A4,278.63446044921875,0.0,0,STANDARD,1646.05810546875,278.63446044921875,10,50,0.06583711504936218,33,4,2018-09-12
R_A4,278.4640197753906,0.0,0,STANDARD,1641.6474609375,278.4640197753906,11,50,0.06522047519683838,34,4,2018-09-12
R_A4,278.3421936035156,0.0,0,STANDARD,1639.8153076171875,278.3421936035156,12,50,0.1460014432668686,34,3,2018-09-12
R_A4,278.4541931152344,0.0,0,STANDARD,1639.5269775390625,278.4541931152344,13,50,0.06317555904388428,35,4,2018-09-12
R_A4,278.3401184082031,0.0,0,STANDARD,1637.819580078125,278.3401184082031,14,50,0.18351849913597107,35,3,2018-09-12
R_A4,278.2260437011719,0.0,0,STANDARD,1636.1123046875,278.2260437011719,15,50,0.22402368485927582,35,2,2018-09-12
R_A4,277.08001708984375,0.0,0,STANDARD,1640.164794921875,277.08001708984375,16,49,0.10685361176729202,35,31,2018-09-12
R_A4,277.39508056640625,0.0,0,STANDARD,1642.3333740234375,277.39508056640625,17,49,0.19019252061843872,36,31,2018-09-12
R_A4,277.3145751953125,0.0,0,STANDARD,1645.284423828125,277.3145751953125,18,48,0.06401829421520233,36,31,2018-09-12
R_A4,277.7901916503906,0.0,0,STANDARD,1648.0469970703125,277.7901916503906,19,48,0.6525663733482361,37,31,2018-09-12
R_A4,278.3230285644531,0.0,0,STANDARD,1650.6605224609375,278.3230285644531,20,48,0.6600304841995239,38,31,2018-09-12
R_A4,278.9062805175781,0.0,0,STANDARD,1662.5826416015625,278.9062805175781,21,47,0.678626298904419,38,31,2018-09-12
R_A6,275.9056396484375,-2.442027157746607e-13,0,STANDARD,1694.340576171875,275.9056396484375,1,42,1.0,17,1,2018-11-07
R_A6,276.0497131347656,-1.4756140645326432e-13,0,STANDARD,1695.8717041015625,276.0497131347656,2,42,1.0,17,2,2018-11-07
R_A6,276.1914367675781,-9.868468482708906e-14,0,STANDARD,1697.4029541015625,276.1914367675781,3,42,1.0,17,3,2018-11-07
R_A6,276.3306579589844,-1.6714094572354427e-13,0,STANDARD,1698.93408203125,276.3306579589844,4,42,1.0,17,4,2018-11-07
R_A6,276.4681091308594,-1.9717438944598376e-13,0,STANDARD,1700.4652099609375,276.4681091308594,5,42,1.0,17,5,2018-11-07
R_A6,276.3097839355469,-7.147851754929491e-12,0,STANDARD,1701.9964599609375,276.3097839355469,6,42,1.0,17,6,2018-11-07
R_A6,276.45489501953125,-9.62575331941995e-12,0,STANDARD,1703.527587890625,276.45489501953125,7,42,1.0,17,7,2018-11-07
