CONIPOS,PRESSURE,DRAWDOWN,CONBPRES,CONKPOS,DEPTH,SWAT,SGAS,CONIDX,DATE,WELL,CONJPOS,WELLMODEL
17,279.6834716796875,0,279.6834716796875,14,1717.5916748046875,1.0,-1.2230497105532312e-13,14,2018-11-07,R_A6,42,STANDARD
17,279.9000549316406,0,279.9000549316406,15,1719.8668212890625,1.0,-9.440729041619925e-14,15,2018-11-07,R_A6,42,STANDARD
17,280.26702880859375,0,280.26702880859375,16,1722.14208984375,1.0,-2.6281811132239895e-14,16,2018-11-07,R_A6,42,STANDARD
17,280.4881591796875,0,280.4881591796875,17,1724.417236328125,1.0,-5.827197041953849e-14,17,2018-11-07,R_A6,42,STANDARD
17,280.6415100097656,0,280.6415100097656,18,1726.0301513671875,1.0,-3.72079720278775e-14,18,2018-11-07,R_A6,42,STANDARD
17,282.5400390625,0,282.5400390625,26,1727.3641357421875,1.0,1.1936467702046405e-15,19,2018-11-07,R_A6,42,STANDARD
17,283.0038146972656,0,283.0038146972656,27,1729.08154296875,1.0,3.9488686588907322e-16,20,2018-11-07,R_A6,42,STANDARD
17,283.5660095214844,0,283.5660095214844,28,1730.7989501953125,1.0,-8.437594143113483e-22,21,2018-11-07,R_A6,42,STANDARD
17,283.3414001464844,0,283.3414001464844,29,1732.516357421875,1.0,-6.797002264227007e-22,22,2018-11-07,R_A6,42,STANDARD
17,283.2647399902344,0,283.2647399902344,30,1734.23388671875,1.0,1.285626607342577e-16,23,2018-11-07,R_A6,42,STANDARD
