DRAWDOWN,SGAS,CONJPOS,CONKPOS,CONIPOS,CONIDX,SWAT,CONBPRES,PRESSURE,DATE,WELL,WELLMODEL,DEPTH
0,-5.300393804419379e-11,42,7,17,7,1.0,275.2732849121094,275.2732849121094,2018-11-07,R_A6,STANDARD,1703.3807373046875
0,-3.219282479482999e-11,42,8,17,8,1.0,275.4315185546875,275.4315185546875,2018-11-07,R_A6,STANDARD,1704.911865234375
0,-1.6325295065441892e-12,42,9,17,9,1.0,275.9345703125,275.9345703125,2018-11-07,R_A6,STANDARD,1706.443115234375
0,-1.724641540690186e-10,42,10,17,10,1.0,275.9322204589844,275.9322204589844,2018-11-07,R_A6,STANDARD,1707.974365234375
0,-7.353899607320802e-12,42,11,17,11,1.0,276.6766662597656,276.6766662597656,2018-11-07,R_A6,STANDARD,1709.943359375
0,-1.7134395031287442e-12,42,12,17,12,1.0,276.9372253417969,276.9372253417969,2018-11-07,R_A6,STANDARD,1712.349853515625
0,-1.2670612714420215e-13,42,13,17,13,1.0,277.203369140625,277.203369140625,2018-11-07,R_A6,STANDARD,1714.7564697265625
0,-8.136542925963469e-14,42,14,17,14,1.0,277.4312438964844,277.4312438964844,2018-11-07,R_A6,STANDARD,1717.1630859375
0,-4.5174486303393643e-14,42,15,17,15,1.0,277.6595764160156,277.6595764160156,2018-11-07,R_A6,STANDARD,1719.56982421875
0,-2.6311223504300353e-14,42,16,17,16,1.0,278.03302001953125,278.03302001953125,2018-11-07,R_A6,STANDARD,1721.976318359375
0,-2.564590114708873e-14,42,17,17,17,1.0,278.25347900390625,278.25347900390625,2018-11-07,R_A6,STANDARD,1724.3006591796875
0,-9.209072306809452e-13,42,26,17,18,1.0,278.4664306640625,278.4664306640625,2018-11-07,R_A6,STANDARD,1726.36865234375
0,-1.9199911808814776e-15,42,27,17,19,1.0,279.0030212402344,279.0030212402344,2018-11-07,R_A6,STANDARD,1728.0750732421875
0,-5.3299594734886305e-19,42,28,17,20,1.0,279.6662292480469,279.6662292480469,2018-11-07,R_A6,STANDARD,1729.7813720703125
0,-5.104514354707993e-16,42,29,17,21,1.0,279.5782470703125,279.5782470703125,2018-11-07,R_A6,STANDARD,1731.48779296875
0,-1.1362185716555094e-15,42,30,17,22,1.0,279.4064636230469,279.4064636230469,2018-11-07,R_A6,STANDARD,1733.194091796875
