WELLMODEL,DRAWDOWN,PRESSURE,CONJPOS,WELL,CONBPRES,CONKPOS,SGAS,SWAT,DEPTH,DATE,CONIDX,CONIPOS
STANDARD,0,275.4223937988281,42,R_A6,275.4223937988281,1,-1.4370829804543424e-16,1.0,1694.4703369140625,2018-11-07,1,17
STANDARD,0,275.56683349609375,42,R_A6,275.56683349609375,2,-9.108834819584116e-17,1.0,1696.006591796875,2018-11-07,2,17
STANDARD,0,275.7090148925781,42,R_A6,275.7090148925781,3,-1.170131282704289e-16,1.0,1697.54296875,2018-11-07,3,17
STANDARD,0,275.8478088378906,42,R_A6,275.8478088378906,4,-4.7198846342936954e-17,1.0,1699.0792236328125,2018-11-07,4,17
STANDARD,0,275.9856872558594,42,R_A6,275.9856872558594,5,-7.45478196741042e-17,1.0,1700.6156005859375,2018-11-07,5,17
STANDARD,0,276.1255187988281,42,R_A6,276.1255187988281,6,-1.034289485519124e-15,1.0,1702.15185546875,2018-11-07,6,17
STANDARD,0,275.975830078125,42,R_A6,275.975830078125,7,-4.274749974028484e-15,1.0,1703.6881103515625,2018-11-07,7,17
STANDARD,0,276.121337890625,42,R_A6,276.121337890625,8,-7.853423730354672e-16,1.0,1705.2244873046875,2018-11-07,8,17
STANDARD,0,276.5664978027344,42,R_A6,276.5664978027344,9,-2.0182614023230797e-16,1.0,1706.7607421875,2018-11-07,9,17
STANDARD,0,276.4082946777344,42,R_A6,276.4082946777344,10,-3.2334310467833915e-14,1.0,1708.2969970703125,2018-11-07,10,17
STANDARD,0,277.2144470214844,42,R_A6,277.2144470214844,11,-3.2769420387289254e-16,1.0,1710.1998291015625,2018-11-07,11,17
STANDARD,0,277.42926025390625,42,R_A6,277.42926025390625,12,-9.193716785321857e-17,1.0,1712.4693603515625,2018-11-07,12,17
STANDARD,0,277.6560363769531,42,R_A6,277.6560363769531,13,-1.8335679195821987e-17,1.0,1714.7388916015625,2018-11-07,13,17
STANDARD,0,277.8708190917969,42,R_A6,277.8708190917969,14,-1.4566046745211654e-17,1.0,1717.0084228515625,2018-11-07,14,17
STANDARD,0,278.085693359375,42,R_A6,278.085693359375,15,-7.96749051407508e-18,1.0,1719.2779541015625,2018-11-07,15,17
STANDARD,0,278.4464416503906,42,R_A6,278.4464416503906,16,-5.332607175231836e-18,1.0,1721.5474853515625,2018-11-07,16,17
STANDARD,0,278.66204833984375,42,R_A6,278.66204833984375,17,-1.4937479791569402e-18,1.0,1723.8170166015625,2018-11-07,17,17
STANDARD,0,278.8155212402344,42,R_A6,278.8155212402344,18,-7.034812113377652e-18,1.0,1725.435302734375,2018-11-07,18,17
STANDARD,0,284.2830505371094,42,R_A6,284.2830505371094,24,-2.9131016087675457e-19,1.0,1726.7760009765625,2018-11-07,19,17
STANDARD,0,284.45013427734375,42,R_A6,284.45013427734375,25,-1.0387814265562763e-19,1.0,1728.490234375,2018-11-07,20,17
STANDARD,0,285.41363525390625,42,R_A6,285.41363525390625,26,-2.7590018194842606e-25,1.0,1730.20458984375,2018-11-07,21,17
STANDARD,0,285.6939392089844,42,R_A6,285.6939392089844,27,-1.5147238715891394e-26,1.0,1731.9189453125,2018-11-07,22,17
STANDARD,0,284.8711242675781,42,R_A6,284.8711242675781,28,-1.4666892921955454e-20,1.0,1733.6331787109375,2018-11-07,23,17
