CONKPOS,DATE,CONJPOS,DEPTH,SGAS,PRESSURE,DRAWDOWN,CONIPOS,SWAT,CONIDX,WELLMODEL,WELL,CONBPRES
29,2018-01-01,29,1679.7061767578125,0.0,303.64569091796875,0,22,1.0,22,STANDARD,R_A2,303.64569091796875
30,2018-01-01,29,1681.4754638671875,0.0,303.8133544921875,0,22,1.0,23,STANDARD,R_A2,303.8133544921875
31,2018-01-01,29,1683.2447509765625,0.0,303.98101806640625,0,22,1.0,24,STANDARD,R_A2,303.98101806640625
1,2018-01-01,41,1609.243408203125,0.0,298.53814697265625,0,28,0.6481541991233826,1,STANDARD,R_A3,298.53814697265625
2,2018-01-01,41,1611.3077392578125,0.0,298.676513671875,0,28,0.1953458935022354,2,STANDARD,R_A3,298.676513671875
3,2018-01-01,41,1613.3720703125,0.0,298.8148498535156,0,28,0.19456657767295837,3,STANDARD,R_A3,298.8148498535156
4,2018-01-01,41,1615.4365234375,0.0,298.9532165527344,0,28,0.3696915805339813,4,STANDARD,R_A3,298.9532165527344
5,2018-01-01,41,1617.5008544921875,0.0,299.0915832519531,0,28,0.834352970123291,5,STANDARD,R_A3,299.0915832519531
6,2018-01-01,41,1619.565185546875,0.0,299.2299499511719,0,28,0.6481541991233826,6,STANDARD,R_A3,299.2299499511719
6,2018-01-01,41,1609.3663330078125,0.0,298.54638671875,0,29,0.6481541991233826,7,STANDARD,R_A3,298.54638671875
7,2018-01-01,41,1611.4163818359375,0.0,298.68377685546875,0,29,0.1984773725271225,8,STANDARD,R_A3,298.68377685546875
8,2018-01-01,41,1613.46630859375,0.0,298.8211669921875,0,29,0.1977151483297348,9,STANDARD,R_A3,298.8211669921875
9,2018-01-01,41,1615.516357421875,0.0,298.95855712890625,0,29,0.800819993019104,10,STANDARD,R_A3,298.95855712890625
10,2018-01-01,41,1617.5662841796875,0.0,299.095947265625,0,29,0.7992424964904785,11,STANDARD,R_A3,299.095947265625
11,2018-01-01,41,1619.750732421875,0.0,299.24237060546875,0,29,0.05049673467874527,12,STANDARD,R_A3,299.24237060546875
12,2018-01-01,41,1622.0697021484375,0.0,299.3978271484375,0,29,0.05441533401608467,13,STANDARD,R_A3,299.3978271484375
13,2018-01-01,41,1624.388671875,0.0,299.5532531738281,0,29,0.3730502128601074,14,STANDARD,R_A3,299.5532531738281
14,2018-01-01,41,1626.707763671875,0.0,299.7087097167969,0,29,0.4005099833011627,15,STANDARD,R_A3,299.7087097167969
15,2018-01-01,41,1629.026611328125,0.0,299.8641662597656,0,29,0.4975426495075226,16,STANDARD,R_A3,299.8641662597656
16,2018-01-01,41,1630.9468994140625,0.0,299.992919921875,0,29,0.8084018230438232,17,STANDARD,R_A3,299.992919921875
27,2018-01-01,41,1633.5262451171875,0.0,300.16583251953125,0,29,1.0,18,STANDARD,R_A3,300.16583251953125
28,2018-01-01,41,1637.1630859375,0.0,300.40966796875,0,29,0.04364456981420517,19,STANDARD,R_A3,300.40966796875
29,2018-01-01,41,1640.8001708984375,0.0,300.6535339355469,0,29,0.05188838392496109,20,STANDARD,R_A3,300.6535339355469
30,2018-01-01,41,1644.4371337890625,0.0,300.89739990234375,0,29,1.0,21,STANDARD,R_A3,300.89739990234375
31,2018-01-01,41,1648.0740966796875,0.0,301.14129638671875,0,29,0.0641801506280899,22,STANDARD,R_A3,301.14129638671875
1,2018-01-01,52,1631.1873779296875,0.0,300.009033203125,0,30,0.05036125332117081,1,STANDARD,R_A4,300.009033203125
1,2018-01-01,52,1627.4293212890625,0.0,299.7571105957031,0,31,0.08347222208976746,2,STANDARD,R_A4,299.7571105957031
2,2018-01-01,52,1629.4896240234375,0.0,299.89520263671875,0,31,0.05255189538002014,3,STANDARD,R_A4,299.89520263671875
3,2018-01-01,52,1631.5498046875,0.0,300.0333251953125,0,31,0.05367308482527733,4,STANDARD,R_A4,300.0333251953125
4,2018-01-01,52,1633.610107421875,0.0,300.17144775390625,0,31,0.05652542784810066,5,STANDARD,R_A4,300.17144775390625
4,2018-01-01,52,1632.3968505859375,0.0,300.0901184082031,0,32,0.05670516937971115,6,STANDARD,R_A4,300.0901184082031
4,2018-01-01,51,1635.880615234375,0.0,300.3236999511719,0,32,0.06039223074913025,7,STANDARD,R_A4,300.3236999511719
4,2018-01-01,51,1637.321044921875,0.0,300.4202575683594,0,33,0.062218718230724335,8,STANDARD,R_A4,300.4202575683594
3,2018-01-01,51,1635.474609375,0.0,300.29644775390625,0,33,0.05870724841952324,9,STANDARD,R_A4,300.29644775390625
4,2018-01-01,50,1642.1485595703125,0.0,300.74395751953125,0,33,0.06312906742095947,10,STANDARD,R_A4,300.74395751953125
4,2018-01-01,50,1641.132080078125,0.0,300.67578125,0,34,0.06255592405796051,11,STANDARD,R_A4,300.67578125
3,2018-01-01,50,1639.20703125,0.0,300.5467224121094,0,34,0.1182539239525795,12,STANDARD,R_A4,300.5467224121094
3,2018-01-01,50,1640.9061279296875,0.0,300.66064453125,0,35,0.10039374977350235,13,STANDARD,R_A4,300.66064453125
2,2018-01-01,50,1639.0426025390625,0.0,300.53570556640625,0,35,0.18232817947864532,14,STANDARD,R_A4,300.53570556640625
2,2018-01-01,49,1641.93212890625,0.0,300.72943115234375,0,35,0.23937761783599854,15,STANDARD,R_A4,300.72943115234375
30,2018-01-01,49,1642.357421875,0.0,300.7579650878906,0,36,0.05827876925468445,16,STANDARD,R_A4,300.7579650878906
30,2018-01-01,48,1639.6068115234375,0.0,300.5735168457031,0,36,0.6481541991233826,17,STANDARD,R_A4,300.5735168457031
30,2018-01-01,48,1646.7513427734375,0.0,301.0526123046875,0,37,0.05980163440108299,18,STANDARD,R_A4,301.0526123046875
30,2018-01-01,48,1653.461669921875,0.0,301.5025939941406,0,38,0.10777666419744492,19,STANDARD,R_A4,301.5025939941406
30,2018-01-01,47,1657.8184814453125,0.0,301.7947998046875,0,38,0.07282351702451706,20,STANDARD,R_A4,301.7947998046875
1,2018-01-01,20,1685.026611328125,0.0,303.8440856933594,0,31,1.0,1,STANDARD,R_A5,303.8440856933594
2,2018-01-01,20,1687.3070068359375,0.0,304.0601806640625,0,31,1.0,2,STANDARD,R_A5,304.0601806640625
3,2018-01-01,20,1689.5875244140625,0.0,304.27630615234375,0,31,1.0,3,STANDARD,R_A5,304.27630615234375
4,2018-01-01,20,1691.8680419921875,0.0,304.4924011230469,0,31,1.0,4,STANDARD,R_A5,304.4924011230469
5,2018-01-01,20,1694.1485595703125,0.0,304.7085266113281,0,31,1.0,5,STANDARD,R_A5,304.7085266113281
6,2018-01-01,20,1696.4290771484375,0.0,304.9246520996094,0,31,1.0,6,STANDARD,R_A5,304.9246520996094
7,2018-01-01,20,1698.70947265625,0.0,305.446533203125,0,31,1.0,7,STANDARD,R_A5,305.446533203125
11,2018-01-01,20,1707.6488037109375,0.0,305.988037109375,0,31,1.0,8,STANDARD,R_A5,305.988037109375
12,2018-01-01,20,1709.5638427734375,0.0,306.1695251464844,0,31,1.0,9,STANDARD,R_A5,306.1695251464844
12,2018-01-01,21,1701.7845458984375,0.0,305.4322814941406,0,31,1.0,10,STANDARD,R_A5,305.4322814941406
13,2018-01-01,21,1703.735107421875,0.0,305.6291198730469,0,31,1.0,11,STANDARD,R_A5,305.6291198730469
14,2018-01-01,21,1705.6856689453125,0.0,305.81396484375,0,31,1.0,12,STANDARD,R_A5,305.81396484375
15,2018-01-01,21,1707.63623046875,0.0,305.9988098144531,0,31,1.0,13,STANDARD,R_A5,305.9988098144531
16,2018-01-01,21,1709.5867919921875,0.0,306.3287048339844,0,31,1.0,14,STANDARD,R_A5,306.3287048339844
17,2018-01-01,21,1711.537353515625,0.0,306.5135498046875,0,31,1.0,15,STANDARD,R_A5,306.5135498046875
18,2018-01-01,21,1713.35400390625,0.0,306.6856994628906,0,31,1.0,16,STANDARD,R_A5,306.6856994628906
19,2018-01-01,21,1714.3951416015625,0.0,306.7843933105469,0,31,1.0,17,STANDARD,R_A5,306.7843933105469
27,2018-01-01,21,1715.7628173828125,0.0,306.75689697265625,0,31,1.0,18,STANDARD,R_A5,306.75689697265625
28,2018-01-01,21,1718.098388671875,0.0,306.978271484375,0,31,1.0,19,STANDARD,R_A5,306.978271484375
29,2018-01-01,21,1720.43408203125,0.0,307.5054016113281,0,31,1.0,20,STANDARD,R_A5,307.5054016113281
30,2018-01-01,21,1722.7696533203125,0.0,307.7267761230469,0,31,1.0,21,STANDARD,R_A5,307.7267761230469
31,2018-01-01,21,1725.105224609375,0.0,307.9481506347656,0,31,1.0,22,STANDARD,R_A5,307.9481506347656
1,2018-01-01,42,1695.20263671875,0.0,305.11419677734375,0,17,1.0,1,STANDARD,R_A6,305.11419677734375
2,2018-01-01,42,1696.7510986328125,0.0,305.2609558105469,0,17,1.0,2,STANDARD,R_A6,305.2609558105469
3,2018-01-01,42,1698.299560546875,0.0,305.4076843261719,0,17,1.0,3,STANDARD,R_A6,305.4076843261719
4,2018-01-01,42,1699.84814453125,0.0,305.554443359375,0,17,1.0,4,STANDARD,R_A6,305.554443359375
5,2018-01-01,42,1701.3966064453125,0.0,305.7012023925781,0,17,1.0,5,STANDARD,R_A6,305.7012023925781
6,2018-01-01,42,1702.9451904296875,0.0,305.84796142578125,0,17,1.0,6,STANDARD,R_A6,305.84796142578125
7,2018-01-01,42,1704.49365234375,0.0,305.6956481933594,0,17,1.0,7,STANDARD,R_A6,305.6956481933594
8,2018-01-01,42,1706.042236328125,0.0,306.1414489746094,0,17,1.0,8,STANDARD,R_A6,306.1414489746094
9,2018-01-01,42,1707.5906982421875,0.0,306.2882080078125,0,17,1.0,9,STANDARD,R_A6,306.2882080078125
10,2018-01-01,42,1709.1392822265625,0.0,306.1291809082031,0,17,1.0,10,STANDARD,R_A6,306.1291809082031
11,2018-01-01,42,1711.055419921875,0.0,306.3109130859375,0,17,1.0,11,STANDARD,R_A6,306.3109130859375
12,2018-01-01,42,1713.3392333984375,0.0,306.52734375,0,17,1.0,12,STANDARD,R_A6,306.52734375
13,2018-01-01,42,1715.623046875,0.0,306.7557678222656,0,17,1.0,13,STANDARD,R_A6,306.7557678222656
14,2018-01-01,42,1717.9068603515625,0.0,306.9721984863281,0,17,1.0,14,STANDARD,R_A6,306.9721984863281
15,2018-01-01,42,1720.190673828125,0.0,307.18865966796875,0,17,1.0,15,STANDARD,R_A6,307.18865966796875
16,2018-01-01,42,1722.474365234375,0.0,307.55010986328125,0,17,1.0,16,STANDARD,R_A6,307.55010986328125
17,2018-01-01,42,1724.7581787109375,0.0,307.7665710449219,0,17,1.0,17,STANDARD,R_A6,307.7665710449219
18,2018-01-01,42,1726.394287109375,0.0,307.921630859375,0,17,1.0,18,STANDARD,R_A6,307.921630859375
27,2018-01-01,42,1727.7508544921875,0.0,307.8930969238281,0,17,1.0,19,STANDARD,R_A6,307.8930969238281
28,2018-01-01,42,1729.4755859375,0.0,308.3623352050781,0,17,1.0,20,STANDARD,R_A6,308.3623352050781
29,2018-01-01,42,1731.2001953125,0.0,308.22003173828125,0,17,1.0,21,STANDARD,R_A6,308.22003173828125
30,2018-01-01,42,1732.9249267578125,0.0,308.68927001953125,0,17,1.0,22,STANDARD,R_A6,308.68927001953125
31,2018-01-01,42,1734.649658203125,0.0,308.5469665527344,0,17,1.0,23,STANDARD,R_A6,308.5469665527344
1,2018-03-01,30,1641.094970703125,0.0,298.4230651855469,0,22,0.05683588609099388,1,STANDARD,R_A2,298.4230651855469
2,2018-03-01,30,1642.8890380859375,0.0,298.54327392578125,0,22,0.05988015979528427,2,STANDARD,R_A2,298.54327392578125
3,2018-03-01,30,1644.68310546875,0.0,298.66351318359375,0,22,0.06265632063150406,3,STANDARD,R_A2,298.66351318359375
4,2018-03-01,30,1646.4771728515625,0.0,298.7837219238281,0,22,0.06650738418102264,4,STANDARD,R_A2,298.7837219238281
5,2018-03-01,30,1648.2713623046875,0.0,298.9039306640625,0,22,0.07091175019741058,5,STANDARD,R_A2,298.9039306640625
6,2018-03-01,30,1650.0654296875,0.0,299.02410888671875,0,22,0.23948600888252258,6,STANDARD,R_A2,299.02410888671875
7,2018-03-01,30,1651.859619140625,0.0,299.1535339355469,0,22,0.8950658440589905,7,STANDARD,R_A2,299.1535339355469
8,2018-03-01,30,1653.6536865234375,0.0,299.2809753417969,0,22,0.8684249520301819,8,STANDARD,R_A2,299.2809753417969
9,2018-03-01,30,1655.44775390625,0.0,299.4077453613281,0,22,0.8944942355155945,9,STANDARD,R_A2,299.4077453613281
10,2018-03-01,30,1657.2418212890625,0.0,299.71307373046875,0,22,0.9061702489852905,10,STANDARD,R_A2,299.71307373046875
11,2018-03-01,30,1659.1368408203125,0.0,299.8813781738281,0,22,0.0777985081076622,11,STANDARD,R_A2,299.8813781738281
12,2018-03-01,30,1661.132568359375,0.0,300.01513671875,0,22,0.08121386170387268,12,STANDARD,R_A2,300.01513671875
13,2018-03-01,30,1663.12841796875,0.0,300.1507873535156,0,22,0.4636903703212738,13,STANDARD,R_A2,300.1507873535156
14,2018-03-01,30,1665.1241455078125,0.0,300.2878723144531,0,22,0.5082219839096069,14,STANDARD,R_A2,300.2878723144531
15,2018-03-01,30,1667.1199951171875,0.0,300.42559814453125,0,22,0.679911196231842,15,STANDARD,R_A2,300.42559814453125
16,2018-03-01,30,1669.11572265625,0.0,300.5598449707031,0,22,0.9764847159385681,16,STANDARD,R_A2,300.5598449707031
17,2018-03-01,30,1671.111572265625,0.0,300.6942443847656,0,22,0.9520865082740784,17,STANDARD,R_A2,300.6942443847656
18,2018-03-01,30,1672.9881591796875,0.0,300.8202819824219,0,22,0.9803770184516907,18,STANDARD,R_A2,300.8202819824219
18,2018-03-01,29,1674.229736328125,0.0,300.7920227050781,0,22,0.9920998811721802,19,STANDARD,R_A2,300.7920227050781
27,2018-03-01,29,1676.1676025390625,0.0,301.1451110839844,0,22,0.44450047612190247,20,STANDARD,R_A2,301.1451110839844
28,2018-03-01,29,1677.9368896484375,-2.9145373722956613e-13,302.32879638671875,0,22,1.0,21,STANDARD,R_A2,302.32879638671875
29,2018-03-01,29,1679.7061767578125,-1.0810207167356173e-14,303.17242431640625,0,22,1.0,22,STANDARD,R_A2,303.17242431640625
30,2018-03-01,29,1681.4754638671875,-1.004541476653316e-15,303.6160583496094,0,22,1.0,23,STANDARD,R_A2,303.6160583496094
31,2018-03-01,29,1683.2447509765625,-2.5066600703143173e-16,303.8780822753906,0,22,1.0,24,STANDARD,R_A2,303.8780822753906
1,2018-04-28,20,1685.026611328125,-1.1676174350300217e-13,274.7774963378906,0,31,1.0,1,STANDARD,R_A5,274.7774963378906
2,2018-04-28,20,1687.3070068359375,-9.753675867191572e-14,274.9935302734375,0,31,1.0,2,STANDARD,R_A5,274.9935302734375
3,2018-04-28,20,1689.5875244140625,-9.634839177570867e-14,275.2089538574219,0,31,1.0,3,STANDARD,R_A5,275.2089538574219
4,2018-04-28,20,1691.8680419921875,-1.0474417557262972e-13,275.42401123046875,0,31,1.0,4,STANDARD,R_A5,275.42401123046875
5,2018-04-28,20,1694.1485595703125,-1.0175419670266708e-13,275.6395263671875,0,31,1.0,5,STANDARD,R_A5,275.6395263671875
6,2018-04-28,20,1696.4290771484375,-1.0344036825010727e-13,275.8552551269531,0,31,1.0,6,STANDARD,R_A5,275.8552551269531
7,2018-04-28,20,1698.70947265625,-2.783126309166377e-14,276.3948974609375,0,31,1.0,7,STANDARD,R_A5,276.3948974609375
11,2018-04-28,20,1707.6488037109375,-1.3640696645139672e-12,277.30426025390625,0,31,1.0,8,STANDARD,R_A5,277.30426025390625
12,2018-04-28,20,1709.5638427734375,-2.6462950754313486e-12,277.8544006347656,0,31,1.0,9,STANDARD,R_A5,277.8544006347656
12,2018-04-28,21,1701.7845458984375,-1.414893896489744e-11,276.1956787109375,0,31,1.0,10,STANDARD,R_A5,276.1956787109375
13,2018-04-28,21,1703.735107421875,-8.617220977578943e-13,276.3959045410156,0,31,1.0,11,STANDARD,R_A5,276.3959045410156
14,2018-04-28,21,1705.6856689453125,-1.1956407001620373e-12,276.58636474609375,0,31,1.0,12,STANDARD,R_A5,276.58636474609375
15,2018-04-28,21,1707.63623046875,-2.2762580665844356e-13,276.7962951660156,0,31,1.0,13,STANDARD,R_A5,276.7962951660156
16,2018-04-28,21,1709.5867919921875,-2.3736606213561884e-13,277.209228515625,0,31,1.0,14,STANDARD,R_A5,277.209228515625
17,2018-04-28,21,1711.537353515625,-4.604701833049209e-14,277.5799255371094,0,31,1.0,15,STANDARD,R_A5,277.5799255371094
18,2018-04-28,21,1713.35400390625,-4.6968759583694217e-14,277.9676513671875,0,31,1.0,16,STANDARD,R_A5,277.9676513671875
19,2018-04-28,21,1714.3951416015625,0.0,278.1834716796875,0,31,1.0,17,STANDARD,R_A5,278.1834716796875
27,2018-04-28,21,1715.7628173828125,-4.401291830991028e-12,278.2198181152344,0,31,1.0,18,STANDARD,R_A5,278.2198181152344
28,2018-04-28,21,1718.098388671875,-5.449910054494689e-12,278.4798889160156,0,31,1.0,19,STANDARD,R_A5,278.4798889160156
29,2018-04-28,21,1720.43408203125,-2.650810560639316e-12,279.5255126953125,0,31,1.0,20,STANDARD,R_A5,279.5255126953125
30,2018-04-28,21,1722.7696533203125,-9.523509063335319e-18,292.0589904785156,0,31,1.0,21,STANDARD,R_A5,292.0589904785156
31,2018-04-28,21,1725.105224609375,1.2079901388949772e-19,302.4142761230469,0,31,1.0,22,STANDARD,R_A5,302.4142761230469
1,2018-07-03,41,1609.243408203125,0.0,281.9067687988281,0,28,0.6492817997932434,1,STANDARD,R_A3,281.9067687988281
2,2018-07-03,41,1611.3077392578125,0.0,282.0533752441406,0,28,0.19659943878650665,2,STANDARD,R_A3,282.0533752441406
3,2018-07-03,41,1613.3720703125,0.0,282.1915283203125,0,28,0.19849450886249542,3,STANDARD,R_A3,282.1915283203125
4,2018-07-03,41,1615.4365234375,0.0,282.3619384765625,0,28,0.38773342967033386,4,STANDARD,R_A3,282.3619384765625
5,2018-07-03,41,1617.5008544921875,0.0,283.7677307128906,0,28,0.7966999411582947,5,STANDARD,R_A3,283.7677307128906
6,2018-07-03,41,1619.565185546875,0.0,283.9873962402344,0,28,0.6492549777030945,6,STANDARD,R_A3,283.9873962402344
6,2018-07-03,41,1609.3663330078125,0.0,283.0115966796875,0,29,0.6491634845733643,7,STANDARD,R_A3,283.0115966796875
7,2018-07-03,41,1611.4163818359375,0.0,283.16375732421875,0,29,0.19910761713981628,8,STANDARD,R_A3,283.16375732421875
8,2018-07-03,41,1613.46630859375,0.0,283.30169677734375,0,29,0.19935789704322815,9,STANDARD,R_A3,283.30169677734375
9,2018-07-03,41,1615.516357421875,0.0,283.5496826171875,0,29,0.7988224625587463,10,STANDARD,R_A3,283.5496826171875
10,2018-07-03,41,1617.5662841796875,0.0,284.3854675292969,0,29,0.7983717322349548,11,STANDARD,R_A3,284.3854675292969
11,2018-07-03,41,1619.750732421875,0.0,284.2598571777344,0,29,0.05062485486268997,12,STANDARD,R_A3,284.2598571777344
12,2018-07-03,41,1622.0697021484375,0.0,284.41473388671875,0,29,0.05453503504395485,13,STANDARD,R_A3,284.41473388671875
13,2018-07-03,41,1624.388671875,0.0,284.5704345703125,0,29,0.37355440855026245,14,STANDARD,R_A3,284.5704345703125
14,2018-07-03,41,1626.707763671875,0.0,285.4154968261719,0,29,0.4010671079158783,15,STANDARD,R_A3,285.4154968261719
15,2018-07-03,41,1629.026611328125,0.0,286.1720886230469,0,29,0.4978368580341339,16,STANDARD,R_A3,286.1720886230469
16,2018-07-03,41,1630.9468994140625,0.0,286.31561279296875,0,29,0.8076155781745911,17,STANDARD,R_A3,286.31561279296875
27,2018-07-03,41,1633.5262451171875,-2.0610055884162648e-08,288.3040771484375,0,29,0.9999997019767761,18,STANDARD,R_A3,288.3040771484375
28,2018-07-03,41,1637.1630859375,0.0,285.48382568359375,0,29,0.0438680499792099,19,STANDARD,R_A3,285.48382568359375
29,2018-07-03,41,1640.8001708984375,0.0,285.7267761230469,0,29,0.05211159586906433,20,STANDARD,R_A3,285.7267761230469
30,2018-07-03,41,1644.4371337890625,-4.806500530918356e-09,288.83026123046875,0,29,0.9999999403953552,21,STANDARD,R_A3,288.83026123046875
31,2018-07-03,41,1648.0740966796875,0.0,286.2146911621094,0,29,0.06447267532348633,22,STANDARD,R_A3,286.2146911621094
1,2018-09-12,52,1631.1873779296875,0.0,276.5575866699219,0,30,0.05050806701183319,1,STANDARD,R_A4,276.5575866699219
1,2018-09-12,52,1627.4293212890625,0.0,276.3954772949219,0,31,0.08368023484945297,2,STANDARD,R_A4,276.3954772949219
2,2018-09-12,52,1629.4896240234375,0.0,276.5326843261719,0,31,0.052676841616630554,3,STANDARD,R_A4,276.5326843261719
3,2018-09-12,52,1631.5498046875,0.0,276.669921875,0,31,0.053818318992853165,4,STANDARD,R_A4,276.669921875
4,2018-09-12,52,1633.610107421875,0.0,276.80718994140625,0,31,0.05667339265346527,5,STANDARD,R_A4,276.80718994140625
4,2018-09-12,52,1632.3968505859375,0.0,276.79681396484375,0,32,0.05682467669248581,6,STANDARD,R_A4,276.79681396484375
4,2018-09-12,51,1635.880615234375,0.0,276.8384704589844,0,32,0.06142966076731682,7,STANDARD,R_A4,276.8384704589844
4,2018-09-12,51,1637.321044921875,0.0,276.98150634765625,0,33,0.06360366195440292,8,STANDARD,R_A4,276.98150634765625
3,2018-09-12,51,1635.474609375,0.0,276.8585205078125,0,33,0.05919957160949707,9,STANDARD,R_A4,276.8585205078125
4,2018-09-12,50,1642.1485595703125,0.0,277.0644226074219,0,33,0.06408164650201797,10,STANDARD,R_A4,277.0644226074219
4,2018-09-12,50,1641.132080078125,0.0,277.0997619628906,0,34,0.06326452642679214,11,STANDARD,R_A4,277.0997619628906
3,2018-09-12,50,1639.20703125,0.0,276.971923828125,0,34,0.11852741986513138,12,STANDARD,R_A4,276.971923828125
3,2018-09-12,50,1640.9061279296875,0.0,277.2368469238281,0,35,0.10056754946708679,13,STANDARD,R_A4,277.2368469238281
2,2018-09-12,50,1639.0426025390625,0.0,277.1142578125,0,35,0.18276973068714142,14,STANDARD,R_A4,277.1142578125
2,2018-09-12,49,1641.93212890625,0.0,277.1507263183594,0,35,0.23935259878635406,15,STANDARD,R_A4,277.1507263183594
30,2018-09-12,49,1642.357421875,0.0,278.6618957519531,0,36,0.05859704315662384,16,STANDARD,R_A4,278.6618957519531
30,2018-09-12,48,1639.6068115234375,0.0,278.4147033691406,0,36,0.6496764421463013,17,STANDARD,R_A4,278.4147033691406
30,2018-09-12,48,1646.7513427734375,0.0,278.97540283203125,0,37,0.061257150024175644,18,STANDARD,R_A4,278.97540283203125
30,2018-09-12,48,1653.461669921875,0.0,279.5269775390625,0,38,0.15908321738243103,19,STANDARD,R_A4,279.5269775390625
30,2018-09-12,47,1657.8184814453125,0.0,279.7299499511719,0,38,0.1089811772108078,20,STANDARD,R_A4,279.7299499511719
1,2018-11-07,42,1695.20263671875,-2.197681827034617e-15,275.70806884765625,0,17,1.0,1,STANDARD,R_A6,275.70806884765625
2,2018-11-07,42,1696.7510986328125,-1.1569741611159104e-15,275.85235595703125,0,17,1.0,2,STANDARD,R_A6,275.85235595703125
3,2018-11-07,42,1698.299560546875,-8.182903135573241e-16,275.9923095703125,0,17,1.0,3,STANDARD,R_A6,275.9923095703125
4,2018-11-07,42,1699.84814453125,-7.169799320493487e-16,276.1268005371094,0,17,1.0,4,STANDARD,R_A6,276.1268005371094
5,2018-11-07,42,1701.3966064453125,-8.262379178222928e-16,276.2587890625,0,17,1.0,5,STANDARD,R_A6,276.2587890625
6,2018-11-07,42,1702.9451904296875,-1.3034421454430583e-15,276.39300537109375,0,17,1.0,6,STANDARD,R_A6,276.39300537109375
7,2018-11-07,42,1704.49365234375,-4.9866205186367e-14,276.2333984375,0,17,1.0,7,STANDARD,R_A6,276.2333984375
8,2018-11-07,42,1706.042236328125,-2.830860130930888e-15,276.6721496582031,0,17,1.0,8,STANDARD,R_A6,276.6721496582031
9,2018-11-07,42,1707.5906982421875,-3.1607186892724723e-15,276.80419921875,0,17,1.0,9,STANDARD,R_A6,276.80419921875
10,2018-11-07,42,1709.1392822265625,-6.554283483138634e-13,276.618408203125,0,17,1.0,10,STANDARD,R_A6,276.618408203125
11,2018-11-07,42,1711.055419921875,-8.26758854519799e-13,276.79156494140625,0,17,1.0,11,STANDARD,R_A6,276.79156494140625
12,2018-11-07,42,1713.3392333984375,-4.935174447925905e-13,277.0078430175781,0,17,1.0,12,STANDARD,R_A6,277.0078430175781
13,2018-11-07,42,1715.623046875,-3.9722467258833036e-14,277.2420349121094,0,17,1.0,13,STANDARD,R_A6,277.2420349121094
14,2018-11-07,42,1717.9068603515625,-2.3631067263586714e-14,277.4582214355469,0,17,1.0,14,STANDARD,R_A6,277.4582214355469
