DRAWDOWN,DEPTH,PRESSURE,CONKPOS,SGAS,DATE,WELL,CONIPOS,CONIDX,WELLMODEL,CONBPRES,CONJPOS,SWAT
0,1730.0836181640625,308.41998291015625,25,0.0,2018-01-01,R_A6,17,20,STANDARD,308.41998291015625,42,1.0
0,1731.8148193359375,308.58404541015625,26,0.0,2018-01-01,R_A6,17,21,STANDARD,308.58404541015625,42,1.0
0,1733.5458984375,308.7481384277344,27,0.0,2018-01-01,R_A6,17,22,STANDARD,308.7481384277344,42,1.0
0,1735.2769775390625,308.6064147949219,28,0.0,2018-01-01,R_A6,17,23,STANDARD,308.6064147949219,42,1.0
0,1640.3037109375,298.9920349121094,1,0.0,2018-03-01,R_A2,22,1,STANDARD,298.9920349121094,30,0.05464068800210953
0,1642.054931640625,299.1094055175781,2,0.0,2018-03-01,R_A2,22,2,STANDARD,299.1094055175781,30,0.0554543174803257
0,1643.80615234375,299.226806640625,3,0.0,2018-03-01,R_A2,22,3,STANDARD,299.226806640625,30,0.05967278406023979
0,1645.5572509765625,299.34417724609375,4,0.0,2018-03-01,R_A2,22,4,STANDARD,299.34417724609375,30,0.06418094038963318
0,1647.3084716796875,299.4615478515625,5,0.0,2018-03-01,R_A2,22,5,STANDARD,299.4615478515625,30,0.06693779677152634
0,1649.0595703125,299.5864562988281,6,0.0,2018-03-01,R_A2,22,6,STANDARD,299.5864562988281,30,0.3172486424446106
0,1650.810791015625,299.712890625,7,0.0,2018-03-01,R_A2,22,7,STANDARD,299.712890625,30,0.8793860077857971
0,1652.56201171875,299.8366394042969,8,0.0,2018-03-01,R_A2,22,8,STANDARD,299.8366394042969,30,0.8785280585289001
0,1654.3131103515625,299.9620056152344,9,0.0,2018-03-01,R_A2,22,9,STANDARD,299.9620056152344,30,0.8812372088432312
0,1656.0643310546875,300.2018127441406,10,0.0,2018-03-01,R_A2,22,10,STANDARD,300.2018127441406,30,0.8982183933258057
0,1657.958251953125,299.9676208496094,11,0.0,2018-03-01,R_A2,22,11,STANDARD,299.9676208496094,30,0.06820842623710632
0,1659.9949951171875,300.10626220703125,12,0.0,2018-03-01,R_A2,22,12,STANDARD,300.10626220703125,30,0.06842692196369171
0,1662.0316162109375,300.2574768066406,13,0.0,2018-03-01,R_A2,22,13,STANDARD,300.2574768066406,30,0.43914127349853516
0,1664.068359375,300.3955078125,14,0.0,2018-03-01,R_A2,22,14,STANDARD,300.3955078125,30,0.47872263193130493
0,1666.10498046875,300.533935546875,15,0.0,2018-03-01,R_A2,22,15,STANDARD,300.533935546875,30,0.6830573678016663
0,1668.1417236328125,300.6760559082031,16,0.0,2018-03-01,R_A2,22,16,STANDARD,300.6760559082031,30,0.9391658306121826
0,1670.1783447265625,300.816162109375,17,0.0,2018-03-01,R_A2,22,17,STANDARD,300.816162109375,30,0.9047054648399353
0,1671.99072265625,300.938720703125,18,0.0,2018-03-01,R_A2,22,18,STANDARD,300.938720703125,30,0.9494137167930603
0,1675.8172607421875,301.2142639160156,18,0.0,2018-03-01,R_A2,22,19,STANDARD,301.2142639160156,29,0.9926742315292358
0,1677.44384765625,302.0062255859375,24,0.0,2018-03-01,R_A2,22,20,STANDARD,302.0062255859375,29,0.723992109298706
0,1679.162109375,302.4250183105469,25,-4.1365935000826787e-19,2018-03-01,R_A2,22,21,STANDARD,302.4250183105469,29,1.0
0,1680.8802490234375,302.8644104003906,26,4.399116069582575e-19,2018-03-01,R_A2,22,22,STANDARD,302.8644104003906,29,1.0
0,1682.5985107421875,302.6710510253906,27,1.5853449971073872e-18,2018-03-01,R_A2,22,23,STANDARD,302.6710510253906,29,1.0
0,1684.316650390625,302.85382080078125,28,-9.517697623223767e-17,2018-03-01,R_A2,22,24,STANDARD,302.85382080078125,29,1.0
0,1686.2447509765625,278.4021911621094,1,1.0910537094992812e-17,2018-04-28,R_A5,31,1,STANDARD,278.4021911621094,20,1.0
0,1688.5155029296875,278.61871337890625,2,3.9356462760607456e-17,2018-04-28,R_A5,31,2,STANDARD,278.61871337890625,20,1.0
0,1690.7862548828125,278.83770751953125,3,1.427606587598698e-15,2018-04-28,R_A5,31,3,STANDARD,278.83770751953125,20,1.0
0,1693.0570068359375,279.0588073730469,4,2.5063946144238125e-12,2018-04-28,R_A5,31,4,STANDARD,279.0588073730469,20,1.0
0,1695.32763671875,279.2768249511719,5,2.3009213891839186e-12,2018-04-28,R_A5,31,5,STANDARD,279.2768249511719,20,1.0
0,1697.598388671875,279.4941101074219,6,2.1308068157144255e-12,2018-04-28,R_A5,31,6,STANDARD,279.4941101074219,20,1.0
0,1699.869140625,280.0534973144531,7,2.1631629050933993e-13,2018-04-28,R_A5,31,7,STANDARD,280.0534973144531,20,1.0
0,1708.7352294921875,276.330322265625,11,-4.2814984549258486e-14,2018-04-28,R_A5,31,8,STANDARD,276.330322265625,20,1.0
0,1710.5723876953125,276.50469970703125,12,-4.124700120301458e-14,2018-04-28,R_A5,31,9,STANDARD,276.50469970703125,20,1.0
0,1701.94384765625,274.498291015625,12,-9.496494302735359e-13,2018-04-28,R_A5,31,10,STANDARD,274.498291015625,21,1.0
0,1703.8206787109375,274.6885681152344,13,-3.8153928258975733e-14,2018-04-28,R_A5,31,11,STANDARD,274.6885681152344,21,1.0
0,1705.697509765625,274.866943359375,14,-7.246721939972028e-14,2018-04-28,R_A5,31,12,STANDARD,274.866943359375,21,1.0
0,1707.5743408203125,275.04559326171875,15,-1.8063233404148026e-14,2018-04-28,R_A5,31,13,STANDARD,275.04559326171875,21,1.0
0,1709.451171875,275.3714904785156,16,-1.597781626515131e-14,2018-04-28,R_A5,31,14,STANDARD,275.3714904785156,21,1.0
0,1711.3280029296875,275.55810546875,17,-2.659602774490277e-15,2018-04-28,R_A5,31,15,STANDARD,275.55810546875,21,1.0
0,1713.0606689453125,275.7299499511719,18,-5.4438693170586e-15,2018-04-28,R_A5,31,16,STANDARD,275.7299499511719,21,1.0
0,1714.047119140625,275.8251953125,19,-8.077700055337481e-15,2018-04-28,R_A5,31,17,STANDARD,275.8251953125,21,1.0
0,1715.3597412109375,280.5120544433594,24,-7.780977637650722e-15,2018-04-28,R_A5,31,18,STANDARD,280.5120544433594,21,1.0
0,1717.6004638671875,280.73614501953125,25,-8.101141692152744e-15,2018-04-28,R_A5,31,19,STANDARD,280.73614501953125,21,1.0
0,1719.8411865234375,281.2312316894531,26,-5.110574134291768e-15,2018-04-28,R_A5,31,20,STANDARD,281.2312316894531,21,1.0
0,1722.0819091796875,290.58123779296875,27,-3.248070724266367e-20,2018-04-28,R_A5,31,21,STANDARD,290.58123779296875,21,1.0
0,1724.3226318359375,301.7999267578125,28,-8.80474227676814e-21,2018-04-28,R_A5,31,22,STANDARD,301.7999267578125,21,1.0
0,1609.461669921875,290.8404541015625,1,0.0,2018-07-03,R_A3,28,1,STANDARD,290.8404541015625,41,0.2516108453273773
0,1611.4443359375,290.9755859375,2,0.0,2018-07-03,R_A3,28,2,STANDARD,290.9755859375,41,0.13616231083869934
0,1601.9686279296875,290.2676696777344,2,0.0,2018-07-03,R_A3,29,3,STANDARD,290.2676696777344,41,0.15007425844669342
0,1604.059814453125,290.4076232910156,3,0.0,2018-07-03,R_A3,29,4,STANDARD,290.4076232910156,41,0.1501012146472931
0,1606.1510009765625,290.54754638671875,4,0.0,2018-07-03,R_A3,29,5,STANDARD,290.54754638671875,41,0.1812952756881714
0,1608.2421875,290.7298278808594,5,0.0,2018-07-03,R_A3,29,6,STANDARD,290.7298278808594,41,0.6486486792564392
0,1610.3333740234375,290.90362548828125,6,0.0,2018-07-03,R_A3,29,7,STANDARD,290.90362548828125,41,0.6486509442329407
0,1612.424560546875,291.05902099609375,7,0.0,2018-07-03,R_A3,29,8,STANDARD,291.05902099609375,41,0.1967989206314087
0,1614.5157470703125,291.1990966796875,8,0.0,2018-07-03,R_A3,29,9,STANDARD,291.1990966796875,41,0.1978587657213211
0,1616.60693359375,291.3392028808594,9,0.0,2018-07-03,R_A3,29,10,STANDARD,291.3392028808594,41,0.2643754780292511
0,1618.6981201171875,291.53497314453125,10,0.0,2018-07-03,R_A3,29,11,STANDARD,291.53497314453125,41,0.28065651655197144
0,1620.84326171875,292.188720703125,11,0.0,2018-07-03,R_A3,29,12,STANDARD,292.188720703125,41,0.04581299051642418
0,1623.04248046875,292.33587646484375,12,0.0,2018-07-03,R_A3,29,13,STANDARD,292.33587646484375,41,0.052476923912763596
0,1625.2415771484375,292.4837646484375,13,0.0,2018-07-03,R_A3,29,14,STANDARD,292.4837646484375,41,0.36786940693855286
0,1627.440673828125,292.6312255859375,14,0.0,2018-07-03,R_A3,29,15,STANDARD,292.6312255859375,41,0.2237834334373474
0,1629.639892578125,292.782470703125,15,0.0,2018-07-03,R_A3,29,16,STANDARD,292.782470703125,41,0.4992576837539673
0,1631.6861572265625,292.9354553222656,16,0.0,2018-07-03,R_A3,29,17,STANDARD,292.9354553222656,41,0.8044316172599792
0,1634.618408203125,285.7980041503906,24,0.0,2018-07-03,R_A3,29,18,STANDARD,285.7980041503906,41,0.2870945632457733
0,1638.23828125,286.03326416015625,25,0.0,2018-07-03,R_A3,29,19,STANDARD,286.03326416015625,41,0.04538433253765106
0,1641.858154296875,286.27532958984375,26,0.0,2018-07-03,R_A3,29,20,STANDARD,286.27532958984375,41,0.0500686839222908
0,1645.47802734375,286.51806640625,27,0.0,2018-07-03,R_A3,29,21,STANDARD,286.51806640625,41,0.17754806578159332
0,1649.0980224609375,286.76025390625,28,0.0,2018-07-03,R_A3,29,22,STANDARD,286.76025390625,41,0.06535293906927109
0,1634.418212890625,275.7760314941406,1,0.0,2018-09-12,R_A4,30,1,STANDARD,275.7760314941406,52,0.05307139456272125
0,1628.9810791015625,275.5408020019531,1,0.0,2018-09-12,R_A4,31,2,STANDARD,275.5408020019531,52,0.07335949689149857
0,1631.0052490234375,275.6755676269531,2,0.0,2018-09-12,R_A4,31,3,STANDARD,275.6755676269531,52,0.051838312298059464
0,1633.0294189453125,275.8102722167969,3,0.0,2018-09-12,R_A4,31,4,STANDARD,275.8102722167969,52,0.0546882227063179
0,1630.5186767578125,275.8141784667969,3,0.0,2018-09-12,R_A4,32,5,STANDARD,275.8141784667969,52,0.05391829460859299
0,1638.3323974609375,276.1962890625,3,0.0,2018-09-12,R_A4,32,6,STANDARD,276.1962890625,51,0.05934382230043411
0,1636.4091796875,276.2403869628906,3,0.0,2018-09-12,R_A4,33,7,STANDARD,276.2403869628906,51,0.057758577167987823
0,1634.54638671875,276.1160583496094,2,0.0,2018-09-12,R_A4,33,8,STANDARD,276.1160583496094,51,0.059324730187654495
0,1646.75244140625,276.6829833984375,3,0.0,2018-09-12,R_A4,33,9,STANDARD,276.6829833984375,50,0.0662250965833664
0,1641.988037109375,276.60174560546875,3,0.0,2018-09-12,R_A4,34,10,STANDARD,276.60174560546875,50,0.06265831738710403
0,1640.123779296875,276.4775085449219,2,0.0,2018-09-12,R_A4,34,11,STANDARD,276.4775085449219,50,0.08041904866695404
0,1640.1461181640625,276.8433837890625,2,0.0,2018-09-12,R_A4,35,12,STANDARD,276.8433837890625,50,0.10135495662689209
0,1638.363525390625,276.72454833984375,1,0.0,2018-09-12,R_A4,35,13,STANDARD,276.72454833984375,50,0.14257416129112244
0,1641.31884765625,281.0296936035156,27,0.0,2018-09-12,R_A4,35,14,STANDARD,281.0296936035156,49,0.05095722898840904
0,1635.3912353515625,280.6343688964844,26,0.0,2018-09-12,R_A4,35,15,STANDARD,280.6343688964844,49,0.04535317048430443
0,1643.0609130859375,281.1539611816406,26,0.0,2018-09-12,R_A4,36,16,STANDARD,281.1539611816406,49,0.09489081054925919
0,1642.16650390625,281.0922546386719,26,0.0,2018-09-12,R_A4,36,17,STANDARD,281.0922546386719,48,0.057215623557567596
0,1651.4036865234375,281.73944091796875,26,0.0,2018-09-12,R_A4,37,18,STANDARD,281.73944091796875,48,0.2546190619468689
0,1645.78759765625,281.3712463378906,25,0.0,2018-09-12,R_A4,37,19,STANDARD,281.3712463378906,48,0.23425720632076263
0,1651.906005859375,281.826904296875,25,0.0,2018-09-12,R_A4,38,20,STANDARD,281.826904296875,48,0.6502307057380676
0,1661.36083984375,282.4232482910156,25,0.0,2018-09-12,R_A4,38,21,STANDARD,282.4232482910156,47,0.6502165198326111
0,1655.7261962890625,282.0497741699219,24,0.0,2018-09-12,R_A4,38,22,STANDARD,282.0497741699219,47,0.06936284154653549
0,1695.6575927734375,276.2818908691406,1,1.1661771740878284e-15,2018-11-07,R_A6,17,1,STANDARD,276.2818908691406,42,1.0
0,1697.214111328125,276.4351806640625,2,4.24583841019809e-16,2018-11-07,R_A6,17,2,STANDARD,276.4351806640625,42,1.0
0,1698.7706298828125,276.591552734375,3,3.1074724512026133e-16,2018-11-07,R_A6,17,3,STANDARD,276.591552734375,42,1.0
0,1700.3271484375,276.75006103515625,4,3.073024944726761e-16,2018-11-07,R_A6,17,4,STANDARD,276.75006103515625,42,1.0
0,1701.8837890625,276.9059143066406,5,3.4989512270888496e-16,2018-11-07,R_A6,17,5,STANDARD,276.9059143066406,42,1.0
0,1703.4403076171875,277.05621337890625,6,2.0857008950340462e-14,2018-11-07,R_A6,17,6,STANDARD,277.05621337890625,42,1.0
0,1704.996826171875,276.9091491699219,7,3.237397193855615e-14,2018-11-07,R_A6,17,7,STANDARD,276.9091491699219,42,1.0
0,1706.553466796875,277.05670166015625,8,2.6932042750463236e-14,2018-11-07,R_A6,17,8,STANDARD,277.05670166015625,42,1.0
0,1708.1099853515625,277.5218811035156,9,1.024075538724658e-15,2018-11-07,R_A6,17,9,STANDARD,277.5218811035156,42,1.0
0,1709.66650390625,277.42901611328125,10,1.3430813264932867e-13,2018-11-07,R_A6,17,10,STANDARD,277.42901611328125,42,1.0
0,1711.5555419921875,278.4539489746094,11,-2.4350183412729038e-15,2018-11-07,R_A6,17,11,STANDARD,278.4539489746094,42,1.0
