DATE,SWAT,WELLMODEL,CONKPOS,CONJPOS,SGAS,DEPTH,CONIDX,PRESSURE,DRAWDOWN,CONBPRES,CONIPOS,WELL
2018-11-07,1.0,STANDARD,1,42,2.2082571127904257e-16,1695.1383056640625,1,275.4258117675781,0,275.4258117675781,17,R_A6
2018-11-07,1.0,STANDARD,2,42,1.393119323513884e-16,1696.6837158203125,2,275.5708312988281,0,275.5708312988281,17,R_A6
2018-11-07,1.0,STANDARD,3,42,9.174662514475576e-17,1698.229248046875,3,275.7128601074219,0,275.7128601074219,17,R_A6
2018-11-07,1.0,STANDARD,4,42,5.290319303494349e-17,1699.774658203125,4,275.8507080078125,0,275.8507080078125,17,R_A6
2018-11-07,1.0,STANDARD,5,42,5.717263282707674e-17,1701.320068359375,5,275.9869079589844,0,275.9869079589844,17,R_A6
2018-11-07,1.0,STANDARD,6,42,1.673469653121402e-15,1702.865478515625,6,275.82928466796875,0,275.82928466796875,17,R_A6
2018-11-07,1.0,STANDARD,7,42,3.462698640462839e-15,1704.410888671875,7,275.9755859375,0,275.9755859375,17,R_A6
2018-11-07,1.0,STANDARD,8,42,1.2621242223831284e-16,1705.9564208984375,8,276.4185791015625,0,276.4185791015625,17,R_A6
2018-11-07,1.0,STANDARD,9,42,1.3810950290831192e-16,1707.5018310546875,9,276.5655517578125,0,276.5655517578125,17,R_A6
2018-11-07,1.0,STANDARD,10,42,1.0707068200533753e-16,1709.04736328125,10,276.73065185546875,0,276.73065185546875,17,R_A6
2018-11-07,1.0,STANDARD,11,42,2.165370081048042e-17,1710.958251953125,11,276.61572265625,0,276.61572265625,17,R_A6
2018-11-07,1.0,STANDARD,12,42,1.3028626524844057e-17,1713.23486328125,12,276.8312072753906,0,276.8312072753906,17,R_A6
2018-11-07,1.0,STANDARD,13,42,1.6545168384587919e-18,1715.5113525390625,13,277.0586853027344,0,277.0586853027344,17,R_A6
2018-11-07,1.0,STANDARD,14,42,1.1494202973040588e-18,1717.787841796875,14,277.2742614746094,0,277.2742614746094,17,R_A6
2018-11-07,1.0,STANDARD,15,42,7.281930460221491e-19,1720.0643310546875,15,277.490966796875,0,277.490966796875,17,R_A6
2018-11-07,1.0,STANDARD,16,42,8.837245466521359e-20,1722.3409423828125,16,277.8508605957031,0,277.8508605957031,17,R_A6
2018-11-07,1.0,STANDARD,17,42,9.815294129281256e-20,1724.617431640625,17,278.0656433105469,0,278.0656433105469,17,R_A6
2018-11-07,1.0,STANDARD,18,42,6.464790010847267e-20,1726.25634765625,18,278.22027587890625,0,278.22027587890625,17,R_A6
2018-11-07,1.0,STANDARD,26,42,-3.8243745656154506e-20,1727.617919921875,19,278.1759338378906,0,278.1759338378906,17,R_A6
2018-11-07,1.0,STANDARD,27,42,-7.578603956792463e-18,1729.3394775390625,20,278.39703369140625,0,278.39703369140625,17,R_A6
2018-11-07,1.0,STANDARD,28,42,1.6675144308214142e-19,1731.06103515625,21,279.4595031738281,0,279.4595031738281,17,R_A6
2018-11-07,1.0,STANDARD,29,42,1.5302705648155314e-23,1732.7825927734375,22,279.5669250488281,0,279.5669250488281,17,R_A6
2018-11-07,1.0,STANDARD,30,42,6.212198132341983e-20,1734.504150390625,23,278.6248779296875,0,278.6248779296875,17,R_A6
