DRAWDOWN,DEPTH,DATE,CONKPOS,CONIDX,CONIPOS,SWAT,WELLMODEL,WELL,PRESSURE,CONBPRES,CONJPOS,SGAS
0,1704.1295166015625,2018-11-07,7,7,17,1.0,STANDARD,R_A6,276.8106689453125,276.8106689453125,42,2.3579097008230576e-11
0,1705.672119140625,2018-11-07,8,8,17,1.0,STANDARD,R_A6,276.9571533203125,276.9571533203125,42,2.082614462828314e-11
0,1707.21484375,2018-11-07,9,9,17,1.0,STANDARD,R_A6,277.43341064453125,277.43341064453125,42,1.764148397677412e-12
0,1708.757568359375,2018-11-07,10,10,17,1.0,STANDARD,R_A6,277.3194580078125,277.3194580078125,42,1.1916592712601926e-10
0,1710.65625,2018-11-07,11,11,17,1.0,STANDARD,R_A6,280.16864013671875,280.16864013671875,42,8.558716344149453e-13
0,1712.9110107421875,2018-11-07,12,12,17,1.0,STANDARD,R_A6,280.3971252441406,280.3971252441406,42,-5.160478706682514e-13
0,1715.165771484375,2018-11-07,13,13,17,1.0,STANDARD,R_A6,280.6346130371094,280.6346130371094,42,-7.721690582947194e-14
0,1717.4205322265625,2018-11-07,14,14,17,1.0,STANDARD,R_A6,280.8481140136719,280.8481140136719,42,-5.591539262313726e-14
0,1719.67529296875,2018-11-07,15,15,17,1.0,STANDARD,R_A6,281.0621643066406,281.0621643066406,42,-2.893670207420283e-14
0,1721.9300537109375,2018-11-07,16,16,17,1.0,STANDARD,R_A6,281.4214782714844,281.4214782714844,42,-8.963777833328416e-15
0,1724.184814453125,2018-11-07,17,17,17,1.0,STANDARD,R_A6,281.6355895996094,281.6355895996094,42,-1.6947272578338168e-14
0,1725.8668212890625,2018-11-07,18,18,17,1.0,STANDARD,R_A6,281.79498291015625,281.79498291015625,42,-1.6430763745563758e-14
0,1727.279052734375,2018-11-07,25,19,17,1.0,STANDARD,R_A6,281.9280090332031,281.9280090332031,42,2.15241778393771e-14
0,1728.993896484375,2018-11-07,26,20,17,1.0,STANDARD,R_A6,282.4316711425781,282.4316711425781,42,1.042473179042316e-14
0,1730.7088623046875,2018-11-07,27,21,17,1.0,STANDARD,R_A6,283.33489990234375,283.33489990234375,42,1.9809751055597522e-20
0,1732.423828125,2018-11-07,28,22,17,1.0,STANDARD,R_A6,283.6897277832031,283.6897277832031,42,2.750536590581227e-22
0,1734.1387939453125,2018-11-07,29,23,17,1.0,STANDARD,R_A6,282.6033020019531,282.6033020019531,42,4.626099558186923e-16
