DATE,WELLMODEL,CONJPOS,SWAT,DRAWDOWN,CONBPRES,WELL,CONIDX,CONKPOS,SGAS,PRESSURE,CONIPOS,DEPTH
2018-11-07,STANDARD,42,1.0,0,279.65460205078125,R_A6,14,14,-7.38793791768555e-14,279.65460205078125,17,1717.446533203125
2018-11-07,STANDARD,42,1.0,0,279.8753356933594,R_A6,15,15,-4.211652795721617e-14,279.8753356933594,17,1719.7728271484375
2018-11-07,STANDARD,42,1.0,0,280.24127197265625,R_A6,16,16,-1.5480175938309935e-14,280.24127197265625,17,1722.09912109375
2018-11-07,STANDARD,42,1.0,0,280.4620361328125,R_A6,17,17,-2.259331807199453e-14,280.4620361328125,17,1724.4254150390625
2018-11-07,STANDARD,42,1.0,0,280.6008605957031,R_A6,18,18,-2.0947758366243394e-14,280.6008605957031,17,1725.89013671875
2018-11-07,STANDARD,42,1.0,0,281.60198974609375,R_A6,19,25,2.4225851681566315e-15,281.60198974609375,17,1727.049072265625
2018-11-07,STANDARD,42,1.0,0,282.1241760253906,R_A6,20,26,4.4219635591074527e-16,282.1241760253906,17,1728.7640380859375
2018-11-07,STANDARD,42,1.0,0,282.8348388671875,R_A6,21,27,4.9926877949338105e-22,282.8348388671875,17,1730.47900390625
2018-11-07,STANDARD,42,1.0,0,282.6429443359375,R_A6,22,28,1.6179899901745222e-18,282.6429443359375,17,1732.19384765625
2018-11-07,STANDARD,42,1.0,0,282.27728271484375,R_A6,23,29,4.70654452711893e-17,282.27728271484375,17,1733.9088134765625
