DATE,PRESSURE,SGAS,DEPTH,CONBPRES,CONIPOS,CONIDX,WELLMODEL,SWAT,CONJPOS,CONKPOS,WELL,DRAWDOWN
2018-11-07,276.5811767578125,7.651464097729876e-13,1706.2542724609375,276.5811767578125,17,8,STANDARD,1.0,42,8,R_A6,0
2018-11-07,276.7319030761719,9.441700893342286e-13,1707.802978515625,276.7319030761719,17,9,STANDARD,1.0,42,9,R_A6,0
2018-11-07,276.5797119140625,2.2098618768229272e-10,1709.3516845703125,276.5797119140625,17,10,STANDARD,1.0,42,10,R_A6,0
2018-11-07,276.75665283203125,5.503332789480453e-10,1711.2431640625,276.75665283203125,17,11,STANDARD,1.0,42,11,R_A6,0
2018-11-07,276.9761047363281,2.723096748091791e-10,1713.4774169921875,276.9761047363281,17,12,STANDARD,1.0,42,12,R_A6,0
2018-11-07,277.1977844238281,2.1637611841152093e-11,1715.711669921875,277.1977844238281,17,13,STANDARD,1.0,42,13,R_A6,0
2018-11-07,277.40924072265625,1.203468227850557e-11,1717.94580078125,277.40924072265625,17,14,STANDARD,1.0,42,14,R_A6,0
2018-11-07,277.6201477050781,7.828124433395534e-12,1720.1800537109375,277.6201477050781,17,15,STANDARD,1.0,42,15,R_A6,0
2018-11-07,277.9742126464844,2.3558401323481304e-12,1722.414306640625,277.9742126464844,17,16,STANDARD,1.0,42,16,R_A6,0
2018-11-07,278.1827697753906,3.15299219025289e-12,1724.6485595703125,278.1827697753906,17,17,STANDARD,1.0,42,17,R_A6,0
2018-11-07,278.3498840332031,2.791727786444209e-12,1726.431884765625,278.3498840332031,17,18,STANDARD,1.0,42,18,R_A6,0
2018-11-07,278.1431579589844,6.606123287289378e-11,1727.960205078125,278.1431579589844,17,19,STANDARD,1.0,42,27,R_A6,0
2018-11-07,278.3382263183594,4.9745429997472e-11,1729.684326171875,278.3382263183594,17,20,STANDARD,1.0,42,28,R_A6,0
2018-11-07,278.52734375,3.1000655601604032e-12,1731.408447265625,278.52734375,17,21,STANDARD,1.0,42,29,R_A6,0
2018-11-07,279.0615539550781,-8.52330542769335e-18,1733.132568359375,279.0615539550781,17,22,STANDARD,1.0,42,30,R_A6,0
2018-11-07,278.83026123046875,4.359095820850173e-13,1734.856689453125,278.83026123046875,17,23,STANDARD,1.0,42,31,R_A6,0
