DEPTH,DATE,WELLMODEL,CONJPOS,SWAT,DRAWDOWN,CONIPOS,WELL,SGAS,CONIDX,PRESSURE,CONBPRES,CONKPOS
1713.059326171875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-2.1951913897755304e-10,12,281.6141357421875,281.6141357421875,12
1715.337890625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-1.7157927856281674e-11,13,281.860595703125,281.860595703125,13
1717.616455078125,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-1.504829941212371e-11,14,282.07635498046875,282.07635498046875,14
1719.89501953125,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-1.021435366843626e-11,15,282.2923583984375,282.2923583984375,15
1722.1734619140625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-1.502570637357259e-12,16,282.6536560058594,282.6536560058594,16
1724.4520263671875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-4.617916726096238e-12,17,282.86981201171875,282.86981201171875,17
1726.0897216796875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,-4.159367295031302e-12,18,283.02496337890625,283.02496337890625,18
1727.448974609375,2018-11-07,STANDARD,42,1.0,0,17,R_A6,4.751440560446518e-12,19,283.0820007324219,283.0820007324219,25
1729.1707763671875,2018-11-07,STANDARD,42,1.0,0,17,R_A6,3.0955752284428373e-12,20,283.56048583984375,283.56048583984375,26
1730.892578125,2018-11-07,STANDARD,42,1.0,0,17,R_A6,1.493434891295089e-17,21,284.363037109375,284.363037109375,27
1732.6143798828125,2018-11-07,STANDARD,42,1.0,0,17,R_A6,2.671097306060816e-18,22,284.650390625,284.650390625,28
1734.336181640625,2018-11-07,STANDARD,42,1.0,0,17,R_A6,2.5610656106153477e-14,23,283.7032470703125,283.7032470703125,29
