DEPTH,DATE,CONKPOS,SWAT,CONIDX,PRESSURE,CONBPRES,CONJPOS,CONIPOS,DRAWDOWN,WELLMODEL,SGAS,WELL
1715.623046875,2018-11-07,13,1.0,13,280.6708068847656,280.6708068847656,42,17,0,STANDARD,-1.747627514708458e-14,R_A6
1717.9068603515625,2018-11-07,14,1.0,14,280.88714599609375,280.88714599609375,42,17,0,STANDARD,-1.0384302060817766e-14,R_A6
1720.190673828125,2018-11-07,15,1.0,15,281.1041259765625,281.1041259765625,42,17,0,STANDARD,-7.74171003724896e-15,R_A6
1722.474365234375,2018-11-07,16,1.0,16,281.4674987792969,281.4674987792969,42,17,0,STANDARD,-2.0471738131864212e-15,R_A6
1724.7581787109375,2018-11-07,17,1.0,17,281.6861267089844,281.6861267089844,42,17,0,STANDARD,-2.4004992075734493e-15,R_A6
1726.394287109375,2018-11-07,18,1.0,18,281.84222412109375,281.84222412109375,42,17,0,STANDARD,-2.589685498650355e-15,R_A6
1727.7508544921875,2018-11-07,27,1.0,19,281.8150939941406,281.8150939941406,42,17,0,STANDARD,-5.635364137140941e-13,R_A6
1729.4755859375,2018-11-07,28,1.0,20,282.37457275390625,282.37457275390625,42,17,0,STANDARD,-3.1824412896619414e-13,R_A6
1731.2001953125,2018-11-07,29,1.0,21,282.1933288574219,282.1933288574219,42,17,0,STANDARD,-1.4724631019688572e-13,R_A6
1732.9249267578125,2018-11-07,30,1.0,22,282.7553405761719,282.7553405761719,42,17,0,STANDARD,-2.081362900497978e-14,R_A6
1734.649658203125,2018-11-07,31,1.0,23,282.4833679199219,282.4833679199219,42,17,0,STANDARD,-2.8722711058540296e-14,R_A6
