CONIPOS,CONIDX,CONBPRES,DRAWDOWN,DEPTH,CONJPOS,SWAT,PRESSURE,WELLMODEL,WELL,CONKPOS,SGAS,DATE
22,16,302.6639709472656,0,1669.2628173828125,30,0.9290271401405334,302.6639709472656,STANDARD,R_A2,16,0.0,2018-01-01
22,17,302.7962951660156,0,1671.235107421875,30,0.9072033762931824,302.7962951660156,STANDARD,R_A2,17,0.0,2018-01-01
22,18,302.9266662597656,0,1673.178466796875,30,0.9411957263946533,302.9266662597656,STANDARD,R_A2,18,0.0,2018-01-01
22,19,303.0537109375,0,1675.0718994140625,29,0.9751545786857605,303.0537109375,STANDARD,R_A2,18,0.0,2018-01-01
22,20,303.12799072265625,0,1676.178955078125,29,0.9769411683082581,303.12799072265625,STANDARD,R_A2,19,0.0,2018-01-01
22,21,303.19635009765625,0,1677.19775390625,29,1.0,303.19635009765625,STANDARD,R_A2,29,0.0,2018-01-01
22,22,303.3127136230469,0,1678.932373046875,29,1.0,303.3127136230469,STANDARD,R_A2,30,0.0,2018-01-01
22,23,303.4291076660156,0,1680.6669921875,29,1.0,303.4291076660156,STANDARD,R_A2,31,0.0,2018-01-01
22,24,303.901123046875,0,1682.401611328125,29,1.0,303.901123046875,STANDARD,R_A2,32,0.0,2018-01-01
22,25,304.06549072265625,0,1684.13623046875,29,1.0,304.06549072265625,STANDARD,R_A2,33,0.0,2018-01-01
28,1,298.4621887207031,0,1606.5968017578125,41,0.6481541991233826,298.4621887207031,STANDARD,R_A3,1,0.0,2018-01-01
28,2,298.5997619628906,0,1608.6494140625,41,0.11823459714651108,298.5997619628906,STANDARD,R_A3,2,0.0,2018-01-01
28,3,298.7373046875,0,1610.7020263671875,41,0.1877264827489853,298.7373046875,STANDARD,R_A3,3,0.0,2018-01-01
29,4,298.3688049316406,0,1605.2030029296875,41,0.18900790810585022,298.3688049316406,STANDARD,R_A3,3,0.0,2018-01-01
29,5,298.5071105957031,0,1607.2672119140625,41,0.3590835630893707,298.5071105957031,STANDARD,R_A3,4,0.0,2018-01-01
29,6,298.64544677734375,0,1609.331298828125,41,0.8134861588478088,298.64544677734375,STANDARD,R_A3,5,0.0,2018-01-01
29,7,298.7837829589844,0,1611.3955078125,41,0.23302605748176575,298.7837829589844,STANDARD,R_A3,6,0.0,2018-01-01
29,8,298.9221496582031,0,1613.4595947265625,41,0.19575732946395874,298.9221496582031,STANDARD,R_A3,7,0.0,2018-01-01
29,9,299.06048583984375,0,1615.5238037109375,41,0.14948570728302002,299.06048583984375,STANDARD,R_A3,8,0.0,2018-01-01
29,10,299.1988525390625,0,1617.5880126953125,41,0.7949211597442627,299.1988525390625,STANDARD,R_A3,9,0.0,2018-01-01
29,11,299.3371887207031,0,1619.652099609375,41,0.7967513799667358,299.3371887207031,STANDARD,R_A3,10,0.0,2018-01-01
29,12,299.48126220703125,0,1621.801513671875,41,0.04941533878445625,299.48126220703125,STANDARD,R_A3,11,0.0,2018-01-01
29,13,299.6310729980469,0,1624.0361328125,41,0.05397175997495651,299.6310729980469,STANDARD,R_A3,12,0.0,2018-01-01
29,14,299.7808837890625,0,1626.270751953125,41,0.2343660593032837,299.7808837890625,STANDARD,R_A3,13,0.0,2018-01-01
29,15,299.9306640625,0,1628.50537109375,41,0.1204138696193695,299.9306640625,STANDARD,R_A3,14,0.0,2018-01-01
29,16,300.0804748535156,0,1630.739990234375,41,0.4983612895011902,300.0804748535156,STANDARD,R_A3,15,0.0,2018-01-01
29,17,300.2188720703125,0,1632.80419921875,41,0.8023954629898071,300.2188720703125,STANDARD,R_A3,16,0.0,2018-01-01
29,18,300.4013671875,0,1635.52587890625,41,0.736264169216156,300.4013671875,STANDARD,R_A3,29,0.0,2018-01-01
29,19,300.63934326171875,0,1639.0753173828125,41,0.04305600747466087,300.63934326171875,STANDARD,R_A3,30,0.0,2018-01-01
29,20,300.8773498535156,0,1642.624755859375,41,0.050733160227537155,300.8773498535156,STANDARD,R_A3,31,0.0,2018-01-01
29,21,301.1153564453125,0,1646.174072265625,41,1.0,301.1153564453125,STANDARD,R_A3,32,0.0,2018-01-01
29,22,301.3533935546875,0,1649.7235107421875,41,0.06412085890769958,301.3533935546875,STANDARD,R_A3,33,0.0,2018-01-01
30,1,300.24786376953125,0,1633.2366943359375,52,0.049899350851774216,300.24786376953125,STANDARD,R_A4,1,0.0,2018-01-01
31,2,299.8659973144531,0,1627.54052734375,52,0.047569531947374344,299.8659973144531,STANDARD,R_A4,1,0.0,2018-01-01
31,3,300.0007019042969,0,1629.5496826171875,52,0.050091348588466644,300.0007019042969,STANDARD,R_A4,2,0.0,2018-01-01
31,4,300.1353759765625,0,1631.558837890625,52,0.052430588752031326,300.1353759765625,STANDARD,R_A4,3,0.0,2018-01-01
31,5,300.27008056640625,0,1633.56787109375,52,0.05370170995593071,300.27008056640625,STANDARD,R_A4,4,0.0,2018-01-01
32,6,300.0523986816406,0,1630.321044921875,52,0.052825700491666794,300.0523986816406,STANDARD,R_A4,4,0.0,2018-01-01
32,7,300.4193420410156,0,1635.794189453125,51,0.056613560765981674,300.4193420410156,STANDARD,R_A4,4,0.0,2018-01-01
33,8,300.53924560546875,0,1637.58251953125,51,0.05666341260075569,300.53924560546875,STANDARD,R_A4,4,0.0,2018-01-01
33,9,300.4195251464844,0,1635.7969970703125,51,0.05705563724040985,300.4195251464844,STANDARD,R_A4,3,0.0,2018-01-01
33,10,300.7598571777344,0,1640.87255859375,50,0.05866987258195877,300.7598571777344,STANDARD,R_A4,4,0.0,2018-01-01
34,11,300.7862548828125,0,1641.2659912109375,50,0.07920840382575989,300.7862548828125,STANDARD,R_A4,4,0.0,2018-01-01
34,12,300.6568603515625,0,1639.3363037109375,50,0.09815706312656403,300.6568603515625,STANDARD,R_A4,3,0.0,2018-01-01
35,13,300.8688049316406,0,1642.4970703125,50,0.10262498259544373,300.8688049316406,STANDARD,R_A4,3,0.0,2018-01-01
35,14,300.7432556152344,0,1640.6248779296875,50,0.22829988598823547,300.7432556152344,STANDARD,R_A4,2,0.0,2018-01-01
35,15,300.8362121582031,0,1642.01123046875,49,0.17902180552482605,300.8362121582031,STANDARD,R_A4,2,0.0,2018-01-01
35,16,300.71112060546875,0,1640.145751953125,49,0.2280573546886444,300.71112060546875,STANDARD,R_A4,1,0.0,2018-01-01
36,17,301.0845642089844,0,1645.7147216796875,49,0.19685491919517517,301.0845642089844,STANDARD,R_A4,32,0.0,2018-01-01
36,18,301.0076904296875,0,1644.5684814453125,48,0.20906494557857513,301.0076904296875,STANDARD,R_A4,32,0.0,2018-01-01
37,19,301.5019226074219,0,1651.9383544921875,48,0.6481541991233826,301.5019226074219,STANDARD,R_A4,32,0.0,2018-01-01
37,20,301.12152099609375,0,1646.26611328125,48,1.0,301.12152099609375,STANDARD,R_A4,31,0.0,2018-01-01
38,21,301.49334716796875,0,1651.810302734375,48,0.6481541991233826,301.49334716796875,STANDARD,R_A4,31,0.0,2018-01-01
38,22,301.8951110839844,0,1657.8006591796875,47,0.7646227478981018,301.8951110839844,STANDARD,R_A4,31,0.0,2018-01-01
31,1,303.8553771972656,0,1685.145751953125,20,1.0,303.8553771972656,STANDARD,R_A5,1,0.0,2018-01-01
31,2,304.0498962402344,0,1687.1983642578125,20,1.0,304.0498962402344,STANDARD,R_A5,2,0.0,2018-01-01
31,3,304.2444152832031,0,1689.2510986328125,20,1.0,304.2444152832031,STANDARD,R_A5,3,0.0,2018-01-01
31,4,304.4389343261719,0,1691.3038330078125,20,1.0,304.4389343261719,STANDARD,R_A5,4,0.0,2018-01-01
31,5,304.6334533691406,0,1693.3564453125,20,1.0,304.6334533691406,STANDARD,R_A5,5,0.0,2018-01-01
31,6,304.8280029296875,0,1695.4091796875,20,1.0,304.8280029296875,STANDARD,R_A5,6,0.0,2018-01-01
31,7,305.32830810546875,0,1697.4619140625,20,1.0,305.32830810546875,STANDARD,R_A5,7,0.0,2018-01-01
31,8,305.2237854003906,0,1699.5146484375,20,1.0,305.2237854003906,STANDARD,R_A5,8,0.0,2018-01-01
31,9,305.3066711425781,0,1700.4591064453125,21,1.0,305.3066711425781,STANDARD,R_A5,11,0.0,2018-01-01
31,10,305.4898986816406,0,1702.392333984375,21,1.0,305.4898986816406,STANDARD,R_A5,12,0.0,2018-01-01
31,11,305.6850891113281,0,1704.32568359375,21,1.0,305.6850891113281,STANDARD,R_A5,13,0.0,2018-01-01
31,12,305.8682861328125,0,1706.2589111328125,21,1.0,305.8682861328125,STANDARD,R_A5,14,0.0,2018-01-01
31,13,306.051513671875,0,1708.1922607421875,21,1.0,306.051513671875,STANDARD,R_A5,15,0.0,2018-01-01
31,14,306.3797607421875,0,1710.12548828125,21,1.0,306.3797607421875,STANDARD,R_A5,16,0.0,2018-01-01
31,15,306.5629577636719,0,1712.058837890625,21,1.0,306.5629577636719,STANDARD,R_A5,17,0.0,2018-01-01
31,16,306.7167663574219,0,1713.6815185546875,21,1.0,306.7167663574219,STANDARD,R_A5,18,0.0,2018-01-01
31,17,306.80194091796875,0,1714.580322265625,21,1.0,306.80194091796875,STANDARD,R_A5,19,0.0,2018-01-01
31,18,306.7789611816406,0,1715.995361328125,21,1.0,306.7789611816406,STANDARD,R_A5,29,0.0,2018-01-01
31,19,306.9921569824219,0,1718.2451171875,21,1.0,306.9921569824219,STANDARD,R_A5,30,0.0,2018-01-01
31,20,307.51116943359375,0,1720.4947509765625,21,1.0,307.51116943359375,STANDARD,R_A5,31,0.0,2018-01-01
31,21,307.7243957519531,0,1722.7445068359375,21,1.0,307.7243957519531,STANDARD,R_A5,32,0.0,2018-01-01
31,22,307.9376220703125,0,1724.9942626953125,21,1.0,307.9376220703125,STANDARD,R_A5,33,0.0,2018-01-01
17,1,305.0856018066406,0,1694.9007568359375,42,1.0,305.0856018066406,STANDARD,R_A6,1,0.0,2018-01-01
17,2,305.231689453125,0,1696.4423828125,42,1.0,305.231689453125,STANDARD,R_A6,2,0.0,2018-01-01
17,3,305.3777770996094,0,1697.9840087890625,42,1.0,305.3777770996094,STANDARD,R_A6,3,0.0,2018-01-01
17,4,305.5238952636719,0,1699.525634765625,42,1.0,305.5238952636719,STANDARD,R_A6,4,0.0,2018-01-01
17,5,305.66998291015625,0,1701.0672607421875,42,1.0,305.66998291015625,STANDARD,R_A6,5,0.0,2018-01-01
17,6,305.51702880859375,0,1702.60888671875,42,1.0,305.51702880859375,STANDARD,R_A6,6,0.0,2018-01-01
17,7,305.6631164550781,0,1704.150390625,42,1.0,305.6631164550781,STANDARD,R_A6,7,0.0,2018-01-01
17,8,305.8092346191406,0,1705.692138671875,42,1.0,305.8092346191406,STANDARD,R_A6,8,0.0,2018-01-01
17,9,306.2543640136719,0,1707.233642578125,42,1.0,306.2543640136719,STANDARD,R_A6,9,0.0,2018-01-01
17,10,306.0946960449219,0,1708.7752685546875,42,1.0,306.0946960449219,STANDARD,R_A6,10,0.0,2018-01-01
17,11,306.2747497558594,0,1710.6739501953125,42,1.0,306.2747497558594,STANDARD,R_A6,11,0.0,2018-01-01
17,12,306.488525390625,0,1712.9298095703125,42,1.0,306.488525390625,STANDARD,R_A6,12,0.0,2018-01-01
17,13,306.71429443359375,0,1715.185546875,42,1.0,306.71429443359375,STANDARD,R_A6,13,0.0,2018-01-01
17,14,306.9280700683594,0,1717.44140625,42,1.0,306.9280700683594,STANDARD,R_A6,14,0.0,2018-01-01
17,15,307.1418762207031,0,1719.6971435546875,42,1.0,307.1418762207031,STANDARD,R_A6,15,0.0,2018-01-01
17,16,307.5007019042969,0,1721.9530029296875,42,1.0,307.5007019042969,STANDARD,R_A6,16,0.0,2018-01-01
17,17,307.7144775390625,0,1724.208740234375,42,1.0,307.7144775390625,STANDARD,R_A6,17,0.0,2018-01-01
17,18,307.87396240234375,0,1725.891357421875,42,1.0,307.87396240234375,STANDARD,R_A6,18,0.0,2018-01-01
17,19,307.8507995605469,0,1727.3045654296875,42,1.0,307.8507995605469,STANDARD,R_A6,29,0.0,2018-01-01
17,20,308.3193054199219,0,1729.021484375,42,1.0,308.3193054199219,STANDARD,R_A6,30,0.0,2018-01-01
17,21,308.4820251464844,0,1730.73828125,42,1.0,308.4820251464844,STANDARD,R_A6,31,0.0,2018-01-01
17,22,308.6447448730469,0,1732.4552001953125,42,1.0,308.6447448730469,STANDARD,R_A6,32,0.0,2018-01-01
17,23,308.501708984375,0,1734.172119140625,42,1.0,308.501708984375,STANDARD,R_A6,33,0.0,2018-01-01
22,1,299.0580139160156,0,1640.853515625,30,0.05514287203550339,299.0580139160156,STANDARD,R_A2,1,0.0,2018-03-01
22,2,299.1819152832031,0,1642.7020263671875,30,0.05674295872449875,299.1819152832031,STANDARD,R_A2,2,0.0,2018-03-01
22,3,299.3058166503906,0,1644.550537109375,30,0.076414093375206,299.3058166503906,STANDARD,R_A2,3,0.0,2018-03-01
22,4,299.4297180175781,0,1646.3990478515625,30,0.062394581735134125,299.4297180175781,STANDARD,R_A2,4,0.0,2018-03-01
22,5,299.55364990234375,0,1648.2476806640625,30,0.0652993768453598,299.55364990234375,STANDARD,R_A2,5,0.0,2018-03-01
22,6,299.68365478515625,0,1650.09619140625,30,0.3010689914226532,299.68365478515625,STANDARD,R_A2,6,0.0,2018-03-01
22,7,299.80706787109375,0,1651.9447021484375,30,0.8781875967979431,299.80706787109375,STANDARD,R_A2,7,0.0,2018-03-01
22,8,299.9291076660156,0,1653.7933349609375,30,0.8516936898231506,299.9291076660156,STANDARD,R_A2,8,0.0,2018-03-01
22,9,300.0458068847656,0,1655.641845703125,30,0.6484492421150208,300.0458068847656,STANDARD,R_A2,9,0.0,2018-03-01
22,10,300.2676086425781,0,1657.4903564453125,30,0.8948420286178589,300.2676086425781,STANDARD,R_A2,10,0.0,2018-03-01
22,11,300.6019287109375,0,1659.40087890625,30,0.07016482949256897,300.6019287109375,STANDARD,R_A2,11,0.0,2018-03-01
22,12,300.7635803222656,0,1661.373291015625,30,0.07599303126335144,300.7635803222656,STANDARD,R_A2,12,0.0,2018-03-01
22,13,300.9092712402344,0,1663.345703125,30,0.4327532947063446,300.9092712402344,STANDARD,R_A2,13,0.0,2018-03-01
22,14,301.0428771972656,0,1665.3179931640625,30,0.47292250394821167,301.0428771972656,STANDARD,R_A2,14,0.0,2018-03-01
22,15,301.1781921386719,0,1667.2904052734375,30,0.6415312886238098,301.1781921386719,STANDARD,R_A2,15,0.0,2018-03-01
22,16,301.31097412109375,0,1669.2628173828125,30,0.9289976954460144,301.31097412109375,STANDARD,R_A2,16,0.0,2018-03-01
22,17,301.4438781738281,0,1671.235107421875,30,0.9071647524833679,301.4438781738281,STANDARD,R_A2,17,0.0,2018-03-01
22,18,301.5744934082031,0,1673.178466796875,30,0.9411711692810059,301.5744934082031,STANDARD,R_A2,18,0.0,2018-03-01
22,19,301.57470703125,0,1675.0718994140625,29,0.9751430749893188,301.57470703125,STANDARD,R_A2,18,0.0,2018-03-01
22,20,301.6489562988281,0,1676.178955078125,29,0.976930558681488,301.6489562988281,STANDARD,R_A2,19,0.0,2018-03-01
22,21,303.1725158691406,0,1677.19775390625,29,1.0,303.1725158691406,STANDARD,R_A2,29,-3.157199108557953e-16,2018-03-01
22,22,303.2917175292969,0,1678.932373046875,29,1.0,303.2917175292969,STANDARD,R_A2,30,-3.259591230548911e-17,2018-03-01
22,23,303.40716552734375,0,1680.6669921875,29,1.0,303.40716552734375,STANDARD,R_A2,31,7.70324301450407e-19,2018-03-01
22,24,303.8879089355469,0,1682.401611328125,29,1.0,303.8879089355469,STANDARD,R_A2,32,1.4005974643173304e-19,2018-03-01
22,25,304.056396484375,0,1684.13623046875,29,1.0,304.056396484375,STANDARD,R_A2,33,3.186163364000162e-20,2018-03-01
31,1,289.4157409667969,0,1685.145751953125,20,1.0,289.4157409667969,STANDARD,R_A5,1,-4.026101500798074e-12,2018-04-28
31,2,289.6101379394531,0,1687.1983642578125,20,1.0,289.6101379394531,STANDARD,R_A5,2,-1.2614582989289858e-10,2018-04-28
31,3,289.8045654296875,0,1689.2510986328125,20,1.0,289.8045654296875,STANDARD,R_A5,3,-1.5110679374430447e-10,2018-04-28
31,4,289.99896240234375,0,1691.3038330078125,20,1.0,289.99896240234375,STANDARD,R_A5,4,-1.6298584704088626e-10,2018-04-28
31,5,290.193359375,0,1693.3564453125,20,1.0,290.193359375,STANDARD,R_A5,5,-1.7532936213981998e-10,2018-04-28
31,6,290.38775634765625,0,1695.4091796875,20,1.0,290.38775634765625,STANDARD,R_A5,6,-1.890113621172418e-10,2018-04-28
31,7,290.88751220703125,0,1697.4619140625,20,1.0,290.88751220703125,STANDARD,R_A5,7,-4.046733434459604e-11,2018-04-28
31,8,291.1942138671875,0,1699.5146484375,20,1.0,291.1942138671875,STANDARD,R_A5,8,-1.5003886262750232e-13,2018-04-28
31,9,283.0752258300781,0,1700.4591064453125,21,1.0,283.0752258300781,STANDARD,R_A5,11,-1.2752892492029488e-11,2018-04-28
31,10,283.74932861328125,0,1702.392333984375,21,1.0,283.74932861328125,STANDARD,R_A5,12,-6.568322708649932e-12,2018-04-28
31,11,283.9414978027344,0,1704.32568359375,21,1.0,283.9414978027344,STANDARD,R_A5,13,-3.8360119117633595e-13,2018-04-28
31,12,284.1216125488281,0,1706.2589111328125,21,1.0,284.1216125488281,STANDARD,R_A5,14,-6.066709092554523e-13,2018-04-28
31,13,285.13427734375,0,1708.1922607421875,21,1.0,285.13427734375,STANDARD,R_A5,15,-8.756581885375342e-14,2018-04-28
31,14,285.9525146484375,0,1710.12548828125,21,1.0,285.9525146484375,STANDARD,R_A5,16,-7.316469851574147e-15,2018-04-28
31,15,286.1407470703125,0,1712.058837890625,21,1.0,286.1407470703125,STANDARD,R_A5,17,-7.113306458076361e-15,2018-04-28
31,16,286.2948303222656,0,1713.6815185546875,21,1.0,286.2948303222656,STANDARD,R_A5,18,-9.867599257498434e-15,2018-04-28
31,17,286.37884521484375,0,1714.580322265625,21,1.0,286.37884521484375,STANDARD,R_A5,19,0.0,2018-04-28
31,18,283.2584228515625,0,1715.995361328125,21,1.0,283.2584228515625,STANDARD,R_A5,29,-6.4841117501310275e-15,2018-04-28
31,19,283.4754638671875,0,1718.2451171875,21,1.0,283.4754638671875,STANDARD,R_A5,30,-5.098882962037291e-15,2018-04-28
31,20,287.28460693359375,0,1720.4947509765625,21,1.0,287.28460693359375,STANDARD,R_A5,31,-2.001171172579632e-18,2018-04-28
31,21,299.6965637207031,0,1722.7445068359375,21,1.0,299.6965637207031,STANDARD,R_A5,32,-1.3084598797976122e-21,2018-04-28
31,22,305.2515563964844,0,1724.9942626953125,21,1.0,305.2515563964844,STANDARD,R_A5,33,6.877251407785717e-25,2018-04-28
28,1,272.8717346191406,0,1606.5968017578125,41,0.6497767567634583,272.8717346191406,STANDARD,R_A3,1,0.0,2018-07-03
28,2,273.00860595703125,0,1608.6494140625,41,0.1191214770078659,273.00860595703125,STANDARD,R_A3,2,0.0,2018-07-03
28,3,273.1453857421875,0,1610.7020263671875,41,0.18906982243061066,273.1453857421875,STANDARD,R_A3,3,0.0,2018-07-03
29,4,272.841796875,0,1605.2030029296875,41,0.1901978701353073,272.841796875,STANDARD,R_A3,3,0.0,2018-07-03
29,5,273.0002746582031,0,1607.2672119140625,41,0.3608477711677551,273.0002746582031,STANDARD,R_A3,4,0.0,2018-07-03
29,6,273.136474609375,0,1609.331298828125,41,0.8120374083518982,273.136474609375,STANDARD,R_A3,5,0.0,2018-07-03
29,7,273.220458984375,0,1611.3955078125,41,0.23459550738334656,273.220458984375,STANDARD,R_A3,6,0.0,2018-07-03
29,8,273.35760498046875,0,1613.4595947265625,41,0.1969384104013443,273.35760498046875,STANDARD,R_A3,7,0.0,2018-07-03
29,9,273.49395751953125,0,1615.5238037109375,41,0.15232592821121216,273.49395751953125,STANDARD,R_A3,8,0.0,2018-07-03
29,10,273.6690979003906,0,1617.5880126953125,41,0.793549656867981,273.6690979003906,STANDARD,R_A3,9,0.0,2018-07-03
29,11,274.0393371582031,0,1619.652099609375,41,0.7952108383178711,274.0393371582031,STANDARD,R_A3,10,0.0,2018-07-03
29,12,289.7642517089844,0,1621.801513671875,41,0.04946408420801163,289.7642517089844,STANDARD,R_A3,11,0.0,2018-07-03
29,13,289.9136657714844,0,1624.0361328125,41,0.05402061715722084,289.9136657714844,STANDARD,R_A3,12,0.0,2018-07-03
29,14,290.0625305175781,0,1626.270751953125,41,0.2346639335155487,290.0625305175781,STANDARD,R_A3,13,0.0,2018-07-03
29,15,290.2117614746094,0,1628.50537109375,41,0.12082172185182571,290.2117614746094,STANDARD,R_A3,14,0.0,2018-07-03
29,16,290.3711853027344,0,1630.739990234375,41,0.4990540146827698,290.3711853027344,STANDARD,R_A3,15,0.0,2018-07-03
29,17,290.5279541015625,0,1632.80419921875,41,0.8018339276313782,290.5279541015625,STANDARD,R_A3,16,0.0,2018-07-03
29,18,283.8375244140625,0,1635.52587890625,41,0.7359499335289001,283.8375244140625,STANDARD,R_A3,29,0.0,2018-07-03
29,19,283.6339111328125,0,1639.0753173828125,41,0.04344999045133591,283.6339111328125,STANDARD,R_A3,30,0.0,2018-07-03
29,20,283.87066650390625,0,1642.624755859375,41,0.05158359557390213,283.87066650390625,STANDARD,R_A3,31,0.0,2018-07-03
29,21,286.1659851074219,0,1646.174072265625,41,1.0,286.1659851074219,STANDARD,R_A3,32,-6.5904929083537844e-12,2018-07-03
29,22,284.0068664550781,0,1649.7235107421875,41,0.06512387096881866,284.0068664550781,STANDARD,R_A3,33,0.0,2018-07-03
30,1,276.94891357421875,0,1633.2366943359375,52,0.050012387335300446,276.94891357421875,STANDARD,R_A4,1,0.0,2018-09-12
31,2,276.7270812988281,0,1627.54052734375,52,0.04767720401287079,276.7270812988281,STANDARD,R_A4,1,0.0,2018-09-12
31,3,276.8609924316406,0,1629.5496826171875,52,0.05020318552851677,276.8609924316406,STANDARD,R_A4,2,0.0,2018-09-12
31,4,276.99493408203125,0,1631.558837890625,52,0.052545215934515,276.99493408203125,STANDARD,R_A4,3,0.0,2018-09-12
31,5,277.12884521484375,0,1633.56787109375,52,0.05382326617836952,277.12884521484375,STANDARD,R_A4,4,0.0,2018-09-12
32,6,277.0671081542969,0,1630.321044921875,52,0.052949052304029465,277.0671081542969,STANDARD,R_A4,4,0.0,2018-09-12
32,7,277.2181701660156,0,1635.794189453125,51,0.056733667850494385,277.2181701660156,STANDARD,R_A4,4,0.0,2018-09-12
33,8,277.5328674316406,0,1637.58251953125,51,0.05677713453769684,277.5328674316406,STANDARD,R_A4,4,0.0,2018-09-12
33,9,277.4138488769531,0,1635.7969970703125,51,0.05716820806264877,277.4138488769531,STANDARD,R_A4,3,0.0,2018-09-12
33,10,277.5128479003906,0,1640.87255859375,50,0.05883868783712387,277.5128479003906,STANDARD,R_A4,4,0.0,2018-09-12
34,11,277.75433349609375,0,1641.2659912109375,50,0.07941106706857681,277.75433349609375,STANDARD,R_A4,4,0.0,2018-09-12
34,12,277.6258239746094,0,1639.3363037109375,50,0.0984150841832161,277.6258239746094,STANDARD,R_A4,3,0.0,2018-09-12
35,13,278.0406188964844,0,1642.4970703125,50,0.1029130145907402,278.0406188964844,STANDARD,R_A4,3,0.0,2018-09-12
35,14,277.9169616699219,0,1640.6248779296875,50,0.2286178171634674,277.9169616699219,STANDARD,R_A4,2,0.0,2018-09-12
35,15,277.7969055175781,0,1642.01123046875,49,0.17946790158748627,277.7969055175781,STANDARD,R_A4,2,0.0,2018-09-12
35,16,277.6733703613281,0,1640.145751953125,49,0.2284819632768631,277.6733703613281,STANDARD,R_A4,1,0.0,2018-09-12
36,17,277.5685119628906,0,1645.7147216796875,49,0.19281324744224548,277.5685119628906,STANDARD,R_A4,32,0.0,2018-09-12
36,18,275.8845520019531,0,1644.5684814453125,48,0.20000456273555756,275.8845520019531,STANDARD,R_A4,32,0.0,2018-09-12
37,19,277.37615966796875,0,1651.9383544921875,48,0.6738148331642151,277.37615966796875,STANDARD,R_A4,32,0.0,2018-09-12
37,20,285.82769775390625,0,1646.26611328125,48,1.0,285.82769775390625,STANDARD,R_A4,31,-2.855887794588237e-14,2018-09-12
38,21,278.66217041015625,0,1651.810302734375,48,0.6522502899169922,278.66217041015625,STANDARD,R_A4,31,0.0,2018-09-12
38,22,294.2316589355469,0,1657.8006591796875,47,0.7643879652023315,294.2316589355469,STANDARD,R_A4,31,0.0,2018-09-12
17,1,273.2865905761719,0,1694.9007568359375,42,1.0,273.2865905761719,STANDARD,R_A6,1,-5.376753804523791e-18,2018-11-07
17,2,273.4200744628906,0,1696.4423828125,42,1.0,273.4200744628906,STANDARD,R_A6,2,-2.687173147675478e-18,2018-11-07
17,3,273.54205322265625,0,1697.9840087890625,42,1.0,273.54205322265625,STANDARD,R_A6,3,-2.203017304112984e-18,2018-11-07
17,4,273.655517578125,0,1699.525634765625,42,1.0,273.655517578125,STANDARD,R_A6,4,-1.4702583245071188e-18,2018-11-07
17,5,273.7674560546875,0,1701.0672607421875,42,1.0,273.7674560546875,STANDARD,R_A6,5,-2.2113840292138048e-18,2018-11-07
17,6,273.5988464355469,0,1702.60888671875,42,1.0,273.5988464355469,STANDARD,R_A6,6,-6.119488789112199e-17,2018-11-07
17,7,273.74456787109375,0,1704.150390625,42,1.0,273.74456787109375,STANDARD,R_A6,7,-8.598103730891825e-17,2018-11-07
17,8,273.8882141113281,0,1705.692138671875,42,1.0,273.8882141113281,STANDARD,R_A6,8,-6.22339855591662e-17,2018-11-07
17,9,274.3289489746094,0,1707.233642578125,42,1.0,274.3289489746094,STANDARD,R_A6,9,-5.694867202186678e-18,2018-11-07
