DRAWDOWN,CONIDX,SGAS,DATE,WELL,DEPTH,CONKPOS,PRESSURE,CONIPOS,SWAT,CONJPOS,CONBPRES,WELLMODEL
0,23,-1.3126115348349328e-22,2018-04-28,R_A5,1725.4404296875,29,302.9617919921875,31,1.0,21,302.9617919921875,STANDARD
0,1,0.0,2018-07-03,R_A3,1606.397216796875,1,284.24615478515625,28,0.6496196985244751,41,284.24615478515625,STANDARD
0,2,0.0,2018-07-03,R_A3,1608.3736572265625,2,284.3846130371094,28,0.1185186505317688,41,284.3846130371094,STANDARD
0,3,0.0,2018-07-03,R_A3,1610.35009765625,3,284.5167236328125,28,0.09062570333480835,41,284.5167236328125,STANDARD
0,4,0.0,2018-07-03,R_A3,1605.082763671875,3,284.0838928222656,29,0.11864225566387177,41,284.0838928222656,STANDARD
0,5,0.0,2018-07-03,R_A3,1607.129638671875,4,284.22064208984375,29,0.15688754618167877,41,284.22064208984375,STANDARD
0,6,0.0,2018-07-03,R_A3,1609.1763916015625,5,284.38714599609375,29,0.6491085886955261,41,284.38714599609375,STANDARD
0,7,0.0,2018-07-03,R_A3,1611.2232666015625,6,284.5525207519531,29,0.6491384506225586,41,284.5525207519531,STANDARD
0,8,0.0,2018-07-03,R_A3,1613.27001953125,7,284.70941162109375,29,0.194902703166008,41,284.70941162109375,STANDARD
0,9,0.0,2018-07-03,R_A3,1615.31689453125,8,284.84625244140625,29,0.1959563046693802,41,284.84625244140625,STANDARD
0,10,0.0,2018-07-03,R_A3,1617.3636474609375,9,285.2059020996094,29,0.7918784618377686,41,285.2059020996094,STANDARD
0,11,0.0,2018-07-03,R_A3,1619.4105224609375,10,285.4153137207031,29,0.1883401721715927,41,285.4153137207031,STANDARD
0,12,0.0,2018-07-03,R_A3,1621.592529296875,11,290.0451965332031,29,0.04712842032313347,41,290.0451965332031,STANDARD
0,13,0.0,2018-07-03,R_A3,1623.909912109375,12,290.2002258300781,29,0.05402616783976555,41,290.2002258300781,STANDARD
0,14,0.0,2018-07-03,R_A3,1626.2271728515625,13,290.3612060546875,29,0.36888113617897034,41,290.3612060546875,STANDARD
0,15,0.0,2018-07-03,R_A3,1628.54443359375,14,290.5204162597656,29,0.19183878600597382,41,290.5204162597656,STANDARD
0,16,0.0,2018-07-03,R_A3,1630.8616943359375,15,290.6903381347656,29,0.5048953890800476,41,290.6903381347656,STANDARD
0,17,0.0,2018-07-03,R_A3,1632.7169189453125,16,290.8235168457031,29,0.8000684380531311,41,290.8235168457031,STANDARD
0,18,0.0,2018-07-03,R_A3,1635.19873046875,25,291.7069396972656,29,0.9999876618385315,41,291.7069396972656,STANDARD
0,19,0.0,2018-07-03,R_A3,1638.769287109375,26,287.932861328125,29,0.04467950761318207,41,287.932861328125,STANDARD
0,20,0.0,2018-07-03,R_A3,1642.3399658203125,27,288.1715393066406,29,0.04910808801651001,41,288.1715393066406,STANDARD
0,21,-4.1328567087703383e-13,2018-07-03,R_A3,1645.91064453125,28,291.1144104003906,29,1.0,41,291.1144104003906,STANDARD
0,22,0.0,2018-07-03,R_A3,1649.4810791015625,29,288.63677978515625,29,0.28460144996643066,41,288.63677978515625,STANDARD
0,1,0.0,2018-09-12,R_A4,1629.386474609375,1,279.13482666015625,30,0.04999968037009239,52,279.13482666015625,STANDARD
0,2,0.0,2018-09-12,R_A4,1624.87744140625,1,279.001220703125,31,0.04703373834490776,52,279.001220703125,STANDARD
0,3,0.0,2018-09-12,R_A4,1626.863037109375,2,279.1336364746094,31,0.04771529883146286,52,279.1336364746094,STANDARD
0,4,0.0,2018-09-12,R_A4,1628.8487548828125,3,279.2659912109375,31,0.049164846539497375,52,279.2659912109375,STANDARD
0,5,0.0,2018-09-12,R_A4,1630.83447265625,4,279.3983459472656,31,0.05072782561182976,52,279.3983459472656,STANDARD
0,6,0.0,2018-09-12,R_A4,1632.8201904296875,5,279.5306701660156,31,0.05358472838997841,52,279.5306701660156,STANDARD
0,7,0.0,2018-09-12,R_A4,1634.805908203125,6,279.66302490234375,31,0.13323092460632324,52,279.66302490234375,STANDARD
0,8,0.0,2018-09-12,R_A4,1633.5291748046875,6,279.7060852050781,32,0.09075575321912766,52,279.7060852050781,STANDARD
0,9,0.0,2018-09-12,R_A4,1635.9794921875,6,279.7886047363281,32,0.13923542201519012,51,279.7886047363281,STANDARD
0,10,0.0,2018-09-12,R_A4,1634.192138671875,5,279.66961669921875,32,0.05434345826506615,51,279.66961669921875,STANDARD
0,11,0.0,2018-09-12,R_A4,1636.260009765625,5,279.9427795410156,33,0.056396953761577606,51,279.9427795410156,STANDARD
0,12,0.0,2018-09-12,R_A4,1640.4716796875,5,280.1977844238281,33,0.05927290767431259,50,280.1977844238281,STANDARD
0,13,0.0,2018-09-12,R_A4,1640.4578857421875,5,280.2998962402344,34,0.059664465487003326,50,280.2998962402344,STANDARD
0,14,0.0,2018-09-12,R_A4,1638.667724609375,4,280.1805725097656,34,0.1218254342675209,50,280.1805725097656,STANDARD
0,15,0.0,2018-09-12,R_A4,1642.01513671875,4,280.4750061035156,35,0.09688396006822586,50,280.4750061035156,STANDARD
0,16,0.0,2018-09-12,R_A4,1640.29248046875,3,280.3604736328125,35,0.2269316166639328,50,280.3604736328125,STANDARD
0,17,0.0,2018-09-12,R_A4,1643.914306640625,3,280.56573486328125,35,0.2338968813419342,49,280.56573486328125,STANDARD
0,18,0.0,2018-09-12,R_A4,1642.228271484375,2,280.4533996582031,35,0.22983424365520477,49,280.4533996582031,STANDARD
0,19,0.0,2018-09-12,R_A4,1640.5421142578125,1,280.3409729003906,35,0.19949908554553986,49,280.3409729003906,STANDARD
0,20,0.0,2018-09-12,R_A4,1643.7122802734375,28,280.18670654296875,36,0.6827408075332642,49,280.18670654296875,STANDARD
0,21,2.4945198647186766e-15,2018-09-12,R_A4,1642.810791015625,28,288.86669921875,36,1.0,48,288.86669921875,STANDARD
0,22,-3.8305922561536476e-13,2018-09-12,R_A4,1651.8094482421875,28,288.0907287597656,37,1.0,48,288.0907287597656,STANDARD
0,23,-3.717107866082689e-14,2018-09-12,R_A4,1646.123291015625,27,287.2287292480469,37,1.0,48,287.2287292480469,STANDARD
0,24,-1.6987489702673803e-13,2018-09-12,R_A4,1655.8896484375,27,284.11920166015625,38,1.0,48,284.11920166015625,STANDARD
0,25,0.0,2018-09-12,R_A4,1649.9847412109375,26,279.52197265625,38,0.11269940435886383,48,279.52197265625,STANDARD
0,26,0.0,2018-09-12,R_A4,1653.5252685546875,26,279.269287109375,38,0.08680576086044312,47,279.269287109375,STANDARD
0,1,-2.250607876062502e-13,2018-11-07,R_A6,1695.253662109375,1,277.51837158203125,17,1.0,42,277.51837158203125,STANDARD
0,2,-1.2732496263920257e-13,2018-11-07,R_A6,1696.80126953125,2,277.6600646972656,17,1.0,42,277.6600646972656,STANDARD
