CONJPOS,PRESSURE,SGAS,WELL,SWAT,DRAWDOWN,WELLMODEL,CONIPOS,CONKPOS,CONIDX,CONBPRES,DATE,DEPTH
42,278.60882568359375,-1.7482624506057198e-13,R_A6,1.0,0,STANDARD,17,13,13,278.60882568359375,2018-11-07,1715.623046875
42,278.825439453125,-1.7538811928393544e-13,R_A6,1.0,0,STANDARD,17,14,14,278.825439453125,2018-11-07,1717.9068603515625
42,279.04547119140625,-1.0457523654536574e-13,R_A6,1.0,0,STANDARD,17,15,15,279.04547119140625,2018-11-07,1720.190673828125
42,279.4391784667969,-2.977295059797269e-14,R_A6,1.0,0,STANDARD,17,16,16,279.4391784667969,2018-11-07,1722.474365234375
42,279.6878967285156,-2.5482103609814587e-14,R_A6,1.0,0,STANDARD,17,17,17,279.6878967285156,2018-11-07,1724.7581787109375
42,279.847900390625,-6.450378154786857e-14,R_A6,1.0,0,STANDARD,17,18,18,279.847900390625,2018-11-07,1726.394287109375
42,279.83001708984375,-1.978663543775183e-12,R_A6,1.0,0,STANDARD,17,27,19,279.83001708984375,2018-11-07,1727.7508544921875
42,280.2239074707031,-3.694341644075144e-18,R_A6,1.0,0,STANDARD,17,28,20,280.2239074707031,2018-11-07,1729.4755859375
42,280.9888610839844,-1.1533971748940606e-18,R_A6,1.0,0,STANDARD,17,29,21,280.9888610839844,2018-11-07,1731.2001953125
42,281.4193115234375,-1.4740523951817464e-19,R_A6,1.0,0,STANDARD,17,30,22,281.4193115234375,2018-11-07,1732.9249267578125
42,280.6468811035156,-2.0052677845633007e-16,R_A6,1.0,0,STANDARD,17,31,23,280.6468811035156,2018-11-07,1734.649658203125
